DeployID,Ptt,DepthSensor,Source,Instr,Day,Time,LocationQuality,Latitude,Longitude,Depth,DRange,Temperature,TRange
15P1019,104659,,Transmission,MiniPAT,07-08-2016,10:35:00,,,,16.5,3.50,18.4,0.25
15P1019,104659,,Transmission,MiniPAT,07-08-2016,10:40:00,,,,8.0,1.75,18.4,0.25
15P1019,104659,,Transmission,MiniPAT,07-08-2016,10:45:00,,,,8.0,1.75,18.4,0.25
15P1019,104659,,Transmission,MiniPAT,07-08-2016,10:50:00,,,,1.5,1.75,18.8,0.25
15P1019,104659,,Transmission,MiniPAT,07-08-2016,10:55:00,,,,11.5,2.00,18.4,0.25
15P1019,104659,,Transmission,MiniPAT,07-08-2016,11:00:00,,,,16.5,3.50,18.0,0.25
15P1019,104659,,Transmission,MiniPAT,07-08-2016,11:05:00,,,,5.0,2.00,18.4,0.25
15P1019,104659,,Transmission,MiniPAT,07-08-2016,11:10:00,,,,16.5,3.50,18.0,0.25
15P1019,104659,,Transmission,MiniPAT,07-08-2016,11:15:00,,,,1.5,1.75,19.7,0.25
15P1019,104659,,Transmission,MiniPAT,07-08-2016,11:20:00,,,,1.5,1.75,19.3,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,11:25:00,,,,1.5,1.75,19.3,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,11:30:00,,,,85.0,7.25,14.2,0.25
15P1019,104659,,Transmission,MiniPAT,07-08-2016,11:35:00,,,,29.5,3.75,15.5,0.25
15P1019,104659,,Transmission,MiniPAT,07-08-2016,11:40:00,,,,46.0,7.00,14.6,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,11:45:00,,,,105.0,14.00,13.8,0.25
15P1019,104659,,Transmission,MiniPAT,07-08-2016,11:50:00,,,,1.5,1.75,20.2,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,11:55:00,,,,131.0,14.25,13.8,0.25
15P1019,104659,,Transmission,MiniPAT,07-08-2016,12:00:00,,,,307.0,28.25,13.6,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,12:05:00,,,,307.0,28.25,13.6,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,12:10:00,,,,307.0,28.25,13.6,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,12:15:00,,,,307.0,28.25,13.6,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,12:20:00,,,,307.0,28.25,13.6,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,12:25:00,,,,205.0,27.50,13.6,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,12:30:00,,,,45.0,7.00,14.8,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,12:35:00,,,,9.5,3.50,19.5,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,12:40:00,,,,9.5,3.50,19.5,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,12:45:00,,,,3.0,3.25,20.1,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,12:50:00,,,,9.5,3.50,19.5,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,12:55:00,,,,9.5,3.50,19.5,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,13:00:00,,,,9.5,3.50,19.5,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,13:05:00,,,,9.5,3.50,19.5,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,13:10:00,,,,9.5,3.50,19.5,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,13:15:00,,,,9.5,3.50,19.5,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,13:20:00,,,,9.5,3.50,19.5,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,13:25:00,,,,9.5,3.50,19.5,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,13:30:00,,,,16.0,3.50,19.5,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,13:35:00,,,,9.5,3.50,19.5,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,13:40:00,,,,9.5,3.50,19.5,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,13:45:00,,,,9.5,3.50,19.5,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,13:50:00,,,,9.5,3.50,19.5,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,13:55:00,,,,9.5,3.50,19.5,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,14:00:00,,,,9.5,3.50,19.5,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,14:05:00,,,,9.5,3.50,19.5,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,14:10:00,,,,57.5,7.25,14.2,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,14:15:00,,,,115.5,14.00,13.6,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,14:20:00,,,,3.0,3.25,21.2,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,14:25:00,,,,45.0,7.00,14.2,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,14:30:00,,,,16.0,3.50,20.1,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,14:35:00,,,,22.5,3.50,17.1,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,14:40:00,,,,3.0,3.25,21.8,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,14:45:00,,,,3.0,3.25,21.8,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,14:50:00,,,,3.0,3.25,22.5,0.40
15P1019,104659,,Transmission,MiniPAT,07-08-2016,14:55:00,,,,32.0,7.00,15.9,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,15:00:00,,,,32.0,7.00,14.8,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,15:05:00,,,,3.0,3.25,21.8,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,15:10:00,,,,307.0,28.25,13.6,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,15:15:00,,,,205.0,27.50,13.6,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,15:20:00,,,,3.0,3.25,22.5,0.40
15P1019,104659,,Transmission,MiniPAT,07-08-2016,15:25:00,,,,9.5,3.50,21.8,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,15:30:00,,,,3.0,3.25,22.5,0.40
15P1019,104659,,Transmission,MiniPAT,07-08-2016,15:35:00,,,,9.5,3.50,21.8,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,15:40:00,,,,9.5,3.50,21.8,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,15:45:00,,,,3.0,3.25,21.8,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,15:50:00,,,,9.5,3.50,21.8,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,15:55:00,,,,3.0,3.25,21.8,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,16:00:00,,,,9.0,1.50,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,16:05:00,,,,4.5,1.00,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,16:10:00,,,,6.0,1.00,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,16:15:00,,,,7.0,0.75,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,16:20:00,,,,11.5,1.75,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,16:25:00,,,,7.0,0.75,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,16:30:00,,,,7.0,0.75,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,16:35:00,,,,11.5,1.75,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,16:40:00,,,,11.5,1.75,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,16:45:00,,,,11.5,1.75,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,16:50:00,,,,6.0,1.00,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,16:55:00,,,,11.5,1.75,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,17:00:00,,,,14.5,1.50,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,17:05:00,,,,14.5,1.50,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,17:10:00,,,,17.0,1.50,21.3,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,17:15:00,,,,11.5,1.75,21.3,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,17:20:00,,,,6.0,1.00,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,17:25:00,,,,11.5,1.75,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,17:30:00,,,,14.5,1.50,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,17:35:00,,,,14.5,1.50,21.3,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,17:40:00,,,,6.0,1.00,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,17:45:00,,,,9.0,1.50,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,17:50:00,,,,2.0,0.75,22.3,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,17:55:00,,,,7.0,0.75,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,18:00:00,,,,11.5,1.75,21.3,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,18:05:00,,,,3.0,0.75,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,18:10:00,,,,1.5,0.50,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,18:15:00,,,,1.0,0.50,22.3,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,18:20:00,,,,1.5,0.50,22.9,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,18:25:00,,,,4.5,1.00,22.3,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,18:30:00,,,,14.5,1.50,21.3,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,18:35:00,,,,4.5,1.00,22.3,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,18:40:00,,,,3.0,0.75,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,18:45:00,,,,6.0,1.00,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,18:50:00,,,,4.5,1.00,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,18:55:00,,,,3.0,0.75,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,19:00:00,,,,1.5,0.50,22.3,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,19:05:00,,,,1.5,0.50,22.9,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,19:10:00,,,,0.5,0.50,22.9,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,19:15:00,,,,3.0,0.75,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,19:20:00,,,,2.0,0.75,22.3,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,19:25:00,,,,2.0,0.75,22.3,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,19:30:00,,,,2.0,0.75,22.3,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,19:35:00,,,,6.0,1.00,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,19:40:00,,,,4.5,1.00,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,19:45:00,,,,9.0,1.50,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,19:50:00,,,,9.0,1.50,21.8,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,19:55:00,,,,20.5,2.75,21.3,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,20:00:00,,,,22.5,3.00,21.5,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,20:05:00,,,,15.5,1.50,21.5,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,20:10:00,,,,12.5,1.75,21.5,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,20:15:00,,,,12.5,1.75,21.5,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,20:20:00,,,,9.5,1.75,21.5,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,20:25:00,,,,7.5,0.75,21.5,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,20:30:00,,,,28.0,3.00,18.1,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,20:35:00,,,,22.5,3.00,21.5,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,20:40:00,,,,22.5,3.00,21.5,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,20:45:00,,,,18.0,1.75,21.5,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,20:50:00,,,,15.5,1.50,21.5,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,20:55:00,,,,3.5,1.00,22.1,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,21:00:00,,,,6.5,1.00,21.5,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,21:05:00,,,,5.0,1.00,21.5,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,21:10:00,,,,3.5,1.00,22.1,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,21:15:00,,,,1.5,0.75,22.1,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,21:20:00,,,,9.5,1.75,21.5,0.30
15P1019,104659,,Transmission,MiniPAT,07-08-2016,21:25:00,,,,5.0,1.00,22.1,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,21:30:00,,,,6.5,1.00,22.1,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,21:35:00,,,,6.5,1.00,22.1,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,21:40:00,,,,9.5,1.75,22.1,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,21:45:00,,,,7.5,0.75,22.1,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,21:50:00,,,,1.0,0.50,22.8,0.40
15P1019,104659,,Transmission,MiniPAT,07-08-2016,21:55:00,,,,3.5,1.00,22.1,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,22:00:00,,,,3.5,1.00,22.1,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,22:05:00,,,,15.5,1.50,22.1,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,22:10:00,,,,12.5,1.75,22.1,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,22:15:00,,,,5.0,1.00,22.1,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,22:20:00,,,,5.0,1.00,22.1,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,22:25:00,,,,3.5,1.00,22.1,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,22:30:00,,,,6.5,1.00,22.1,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,22:35:00,,,,1.0,0.50,22.8,0.40
15P1019,104659,,Transmission,MiniPAT,07-08-2016,22:40:00,,,,2.5,0.50,22.8,0.40
15P1019,104659,,Transmission,MiniPAT,07-08-2016,22:45:00,,,,6.5,1.00,22.1,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,22:50:00,,,,1.0,0.50,22.8,0.40
15P1019,104659,,Transmission,MiniPAT,07-08-2016,22:55:00,,,,3.5,1.00,22.8,0.40
15P1019,104659,,Transmission,MiniPAT,07-08-2016,23:00:00,,,,6.5,1.00,22.8,0.40
15P1019,104659,,Transmission,MiniPAT,07-08-2016,23:05:00,,,,3.5,1.00,22.8,0.40
15P1019,104659,,Transmission,MiniPAT,07-08-2016,23:10:00,,,,0.5,0.50,22.8,0.40
15P1019,104659,,Transmission,MiniPAT,07-08-2016,23:15:00,,,,9.5,1.75,22.1,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,23:20:00,,,,1.0,0.50,22.8,0.40
15P1019,104659,,Transmission,MiniPAT,07-08-2016,23:25:00,,,,1.0,0.50,22.8,0.40
15P1019,104659,,Transmission,MiniPAT,07-08-2016,23:30:00,,,,12.5,1.75,22.1,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,23:35:00,,,,0.5,0.50,22.8,0.40
15P1019,104659,,Transmission,MiniPAT,07-08-2016,23:40:00,,,,1.0,0.50,22.8,0.40
15P1019,104659,,Transmission,MiniPAT,07-08-2016,23:45:00,,,,15.5,1.50,22.1,0.35
15P1019,104659,,Transmission,MiniPAT,07-08-2016,23:50:00,,,,1.5,0.75,22.8,0.40
15P1019,104659,,Transmission,MiniPAT,07-08-2016,23:55:00,,,,9.5,1.75,22.8,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,00:00:00,,,,1.5,0.75,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,00:05:00,,,,1.5,0.75,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,00:10:00,,,,1.5,0.75,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,00:15:00,,,,0.5,0.75,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,00:20:00,,,,0.5,0.75,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,00:25:00,,,,0.5,0.75,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,00:30:00,,,,5.0,1.25,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,00:35:00,,,,7.0,1.25,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,00:40:00,,,,7.0,1.25,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,00:45:00,,,,1.5,0.75,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,00:50:00,,,,0.5,0.75,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,00:55:00,,,,9.5,1.50,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,01:00:00,,,,0.5,0.75,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,01:05:00,,,,5.0,1.25,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,01:10:00,,,,14.5,2.50,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,01:15:00,,,,5.0,1.25,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,01:20:00,,,,9.5,1.50,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,01:25:00,,,,9.5,1.50,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,01:30:00,,,,5.0,1.25,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,01:35:00,,,,7.0,1.25,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,01:40:00,,,,7.0,1.25,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,01:45:00,,,,7.0,1.25,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,01:50:00,,,,9.5,1.50,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,01:55:00,,,,5.0,1.25,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,02:00:00,,,,9.5,1.50,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,02:05:00,,,,49.5,5.50,13.7,0.35
15P1019,104659,,Transmission,MiniPAT,08-08-2016,02:10:00,,,,14.5,2.50,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,02:15:00,,,,14.5,2.50,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,02:20:00,,,,14.5,2.50,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,02:25:00,,,,14.5,2.50,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,02:30:00,,,,14.5,2.50,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,02:35:00,,,,9.5,1.50,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,02:40:00,,,,9.5,1.50,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,02:45:00,,,,9.5,1.50,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,02:50:00,,,,5.0,1.25,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,02:55:00,,,,1.5,0.75,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,03:00:00,,,,9.5,1.50,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,03:05:00,,,,5.0,1.25,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,03:10:00,,,,11.5,1.50,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,03:15:00,,,,9.5,1.50,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,03:20:00,,,,9.5,1.50,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,03:25:00,,,,9.5,1.50,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,03:30:00,,,,11.5,1.50,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,03:35:00,,,,14.5,2.50,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,03:40:00,,,,33.0,5.00,14.3,0.35
15P1019,104659,,Transmission,MiniPAT,08-08-2016,03:45:00,,,,11.5,1.50,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,03:50:00,,,,18.5,2.75,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,03:55:00,,,,14.5,2.50,22.6,0.40
15P1019,104659,,Transmission,MiniPAT,08-08-2016,04:00:00,,,,10.5,1.00,22.7,0.30
15P1019,104659,,Transmission,MiniPAT,08-08-2016,04:05:00,,,,1.5,0.50,22.7,0.30
15P1019,104659,,Transmission,MiniPAT,08-08-2016,04:10:00,,,,0.5,0.50,22.7,0.30
15P1019,104659,,Transmission,MiniPAT,08-08-2016,04:15:00,,,,5.5,1.00,22.7,0.30
15P1019,104659,,Transmission,MiniPAT,08-08-2016,04:20:00,,,,1.0,0.50,22.7,0.30
15P1019,104659,,Transmission,MiniPAT,08-08-2016,04:25:00,,,,1.0,0.50,22.7,0.30
15P1019,104659,,Transmission,MiniPAT,08-08-2016,04:30:00,,,,4.5,0.50,22.7,0.30
15P1019,104659,,Transmission,MiniPAT,08-08-2016,04:35:00,,,,9.0,1.00,22.7,0.30
15P1019,104659,,Transmission,MiniPAT,08-08-2016,04:40:00,,,,2.0,0.50,22.7,0.30
15P1019,104659,,Transmission,MiniPAT,08-08-2016,04:45:00,,,,1.5,0.50,22.7,0.30
15P1019,104659,,Transmission,MiniPAT,08-08-2016,04:50:00,,,,4.5,0.50,22.7,0.30
15P1019,104659,,Transmission,MiniPAT,08-08-2016,04:55:00,,,,16.0,2.00,22.2,0.25
15P1019,104659,,Transmission,MiniPAT,08-08-2016,05:00:00,,,,7.0,1.25,22.7,0.30
15P1019,104659,,Transmission,MiniPAT,08-08-2016,05:05:00,,,,5.5,1.00,22.7,0.30
15P1019,104659,,Transmission,MiniPAT,08-08-2016,05:10:00,,,,1.0,0.50,22.7,0.30
15P1019,104659,,Transmission,MiniPAT,08-08-2016,05:15:00,,,,1.0,0.50,22.7,0.30
15P1019,104659,,Transmission,MiniPAT,08-08-2016,05:20:00,,,,2.5,0.75,22.7,0.30
15P1019,104659,,Transmission,MiniPAT,08-08-2016,05:25:00,,,,5.5,1.00,22.7,0.30
15P1019,104659,,Transmission,MiniPAT,08-08-2016,05:30:00,,,,10.5,1.00,22.2,0.25
15P1019,104659,,Transmission,MiniPAT,08-08-2016,05:35:00,,,,7.0,1.25,22.7,0.30
15P1019,104659,,Transmission,MiniPAT,08-08-2016,05:40:00,,,,7.0,1.25,22.7,0.30
15P1019,104659,,Transmission,MiniPAT,08-08-2016,05:45:00,,,,5.5,1.00,22.7,0.30
15P1019,104659,,Transmission,MiniPAT,08-08-2016,05:50:00,,,,9.0,1.00,22.2,0.25
