DeployID,Ptt,DepthSensor,Source,Instr,HistType,Date,Time Offset,Count,BadTherm,LocationQuality,Latitude,Longitude,NumBins,Sum,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,Bin24,Bin25,Bin26,Bin27,Bin28,Bin29,Bin30,Bin31,Bin32,Bin33,Bin34,Bin35,Bin36,Bin37,Bin38,Bin39,Bin40,Bin41,Bin42,Bin43,Bin44,Bin45,Bin46,Bin47,Bin48,Bin49,Bin50,Bin51,Bin52,Bin53,Bin54,Bin55,Bin56,Bin57,Bin58,Bin59,Bin60,Bin61,Bin62,Bin63,Bin64,Bin65,Bin66,Bin67,Bin68,Bin69,Bin70,Bin71,Bin72
15P1019b,104659b,NA,Transmission,MiniPAT,TAT,00:00:00 16-Aug-2016,,,,,,,11,100,0,14.2,2.1,0.7,1,2.8,48.3,30.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15P1019b,104659b,NA,Transmission,MiniPAT,TAT,00:00:00 17-Aug-2016,,,,,,,11,100,0,8.3,2.4,1,2.8,1.7,14.2,69.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15P1019b,104659b,NA,Transmission,MiniPAT,TAT,00:00:00 18-Aug-2016,,,,,,,11,100,0,4.2,2.8,3.8,0.7,0.3,6.9,81.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15P1019b,104659b,NA,Transmission,MiniPAT,TAT,00:00:00 19-Aug-2016,,,,,,,11,100,0,2.8,1.7,0.3,1,0,8.3,8,24.7,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15P1019b,104659b,NA,Transmission,MiniPAT,TAT,00:00:00 20-Aug-2016,,,,,,,11,100,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15P1019b,104659b,NA,Transmission,MiniPAT,TAT,00:00:00 21-Aug-2016,,,,,,,11,100,0,0,0,0,0,0,0,0,98.3,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15P1019b,104659b,NA,Transmission,MiniPAT,TADLIMITS,,,,,,,,,,0,5,10,20,50,100,150,400,600,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15P1019b,104659b,NA,Transmission,MiniPAT,TAD,08:10:00 07-Aug-2016,,,,,,,10,100,31.1,26.3,19.5,14.2,2.1,2.1,4.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15P1019b,104659b,NA,Transmission,MiniPAT,TAD,00:00:00 08-Aug-2016,,,,,,,10,100,54.9,26,13.5,2.8,0.7,0.7,1,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15P1019b,104659b,NA,Transmission,MiniPAT,TAD,00:00:00 09-Aug-2016,,,,,,,10,100,46.9,37.8,14.9,0,0.3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15P1019b,104659b,NA,Transmission,MiniPAT,TAD,00:00:00 10-Aug-2016,,,,,,,10,100,30.9,38.5,22.6,7.3,0.3,0.3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15P1019b,104659b,NA,Transmission,MiniPAT,TAD,00:00:00 11-Aug-2016,,,,,,,10,100,33,23.3,25.3,16,1,1,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15P1019b,104659b,NA,Transmission,MiniPAT,TAD,00:00:00 12-Aug-2016,,,,,,,10,100,54.9,17.7,13.9,10.4,1.7,1,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15P1019b,104659b,NA,Transmission,MiniPAT,TAD,00:00:00 13-Aug-2016,,,,,,,10,100,67.7,6.9,10.1,12.2,0.7,1.4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15P1019b,104659b,NA,Transmission,MiniPAT,TAD,00:00:00 14-Aug-2016,,,,,,,10,100,78.1,7.3,12.2,1.4,0.3,0.7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15P1019b,104659b,NA,Transmission,MiniPAT,TAD,00:00:00 15-Aug-2016,,,,,,,10,100,82.6,6.2,9.7,1,0.3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15P1019b,104659b,NA,Transmission,MiniPAT,TAD,00:00:00 16-Aug-2016,,,,,,,10,100,78.8,2.1,2.1,3.8,4.9,1.4,6.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15P1019b,104659b,NA,Transmission,MiniPAT,TAD,00:00:00 17-Aug-2016,,,,,,,10,100,80.9,5.2,2.4,4.2,5.6,1.7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15P1019b,104659b,NA,Transmission,MiniPAT,TAD,00:00:00 18-Aug-2016,,,,,,,10,100,86.8,2.8,3.8,2.4,1.7,2.4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15P1019b,104659b,NA,Transmission,MiniPAT,TAD,00:00:00 19-Aug-2016,,,,,,,10,100,65.6,21.5,8.7,2.1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15P1019b,104659b,NA,Transmission,MiniPAT,TAD,00:00:00 20-Aug-2016,,,,,,,10,100,100,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15P1019b,104659b,NA,Transmission,MiniPAT,TAD,00:00:00 21-Aug-2016,,,,,,,10,100,100,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
