"x"	"y"	"tim"	"tim_2"	"tim_3"	"group"
"52"	-0.528596459887922	0	11	121	1331	9
"53"	-0.555377929471433	0	12	144	1728	9
"54"	0.278701202012599	0	13	169	2197	9
"55"	1.63655857183039	1	14	196	2744	9
"56"	-0.675894980318844	0	1	1	1	10
"57"	-1.0926768546924	0	2	4	8	10
"58"	0.575558541342616	0	3	9	27	10
"59"	-1.42434306815267	0	4	16	64	10
"60"	-0.563222634606063	0	5	25	125	10
"61"	1.68930882029235	1	6	36	216	10
"62"	-0.922866525128484	1	1	1	1	11
"63"	0.733901438303292	1	1	1	1	12
"64"	-0.58443514816463	1	1	1	1	13
"65"	0.381448693573475	1	1	1	1	14
"66"	1.1774269239977	1	1	1	1	15
"67"	0.244284086860716	0	1	1	1	16
"68"	0.788490950129926	1	2	4	8	16
"69"	-0.924879220314324	0	1	1	1	17
"70"	0.405101152136922	0	2	4	8	17
"71"	-1.60695645585656	0	3	9	27	17
"72"	0.176940093748271	0	4	16	64	17
"73"	-0.726500464603305	0	5	25	125	17
"74"	1.10388237051666	0	6	36	216	17
"75"	-0.962194560095668	0	7	49	343	17
"76"	0.364263386465609	1	8	64	512	17
"77"	1.13723939657211	0	1	1	1	18
"78"	-0.34509096108377	0	2	4	8	18
"79"	-0.469578990712762	0	3	9	27	18
"80"	0.294392373412848	0	4	16	64	18
"81"	1.65992478001863	0	5	25	125	18
"82"	-1.23249419312924	0	6	36	216	18
"83"	1.96041762642562	1	7	49	343	18
"84"	-0.212949361652136	1	1	1	1	19
"85"	1.16897476743907	0	1	1	1	20
"86"	0.317348620854318	0	2	4	8	20
"87"	-0.477397665381432	0	3	9	27	20
"88"	0.587572255171835	1	4	16	64	20
"89"	1.10941833071411	1	1	1	1	21
"90"	-0.908610626123846	0	1	1	1	22
"91"	0.85743820015341	0	2	4	8	22
"92"	1.73778696544468	0	3	9	27	22
"93"	1.82622556760907	1	4	16	64	22
"94"	-1.43982196599245	0	1	1	1	23
"95"	-1.15687563084066	0	2	4	8	23
"96"	-0.669271570630372	0	3	9	27	23
"97"	1.54635361861438	0	4	16	64	23
"98"	-0.413656658492982	0	5	25	125	23
"99"	1.33151216618717	1	6	36	216	23
"100"	0.199695560149848	0	1	1	1	24
"101"	-0.011635827831924	0	2	4	8	24
"102"	0.493607457727194	0	3	9	27	24
"103"	-1.94159676600248	0	4	16	64	24
"104"	-0.208747375756502	0	5	25	125	24
"105"	1.07304181996733	0	6	36	216	24
"106"	-0.68496341817081	0	7	49	343	24
"107"	-1.20784691441804	0	8	64	512	24
"108"	0.86902205273509	1	9	81	729	24
"109"	-0.190112895332277	0	1	1	1	25
"110"	-0.984805167652667	0	2	4	8	25
"111"	-0.742593700997531	0	3	9	27	25
"112"	1.08141560014337	1	4	16	64	25
"113"	-0.788994911126792	0	1	1	1	26
"114"	-1.18612449988723	0	2	4	8	26
"115"	-0.702635009773076	0	3	9	27	26
"116"	-1.74672999512404	0	4	16	64	26
"117"	1.10056358762085	0	5	25	125	26
"118"	0.110558608546853	1	6	36	216	26
"119"	0.326125589199364	0	1	1	1	27
"120"	1.21390621457249	0	2	4	8	27
"121"	-1.02399882022291	0	3	9	27	27
"122"	0.747912147082388	0	4	16	64	27
"123"	-0.832105901092291	0	5	25	125	27
"124"	1.33017127588391	1	6	36	216	27
"125"	-1.47717619966716	0	1	1	1	28
"126"	-1.89186361059546	0	2	4	8	28
"127"	-0.332476120442152	1	3	9	27	28
"128"	1.97882379498333	1	1	1	1	29
"129"	0.726112715899944	0	1	1	1	30
"130"	1.01573976315558	0	2	4	8	30
"131"	1.63379251584411	0	3	9	27	30
"132"	-0.107203350402415	0	4	16	64	30
"133"	-0.475419092923403	0	5	25	125	30
"134"	-1.06863034982234	0	6	36	216	30
"135"	-1.59505089279264	0	7	49	343	30
"136"	-0.243902467191219	1	8	64	512	30
"137"	-1.37121331039816	0	1	1	1	31
"138"	-0.989456838928163	0	2	4	8	31
"139"	-0.973914824426174	0	3	9	27	31
"140"	-1.90623004920781	0	4	16	64	31
"141"	-0.109175218269229	0	5	25	125	31
"142"	0.907461165450513	1	6	36	216	31
"143"	1.99091036245227	0	1	1	1	32
"144"	-0.586382341571152	0	2	4	8	32
"145"	1.45138951390982	1	3	9	27	32
"146"	-0.990774766542017	0	1	1	1	33
"147"	1.8207204984501	1	2	4	8	33
"148"	-1.7407300202176	0	1	1	1	34
"149"	1.26791511569172	1	2	4	8	34
"150"	-1.90079284925014	0	1	1	1	35
"151"	-1.8774433452636	0	2	4	8	35
"152"	1.40241641458124	1	3	9	27	35
"153"	0.126046269200742	0	1	1	1	36
"154"	1.99487546551973	0	2	4	8	36
"155"	-0.355456533841789	0	3	9	27	36
"156"	-1.58191746100783	0	4	16	64	36
"157"	-0.913777953013778	0	5	25	125	36
"158"	-0.854283572174609	0	6	36	216	36
"159"	-0.836405017413199	0	7	49	343	36
"160"	-1.28918125946075	0	8	64	512	36
"161"	-1.85213937237859	0	9	81	729	36
"162"	0.810376668348908	0	10	100	1000	36
"163"	0.484344569034874	0	11	121	1331	36
"164"	0.381080222316086	0	12	144	1728	36
"165"	1.8753726053983	0	13	169	2197	36
"166"	1.37148574367166	0	14	196	2744	36
"167"	-1.98304917756468	0	15	225	3375	36
"168"	0.329558670520782	0	16	256	4096	36
"169"	-0.831155566498637	0	17	289	4913	36
"170"	-0.0669345306232572	0	18	324	5832	36
"171"	-0.764913938008249	0	19	361	6859	36
"172"	1.91033886093646	1	20	400	8000	36
"173"	-0.476485495455563	0	1	1	1	37
"174"	0.376777425408363	1	2	4	8	37
"175"	0.926746495068073	0	1	1	1	38
"176"	-0.798307623714209	0	2	4	8	38
"177"	-1.27132619172335	0	3	9	27	38
"178"	-1.81775412429124	0	4	16	64	38
"179"	1.62256456632167	0	5	25	125	38
"180"	0.572626481764019	0	6	36	216	38
"181"	-1.73117622919381	0	7	49	343	38
"182"	-1.75115048140287	0	8	64	512	38
"183"	-1.44174240715802	0	9	81	729	38
"184"	-1.27237894944847	0	10	100	1000	38
"185"	0.85864288546145	0	11	121	1331	38
"186"	-0.473812182433903	0	12	144	1728	38
"187"	-1.30921219382435	0	13	169	2197	38
"188"	-1.97730967774987	0	14	196	2744	38
"189"	-0.710655737668276	0	15	225	3375	38
"190"	1.96276207547635	1	16	256	4096	38
"191"	-1.05935450922698	1	1	1	1	39
"192"	-1.23576270323247	0	1	1	1	40
"193"	1.09332758747041	1	2	4	8	40
"194"	1.66819032840431	0	1	1	1	41
"195"	1.98517793044448	0	2	4	8	41
"196"	0.0684908227995038	0	3	9	27	41
"197"	-0.930861564353108	0	4	16	64	41
"198"	-0.467482437379658	0	5	25	125	41
"199"	-1.05846412293613	0	6	36	216	41
"200"	1.91638260614127	0	7	49	343	41
"201"	-1.54099727608263	0	8	64	512	41
"202"	1.1907972311601	1	9	81	729	41
"203"	1.43618928268552	0	1	1	1	42
"204"	-1.03341010026634	0	2	4	8	42
"205"	1.81697184313089	0	3	9	27	42
"206"	-1.54252929054201	0	4	16	64	42
"207"	0.978611378930509	0	5	25	125	42
"208"	0.193212060257792	0	6	36	216	42
"209"	-0.697550909593701	0	7	49	343	42
"210"	-1.6198067329824	0	8	64	512	42
"211"	1.56203126814216	0	9	81	729	42
"212"	-0.900962158106267	0	10	100	1000	42
"213"	-0.708833707496524	0	11	121	1331	42
"214"	-0.65235866419971	0	12	144	1728	42
"215"	-0.635100566782057	0	13	169	2197	42
"216"	0.694694737903774	1	14	196	2744	42
"217"	1.15363933518529	0	1	1	1	43
"218"	1.61024617310613	1	2	4	8	43
"219"	1.6159606706351	0	1	1	1	44
"220"	1.44286129437387	1	2	4	8	44
"221"	1.76843183860183	0	1	1	1	45
"222"	1.42106836289167	0	2	4	8	45
"223"	1.28741790167987	0	3	9	27	45
"224"	-0.230710706673563	0	4	16	64	45
"225"	-0.165528395213187	0	5	25	125	45
"226"	-0.991206497885287	1	6	36	216	45
"227"	-1.25944440346211	0	1	1	1	46
"228"	1.3721970571205	0	2	4	8	46
"229"	-1.79194312728941	0	3	9	27	46
"230"	-0.385567896999419	0	4	16	64	46
"231"	-0.183201297186315	0	5	25	125	46
"232"	-1.93133829254657	0	6	36	216	46
"233"	-1.31317028496414	0	7	49	343	46
"234"	0.868562353774905	0	8	64	512	46
"235"	-1.80418287217617	0	9	81	729	46
"236"	-1.64660512190312	0	10	100	1000	46
"237"	0.650119179859757	0	11	121	1331	46
"238"	-1.4234221894294	0	12	144	1728	46
"239"	1.15906029660255	0	13	169	2197	46
"240"	-1.33531303610653	1	14	196	2744	46
"241"	0.57358765322715	1	1	1	1	47
"242"	0.16951026301831	0	1	1	1	48
"243"	0.739014994353056	0	2	4	8	48
"244"	-1.00213057827204	0	3	9	27	48
"245"	-1.66652530990541	0	4	16	64	48
"246"	-1.80948169063777	0	5	25	125	48
"247"	-0.850438410416245	0	6	36	216	48
"248"	-0.897302467375994	0	7	49	343	48
"249"	-1.61824207846075	0	8	64	512	48
"250"	1.79388263169676	0	9	81	729	48
"251"	-0.778489331714809	0	10	100	1000	48
"252"	0.793141325004399	0	11	121	1331	48
"253"	0.525590466335416	0	12	144	1728	48
"254"	1.8400089526549	0	13	169	2197	48
"255"	1.30847181379795	0	14	196	2744	48
"256"	-0.349273230880499	0	15	225	3375	48
"257"	-1.30078000947833	0	16	256	4096	48
"258"	1.13805249147117	0	17	289	4913	48
"259"	-0.347792409360409	0	18	324	5832	48
"260"	1.06487671192735	0	19	361	6859	48
"261"	0.510670497082174	0	20	400	8000	48
"262"	-0.812155431136489	0	21	441	9261	48
"263"	-1.86932876519859	0	22	484	10648	48
"264"	0.312883918173611	0	23	529	12167	48
"265"	0.699348884634674	0	24	576	13824	48
"266"	-1.37320529017597	0	25	625	15625	48
"267"	0.126235571689904	0	26	676	17576	48
"268"	-0.0260794516652822	0	27	729	19683	48
"269"	-1.27159530948848	0	28	784	21952	48
"270"	-0.443955395370722	0	29	841	24389	48
"271"	1.86144677642733	0	30	900	27000	48
"272"	0.732814549468458	0	31	961	29791	48
"273"	0.698245351202786	0	32	1024	32768	48
"274"	1.16683334950358	0	33	1089	35937	48
"275"	1.95711563806981	0	34	1156	39304	48
"276"	0.304411163553596	0	35	1225	42875	48
"277"	-1.54492465034127	0	36	1296	46656	48
"278"	-1.38058822322637	0	37	1369	50653	48
"279"	-1.69236884918064	0	38	1444	54872	48
"280"	0.52533320337534	0	39	1521	59319	48
"281"	-0.502947209402919	0	40	1600	64000	48
"282"	-1.62944523245096	0	41	1681	68921	48
"283"	1.84198679961264	0	42	1764	74088	48
"284"	-0.627359339036047	0	43	1849	79507	48
"285"	-1.55362094286829	0	44	1936	85184	48
"286"	-0.246916061267257	0	45	2025	91125	48
"287"	-1.42171385511756	0	46	2116	97336	48
"288"	0.300107219256461	0	47	2209	103823	48
"289"	1.78768567182124	0	48	2304	110592	48
"290"	-0.629194471053779	0	49	2401	117649	48
"291"	-1.18084275349975	0	50	2500	125000	48
"292"	-0.199838237836957	0	51	2601	132651	48
"293"	-0.832664265297353	0	52	2704	140608	48
"294"	0.121909159235656	0	53	2809	148877	48
"295"	-0.790722105652094	0	54	2916	157464	48
"296"	0.114802655763924	0	55	3025	166375	48
"297"	0.918853930197656	0	56	3136	175616	48
"298"	-1.50714537408203	0	57	3249	185193	48
"299"	1.06827066186816	0	58	3364	195112	48
"300"	1.35048207454383	1	59	3481	205379	48
"301"	1.73352911695838	0	1	1	1	49
"302"	1.97047351207584	1	2	4	8	49
"303"	-0.175315229222178	0	1	1	1	50
"304"	1.86317020654678	0	2	4	8	50
"305"	-0.476071222685277	0	3	9	27	50
"306"	0.854132276959717	0	4	16	64	50
"307"	1.7784737739712	1	5	25	125	50
"308"	1.47889849171042	1	1	1	1	51
"309"	-0.221605106256902	1	1	1	1	52
"310"	0.871279626153409	1	1	1	1	53
"311"	-0.453197117894888	0	1	1	1	54
"312"	-1.80292967427522	0	2	4	8	54
"313"	-1.89195746649057	0	3	9	27	54
"314"	-0.987768816761672	0	4	16	64	54
"315"	-1.87562512606382	0	5	25	125	54
"316"	1.34223614260554	0	6	36	216	54
"317"	1.1349763404578	1	7	49	343	54
"318"	-1.3283524941653	0	1	1	1	55
"319"	-1.87819671630859	0	2	4	8	55
"320"	-1.2723206654191	0	3	9	27	55
"321"	0.776157285086811	0	4	16	64	55
"322"	-1.92129491921514	0	5	25	125	55
"323"	1.25241256691515	0	6	36	216	55
"324"	0.961111321114004	0	7	49	343	55
"325"	1.16036452539265	1	8	64	512	55
"326"	0.503876307047904	0	1	1	1	56
"327"	1.59990214463323	1	2	4	8	56
"328"	1.99643486738205	1	1	1	1	57
"329"	-0.463077424094081	1	1	1	1	58
"330"	-0.327534344047308	1	1	1	1	59
"331"	-0.880866822786629	1	1	1	1	60
"332"	1.69947319477797	0	1	1	1	61
"333"	0.44224641378969	0	2	4	8	61
"334"	-0.582507559098303	0	3	9	27	61
"335"	0.315173769369721	0	4	16	64	61
"336"	-1.40248093008995	0	5	25	125	61
"337"	0.510031918995082	0	6	36	216	61
"338"	-1.35549437440932	0	7	49	343	61
"339"	1.84545339550823	0	8	64	512	61
"340"	-0.141936311498284	0	9	81	729	61
"341"	0.525451866909862	0	10	100	1000	61
"342"	-1.78326650056988	0	11	121	1331	61
"343"	0.0312419198453426	0	12	144	1728	61
"344"	1.92555629555136	1	13	169	2197	61
"345"	1.09232013858855	0	1	1	1	62
"346"	-0.283524838276207	0	2	4	8	62
"347"	1.59999899100512	1	3	9	27	62
"348"	-0.435228672809899	0	1	1	1	63
"349"	-1.80855156667531	0	2	4	8	63
"350"	-1.76764390524477	0	3	9	27	63
"351"	1.04839694872499	0	4	16	64	63
"352"	0.390344813466072	0	5	25	125	63
"353"	-0.706753592938185	0	6	36	216	63
"354"	0.237182136625051	0	7	49	343	63
"355"	0.997604483738542	0	8	64	512	63
"356"	-1.80832747928798	0	9	81	729	63
"357"	-0.944131541065872	0	10	100	1000	63
"358"	-1.50072816479951	0	11	121	1331	63
"359"	-1.0816390151158	0	12	144	1728	63
"360"	-1.86139307077974	0	13	169	2197	63
"361"	-1.77881424780935	0	14	196	2744	63
"362"	1.5097946440801	0	15	225	3375	63
"363"	-1.37945035472512	0	16	256	4096	63
"364"	-1.89695097785443	0	17	289	4913	63
"365"	0.511259358376265	0	18	324	5832	63
"366"	1.61039284802973	0	19	361	6859	63
"367"	-1.45723992120475	0	20	400	8000	63
"368"	-1.54056153912097	0	21	441	9261	63
"369"	-1.80693124048412	0	22	484	10648	63
"370"	1.97953122109175	1	23	529	12167	63
"371"	-1.71818936709315	0	1	1	1	64
"372"	-1.63804111257195	0	2	4	8	64
"373"	0.275303854607046	0	3	9	27	64
"374"	0.0102212419733405	0	4	16	64	64
"375"	-0.497372369281948	0	5	25	125	64
"376"	-0.715217592194676	0	6	36	216	64
"377"	0.0780342007055879	0	7	49	343	64
"378"	1.79475196264684	0	8	64	512	64
"379"	0.639998501166701	0	9	81	729	64
"380"	-1.85647380445153	0	10	100	1000	64
"381"	1.6831004107371	0	11	121	1331	64
"382"	-1.64867416303605	0	12	144	1728	64
"383"	1.98686750419438	0	13	169	2197	64
"384"	0.246732957661152	0	14	196	2744	64
"385"	1.08807997405529	0	15	225	3375	64
"386"	-1.67349501140416	0	16	256	4096	64
"387"	0.490332934074104	0	17	289	4913	64
"388"	0.831309286877513	0	18	324	5832	64
"389"	0.10486254375428	0	19	361	6859	64
"390"	-0.594494044780731	0	20	400	8000	64
"391"	0.200855977833271	0	21	441	9261	64
"392"	-1.89160724543035	0	22	484	10648	64
"393"	-0.180380021221936	0	23	529	12167	64
"394"	0.838107674382627	0	24	576	13824	64
"395"	-1.46811894513667	0	25	625	15625	64
"396"	1.13143466133624	1	26	676	17576	64
"397"	-1.74758087657392	0	1	1	1	65
"398"	-0.679757203906775	0	2	4	8	65
"399"	1.59883952792734	1	3	9	27	65
"400"	-0.058566702529788	0	1	1	1	66
"401"	1.80731074605137	0	2	4	8	66
"402"	1.81810546386987	1	3	9	27	66
"403"	0.328519189730287	0	1	1	1	67
"404"	-1.00258442293853	1	2	4	8	67
"405"	-1.07109278719872	0	1	1	1	68
"406"	-0.836682628840208	0	2	4	8	68
"407"	-1.59939974639565	0	3	9	27	68
"408"	1.5795586258173	0	4	16	64	68
"409"	-1.11243645939976	0	5	25	125	68
"410"	0.805305971764028	0	6	36	216	68
"411"	-1.21485540736467	0	7	49	343	68
"412"	1.86512374132872	0	8	64	512	68
"413"	-0.624110206030309	0	9	81	729	68
"414"	0.565788988023996	0	10	100	1000	68
"415"	-1.13994480855763	0	11	121	1331	68
"416"	-0.0553260892629623	0	12	144	1728	68
"417"	-0.904634745791554	0	13	169	2197	68
"418"	-0.185063392855227	0	14	196	2744	68
"419"	-0.22914766240865	0	15	225	3375	68
"420"	-0.6760334065184	0	16	256	4096	68
"421"	-1.89689010754228	0	17	289	4913	68
"422"	-1.79652603901923	0	18	324	5832	68
"423"	1.36437076888978	0	19	361	6859	68
"424"	-0.107910341583192	0	20	400	8000	68
"425"	-1.4153637252748	0	21	441	9261	68
"426"	-1.7649802332744	0	22	484	10648	68
"427"	-1.64212242420763	0	23	529	12167	68
"428"	1.41367303486913	0	24	576	13824	68
"429"	0.947077270597219	1	25	625	15625	68
"430"	0.227349810302258	0	1	1	1	69
"431"	0.102183086797595	0	2	4	8	69
"432"	-0.4237290173769	0	3	9	27	69
"433"	1.60335864219815	0	4	16	64	69
"434"	-0.422599166631699	0	5	25	125	69
"435"	0.413390985690057	0	6	36	216	69
"436"	-0.759369599632919	1	7	49	343	69
"437"	0.183145725168288	1	1	1	1	70
"438"	0.603694532997906	0	1	1	1	71
"439"	-0.964165434241295	0	2	4	8	71
"440"	-0.486850806511939	1	3	9	27	71
"441"	-0.737697079777718	0	1	1	1	72
"442"	0.712783325463533	0	2	4	8	72
"443"	1.1519790077582	0	3	9	27	72
"444"	-1.25872018653899	0	4	16	64	72
"445"	0.344379710033536	1	5	25	125	72
"446"	-0.847853679209948	0	1	1	1	73
"447"	0.0342117669060826	0	2	4	8	73
"448"	-0.0667187944054604	0	3	9	27	73
"449"	-1.40869846846908	0	4	16	64	73
"450"	-0.898402993567288	0	5	25	125	73
"451"	1.81363846547902	0	6	36	216	73
"452"	-1.34409843292087	0	7	49	343	73
"453"	0.288831033743918	0	8	64	512	73
"454"	0.61276890989393	0	9	81	729	73
"455"	1.01880919933319	0	10	100	1000	73
"456"	1.22949892655015	0	11	121	1331	73
"457"	1.44704772438854	0	12	144	1728	73
"458"	0.736125435680151	0	13	169	2197	73
"459"	0.165967140346766	0	14	196	2744	73
"460"	-1.02497268840671	0	15	225	3375	73
"461"	1.12279819138348	0	16	256	4096	73
"462"	-0.111968544311821	0	17	289	4913	73
"463"	-0.570933694951236	0	18	324	5832	73
"464"	-0.982051331549883	0	19	361	6859	73
"465"	0.0761798350140452	0	20	400	8000	73
"466"	0.038785183802247	0	21	441	9261	73
"467"	1.23680957965553	1	22	484	10648	73
"468"	-1.88417200744152	0	1	1	1	74
"469"	1.36309557780623	0	2	4	8	74
"470"	-1.56190971005708	0	3	9	27	74
"471"	-1.6510893907398	0	4	16	64	74
"472"	0.632900262251496	0	5	25	125	74
"473"	-0.622513295151293	0	6	36	216	74
"474"	1.8723488394171	0	7	49	343	74
"475"	-1.73624175507575	0	8	64	512	74
"476"	0.686530852690339	0	9	81	729	74
"477"	0.403915222734213	0	10	100	1000	74
"478"	0.295139351859689	0	11	121	1331	74
"479"	1.10020765569061	0	12	144	1728	74
"480"	1.39758638944477	0	13	169	2197	74
"481"	-0.473005673848093	0	14	196	2744	74
"482"	1.6081278976053	0	15	225	3375	74
"483"	1.6544729359448	0	16	256	4096	74
"484"	-0.0678242016583681	0	17	289	4913	74
"485"	0.64753339625895	0	18	324	5832	74
"486"	-0.549633103422821	0	19	361	6859	74
"487"	-0.0235525155439973	1	20	400	8000	74
"488"	-1.07268170360476	0	1	1	1	75
"489"	-0.680419562384486	0	2	4	8	75
"490"	0.331241652369499	0	3	9	27	75
"491"	0.488523047417402	1	4	16	64	75
"492"	0.884762667119503	0	1	1	1	76
"493"	0.374631398357451	0	2	4	8	76
"494"	0.221207400783896	0	3	9	27	76
"495"	-1.87327061407268	0	4	16	64	76
"496"	0.774668191559613	1	5	25	125	76
"497"	-1.34192300401628	0	1	1	1	77
"498"	-0.391802988015115	0	2	4	8	77
"499"	1.75788851827383	1	3	9	27	77
"500"	-1.59079552348703	0	1	1	1	78
"501"	-0.629800944589078	0	2	4	8	78
"502"	-0.51051106210798	0	3	9	27	78
"503"	-0.999114320613444	0	4	16	64	78
"504"	-0.753112640231848	0	5	25	125	78
"505"	0.244704444892704	0	6	36	216	78
"506"	1.33896379452199	1	7	49	343	78
"507"	0.166605287231505	0	1	1	1	79
"508"	1.20779991336167	1	2	4	8	79
"509"	0.734159746207297	0	1	1	1	80
"510"	0.346930869854987	0	2	4	8	80
"511"	-0.875041867606342	0	3	9	27	80
"512"	-0.173022202216089	0	4	16	64	80
"513"	1.90809173416346	0	5	25	125	80
"514"	-1.06455321609974	0	6	36	216	80
"515"	1.25868791900575	0	7	49	343	80
"516"	1.45186300389469	0	8	64	512	80
"517"	1.26492021232843	1	9	81	729	80
"518"	1.94421424996108	0	1	1	1	81
"519"	0.382358521223068	0	2	4	8	81
"520"	0.0570748168975115	0	3	9	27	81
"521"	1.48144420329481	0	4	16	64	81
"522"	-1.98298513982445	0	5	25	125	81
"523"	-1.2776980670169	0	6	36	216	81
"524"	-0.174204819835722	0	7	49	343	81
"525"	0.148950723931193	0	8	64	512	81
"526"	0.774137692525983	1	9	81	729	81
"527"	-0.138317379169166	0	1	1	1	82
"528"	-1.28020981978625	0	2	4	8	82
"529"	-1.64794418402016	0	3	9	27	82
"530"	-1.53357530198991	0	4	16	64	82
"531"	-1.09033537376672	0	5	25	125	82
"532"	-0.0314079318195581	0	6	36	216	82
"533"	1.23175927437842	0	7	49	343	82
"534"	-1.06336690206081	0	8	64	512	82
"535"	1.59413853194565	1	9	81	729	82
"536"	1.52732650563121	1	1	1	1	83
"537"	0.21295281406492	0	1	1	1	84
"538"	-0.366363301873207	0	2	4	8	84
"539"	-0.738294272683561	0	3	9	27	84
"540"	1.15718952473253	1	4	16	64	84
"541"	-0.164572314359248	1	1	1	1	85
"542"	1.65656596887857	0	1	1	1	86
"543"	0.118680912069976	0	2	4	8	86
"544"	1.12722327746451	0	3	9	27	86
"545"	0.572252205573022	0	4	16	64	86
"546"	-0.655921483412385	0	5	25	125	86
"547"	1.80052113719285	1	6	36	216	86
"548"	-1.96580603718758	0	1	1	1	87
"549"	-0.903544513508677	0	2	4	8	87
"550"	0.0328550562262535	1	3	9	27	87
"551"	0.279182394966483	0	1	1	1	88
"552"	-1.24553448241204	0	2	4	8	88
"553"	1.08894306700677	1	3	9	27	88
"554"	-1.28185942489654	0	1	1	1	89
"555"	1.74296855740249	1	2	4	8	89
"556"	-1.14607791323215	0	1	1	1	90
"557"	1.64076113980263	1	2	4	8	90
"558"	1.93975126929581	1	1	1	1	91
"559"	0.932779566384852	0	1	1	1	92
"560"	-0.071650736965239	0	2	4	8	92
"561"	-1.77163791283965	0	3	9	27	92
"562"	0.235788508318365	1	4	16	64	92
"563"	-0.819444629363716	0	1	1	1	93
"564"	-0.747199850156903	0	2	4	8	93
"565"	-1.98842222057283	0	3	9	27	93
"566"	-0.505144141614437	1	4	16	64	93
"567"	-0.510897329077125	0	1	1	1	94
"568"	-1.6792017519474	0	2	4	8	94
"569"	-1.58964411448687	0	3	9	27	94
"570"	0.310289396904409	0	4	16	64	94
"571"	1.39792214985937	1	5	25	125	94
"572"	0.968324393033981	1	1	1	1	95
"573"	-1.75220977142453	0	1	1	1	96
"574"	0.734549080021679	1	2	4	8	96
"575"	0.694819999858737	0	1	1	1	97
"576"	-1.95579500030726	0	2	4	8	97
"577"	0.365222628228366	0	3	9	27	97
"578"	-0.301847229711711	0	4	16	64	97
"579"	-1.75194801110774	0	5	25	125	97
"580"	-1.30754424445331	0	6	36	216	97
"581"	0.0678311306983232	0	7	49	343	97
"582"	1.59198605641723	0	8	64	512	97
"583"	1.20226432569325	0	9	81	729	97
"584"	1.14936506096274	0	10	100	1000	97
"585"	-1.17548093292862	0	11	121	1331	97
"586"	-1.95969891082495	0	12	144	1728	97
"587"	1.97325582709163	1	13	169	2197	97
"588"	0.407662142068148	0	1	1	1	98
"589"	0.416889512911439	1	2	4	8	98
"590"	-0.422024405561388	1	1	1	1	99
"591"	1.58699542656541	0	1	1	1	100
"592"	0.381476297043264	0	2	4	8	100
"593"	0.493150429800153	1	3	9	27	100
"594"	-1.85660529043525	0	1	1	1	101
"595"	1.8748823069036	0	2	4	8	101
"596"	0.576289991848171	0	3	9	27	101
"597"	1.63462818879634	1	4	16	64	101
"598"	1.32362364605069	0	1	1	1	102
"599"	1.12451444659382	1	2	4	8	102
"600"	0.913155926391482	0	1	1	1	103
"601"	-0.0467355856671929	0	2	4	8	103
"602"	0.968676163814962	1	3	9	27	103
"603"	-1.92378490697592	0	1	1	1	104
"604"	-1.02686784043908	0	2	4	8	104
"605"	-0.275120581500232	0	3	9	27	104
"606"	-1.68143189512193	0	4	16	64	104
"607"	-1.33803692087531	0	5	25	125	104
"608"	1.64853174611926	1	6	36	216	104
"609"	1.80642195791006	1	1	1	1	105
