------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.3 Firmware v1.7.2 date format M/d/yyyy Filter LowFrequencyExtension -----------
Serial Number: TAS1D47140221
Start Time 14:15:00
Start Date 1/30/2019
Epoch Period (hh:mm:ss) 00:01:00
Download Time 23:43:27
Download Date 2/18/2007
Current Memory Address: 0
Current Battery Voltage: 4.08     Mode = 12
--------------------------------------------------
Axis1,Axis2,Axis3,vectormagnitude,timestamp
2421,3531,3434,5488,2019-01-30 17:01:00
31,52,12,62,2019-01-30 17:02:00
1025,708,1459,1918,2019-01-30 17:03:00
721,425,1179,1446,2019-01-30 17:04:00
1181,1264,1416,2236,2019-01-30 17:05:00
2334,2956,2366,4448,2019-01-30 17:06:00
3493,2063,4617,6146,2019-01-30 17:07:00
4043,2816,5105,7095,2019-01-30 17:08:00
2119,2876,3180,4783,2019-01-30 17:09:00
1143,747,2610,2946,2019-01-30 17:10:00
1523,2140,3565,4428,2019-01-30 17:11:00
277,380,1863,1921,2019-01-30 17:12:00
371,291,2175,2226,2019-01-30 17:13:00
618,511,3034,3138,2019-01-30 17:14:00
2313,1744,3705,4703,2019-01-30 17:15:00
1897,1538,3410,4194,2019-01-30 17:16:00
310,90,938,992,2019-01-30 17:17:00
14,0,210,210,2019-01-30 17:18:00
20,30,1322,1322,2019-01-30 17:19:00
311,389,1153,1256,2019-01-30 17:20:00
84,3,690,695,2019-01-30 17:21:00
126,42,907,917,2019-01-30 17:22:00
1640,1634,2582,3468,2019-01-30 17:23:00
863,1160,2718,3079,2019-01-30 17:24:00
564,450,2158,2275,2019-01-30 17:25:00
558,651,1911,2095,2019-01-30 17:26:00
738,749,1957,2222,2019-01-30 17:27:00
616,498,1876,2036,2019-01-30 17:28:00
456,273,1477,1570,2019-01-30 17:29:00
1571,904,1984,2687,2019-01-30 17:30:00
2830,2158,2930,4610,2019-01-30 17:31:00
2521,2175,2795,4347,2019-01-30 17:32:00
1636,1223,2270,3054,2019-01-30 17:33:00
1626,1830,2605,3575,2019-01-30 17:34:00
2599,2437,2744,4497,2019-01-30 17:35:00
2332,2037,4596,5542,2019-01-30 17:36:00
1079,1379,1003,2018,2019-01-30 17:37:00
148,246,351,453,2019-01-30 17:38:00
154,383,425,592,2019-01-30 17:39:00
241,419,944,1061,2019-01-30 17:40:00
538,456,730,1015,2019-01-30 17:41:00
261,131,55,297,2019-01-30 17:42:00
809,815,872,1442,2019-01-30 17:43:00
3044,2586,6029,7232,2019-01-30 17:44:00
613,1125,2456,2770,2019-01-30 17:45:00
0,0,0,0,2019-01-30 17:46:00
17,8,26,32,2019-01-30 17:47:00
293,142,711,782,2019-01-30 17:48:00
95,258,347,443,2019-01-30 17:49:00
57,45,193,206,2019-01-30 17:50:00
132,516,292,607,2019-01-30 17:51:00
184,264,679,751,2019-01-30 17:52:00
125,78,474,496,2019-01-30 17:53:00
1180,975,2168,2654,2019-01-30 17:54:00
2,1,1,2,2019-01-30 17:55:00
1155,1023,1615,2234,2019-01-30 17:56:00
3655,1268,3742,5382,2019-01-30 17:57:00
5011,1031,3724,6328,2019-01-30 17:58:00
1030,1215,1354,2091,2019-01-30 17:59:00
1930,941,5633,6028,2019-01-30 18:00:00
745,677,716,1235,2019-01-30 18:01:00
324,474,151,594,2019-01-30 18:02:00
3,1,0,3,2019-01-30 18:03:00
284,281,314,508,2019-01-30 18:04:00
445,584,213,764,2019-01-30 18:05:00
2,0,0,2,2019-01-30 18:06:00
6,0,0,6,2019-01-30 18:07:00
513,597,333,855,2019-01-30 18:08:00
11,0,0,11,2019-01-30 18:09:00
270,335,436,613,2019-01-30 18:10:00
981,1183,1425,2096,2019-01-30 18:11:00
224,379,222,493,2019-01-30 18:12:00
500,352,920,1105,2019-01-30 18:13:00
4,11,79,80,2019-01-30 18:14:00
6,88,30,93,2019-01-30 18:15:00
123,172,416,467,2019-01-30 18:16:00
0,4,12,13,2019-01-30 18:17:00
172,65,178,256,2019-01-30 18:18:00
0,1,0,1,2019-01-30 18:19:00
1008,839,815,1544,2019-01-30 18:20:00
1944,1696,1612,3042,2019-01-30 18:21:00
145,264,386,490,2019-01-30 18:22:00
413,391,437,717,2019-01-30 18:23:00
504,961,633,1256,2019-01-30 18:24:00
58,157,152,226,2019-01-30 18:25:00
0,0,0,0,2019-01-30 18:26:00
0,0,0,0,2019-01-30 18:27:00
341,813,147,894,2019-01-30 18:28:00
331,853,269,954,2019-01-30 18:29:00
1740,1596,1636,2873,2019-01-30 18:30:00
1927,1940,2573,3755,2019-01-30 18:31:00
1576,1003,821,2041,2019-01-30 18:32:00
2645,2709,3184,4947,2019-01-30 18:33:00
3257,2836,6475,7783,2019-01-30 18:34:00
1336,854,2294,2789,2019-01-30 18:35:00
1805,1866,3375,4258,2019-01-30 18:36:00
1778,1232,2808,3545,2019-01-30 18:37:00
1842,2230,2454,3793,2019-01-30 18:38:00
1028,665,1275,1768,2019-01-30 18:39:00
2043,1787,2762,3872,2019-01-30 18:40:00
777,374,2081,2253,2019-01-30 18:41:00
1923,1838,1876,3255,2019-01-30 18:42:00
1657,1734,2498,3463,2019-01-30 18:43:00
1270,1478,2809,3419,2019-01-30 18:44:00
1354,855,2146,2678,2019-01-30 18:45:00
2095,1862,2649,3857,2019-01-30 18:46:00
1908,2161,1778,3387,2019-01-30 18:47:00
1321,1448,1264,2332,2019-01-30 18:48:00
19,1,465,465,2019-01-30 18:49:00
190,475,192,546,2019-01-30 18:50:00
1060,1259,2732,3189,2019-01-30 18:51:00
890,1466,2553,3076,2019-01-30 18:52:00
909,952,1760,2198,2019-01-30 18:53:00
868,1372,2356,2861,2019-01-30 18:54:00
1885,1314,3590,4262,2019-01-30 18:55:00
3138,2501,4504,6032,2019-01-30 18:56:00
684,522,1088,1387,2019-01-30 18:57:00
479,724,1014,1335,2019-01-30 18:58:00
1184,903,732,1659,2019-01-30 18:59:00
658,795,1416,1752,2019-01-30 19:00:00
38,99,189,217,2019-01-30 19:01:00
48,228,99,253,2019-01-30 19:02:00
0,0,0,0,2019-01-30 19:03:00
1097,1071,1602,2217,2019-01-30 19:04:00
0,0,0,0,2019-01-30 19:05:00
542,441,508,864,2019-01-30 19:06:00
6792,2290,3047,7788,2019-01-30 19:07:00
5676,1872,3600,6977,2019-01-30 19:08:00
2823,2057,2903,4542,2019-01-30 19:09:00
631,430,506,916,2019-01-30 19:10:00
80,18,114,140,2019-01-30 19:11:00
0,0,0,0,2019-01-30 19:12:00
29,194,32,199,2019-01-30 19:13:00
1438,956,871,1934,2019-01-30 19:14:00
52,281,365,464,2019-01-30 19:15:00
1524,1051,2116,2812,2019-01-30 19:16:00
753,425,811,1185,2019-01-30 19:17:00
846,652,961,1437,2019-01-30 19:18:00
785,1257,1104,1848,2019-01-30 19:19:00
454,590,663,997,2019-01-30 19:20:00
0,0,0,0,2019-01-30 19:21:00
338,149,549,662,2019-01-30 19:22:00
1901,1201,2079,3062,2019-01-30 19:23:00
1921,635,1796,2705,2019-01-30 19:24:00
151,56,437,466,2019-01-30 19:25:00
196,352,311,509,2019-01-30 19:26:00
1825,1144,1418,2579,2019-01-30 19:27:00
0,6,0,6,2019-01-30 19:28:00
265,296,85,406,2019-01-30 19:29:00
3012,2431,2890,4831,2019-01-30 19:30:00
373,129,644,755,2019-01-30 19:31:00
272,94,253,383,2019-01-30 19:32:00
0,0,0,0,2019-01-30 19:33:00
26,0,10,28,2019-01-30 19:34:00
0,0,0,0,2019-01-30 19:35:00
0,0,0,0,2019-01-30 19:36:00
0,0,0,0,2019-01-30 19:37:00
0,0,0,0,2019-01-30 19:38:00
0,0,0,0,2019-01-30 19:39:00
0,0,0,0,2019-01-30 19:40:00
0,0,0,0,2019-01-30 19:41:00
0,0,0,0,2019-01-30 19:42:00
0,0,0,0,2019-01-30 19:43:00
0,0,0,0,2019-01-30 19:44:00
0,0,0,0,2019-01-30 19:45:00
0,0,0,0,2019-01-30 19:46:00
0,0,0,0,2019-01-30 19:47:00
0,0,0,0,2019-01-30 19:48:00
0,0,0,0,2019-01-30 19:49:00
0,0,0,0,2019-01-30 19:50:00
0,0,0,0,2019-01-30 19:51:00
0,0,0,0,2019-01-30 19:52:00
0,0,0,0,2019-01-30 19:53:00
0,0,0,0,2019-01-30 19:54:00
0,0,0,0,2019-01-30 19:55:00
1983,1251,1959,3055,2019-01-30 19:56:00
8,4,52,53,2019-01-30 19:57:00
0,0,0,0,2019-01-30 19:58:00
0,0,0,0,2019-01-30 19:59:00
0,0,0,0,2019-01-30 20:00:00
0,0,0,0,2019-01-30 20:01:00
0,0,0,0,2019-01-30 20:02:00
0,0,0,0,2019-01-30 20:03:00
0,0,0,0,2019-01-30 20:04:00
109,280,908,956,2019-01-30 20:05:00
0,0,0,0,2019-01-30 20:06:00
0,0,0,0,2019-01-30 20:07:00
0,0,0,0,2019-01-30 20:08:00
0,0,0,0,2019-01-30 20:09:00
0,0,0,0,2019-01-30 20:10:00
0,0,0,0,2019-01-30 20:11:00
0,0,0,0,2019-01-30 20:12:00
0,0,0,0,2019-01-30 20:13:00
0,0,0,0,2019-01-30 20:14:00
0,0,0,0,2019-01-30 20:15:00
0,0,2,2,2019-01-30 20:16:00
0,0,0,0,2019-01-30 20:17:00
0,0,0,0,2019-01-30 20:18:00
0,0,0,0,2019-01-30 20:19:00
0,0,0,0,2019-01-30 20:20:00
0,0,0,0,2019-01-30 20:21:00
0,0,0,0,2019-01-30 20:22:00
0,0,0,0,2019-01-30 20:23:00
0,0,0,0,2019-01-30 20:24:00
0,0,0,0,2019-01-30 20:25:00
0,0,0,0,2019-01-30 20:26:00
0,0,0,0,2019-01-30 20:27:00
0,0,0,0,2019-01-30 20:28:00
0,0,0,0,2019-01-30 20:29:00
0,0,0,0,2019-01-30 20:30:00
0,0,0,0,2019-01-30 20:31:00
0,0,0,0,2019-01-30 20:32:00
18,0,78,80,2019-01-30 20:33:00
172,40,428,463,2019-01-30 20:34:00
0,0,0,0,2019-01-30 20:35:00
0,0,0,0,2019-01-30 20:36:00
0,0,2,2,2019-01-30 20:37:00
0,0,0,0,2019-01-30 20:38:00
0,0,0,0,2019-01-30 20:39:00
0,0,0,0,2019-01-30 20:40:00
0,0,0,0,2019-01-30 20:41:00
139,117,296,347,2019-01-30 20:42:00
0,0,0,0,2019-01-30 20:43:00
0,0,0,0,2019-01-30 20:44:00
0,0,0,0,2019-01-30 20:45:00
0,0,0,0,2019-01-30 20:46:00
0,0,0,0,2019-01-30 20:47:00
0,0,1,1,2019-01-30 20:48:00
0,0,0,0,2019-01-30 20:49:00
0,0,0,0,2019-01-30 20:50:00
0,0,0,0,2019-01-30 20:51:00
0,0,0,0,2019-01-30 20:52:00
0,0,0,0,2019-01-30 20:53:00
1337,959,1206,2040,2019-01-30 20:54:00
0,0,0,0,2019-01-30 20:55:00
0,0,0,0,2019-01-30 20:56:00
76,94,93,153,2019-01-30 20:57:00
0,0,0,0,2019-01-30 20:58:00
0,0,0,0,2019-01-30 20:59:00
0,0,0,0,2019-01-30 21:00:00
0,0,0,0,2019-01-30 21:01:00
0,0,0,0,2019-01-30 21:02:00
0,0,0,0,2019-01-30 21:03:00
0,0,0,0,2019-01-30 21:04:00
0,0,0,0,2019-01-30 21:05:00
0,0,0,0,2019-01-30 21:06:00
0,0,0,0,2019-01-30 21:07:00
0,0,0,0,2019-01-30 21:08:00
0,0,0,0,2019-01-30 21:09:00
0,0,0,0,2019-01-30 21:10:00
0,0,0,0,2019-01-30 21:11:00
0,0,0,0,2019-01-30 21:12:00
0,0,0,0,2019-01-30 21:13:00
0,0,0,0,2019-01-30 21:14:00
0,0,0,0,2019-01-30 21:15:00
0,0,0,0,2019-01-30 21:16:00
0,0,0,0,2019-01-30 21:17:00
0,0,0,0,2019-01-30 21:18:00
0,0,0,0,2019-01-30 21:19:00
0,0,0,0,2019-01-30 21:20:00
0,0,0,0,2019-01-30 21:21:00
0,0,0,0,2019-01-30 21:22:00
0,0,0,0,2019-01-30 21:23:00
0,0,0,0,2019-01-30 21:24:00
0,0,0,0,2019-01-30 21:25:00
0,0,0,0,2019-01-30 21:26:00
0,0,0,0,2019-01-30 21:27:00
0,0,0,0,2019-01-30 21:28:00
0,0,0,0,2019-01-30 21:29:00
0,0,0,0,2019-01-30 21:30:00
0,0,0,0,2019-01-30 21:31:00
0,0,0,0,2019-01-30 21:32:00
0,0,0,0,2019-01-30 21:33:00
0,0,0,0,2019-01-30 21:34:00
0,0,0,0,2019-01-30 21:35:00
0,0,0,0,2019-01-30 21:36:00
347,282,691,823,2019-01-30 21:37:00
0,0,0,0,2019-01-30 21:38:00
0,0,0,0,2019-01-30 21:39:00
0,0,0,0,2019-01-30 21:40:00
0,0,0,0,2019-01-30 21:41:00
0,0,0,0,2019-01-30 21:42:00
0,0,0,0,2019-01-30 21:43:00
0,0,0,0,2019-01-30 21:44:00
0,0,0,0,2019-01-30 21:45:00
0,0,0,0,2019-01-30 21:46:00
0,0,0,0,2019-01-30 21:47:00
0,0,0,0,2019-01-30 21:48:00
0,0,0,0,2019-01-30 21:49:00
0,0,0,0,2019-01-30 21:50:00
0,0,0,0,2019-01-30 21:51:00
0,0,0,0,2019-01-30 21:52:00
0,0,0,0,2019-01-30 21:53:00
0,0,0,0,2019-01-30 21:54:00
0,0,0,0,2019-01-30 21:55:00
161,68,49,182,2019-01-30 21:56:00
0,0,0,0,2019-01-30 21:57:00
0,0,0,0,2019-01-30 21:58:00
0,0,0,0,2019-01-30 21:59:00
0,0,0,0,2019-01-30 22:00:00
0,0,0,0,2019-01-30 22:01:00
0,0,0,0,2019-01-30 22:02:00
0,0,0,0,2019-01-30 22:03:00
0,0,0,0,2019-01-30 22:04:00
0,0,0,0,2019-01-30 22:05:00
0,0,0,0,2019-01-30 22:06:00
0,0,0,0,2019-01-30 22:07:00
0,0,0,0,2019-01-30 22:08:00
0,0,0,0,2019-01-30 22:09:00
0,0,0,0,2019-01-30 22:10:00
88,1,50,101,2019-01-30 22:11:00
0,0,0,0,2019-01-30 22:12:00
0,2,0,2,2019-01-30 22:13:00
0,0,0,0,2019-01-30 22:14:00
0,0,0,0,2019-01-30 22:15:00
0,0,0,0,2019-01-30 22:16:00
0,0,0,0,2019-01-30 22:17:00
0,0,0,0,2019-01-30 22:18:00
0,0,0,0,2019-01-30 22:19:00
0,0,0,0,2019-01-30 22:20:00
0,0,0,0,2019-01-30 22:21:00
0,0,0,0,2019-01-30 22:22:00
0,0,0,0,2019-01-30 22:23:00
0,0,0,0,2019-01-30 22:24:00
0,0,0,0,2019-01-30 22:25:00
0,0,0,0,2019-01-30 22:26:00
0,0,0,0,2019-01-30 22:27:00
0,0,0,0,2019-01-30 22:28:00
2,0,0,2,2019-01-30 22:29:00
0,0,0,0,2019-01-30 22:30:00
0,0,0,0,2019-01-30 22:31:00
0,0,0,0,2019-01-30 22:32:00
0,0,0,0,2019-01-30 22:33:00
0,0,0,0,2019-01-30 22:34:00
0,0,0,0,2019-01-30 22:35:00
0,0,0,0,2019-01-30 22:36:00
1190,471,884,1555,2019-01-30 22:37:00
0,0,0,0,2019-01-30 22:38:00
327,146,294,463,2019-01-30 22:39:00
0,0,0,0,2019-01-30 22:40:00
0,0,0,0,2019-01-30 22:41:00
0,0,0,0,2019-01-30 22:42:00
0,0,0,0,2019-01-30 22:43:00
0,0,0,0,2019-01-30 22:44:00
0,0,0,0,2019-01-30 22:45:00
0,0,0,0,2019-01-30 22:46:00
0,0,0,0,2019-01-30 22:47:00
0,0,0,0,2019-01-30 22:48:00
0,0,0,0,2019-01-30 22:49:00
0,0,0,0,2019-01-30 22:50:00
0,0,0,0,2019-01-30 22:51:00
0,0,0,0,2019-01-30 22:52:00
0,0,0,0,2019-01-30 22:53:00
0,0,0,0,2019-01-30 22:54:00
0,0,0,0,2019-01-30 22:55:00
0,0,0,0,2019-01-30 22:56:00
0,0,0,0,2019-01-30 22:57:00
0,0,0,0,2019-01-30 22:58:00
0,0,0,0,2019-01-30 22:59:00
0,0,0,0,2019-01-30 23:00:00
0,0,0,0,2019-01-30 23:01:00
0,0,0,0,2019-01-30 23:02:00
0,0,0,0,2019-01-30 23:03:00
0,0,0,0,2019-01-30 23:04:00
0,0,0,0,2019-01-30 23:05:00
0,0,0,0,2019-01-30 23:06:00
0,0,0,0,2019-01-30 23:07:00
0,0,0,0,2019-01-30 23:08:00
0,0,0,0,2019-01-30 23:09:00
0,0,0,0,2019-01-30 23:10:00
0,0,0,0,2019-01-30 23:11:00
0,0,0,0,2019-01-30 23:12:00
0,0,0,0,2019-01-30 23:13:00
410,288,379,628,2019-01-30 23:14:00
0,0,0,0,2019-01-30 23:15:00
0,0,0,0,2019-01-30 23:16:00
0,0,0,0,2019-01-30 23:17:00
0,0,0,0,2019-01-30 23:18:00
0,0,0,0,2019-01-30 23:19:00
0,0,0,0,2019-01-30 23:20:00
0,0,0,0,2019-01-30 23:21:00
0,0,0,0,2019-01-30 23:22:00
0,0,0,0,2019-01-30 23:23:00
0,0,0,0,2019-01-30 23:24:00
0,0,0,0,2019-01-30 23:25:00
0,0,0,0,2019-01-30 23:26:00
0,0,0,0,2019-01-30 23:27:00
0,0,0,0,2019-01-30 23:28:00
0,0,0,0,2019-01-30 23:29:00
0,0,0,0,2019-01-30 23:30:00
1,0,0,1,2019-01-30 23:31:00
194,13,63,204,2019-01-30 23:32:00
0,0,0,0,2019-01-30 23:33:00
0,0,0,0,2019-01-30 23:34:00
0,0,0,0,2019-01-30 23:35:00
0,0,0,0,2019-01-30 23:36:00
0,0,0,0,2019-01-30 23:37:00
0,0,0,0,2019-01-30 23:38:00
0,0,0,0,2019-01-30 23:39:00
0,0,0,0,2019-01-30 23:40:00
86,12,38,95,2019-01-30 23:41:00
0,0,0,0,2019-01-30 23:42:00
0,0,0,0,2019-01-30 23:43:00
0,0,0,0,2019-01-30 23:44:00
0,0,0,0,2019-01-30 23:45:00
409,344,399,667,2019-01-30 23:46:00
0,0,0,0,2019-01-30 23:47:00
0,0,0,0,2019-01-30 23:48:00
0,0,0,0,2019-01-30 23:49:00
0,0,0,0,2019-01-30 23:50:00
0,0,0,0,2019-01-30 23:51:00
0,0,0,0,2019-01-30 23:52:00
0,0,0,0,2019-01-30 23:53:00
0,0,0,0,2019-01-30 23:54:00
0,0,0,0,2019-01-30 23:55:00
0,0,0,0,2019-01-30 23:56:00
0,0,0,0,2019-01-30 23:57:00
0,0,0,0,2019-01-30 23:58:00
0,0,0,0,2019-01-30 23:59:00
0,0,0,0,2019-01-31 00:00:00
0,0,0,0,2019-01-31 00:01:00
0,0,0,0,2019-01-31 00:02:00
0,0,0,0,2019-01-31 00:03:00
0,0,0,0,2019-01-31 00:04:00
0,0,0,0,2019-01-31 00:05:00
0,0,0,0,2019-01-31 00:06:00
0,0,0,0,2019-01-31 00:07:00
0,0,0,0,2019-01-31 00:08:00
0,0,0,0,2019-01-31 00:09:00
0,0,0,0,2019-01-31 00:10:00
0,0,0,0,2019-01-31 00:11:00
0,0,0,0,2019-01-31 00:12:00
0,0,0,0,2019-01-31 00:13:00
0,0,0,0,2019-01-31 00:14:00
0,0,0,0,2019-01-31 00:15:00
78,98,460,477,2019-01-31 00:16:00
0,0,0,0,2019-01-31 00:17:00
0,0,0,0,2019-01-31 00:18:00
0,0,0,0,2019-01-31 00:19:00
0,0,0,0,2019-01-31 00:20:00
0,0,0,0,2019-01-31 00:21:00
0,0,0,0,2019-01-31 00:22:00
0,0,0,0,2019-01-31 00:23:00
0,0,0,0,2019-01-31 00:24:00
0,0,0,0,2019-01-31 00:25:00
0,0,0,0,2019-01-31 00:26:00
0,0,0,0,2019-01-31 00:27:00
