------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.3 Firmware v1.7.0 date format M/d/yyyy Filter LowFrequencyExtension -----------
Serial Number: TAS1E25150485
Start Time 17:00:00
Start Date 9/11/2017
Epoch Period (hh:mm:ss) 00:01:00
Download Time 00:10:49
Download Date 2/12/2007
Current Memory Address: 0
Current Battery Voltage: 4.14     Mode = 12
--------------------------------------------------
Axis1,Axis2,Axis3,vectormagnitude,timestamp
0,0,0,0,2017-09-11 17:49:00
0,0,0,0,2017-09-11 17:50:00
0,0,0,0,2017-09-11 17:51:00
0,0,0,0,2017-09-11 17:52:00
0,0,0,0,2017-09-11 17:53:00
0,0,0,0,2017-09-11 17:54:00
0,0,0,0,2017-09-11 17:55:00
0,0,0,0,2017-09-11 17:56:00
0,0,0,0,2017-09-11 17:57:00
0,0,0,0,2017-09-11 17:58:00
0,0,0,0,2017-09-11 17:59:00
0,0,0,0,2017-09-11 18:00:00
0,0,0,0,2017-09-11 18:01:00
18,28,50,60,2017-09-11 18:02:00
200,471,280,583,2017-09-11 18:03:00
0,0,7,7,2017-09-11 18:04:00
78,264,184,331,2017-09-11 18:05:00
54,169,35,181,2017-09-11 18:06:00
54,174,93,205,2017-09-11 18:07:00
0,2,24,24,2017-09-11 18:08:00
0,0,0,0,2017-09-11 18:09:00
0,0,0,0,2017-09-11 18:10:00
0,0,0,0,2017-09-11 18:11:00
0,0,0,0,2017-09-11 18:12:00
0,0,0,0,2017-09-11 18:13:00
0,0,0,0,2017-09-11 18:14:00
0,0,0,0,2017-09-11 18:15:00
0,0,0,0,2017-09-11 18:16:00
0,0,0,0,2017-09-11 18:17:00
0,24,20,31,2017-09-11 18:18:00
0,27,5,27,2017-09-11 18:19:00
0,0,2,2,2017-09-11 18:20:00
0,0,24,24,2017-09-11 18:21:00
150,3,350,381,2017-09-11 18:22:00
0,6,46,46,2017-09-11 18:23:00
0,16,124,125,2017-09-11 18:24:00
0,0,10,10,2017-09-11 18:25:00
1,6,170,170,2017-09-11 18:26:00
0,8,12,14,2017-09-11 18:27:00
165,192,341,425,2017-09-11 18:28:00
5,2,35,35,2017-09-11 18:29:00
12,3,18,22,2017-09-11 18:30:00
19,0,9,21,2017-09-11 18:31:00
31,12,16,37,2017-09-11 18:32:00
1,0,1,1,2017-09-11 18:33:00
0,0,0,0,2017-09-11 18:34:00
0,0,0,0,2017-09-11 18:35:00
2,0,2,3,2017-09-11 18:36:00
0,0,0,0,2017-09-11 18:37:00
0,0,0,0,2017-09-11 18:38:00
0,0,0,0,2017-09-11 18:39:00
15,0,11,19,2017-09-11 18:40:00
18,0,11,21,2017-09-11 18:41:00
1,0,2,2,2017-09-11 18:42:00
1,0,2,2,2017-09-11 18:43:00
1,0,1,1,2017-09-11 18:44:00
98,56,230,256,2017-09-11 18:45:00
6,0,11,13,2017-09-11 18:46:00
2,0,1,2,2017-09-11 18:47:00
110,14,153,189,2017-09-11 18:48:00
11,3,22,25,2017-09-11 18:49:00
31,17,85,92,2017-09-11 18:50:00
7,0,5,9,2017-09-11 18:51:00
349,172,140,414,2017-09-11 18:52:00
72,0,18,74,2017-09-11 18:53:00
12,0,0,12,2017-09-11 18:54:00
83,11,48,97,2017-09-11 18:55:00
0,0,0,0,2017-09-11 18:56:00
0,1,0,1,2017-09-11 18:57:00
1,0,2,2,2017-09-11 18:58:00
0,0,0,0,2017-09-11 18:59:00
32,0,6,33,2017-09-11 19:00:00
0,0,0,0,2017-09-11 19:01:00
1,0,0,1,2017-09-11 19:02:00
154,7,29,157,2017-09-11 19:03:00
403,102,116,432,2017-09-11 19:04:00
2,0,0,2,2017-09-11 19:05:00
0,0,0,0,2017-09-11 19:06:00
0,0,0,0,2017-09-11 19:07:00
1,0,0,1,2017-09-11 19:08:00
84,0,21,87,2017-09-11 19:09:00
5,0,0,5,2017-09-11 19:10:00
1,0,0,1,2017-09-11 19:11:00
1,0,0,1,2017-09-11 19:12:00
1,0,0,1,2017-09-11 19:13:00
0,0,0,0,2017-09-11 19:14:00
0,0,0,0,2017-09-11 19:15:00
1,0,0,1,2017-09-11 19:16:00
5,39,26,47,2017-09-11 19:17:00
0,0,0,0,2017-09-11 19:18:00
0,0,0,0,2017-09-11 19:19:00
0,0,0,0,2017-09-11 19:20:00
0,0,0,0,2017-09-11 19:21:00
0,0,0,0,2017-09-11 19:22:00
1,0,0,1,2017-09-11 19:23:00
0,0,0,0,2017-09-11 19:24:00
0,0,0,0,2017-09-11 19:25:00
1,0,0,1,2017-09-11 19:26:00
2,0,0,2,2017-09-11 19:27:00
0,0,0,0,2017-09-11 19:28:00
0,0,0,0,2017-09-11 19:29:00
0,0,0,0,2017-09-11 19:30:00
0,0,0,0,2017-09-11 19:31:00
0,0,0,0,2017-09-11 19:32:00
0,0,0,0,2017-09-11 19:33:00
231,104,64,261,2017-09-11 19:34:00
564,14,30,565,2017-09-11 19:35:00
0,0,0,0,2017-09-11 19:36:00
300,154,94,350,2017-09-11 19:37:00
0,0,0,0,2017-09-11 19:38:00
0,0,0,0,2017-09-11 19:39:00
0,0,0,0,2017-09-11 19:40:00
0,0,0,0,2017-09-11 19:41:00
0,0,0,0,2017-09-11 19:42:00
6,0,0,6,2017-09-11 19:43:00
128,0,0,128,2017-09-11 19:44:00
0,0,0,0,2017-09-11 19:45:00
0,0,0,0,2017-09-11 19:46:00
0,0,0,0,2017-09-11 19:47:00
0,0,0,0,2017-09-11 19:48:00
0,0,0,0,2017-09-11 19:49:00
0,0,0,0,2017-09-11 19:50:00
0,0,0,0,2017-09-11 19:51:00
0,0,0,0,2017-09-11 19:52:00
0,0,0,0,2017-09-11 19:53:00
0,0,0,0,2017-09-11 19:54:00
2,0,0,2,2017-09-11 19:55:00
0,0,0,0,2017-09-11 19:56:00
0,0,0,0,2017-09-11 19:57:00
182,294,69,353,2017-09-11 19:58:00
235,176,152,331,2017-09-11 19:59:00
1588,1967,1627,3006,2017-09-11 20:00:00
1085,899,1067,1767,2017-09-11 20:01:00
988,433,634,1251,2017-09-11 20:02:00
7,1,4,8,2017-09-11 20:03:00
465,452,234,689,2017-09-11 20:04:00
21,0,0,21,2017-09-11 20:05:00
0,0,0,0,2017-09-11 20:06:00
1,0,0,1,2017-09-11 20:07:00
1,0,0,1,2017-09-11 20:08:00
0,0,0,0,2017-09-11 20:09:00
0,0,0,0,2017-09-11 20:10:00
0,0,0,0,2017-09-11 20:11:00
0,0,0,0,2017-09-11 20:12:00
0,0,0,0,2017-09-11 20:13:00
0,0,0,0,2017-09-11 20:14:00
2,0,0,2,2017-09-11 20:15:00
0,0,0,0,2017-09-11 20:16:00
0,0,0,0,2017-09-11 20:17:00
0,0,0,0,2017-09-11 20:18:00
0,0,0,0,2017-09-11 20:19:00
0,0,0,0,2017-09-11 20:20:00
11,1,1,11,2017-09-11 20:21:00
785,402,473,1001,2017-09-11 20:22:00
757,355,383,920,2017-09-11 20:23:00
0,0,0,0,2017-09-11 20:24:00
0,0,0,0,2017-09-11 20:25:00
0,0,0,0,2017-09-11 20:26:00
0,0,0,0,2017-09-11 20:27:00
0,0,0,0,2017-09-11 20:28:00
0,0,0,0,2017-09-11 20:29:00
0,0,0,0,2017-09-11 20:30:00
0,0,0,0,2017-09-11 20:31:00
0,0,0,0,2017-09-11 20:32:00
0,0,0,0,2017-09-11 20:33:00
0,0,0,0,2017-09-11 20:34:00
0,0,0,0,2017-09-11 20:35:00
0,0,0,0,2017-09-11 20:36:00
0,0,0,0,2017-09-11 20:37:00
0,0,0,0,2017-09-11 20:38:00
0,0,0,0,2017-09-11 20:39:00
0,0,0,0,2017-09-11 20:40:00
0,0,0,0,2017-09-11 20:41:00
0,0,0,0,2017-09-11 20:42:00
0,0,0,0,2017-09-11 20:43:00
0,0,0,0,2017-09-11 20:44:00
0,0,0,0,2017-09-11 20:45:00
0,0,0,0,2017-09-11 20:46:00
0,0,0,0,2017-09-11 20:47:00
0,0,0,0,2017-09-11 20:48:00
297,229,323,495,2017-09-11 20:49:00
14,0,0,14,2017-09-11 20:50:00
0,0,0,0,2017-09-11 20:51:00
0,0,0,0,2017-09-11 20:52:00
1,0,0,1,2017-09-11 20:53:00
0,0,0,0,2017-09-11 20:54:00
0,0,0,0,2017-09-11 20:55:00
0,0,0,0,2017-09-11 20:56:00
0,0,0,0,2017-09-11 20:57:00
574,447,410,835,2017-09-11 20:58:00
0,0,0,0,2017-09-11 20:59:00
0,0,0,0,2017-09-11 21:00:00
0,0,0,0,2017-09-11 21:01:00
0,0,0,0,2017-09-11 21:02:00
0,0,0,0,2017-09-11 21:03:00
0,0,0,0,2017-09-11 21:04:00
0,0,0,0,2017-09-11 21:05:00
0,0,0,0,2017-09-11 21:06:00
95,0,59,112,2017-09-11 21:07:00
14,0,2,14,2017-09-11 21:08:00
161,232,210,352,2017-09-11 21:09:00
14,10,0,17,2017-09-11 21:10:00
2,7,4,8,2017-09-11 21:11:00
76,70,3,103,2017-09-11 21:12:00
18,0,12,22,2017-09-11 21:13:00
0,0,0,0,2017-09-11 21:14:00
0,0,0,0,2017-09-11 21:15:00
7,0,0,7,2017-09-11 21:16:00
0,0,0,0,2017-09-11 21:17:00
0,0,0,0,2017-09-11 21:18:00
25,7,2,26,2017-09-11 21:19:00
0,0,0,0,2017-09-11 21:20:00
174,6,38,178,2017-09-11 21:21:00
0,0,0,0,2017-09-11 21:22:00
0,0,0,0,2017-09-11 21:23:00
0,0,0,0,2017-09-11 21:24:00
0,0,0,0,2017-09-11 21:25:00
287,356,310,552,2017-09-11 21:26:00
18,0,8,20,2017-09-11 21:27:00
1,0,0,1,2017-09-11 21:28:00
56,0,0,56,2017-09-11 21:29:00
166,75,33,185,2017-09-11 21:30:00
256,2,263,367,2017-09-11 21:31:00
55,4,36,66,2017-09-11 21:32:00
0,0,0,0,2017-09-11 21:33:00
6,0,2,6,2017-09-11 21:34:00
1,0,1,1,2017-09-11 21:35:00
0,0,0,0,2017-09-11 21:36:00
0,0,0,0,2017-09-11 21:37:00
128,0,56,140,2017-09-11 21:38:00
2,0,0,2,2017-09-11 21:39:00
678,143,224,728,2017-09-11 21:40:00
0,0,0,0,2017-09-11 21:41:00
68,11,53,87,2017-09-11 21:42:00
0,0,0,0,2017-09-11 21:43:00
127,238,91,285,2017-09-11 21:44:00
0,0,0,0,2017-09-11 21:45:00
0,0,0,0,2017-09-11 21:46:00
0,0,0,0,2017-09-11 21:47:00
125,218,284,379,2017-09-11 21:48:00
0,0,0,0,2017-09-11 21:49:00
0,0,0,0,2017-09-11 21:50:00
0,0,0,0,2017-09-11 21:51:00
0,0,0,0,2017-09-11 21:52:00
11,0,0,11,2017-09-11 21:53:00
1,0,0,1,2017-09-11 21:54:00
0,0,0,0,2017-09-11 21:55:00
0,0,0,0,2017-09-11 21:56:00
0,0,0,0,2017-09-11 21:57:00
0,0,0,0,2017-09-11 21:58:00
126,0,33,130,2017-09-11 21:59:00
323,29,112,343,2017-09-11 22:00:00
19,8,0,21,2017-09-11 22:01:00
0,0,0,0,2017-09-11 22:02:00
0,0,0,0,2017-09-11 22:03:00
0,0,0,0,2017-09-11 22:04:00
0,0,0,0,2017-09-11 22:05:00
321,86,25,333,2017-09-11 22:06:00
97,177,107,228,2017-09-11 22:07:00
2,0,3,4,2017-09-11 22:08:00
18,0,5,19,2017-09-11 22:09:00
161,6,93,186,2017-09-11 22:10:00
706,351,253,828,2017-09-11 22:11:00
0,0,0,0,2017-09-11 22:12:00
3,0,0,3,2017-09-11 22:13:00
141,3,25,143,2017-09-11 22:14:00
75,0,0,75,2017-09-11 22:15:00
0,0,0,0,2017-09-11 22:16:00
0,0,0,0,2017-09-11 22:17:00
0,0,0,0,2017-09-11 22:18:00
202,0,31,204,2017-09-11 22:19:00
6,0,0,6,2017-09-11 22:20:00
402,524,406,775,2017-09-11 22:21:00
0,0,0,0,2017-09-11 22:22:00
20,7,2,21,2017-09-11 22:23:00
0,0,0,0,2017-09-11 22:24:00
182,80,40,203,2017-09-11 22:25:00
610,513,422,902,2017-09-11 22:26:00
0,0,0,0,2017-09-11 22:27:00
23,13,1,26,2017-09-11 22:28:00
46,27,31,62,2017-09-11 22:29:00
9,0,0,9,2017-09-11 22:30:00
13,0,0,13,2017-09-11 22:31:00
0,0,0,0,2017-09-11 22:32:00
0,0,0,0,2017-09-11 22:33:00
412,418,308,663,2017-09-11 22:34:00
0,2,0,2,2017-09-11 22:35:00
170,180,90,263,2017-09-11 22:36:00
170,26,43,177,2017-09-11 22:37:00
65,0,1,65,2017-09-11 22:38:00
0,0,0,0,2017-09-11 22:39:00
35,0,9,36,2017-09-11 22:40:00
0,0,0,0,2017-09-11 22:41:00
0,0,0,0,2017-09-11 22:42:00
0,0,0,0,2017-09-11 22:43:00
0,0,0,0,2017-09-11 22:44:00
12,0,1,12,2017-09-11 22:45:00
1540,612,642,1777,2017-09-11 22:46:00
0,0,0,0,2017-09-11 22:47:00
76,2,0,76,2017-09-11 22:48:00
2,0,0,2,2017-09-11 22:49:00
16,0,0,16,2017-09-11 22:50:00
42,1,5,42,2017-09-11 22:51:00
0,0,0,0,2017-09-11 22:52:00
79,3,10,80,2017-09-11 22:53:00
608,26,115,619,2017-09-11 22:54:00
0,0,0,0,2017-09-11 22:55:00
0,0,0,0,2017-09-11 22:56:00
109,11,1,110,2017-09-11 22:57:00
89,81,52,131,2017-09-11 22:58:00
851,667,624,1248,2017-09-11 22:59:00
0,0,0,0,2017-09-11 23:00:00
0,0,0,0,2017-09-11 23:01:00
99,68,53,131,2017-09-11 23:02:00
0,0,0,0,2017-09-11 23:03:00
0,0,0,0,2017-09-11 23:04:00
0,0,0,0,2017-09-11 23:05:00
0,0,0,0,2017-09-11 23:06:00
0,0,0,0,2017-09-11 23:07:00
0,0,0,0,2017-09-11 23:08:00
0,0,0,0,2017-09-11 23:09:00
0,0,0,0,2017-09-11 23:10:00
0,0,0,0,2017-09-11 23:11:00
0,0,0,0,2017-09-11 23:12:00
0,0,0,0,2017-09-11 23:13:00
0,0,0,0,2017-09-11 23:14:00
0,0,0,0,2017-09-11 23:15:00
0,0,0,0,2017-09-11 23:16:00
0,0,0,0,2017-09-11 23:17:00
0,0,0,0,2017-09-11 23:18:00
0,0,0,0,2017-09-11 23:19:00
0,0,0,0,2017-09-11 23:20:00
0,0,0,0,2017-09-11 23:21:00
0,0,0,0,2017-09-11 23:22:00
0,0,0,0,2017-09-11 23:23:00
0,0,0,0,2017-09-11 23:24:00
0,0,0,0,2017-09-11 23:25:00
0,0,0,0,2017-09-11 23:26:00
0,0,0,0,2017-09-11 23:27:00
0,0,0,0,2017-09-11 23:28:00
0,0,0,0,2017-09-11 23:29:00
0,0,0,0,2017-09-11 23:30:00
0,0,0,0,2017-09-11 23:31:00
0,0,0,0,2017-09-11 23:32:00
405,62,242,476,2017-09-11 23:33:00
0,0,0,0,2017-09-11 23:34:00
4,0,0,4,2017-09-11 23:35:00
0,0,0,0,2017-09-11 23:36:00
0,0,0,0,2017-09-11 23:37:00
32,0,0,32,2017-09-11 23:38:00
1318,323,354,1402,2017-09-11 23:39:00
8,7,0,11,2017-09-11 23:40:00
0,0,0,0,2017-09-11 23:41:00
632,609,468,995,2017-09-11 23:42:00
0,0,0,0,2017-09-11 23:43:00
0,0,0,0,2017-09-11 23:44:00
0,0,0,0,2017-09-11 23:45:00
1,0,0,1,2017-09-11 23:46:00
970,634,560,1287,2017-09-11 23:47:00
983,104,214,1011,2017-09-11 23:48:00
409,256,348,595,2017-09-11 23:49:00
1,0,0,1,2017-09-11 23:50:00
0,0,0,0,2017-09-11 23:51:00
0,0,0,0,2017-09-11 23:52:00
0,0,0,0,2017-09-11 23:53:00
0,0,0,0,2017-09-11 23:54:00
0,0,0,0,2017-09-11 23:55:00
0,0,0,0,2017-09-11 23:56:00
0,0,0,0,2017-09-11 23:57:00
0,0,0,0,2017-09-11 23:58:00
0,0,0,0,2017-09-11 23:59:00
0,0,0,0,2017-09-12 00:00:00
0,0,0,0,2017-09-12 00:01:00
0,0,0,0,2017-09-12 00:02:00
0,0,0,0,2017-09-12 00:03:00
0,0,0,0,2017-09-12 00:04:00
0,0,0,0,2017-09-12 00:05:00
0,0,0,0,2017-09-12 00:06:00
0,0,0,0,2017-09-12 00:07:00
0,0,0,0,2017-09-12 00:08:00
0,0,0,0,2017-09-12 00:09:00
1,0,0,1,2017-09-12 00:10:00
0,0,0,0,2017-09-12 00:11:00
5,0,0,5,2017-09-12 00:12:00
0,0,0,0,2017-09-12 00:13:00
0,0,0,0,2017-09-12 00:14:00
0,0,0,0,2017-09-12 00:15:00
0,0,0,0,2017-09-12 00:16:00
0,0,0,0,2017-09-12 00:17:00
0,0,0,0,2017-09-12 00:18:00
0,0,0,0,2017-09-12 00:19:00
0,0,0,0,2017-09-12 00:20:00
0,0,0,0,2017-09-12 00:21:00
0,0,0,0,2017-09-12 00:22:00
0,0,0,0,2017-09-12 00:23:00
0,0,0,0,2017-09-12 00:24:00
0,0,0,0,2017-09-12 00:25:00
0,0,0,0,2017-09-12 00:26:00
0,0,0,0,2017-09-12 00:27:00
7,0,0,7,2017-09-12 00:28:00
148,194,192,310,2017-09-12 00:29:00
225,191,109,315,2017-09-12 00:30:00
0,0,0,0,2017-09-12 00:31:00
0,0,0,0,2017-09-12 00:32:00
0,0,0,0,2017-09-12 00:33:00
0,0,0,0,2017-09-12 00:34:00
0,0,0,0,2017-09-12 00:35:00
0,0,0,0,2017-09-12 00:36:00
0,0,0,0,2017-09-12 00:37:00
0,0,0,0,2017-09-12 00:38:00
0,0,0,0,2017-09-12 00:39:00
0,0,0,0,2017-09-12 00:40:00
0,0,0,0,2017-09-12 00:41:00
0,0,0,0,2017-09-12 00:42:00
0,0,0,0,2017-09-12 00:43:00
0,0,0,0,2017-09-12 00:44:00
0,0,0,0,2017-09-12 00:45:00
0,0,0,0,2017-09-12 00:46:00
0,0,0,0,2017-09-12 00:47:00
0,0,0,0,2017-09-12 00:48:00
0,0,0,0,2017-09-12 00:49:00
0,0,0,0,2017-09-12 00:50:00
0,0,0,0,2017-09-12 00:51:00
0,0,0,0,2017-09-12 00:52:00
0,0,0,0,2017-09-12 00:53:00
0,0,0,0,2017-09-12 00:54:00
0,0,0,0,2017-09-12 00:55:00
0,0,0,0,2017-09-12 00:56:00
21,0,0,21,2017-09-12 00:57:00
184,296,756,832,2017-09-12 00:58:00
1334,755,1350,2043,2017-09-12 00:59:00
414,285,342,608,2017-09-12 01:00:00
829,551,440,1088,2017-09-12 01:01:00
37,12,2,39,2017-09-12 01:02:00
1,0,0,1,2017-09-12 01:03:00
71,191,158,258,2017-09-12 01:04:00
0,0,0,0,2017-09-12 01:05:00
0,0,0,0,2017-09-12 01:06:00
0,0,0,0,2017-09-12 01:07:00
0,0,0,0,2017-09-12 01:08:00
0,0,0,0,2017-09-12 01:09:00
295,290,406,580,2017-09-12 01:10:00
2,0,0,2,2017-09-12 01:11:00
0,0,0,0,2017-09-12 01:12:00
0,0,0,0,2017-09-12 01:13:00
159,119,112,228,2017-09-12 01:14:00
0,0,0,0,2017-09-12 01:15:00
44,1,0,44,2017-09-12 01:16:00
0,0,0,0,2017-09-12 01:17:00
0,0,0,0,2017-09-12 01:18:00
0,0,0,0,2017-09-12 01:19:00
0,0,0,0,2017-09-12 01:20:00
0,0,0,0,2017-09-12 01:21:00
528,321,461,771,2017-09-12 01:22:00
0,0,0,0,2017-09-12 01:23:00
0,0,0,0,2017-09-12 01:24:00
0,0,0,0,2017-09-12 01:25:00
0,0,0,0,2017-09-12 01:26:00
0,0,0,0,2017-09-12 01:27:00
0,0,0,0,2017-09-12 01:28:00
0,0,0,0,2017-09-12 01:29:00
0,0,0,0,2017-09-12 01:30:00
0,0,0,0,2017-09-12 01:31:00
0,0,0,0,2017-09-12 01:32:00
0,0,0,0,2017-09-12 01:33:00
0,0,0,0,2017-09-12 01:34:00
0,0,0,0,2017-09-12 01:35:00
0,0,0,0,2017-09-12 01:36:00
0,0,0,0,2017-09-12 01:37:00
0,0,0,0,2017-09-12 01:38:00
0,0,0,0,2017-09-12 01:39:00
0,0,0,0,2017-09-12 01:40:00
0,0,0,0,2017-09-12 01:41:00
0,0,0,0,2017-09-12 01:42:00
0,0,0,0,2017-09-12 01:43:00
0,0,0,0,2017-09-12 01:44:00
0,0,0,0,2017-09-12 01:45:00
0,0,0,0,2017-09-12 01:46:00
0,0,0,0,2017-09-12 01:47:00
0,0,0,0,2017-09-12 01:48:00
0,0,0,0,2017-09-12 01:49:00
0,0,0,0,2017-09-12 01:50:00
0,0,0,0,2017-09-12 01:51:00
79,17,42,91,2017-09-12 01:52:00
1397,478,498,1558,2017-09-12 01:53:00
600,416,1075,1299,2017-09-12 01:54:00
680,154,255,742,2017-09-12 01:55:00
497,519,781,1061,2017-09-12 01:56:00
14,0,1,14,2017-09-12 01:57:00
7,3,14,16,2017-09-12 01:58:00
0,0,0,0,2017-09-12 01:59:00
0,0,0,0,2017-09-12 02:00:00
0,0,0,0,2017-09-12 02:01:00
163,308,390,523,2017-09-12 02:02:00
0,0,0,0,2017-09-12 02:03:00
0,0,0,0,2017-09-12 02:04:00
0,0,0,0,2017-09-12 02:05:00
0,0,0,0,2017-09-12 02:06:00
0,0,0,0,2017-09-12 02:07:00
0,0,0,0,2017-09-12 02:08:00
0,0,0,0,2017-09-12 02:09:00
0,0,0,0,2017-09-12 02:10:00
0,0,0,0,2017-09-12 02:11:00
0,0,0,0,2017-09-12 02:12:00
0,0,0,0,2017-09-12 02:13:00
0,0,0,0,2017-09-12 02:14:00
0,0,0,0,2017-09-12 02:15:00
0,0,0,0,2017-09-12 02:16:00
0,0,0,0,2017-09-12 02:17:00
0,0,0,0,2017-09-12 02:18:00
0,0,0,0,2017-09-12 02:19:00
0,0,0,0,2017-09-12 02:20:00
0,0,0,0,2017-09-12 02:21:00
0,0,0,0,2017-09-12 02:22:00
0,0,0,0,2017-09-12 02:23:00
0,0,0,0,2017-09-12 02:24:00
0,0,0,0,2017-09-12 02:25:00
0,0,0,0,2017-09-12 02:26:00
0,0,0,0,2017-09-12 02:27:00
0,0,0,0,2017-09-12 02:28:00
0,0,0,0,2017-09-12 02:29:00
0,0,0,0,2017-09-12 02:30:00
0,0,0,0,2017-09-12 02:31:00
0,0,0,0,2017-09-12 02:32:00
0,0,0,0,2017-09-12 02:33:00
0,0,0,0,2017-09-12 02:34:00
0,0,0,0,2017-09-12 02:35:00
0,0,0,0,2017-09-12 02:36:00
0,0,0,0,2017-09-12 02:37:00
0,0,0,0,2017-09-12 02:38:00
0,0,0,0,2017-09-12 02:39:00
0,0,0,0,2017-09-12 02:40:00
0,0,0,0,2017-09-12 02:41:00
0,0,0,0,2017-09-12 02:42:00
0,0,0,0,2017-09-12 02:43:00
0,0,0,0,2017-09-12 02:44:00
0,0,0,0,2017-09-12 02:45:00
0,0,0,0,2017-09-12 02:46:00
0,0,0,0,2017-09-12 02:47:00
0,0,0,0,2017-09-12 02:48:00
0,0,0,0,2017-09-12 02:49:00
0,0,0,0,2017-09-12 02:50:00
0,0,0,0,2017-09-12 02:51:00
0,0,0,0,2017-09-12 02:52:00
0,0,0,0,2017-09-12 02:53:00
0,0,0,0,2017-09-12 02:54:00
0,0,0,0,2017-09-12 02:55:00
0,0,0,0,2017-09-12 02:56:00
0,0,0,0,2017-09-12 02:57:00
0,0,0,0,2017-09-12 02:58:00
0,0,0,0,2017-09-12 02:59:00
0,0,0,0,2017-09-12 03:00:00
0,0,0,0,2017-09-12 03:01:00
83,11,22,87,2017-09-12 03:02:00
103,21,10,106,2017-09-12 03:03:00
84,43,59,111,2017-09-12 03:04:00
159,73,144,227,2017-09-12 03:05:00
301,483,1134,1269,2017-09-12 03:06:00
192,196,511,580,2017-09-12 03:07:00
3,0,0,3,2017-09-12 03:08:00
784,245,330,885,2017-09-12 03:09:00
545,173,298,645,2017-09-12 03:10:00
654,601,1196,1490,2017-09-12 03:11:00
336,265,526,678,2017-09-12 03:12:00
179,239,450,540,2017-09-12 03:13:00
252,207,484,584,2017-09-12 03:14:00
1,0,2,2,2017-09-12 03:15:00
220,255,409,530,2017-09-12 03:16:00
32,161,226,279,2017-09-12 03:17:00
143,162,612,649,2017-09-12 03:18:00
0,0,0,0,2017-09-12 03:19:00
0,0,0,0,2017-09-12 03:20:00
0,0,0,0,2017-09-12 03:21:00
0,0,0,0,2017-09-12 03:22:00
0,0,0,0,2017-09-12 03:23:00
0,0,0,0,2017-09-12 03:24:00
0,0,0,0,2017-09-12 03:25:00
0,0,0,0,2017-09-12 03:26:00
0,0,0,0,2017-09-12 03:27:00
0,0,0,0,2017-09-12 03:28:00
0,0,0,0,2017-09-12 03:29:00
0,0,0,0,2017-09-12 03:30:00
0,0,0,0,2017-09-12 03:31:00
0,0,0,0,2017-09-12 03:32:00
0,0,0,0,2017-09-12 03:33:00
0,0,0,0,2017-09-12 03:34:00
0,0,0,0,2017-09-12 03:35:00
0,0,0,0,2017-09-12 03:36:00
0,0,0,0,2017-09-12 03:37:00
0,0,0,0,2017-09-12 03:38:00
0,0,0,0,2017-09-12 03:39:00
292,654,1542,1700,2017-09-12 03:40:00
25,24,15,38,2017-09-12 03:41:00
781,550,869,1291,2017-09-12 03:42:00
