"","A","Ci","Tleaf","Press","PPFD","Grouping"
"69",34.4750350413131,600,30,100,2000,"30_a"
"70",42.5773303136358,800,30,100,2000,"30_a"
"71",49.0287252097648,1000,30,100,2000,"30_a"
"72",50.3810274450286,1200,30,100,2000,"30_a"
"73",51.3750973476929,1400,30,100,2000,"30_a"
"74",52.1366325102531,1600,30,100,2000,"30_a"
"75",52.7386815549844,1800,30,100,2000,"30_a"
"76",-1.55865158214981,75,35,100,2000,"35_a"
"77",0.41946087548506,100,35,100,2000,"35_a"
"78",4.21474499169548,150,35,100,2000,"35_a"
"79",7.8096064065665,200,35,100,2000,"35_a"
"80",11.2195127003663,250,35,100,2000,"35_a"
"81",14.4583797608279,300,35,100,2000,"35_a"
"82",17.5387616028656,350,35,100,2000,"35_a"
"83",20.4720129888107,400,35,100,2000,"35_a"
"84",30.9261554182405,600,35,100,2000,"35_a"
"85",39.7033688426574,800,35,100,2000,"35_a"
"86",47.1771840470434,1000,35,100,2000,"35_a"
"87",53.6178623548187,1200,35,100,2000,"35_a"
"88",59.2257768444611,1400,35,100,2000,"35_a"
"89",64.1526315016862,1600,35,100,2000,"35_a"
"90",68.5153919893678,1800,35,100,2000,"35_a"
"91",4.30919049688394,75,10,100,2000,"10_b"
"92",5.46758344483271,100,10,100,2000,"10_b"
"93",6.86057879579305,150,10,100,2000,"10_b"
"94",7.66851168296822,200,10,100,2000,"10_b"
"95",8.19600330605861,250,10,100,2000,"10_b"
"96",8.56747545068345,300,10,100,2000,"10_b"
"97",8.8432304031182,350,10,100,2000,"10_b"
"98",9.0560410320954,400,10,100,2000,"10_b"
"99",9.57377341396425,600,10,100,2000,"10_b"
"100",9.84440572004033,800,10,100,2000,"10_b"
"101",10.0107575074522,1000,10,100,2000,"10_b"
"102",10.1233647932206,1200,10,100,2000,"10_b"
"103",10.2046508080418,1400,10,100,2000,"10_b"
"104",10.2660878904893,1600,10,100,2000,"10_b"
"105",10.3141552320775,1800,10,100,2000,"10_b"
"106",6.81182901245984,75,15,100,2000,"15_b"
"107",9.09989636771685,100,15,100,2000,"15_b"
"108",11.9629299228393,150,15,100,2000,"15_b"
"109",13.6823252120079,200,15,100,2000,"15_b"
"110",14.829245805593,250,15,100,2000,"15_b"
"111",15.6487968672053,300,15,100,2000,"15_b"
"112",16.2636363842566,350,15,100,2000,"15_b"
"113",16.7419493646065,400,15,100,2000,"15_b"
"114",17.9197247726466,600,15,100,2000,"15_b"
"115",18.5434773612635,800,15,100,2000,"15_b"
"116",18.9296878141178,1000,15,100,2000,"15_b"
"117",19.192344956553,1200,15,100,2000,"15_b"
"118",19.3825621584877,1400,15,100,2000,"15_b"
"119",19.52667572048,1600,15,100,2000,"15_b"
"120",19.6396353918905,1800,15,100,2000,"15_b"
"121",8.55212786481891,75,20,100,2000,"20_b"
"122",13.6996171009767,100,20,100,2000,"20_b"
"123",19.2701214454215,150,20,100,2000,"20_b"
"124",22.7457049047716,200,20,100,2000,"20_b"
"125",25.1210902501648,250,20,100,2000,"20_b"
"126",26.8472951233468,300,20,100,2000,"20_b"
"127",28.1584523559558,350,20,100,2000,"20_b"
"128",29.1881881473604,400,20,100,2000,"20_b"
"129",31.7607614480323,600,20,100,2000,"20_b"
"130",33.1449491421734,800,20,100,2000,"20_b"
"131",34.0096956529543,1000,20,100,2000,"20_b"
"132",34.6012000645616,1200,20,100,2000,"20_b"
"133",35.0313012976611,1400,20,100,2000,"20_b"
"134",35.3581310544371,1600,20,100,2000,"20_b"
"135",35.6148972838065,1800,20,100,2000,"20_b"
"136",4.31661204940761,75,25,100,2000,"25_b"
"137",9.591642228739,100,25,100,2000,"25_b"
"138",19.2305389221557,150,25,100,2000,"25_b"
"139",27.8199041811847,200,25,100,2000,"25_b"
"140",35.5223048327138,250,25,100,2000,"25_b"
"141",42.4683817753339,300,25,100,2000,"25_b"
"142",46.3857634902411,350,25,100,2000,"25_b"
"143",48.5087538619979,400,25,100,2000,"25_b"
"144",53.9037199124726,600,25,100,2000,"25_b"
"145",56.8616600790514,800,25,100,2000,"25_b"
"146",58.7296176877015,1000,25,100,2000,"25_b"
"147",60.0163360560093,1200,25,100,2000,"25_b"
"148",60.9565802760013,1400,25,100,2000,"25_b"
"149",61.6736873331356,1600,25,100,2000,"25_b"
"150",62.2386634844869,1800,25,100,2000,"25_b"
"151",0.407446885536902,75,30,100,2000,"30_b"
"152",5.01913983741101,100,30,100,2000,"30_b"
"153",13.6938957100318,150,30,100,2000,"30_b"
"154",21.7068985366348,200,30,100,2000,"30_b"
"155",29.1310888517671,250,30,100,2000,"30_b"
"156",36.0290674320779,300,30,100,2000,"30_b"
"157",42.4548647422367,350,30,100,2000,"30_b"
"158",48.4553590389196,400,30,100,2000,"30_b"
"159",68.9500700826262,600,30,100,2000,"30_b"
"160",85.1546606272717,800,30,100,2000,"30_b"
"161",98.0574504195295,1000,30,100,2000,"30_b"
"162",100.762054890057,1200,30,100,2000,"30_b"
"163",102.750194695386,1400,30,100,2000,"30_b"
"164",104.273265020506,1600,30,100,2000,"30_b"
"165",105.477363109969,1800,30,100,2000,"30_b"
"166",-3.11730316429963,75,35,100,2000,"35_b"
"167",0.838921750970121,100,35,100,2000,"35_b"
"168",8.42948998339097,150,35,100,2000,"35_b"
"169",15.619212813133,200,35,100,2000,"35_b"
"170",22.4390254007325,250,35,100,2000,"35_b"
"171",28.9167595216559,300,35,100,2000,"35_b"
"172",35.0775232057313,350,35,100,2000,"35_b"
"173",40.9440259776213,400,35,100,2000,"35_b"
"174",61.8523108364811,600,35,100,2000,"35_b"
"175",79.4067376853148,800,35,100,2000,"35_b"
"176",94.3543680940867,1000,35,100,2000,"35_b"
"177",107.235724709637,1200,35,100,2000,"35_b"
"178",118.451553688922,1400,35,100,2000,"35_b"
"179",128.305263003372,1600,35,100,2000,"35_b"
"180",137.030783978736,1800,35,100,2000,"35_b"
