Dece;1986;-0.1;1912377;25240371;1969.7;25998
Janv;1987;-5.8;1903558;25122154;1960.7;25876
Fevr;1987;-4.8;1811707;25030704;1866.1;25782
Mars;1987;-5.5;2125518;24907752;2189.3;25655
AVRI;1987;-1.5;2304481;24871750;2373.6;25618
Mai;1987;-1.2;2622915;24840185;2701.6;25585
Juin;1987;-2.9;2400725;24768734;2472.7;25512
Juil;1987;-4.2;2156214;24673273;2220.9;25413
Aout;1987;0.5;1941669;24683274;1999.9;25424
Sept;1987;-3.2;1729515;24625388;1781.4;25364
Octo;1987;-8.1;1754298;24471281;1806.9;25205
Nove;1987;-8.2;1660221;24323198;1710.0;25053
Dece;1987;-7.4;1770217;24181038;1823.3;24906
Janv;1988;-3.1;1843901;24121381;1899.2;24845
Fevr;1988;-0.3;1806819;24116493;1861.0;24840
Mars;1988;-5.3;2012231;24003206;2072.6;24723
AVRI;1988;-2.4;2249429;23948154;2316.9;24667
Mai;1988;-7.3;2430809;23756048;2503.7;24469
Juin;1988;-8.5;2196253;23551576;2262.1;24258
Juil;1988;-4.7;2055391;23450753;2117.1;24154
Aout;1988;-5.4;1836642;23345726;1891.7;24046
Sept;1988;-3.7;1665642;23281853;1715.6;23980
Octo;1988;-0.7;1742481;23270036;1794.8;23968
Nove;1988;4.1;1727973;23337788;1779.8;24038
Dece;1988;3.5;1832465;23400036;1887.4;24102
Janv;1989;2.4;1887547;23443682;1944.2;24147
Fevr;1989;-2.4;1763495;23400358;1816.4;24102
Mars;1989;-1.3;1985542;23373669;2045.1;24075
AVRI;1989;-0.2;2245745;23369985;2313.1;24071
Mai;1989;0.5;2443081;23382257;2516.4;24084
Juin;1989;-1.3;2167246;23353250;2232.3;24054
Juil;1989;-7.0;1912171;23210030;1969.5;23906
Aout;1989;-9.2;1667868;23041256;1717.9;23732
Sept;1989;-6.7;1553970;22929584;1600.6;23617
Octo;1989;-0.9;1726942;22914045;1778.8;23601
Nove;1989;1.2;1748817;22934889;1801.3;23623
Dece;1989;2.7;1882398;22984822;1938.9;23674
Janv;1990;4.9;1979717;23076992;2039.1;23769
Fevr;1990;6.5;1878541;23192038;1934.9;23888
Mars;1990;11.8;2220677;23427173;2287.3;24130
AVRI;1990;4.2;2339709;23521137;2409.9;24227
Mai;1990;0.3;2449985;23528041;2523.5;24234
Juin;1990;-0.9;2147357;23508152;2211.8;24213
Juil;1990;1.3;1936948;23532929;1995.1;24239
Aout;1990;-0.7;1656629;23521690;1706.3;24227
Sept;1990;-0.2;1550963;23518683;1597.5;24224
Octo;1990;-0.1;1725257;23516998;1777.0;24223
Nove;1990;-1.4;1724450;23492631;1776.2;24197
Dece;1990;-2.6;1832662;23442895;1887.6;24146
Janv;1991;-3.2;1915637;23378815;1973.1;24080
Fevr;1991;-6.4;1757782;23258056;1810.5;23956
Mars;1991;-7.4;2056050;23093429;2117.7;23786
AVRI;1991;-4.4;2237651;22991371;2304.8;23681
Mai;1991;-4.2;2347258;22888644;2417.7;23575
Juin;1991;-1.2;2121846;22863133;2185.5;23549
Juil;1991;-2.9;1879814;22805999;1936.2;23490
Aout;1991;-0.5;1648907;22798277;1698.4;23482
Sept;1991;-1.8;1523197;22770511;1568.9;23454
Octo;1991;-2.8;1677091;22722345;1727.4;23404
Nove;1991;-1.7;1695341;22693236;1746.2;23374
Dece;1991;0.3;1837822;22698396;1893.0;23379
Janv;1992;0.9;1933696;22716455;1991.7;23398
Fevr;1992;6.6;1873672;22832345;1929.9;23517
Mars;1992;-0.6;2043701;22819996;2105.0;23505
AVRI;1992;-2.5;2182068;22764413;2247.5;23447
Mai;1992;-2.7;2283809;22700964;2352.3;23382
Juin;1992;-6.7;1980682;22559800;2040.1;23237
Juil;1992;-5.8;1770120;22450106;1823.2;23124
Aout;1992;-3.9;1584592;22385791;1632.1;23057
Sept;1992;2.5;1560618;22423212;1607.4;23096
Octo;1992;1.1;1695523;22441644;1746.4;23115
Nove;1992;-2.1;1660001;22406304;1709.8;23078
Dece;1992;-1.7;1806209;22374691;1860.4;23046
Janv;1993;-3.3;1869740;22310735;1925.8;22980
Fevr;1993;-5.4;1772867;22209930;1826.1;22876
Mars;1993;1.6;2076092;22242321;2138.4;22910
AVRI;1993;-1.5;2150146;22210399;2214.7;22877
Mai;1993;-2.8;2219778;22146368;2286.4;22811
Juin;1993;-3.3;1916115;22081801;1973.6;22744
Juil;1993;0.4;1777590;22089271;1830.9;22752
Aout;1993;2.2;1619868;22124547;1668.5;22788
Sept;1993;-1.1;1542676;22106605;1589.0;22770
Octo;1993;-0.9;1680837;22091919;1731.3;22755
Nove;1993;2.1;1694286;22126204;1745.1;22790
Dece;1993;1.2;1827716;22147711;1882.5;22812
Janv;1994;2.7;1920957;22198928;1978.6;22865
Fevr;1994;2.0;1808948;22235009;1863.2;22902
Mars;1994;1.5;2107805;22266722;2171.0;22935
AVRI;1994;-1.9;2109405;22225981;2172.7;22893
Mai;1994;0.1;2222725;22228928;2289.4;22896
Juin;1994;0.7;1930480;22243293;1988.4;22911
Juil;1994;-1.7;1746545;22212248;1798.9;22879
Aout;1994;-0.7;1608326;22200706;1656.6;22867
Sept;1994;2.9;1586774;22244804;1634.4;22912
Octo;1994;6.5;1790605;22354572;1844.3;23025
Nove;1994;5.3;1784364;22444650;1837.9;23118
Dece;1994;5.6;1930140;22547074;1988.0;23223
Janv;1995;2.2;1962361;22588478;2021.2;23266
Fevr;1995;-0.2;1805284;22584814;1859.4;23262
Mars;1995;-2.6;2052377;22529386;2113.9;23205
AVRI;1995;1.7;2145674;22565655;2210.0;23243
Mai;1995;0.8;2240509;22583439;2307.7;23261
Juin;1995;3.0;1988909;22641868;2048.6;23321
Juil;1995;1.5;1772210;22667533;1825.4;23348
Aout;1995;0.6;1618043;22677250;1666.6;23358
Sept;1995;0.6;1596338;22686814;1644.2;23367
Octo;1995;2.0;1827263;22723472;1882.1;23405
Nove;1995;2.2;1824322;22763430;1879.1;23446
Dece;1995;-1.2;1907847;22741137;1965.1;23423
Janv;1996;1.0;1982602;22761378;2042.1;23444
Fevr;1996;3.0;1859403;22815497;1915.2;23500
Mars;1996;-3.3;1985373;22748493;2044.9;23431
Avril;1996;0.9;2165683;22768502;2230.7;23452
Mai;1996;0.0;2241001;22768994;2308.2;23452
Juin;1996;-1.2;1965321;22745406;2024.3;23428
Juillet;1996;0.6;1782735;22755931;1836.2;23439
Aout;1996;-1.3;1596377;22734265;1644.3;23416
Septembre;1996;-1.2;1576645;22714572;1623.9;23396
Octobre;1996;-4.9;1738002;22625311;1790.1;23304
Novembre;1996;-3.6;1759297;22560286;1812.1;23237
Decembre;1996;-2.1;1868631;22521070;1924.7;23197
Janvier;1997;-3.6;1912193;22450661;1969.6;23124
Fevrier;1997;-4.1;1782936;22374194;1836.4;23045
Mars;1997;2.2;2028568;22417389;2089.4;23090
Avril;1997;1.2;2191250;22442956;2257.0;23116
Mai;1997;-0.3;2233338;22435293;2300.3;23108
Juin;1997;-0.4;1957834;22427806;2016.6;23101
Juillet;1997;-0.4;1776062;22421133;1829.3;23094
Aout;1997;-0.5;1587744;22412500;1635.4;23085
Septembre;1997;0.7;1588155;22424010;1635.8;23097
Octobre;1997;-0.9;1722209;22408217;1773.9;23080
Novembre;1997;-2.5;1715991;22364911;1767.5;23036
Decembre;1997;0.5;1878744;22375024;1935.1;23046
Janvier;1998;2.7;1964237;22427068;2023.2;23100
Fevrier;1998;1.9;1816020;22460152;1870.5;23134
Mars;1998;1.9;2066403;22497987;2128.4;23173
Avril;1998;-4.0;2104495;22411232;2167.6;23084
Mai;1998;-3.3;2159686;22337580;2224.5;23008
Juin;1998;-2.9;1901331;22281077;1958.4;22950
Juillet;1998;-2.6;1729174;22234189;1781.0;22901
Aout;1998;-0.8;1574645;22221090;1621.9;22888
Septembre;1998;-0.6;1577974;22210909;1625.3;22877
Octobre;1998;3.5;1783057;22271757;1836.5;22940
Novembre;1998;3.1;1769859;22325625;1823.0;22995
Decembre;1998;2.2;1920390;22367271;1978.0;23038
Janvier;1999;2.1;2006311;22409345;2066.5;23082
Fevrier;1999;1.1;1836826;22430151;1891.9;23103
Mars;1999;-0.8;2050172;22413920;2111.7;23086
Avril;1999;1.7;2141161;22450586;2205.4;23124
Mai;1999;-0.5;2149914;22440814;2214.4;23114
Juin;1999;-1.4;1875641;22415124;1931.9;23088
Juillet;1999;0.0;1729273;22415223;1781.2;23088
Aout;1999;1.4;1597264;22437842;1645.2;23111
Septembre;1999;0.6;1586698;22446566;1634.3;23120
Octobre;1999;-1.1;1763869;22427378;1816.8;23100
Novembre;1999;1.3;1792443;22449962;1846.2;23123
Decembre;1999;-0.4;1912522;22442094;1969.9;23115
Janvier;2000;0.0;2007061;22442844;2067.3;23116
"Fevrier(1940651)
rameneà28jours=1873588";2000;5.8;1942680;22548698;2001.0;23225
Mars;2000;3.1;2113318;22611844;2176.7;23290
Avril;2000;-1.2;2116359;22587042;2179.8;23265
Mai;2000;0.0;2150061;22587189;2214.6;23265
Juin;2000;-1.2;1853361;22564909;1909.0;23242
Juillet;2000;-0.5;1721477;22557113;1773.1;23234
Aout;2000;2.1;1631236;22591085;1680.2;23269
Septembre;2000;1.8;1615147;22619534;1663.6;23298
Octobre;2000;0.2;1768222;22623887;1821.3;23303
Novembre;2000;-2.0;1757357;22588801;1810.1;23266
Decembre;2000;1.5;1941624;22617903;1999.9;23296
Janvier;2001;-0.1;2005367;22616209;2065.5;23295
Fevrier;2001;-4.2;1861115;22534644;1916.9;23211
Mars;2001;-2.0;2070459;22491785;2132.6;23167
Avril;2001;-2.8;2056868;22432294;2118.6;23105
Mai;2001;-1.8;2111166;22393399;2174.5;23065
Juin;2001;1.7;1884505;22424543;1941.0;23097
Juillet;2001;0.3;1725879;22428945;1777.7;23102
Aout;2001;1.2;1650673;22448382;1700.2;23122
Septembre;2001;0.0;1615499;22448734;1664.0;23122
Octobre;2001;1.9;1802513;22483025;1856.6;23158
Novembre;2001;3.7;1823104;22548772;1877.8;23225
Decembre;2001;0.4;1948465;22555613;2006.9;23232
Janvier;2002;1.3;2030742;22580988;2091.7;23258
Fevrier;2002;0.5;1870195;22590068;1926.3;23268
Mars;2002;-1.4;2042031;22561640;2103.3;23238
Avril;2002;5.9;2177801;22682573;2243.1;23363
Mai;2002;4.2;2199730;22771137;2265.7;23454
Juin;2002;1.9;1919762;22806394;1977.4;23491
Juillet;2002;3.5;1785877;22866392;1839.5;23552
Aout;2002;1.4;1673487;22889206;1723.7;23576
Septembre;2002;2.5;1655932;22929639;1705.6;23618
Octobre;2002;0.8;1816449;22943575;1870.9;23632
Novembre;2002;0.2;1826312;22946783;1881.1;23635
Decembre;2002;0.2;1952690;22951008;2011.3;23640
Janvier;2003;-2.9;1971972;22892238;2031.1;23579
Fevrier;2003;-4.8;1780994;22803037;1834.4;23487
Mars;2003;-4.5;1950846;22711852;2009.4;23393
Avril;2003;-1.7;2140528;22674579;2204.7;23355
Mai;2003;0.1;2201671;22676520;2267.7;23357
Juin;2003;-1.8;1885829;22642587;1942.4;23322
Juillet;2003;-3.2;1728859;22585569;1780.7;23263
Aout;2003;-4.1;1605690;22517772;1653.9;23193
Septembre;2003;-1.7;1627540;22489380;1676.4;23164
Octobre;2003;-0.8;1802537;22475468;1856.6;23150
Novembre;2003;-1.9;1791366;22440522;1845.1;23114
Decembre;2003;-0.9;1936046;22423878;1994.1;23097
Janvier;2004;-0.1;1970740;22422646;2029.9;23095
Fevrier;2004;3.8;1848464;22490116;1903.9;23165
Mars;2004;-2.9;1894987;22434257;1951.8;23107
Avril;2004;-2.8;2080321;22374050;2142.7;23045
Mai;2004;-4.9;2093283;22265662;2156.1;22934
Juin;2004;-4.3;1804501;22184334;1858.6;22850
Juillet;2004;-3.3;1671972;22127447;1722.1;22791
Aout;2004;0.1;1607529;22129286;1655.8;22793
Septembre;2004;1.6;1653520;22155266;1703.1;22820
Octobre;2004;-0.2;1799290;22152019;1853.3;22817
Novembre;2004;2.5;1836948;22197601;1892.1;22864
Decembre;2004;2.2;1979360;22240915;2038.7;22908
Janvier;2005;4.1;2051189;22321364;2112.7;22991
Fevrier;2005;1.2;1870874;22343774;1927.0;23014
Mars;2005;6.7;2021493;22470280;2082.1;23144
Avril;2005;2.4;2129300;22519259;2193.2;23195
Mai;2005;1.2;2119260;22545236;2182.8;23222
Juin;2005;3.1;1860717;22601452;1916.5;23279
Juillet;2005;3.8;1735266;22664746;1787.3;23345
Aout;2005;3.5;1664193;22721410;1714.1;23403
Septembre;2005;-0.7;1642378;22710268;1691.6;23392
Octobre;2005;0.2;1803671;22714649;1857.8;23396
Novembre;2005;-0.9;1820297;22697998;1874.9;23379
Decembre;2005;-2.7;1926758;22645396;1984.6;23325
Janvier;2006;-3.4;1981400;22575607;2040.8;23253
Fevrier;2006;-4.1;1794439;22499172;1848.3;23174
Mars;2006;-5.2;1915629;22393308;1973.1;23065
Avril;2006;-4.0;2044609;22308617;2105.9;22978
Mai;2006;-1.4;2089602;22278959;2152.3;22947
Juin;2006;-0.8;1845876;22264118;1901.3;22932
Juillet;2006;-2.0;1700775;22229627;1751.8;22897
Aout;2006;-1.8;1634784;22200218;1683.8;22866
Septembre;2006;0.2;1645730;22203570;1695.1;22870
Octobre;2006;0.6;1814709;22214608;1869.2;22881
Novembre;2006;0.2;1823486;22217797;1878.2;22884
Decembre;2006;0.9;1943973;22235012;2002.3;22902
Janvier;2007;0.9;1999456;22253068;2059.4;22921
Fevrier;2007;1.7;1825321;22283950;1880.1;22952
Mars;2007;5.0;2012108;22380429;2072.5;23052
Avril;2007;0.5;2055566;22391386;2117.2;23063
Mai;2007;-3.7;2011700;22313484;2072.1;22983
Juin;2007;-4.3;1766840;22234448;1819.8;22901
Juillet;2007;0.2;1704437;22238110;1755.6;22905
Aout;2007;0.4;1641834;22245160;1691.1;22913
Septembre;2007;-1.0;1629340;22228770;1678.2;22896
Octobre;2007;-0.6;1804417;22218478;1858.5;22885
Novembre;2007;1.1;1842784;22237776;1898.1;22905
Decembre;2007;3.8;2018520;22312323;2079.1;22982
Janvier;2008;6.9;2137380;22450247;2201.5;23124
Fevrier;2008;13.4;2069457;22694383;2131.5;23375
Mars;2008;9.3;2200041;22882316;2266.0;23569
Avril;2008;2.4;2105256;22932006;2168.4;23620
Mai;2008;6.2;2136227;23056533;2200.3;23748
Juin;2008;5.2;1858879;23148572;1914.6;23843
Juillet;2008;3.5;1764758;23208893;1817.7;23905
Aout;2008;1.7;1670064;23237123;1720.2;23934
Septembre;2008;1.9;1660349;23268132;1710.2;23966
Octobre;2008;-0.6;1793280;23256995;1847.1;23955
Novembre;2008;-3.3;1782838;23197049;1836.3;23893
Decembre;2008;-3.7;1943214;23121743;2001.5;23815
Janvier;2009;-6.1;2006240;22990603;2066.4;23680
Fevrier;2009;-11.6;1830340;22751486;1885.3;23434
Mars;2009;-8.1;2020797;22572242;2081.4;23249
Avril;2009;-1.2;2080444;22547430;2142.9;23224
Mai;2009;-3.9;2052856;22464059;2114.4;23138
Juin;2009;-0.6;1847190;22452370;1902.6;23126
Juillet;2009;-1.0;1747109;22434721;1799.5;23108
Aout;2009;-0.9;1655617;22420274;1705.3;23093
Septembre;2009;-6.3;1555425;22315350;1602.1;22985
Octobre;2009;-2.9;1740846;22262916;1793.1;22931
Novembre;2009;-2.1;1745837;22225915;1798.2;22893
Decembre;2009;-2.5;1894045;22176746;1950.9;22842
Janvier;2010;-2.6;1954078;22124584;2012.7;22788
