12824	1993-12-23
9308	1993-12-24
3778	1993-12-25
8681	1993-12-26
7653	1993-12-27
6849	1993-12-28
6626	1993-12-29
7384	1993-12-30
5825	1993-12-31
5716	1994-01-01
15193	1994-01-02
8997	1994-01-03
7075	1994-01-04
7109	1994-01-05
7687	1994-01-06
7969	1994-01-07
5540	1994-01-08
7580	1994-01-09
7102	1994-01-10
7645	1994-01-11
8497	1994-01-12
9150	1994-01-13
9827	1994-01-14
6194	1994-01-15
8926	1994-01-16
7878	1994-01-17
7727	1994-01-18
8275	1994-01-19
9066	1994-01-20
9660	1994-01-21
5461	1994-01-22
7818	1994-01-23
7379	1994-01-24
7910	1994-01-25
8457	1994-01-26
9140	1994-01-27
10472	1994-01-28
6150	1994-01-29
9707	1994-01-30
7900	1994-01-31
7517	1994-02-01
8201	1994-02-02
8771	1994-02-03
9444	1994-02-04
5970	1994-02-05
8754	1994-02-06
7838	1994-02-07
7608	1994-02-08
9005	1994-02-09
9288	1994-02-10
10642	1994-02-11
6879	1994-02-12
9209	1994-02-13
8553	1994-02-14
7617	1994-02-15
8189	1994-02-16
9115	1994-02-17
9817	1994-02-18
7374	1994-02-19
9022	1994-02-20
8082	1994-02-21
8340	1994-02-22
8526	1994-02-23
9385	1994-02-24
11658	1994-02-25
9073	1994-02-26
10933	1994-02-27
8257	1994-02-28
7679	1994-03-01
8075	1994-03-02
8684	1994-03-03
10206	1994-03-04
8103	1994-03-05
11777	1994-03-06
8257	1994-03-07
7597	1994-03-08
7797	1994-03-09
9375	1994-03-10
9820	1994-03-11
7509	1994-03-12
11266	1994-03-13
8671	1994-03-14
8407	1994-03-15
9413	1994-03-16
10523	1994-03-17
11868	1994-03-18
6750	1994-03-19
10510	1994-03-20
8778	1994-03-21
8185	1994-03-22
9418	1994-03-23
10226	1994-03-24
11134	1994-03-25
7283	1994-03-26
9863	1994-03-27
8664	1994-03-28
8745	1994-03-29
9525	1994-03-30
10997	1994-03-31
11246	1994-04-01
6293	1994-04-02
6566	1994-04-03
7430	1994-04-04
9783	1994-04-05
9889	1994-04-06
10982	1994-04-07
11729	1994-04-08
6184	1994-04-09
9680	1994-04-10
8841	1994-04-11
8650	1994-04-12
8467	1994-04-13
9800	1994-04-14
11082	1994-04-15
7575	1994-04-16
8162	1994-04-17
8772	1994-04-18
8491	1994-04-19
9578	1994-04-20
11528	1994-04-21
12534	1994-04-22
9546	1994-04-23
9242	1994-04-24
9562	1994-04-25
8877	1994-04-26
9412	1994-04-27
11069	1994-04-28
11238	1994-04-29
9407	1994-04-30
9662	1994-05-01
9113	1994-05-02
8614	1994-05-03
9473	1994-05-04
11009	1994-05-05
11857	1994-05-06
9213	1994-05-07
9897	1994-05-08
9664	1994-05-09
9003	1994-05-10
11591	1994-05-11
6880	1994-05-12
5044	1994-05-13
6794	1994-05-14
10639	1994-05-15
12479	1994-05-16
1915	1994-05-17
11680	1994-05-18
12057	1994-05-19
13887	1994-05-20
8483	1994-05-21
4625	1994-05-22
9725	1994-05-23
10381	1994-05-24
10405	1994-05-25
12046	1994-05-26
11777	1994-05-27
8533	1994-05-28
8608	1994-05-29
10447	1994-05-30
10413	1994-05-31
10553	1994-06-01
11674	1994-06-02
13195	1994-06-03
7898	1994-06-04
8929	1994-06-05
10781	1994-06-06
7348	1994-06-07
10704	1994-06-08
12236	1994-06-09
13145	1994-06-10
7541	1994-06-11
8260	1994-06-12
10530	1994-06-13
10440	1994-06-14
11618	1994-06-15
12657	1994-06-16
13438	1994-06-17
9074	1994-06-18
8195	1994-06-19
10656	1994-06-20
10091	1994-06-21
11851	1994-06-22
12402	1994-06-23
13201	1994-06-24
8692	1994-06-25
7888	1994-06-26
10941	1994-06-27
10324	1994-06-28
11359	1994-06-29
12606	1994-06-30
12102	1994-07-01
8393	1994-07-02
7661	1994-07-03
10605	1994-07-04
9886	1994-07-05
11620	1994-07-06
12794	1994-07-07
11865	1994-07-08
8873	1994-07-09
7809	1994-07-10
10110	1994-07-11
6314	1994-07-12
9806	1994-07-13
6403	1994-07-14
5806	1994-07-15
6715	1994-07-16
8498	1994-07-17
8825	1994-07-18
7652	1994-07-19
7883	1994-07-20
8542	1994-07-21
9294	1994-07-22
8268	1994-07-23
7959	1994-07-24
7830	1994-07-25
7017	1994-07-26
7701	1994-07-27
9028	1994-07-28
8668	1994-07-29
7857	1994-07-30
7504	1994-07-31
7929	1994-08-01
6188	1994-08-02
6421	1994-08-03
7206	1994-08-04
7584	1994-08-05
7338	1994-08-06
6538	1994-08-07
6478	1994-08-08
5149	1994-08-09
5799	1994-08-10
6893	1994-08-11
7985	1994-08-12
7031	1994-08-13
5444	1994-08-14
6647	1994-08-15
6755	1994-08-16
6002	1994-08-17
7177	1994-08-18
7488	1994-08-19
7009	1994-08-20
7247	1994-08-21
7180	1994-08-22
6155	1994-08-23
6750	1994-08-24
8424	1994-08-25
8979	1994-08-26
7839	1994-08-27
8012	1994-08-28
8594	1994-08-29
7718	1994-08-30
8917	1994-08-31
9962	1994-09-01
11057	1994-09-02
9129	1994-09-03
9569	1994-09-04
10334	1994-09-05
9481	1994-09-06
9635	1994-09-07
9761	1994-09-08
10523	1994-09-09
7574	1994-09-10
7557	1994-09-11
9394	1994-09-12
9056	1994-09-13
9963	1994-09-14
10977	1994-09-15
11656	1994-09-16
8823	1994-09-17
8485	1994-09-18
9987	1994-09-19
9165	1994-09-20
9974	1994-09-21
11229	1994-09-22
11585	1994-09-23
7424	1994-09-24
8165	1994-09-25
9394	1994-09-26
9062	1994-09-27
9658	1994-09-28
11300	1994-09-29
12347	1994-09-30
7621	1994-10-01
8155	1994-10-02
9312	1994-10-03
9085	1994-10-04
9160	1994-10-05
10738	1994-10-06
11699	1994-10-07
6962	1994-10-08
7872	1994-10-09
8840	1994-10-10
8996	1994-10-11
9454	1994-10-12
10745	1994-10-13
10798	1994-10-14
6077	1994-10-15
7701	1994-10-16
8496	1994-10-17
9055	1994-10-18
9597	1994-10-19
11143	1994-10-20
11106	1994-10-21
6415	1994-10-22
6854	1994-10-23
8876	1994-10-24
10266	1994-10-25
11798	1994-10-26
12530	1994-10-27
13881	1994-10-28
8760	1994-10-29
5956	1994-10-30
4475	1994-10-31
7879	1994-11-01
9116	1994-11-02
9611	1994-11-03
10686	1994-11-04
7895	1994-11-05
8509	1994-11-06
9141	1994-11-07
8688	1994-11-08
9408	1994-11-09
12078	1994-11-10
6276	1994-11-11
3900	1994-11-12
9246	1994-11-13
9736	1994-11-14
9052	1994-11-15
9842	1994-11-16
10564	1994-11-17
11302	1994-11-18
5376	1994-11-19
6392	1994-11-20
8394	1994-11-21
9068	1994-11-22
9296	1994-11-23
10041	1994-11-24
11239	1994-11-25
4590	1994-11-26
6312	1994-11-27
8377	1994-11-28
8428	1994-11-29
9237	1994-11-30
9592	1994-12-01
8980	1994-12-02
4708	1994-12-03
6229	1994-12-04
8484	1994-12-05
9080	1994-12-06
9760	1994-12-07
9998	1994-12-08
10976	1994-12-09
4706	1994-12-10
6353	1994-12-11
8992	1994-12-12
9268	1994-12-13
9815	1994-12-14
11035	1994-12-15
11536	1994-12-16
5839	1994-12-17
6155	1994-12-18
9185	1994-12-19
11124	1994-12-20
13090	1994-12-21
12517	1994-12-22
13891	1994-12-23
6190	1994-12-24
4469	1994-12-25
8631	1994-12-26
8427	1994-12-27
7290	1994-12-28
6963	1994-12-29
10244	1994-12-30
6209	1994-12-31
6221	1995-01-01
11397	1995-01-02
12041	1995-01-03
8606	1995-01-04
8539	1995-01-05
8859	1995-01-06
5831	1995-01-07
9718	1995-01-08
8042	1995-01-09
8516	1995-01-10
9137	1995-01-11
10382	1995-01-12
11191	1995-01-13
7196	1995-01-14
11187	1995-01-15
9312	1995-01-16
9513	1995-01-17
9742	1995-01-18
11296	1995-01-19
12275	1995-01-20
6844	1995-01-21
11500	1995-01-22
8959	1995-01-23
9378	1995-01-24
10191	1995-01-25
11336	1995-01-26
12488	1995-01-27
7058	1995-01-28
12205	1995-01-29
9616	1995-01-30
9260	1995-01-31
10005	1995-02-01
10087	1995-02-02
12238	1995-02-03
6890	1995-02-04
11782	1995-02-05
9295	1995-02-06
9540	1995-02-07
10112	1995-02-08
11214	1995-02-09
13600	1995-02-10
9049	1995-02-11
12399	1995-02-12
9427	1995-02-13
9382	1995-02-14
9511	1995-02-15
11111	1995-02-16
12956	1995-02-17
9080	1995-02-18
13311	1995-02-19
10332	1995-02-20
9461	1995-02-21
9732	1995-02-22
10913	1995-02-23
12840	1995-02-24
9726	1995-02-25
13943	1995-02-26
10906	1995-02-27
9678	1995-02-28
10059	1995-03-01
11224	1995-03-02
13002	1995-03-03
9422	1995-03-04
13481	1995-03-05
9785	1995-03-06
9307	1995-03-07
9471	1995-03-08
11005	1995-03-09
11810	1995-03-10
7603	1995-03-11
11618	1995-03-12
7825	1995-03-13
7003	1995-03-14
10699	1995-03-15
11129	1995-03-16
13115	1995-03-17
8049	1995-03-18
12909	1995-03-19
9181	1995-03-20
8633	1995-03-21
10051	1995-03-22
11242	1995-03-23
13745	1995-03-24
8558	1995-03-25
12066	1995-03-26
10198	1995-03-27
8899	1995-03-28
9072	1995-03-29
8980	1995-03-30
12705	1995-03-31
7885	1995-04-01
11142	1995-04-02
10721	1995-04-03
10043	1995-04-04
11542	1995-04-05
13313	1995-04-06
15562	1995-04-07
9980	1995-04-08
10667	1995-04-09
8997	1995-04-10
10453	1995-04-11
10948	1995-04-12
12640	1995-04-13
14443	1995-04-14
9137	1995-04-15
8735	1995-04-16
9227	1995-04-17
10493	1995-04-18
10366	1995-04-19
9170	1995-04-20
9762	1995-04-21
9553	1995-04-22
10250	1995-04-23
10732	1995-04-24
9864	1995-04-25
10441	1995-04-26
11216	1995-04-27
13462	1995-04-28
8786	1995-04-29
5969	1995-04-30
7984	1995-05-01
9963	1995-05-02
9941	1995-05-03
11401	1995-05-04
12929	1995-05-05
9200	1995-05-06
7780	1995-05-07
8069	1995-05-08
10754	1995-05-09
10411	1995-05-10
11131	1995-05-11
12878	1995-05-12
7808	1995-05-13
8826	1995-05-14
11291	1995-05-15
10344	1995-05-16
11410	1995-05-17
12608	1995-05-18
14194	1995-05-19
9402	1995-05-20
8294	1995-05-21
10202	1995-05-22
10158	1995-05-23
12424	1995-05-24
9775	1995-05-25
6174	1995-05-26
8809	1995-05-27
10684	1995-05-28
13511	1995-05-29
11069	1995-05-30
11075	1995-05-31
12215	1995-06-01
15290	1995-06-02
10083	1995-06-03
5880	1995-06-04
9668	1995-06-05
11845	1995-06-06
11666	1995-06-07
12303	1995-06-08
14064	1995-06-09
9303	1995-06-10
9336	1995-06-11
12112	1995-06-12
10963	1995-06-13
12265	1995-06-14
13784	1995-06-15
14580	1995-06-16
9758	1995-06-17
9654	1995-06-18
12517	1995-06-19
11633	1995-06-20
12143	1995-06-21
13521	1995-06-22
14166	1995-06-23
10428	1995-06-24
9228	1995-06-25
12400	1995-06-26
11858	1995-06-27
12723	1995-06-28
13667	1995-06-29
14445	1995-06-30
9139	1995-07-01
9236	1995-07-02
13146	1995-07-03
11339	1995-07-04
11834	1995-07-05
12597	1995-07-06
13341	1995-07-07
9002	1995-07-08
8190	1995-07-09
11261	1995-07-10
9619	1995-07-11
10345	1995-07-12
11552	1995-07-13
8561	1995-07-14
7659	1995-07-15
8709	1995-07-16
11060	1995-07-17
8464	1995-07-18
8156	1995-07-19
9006	1995-07-20
10143	1995-07-21
8189	1995-07-22
7363	1995-07-23
8662	1995-07-24
7684	1995-07-25
7990	1995-07-26
9520	1995-07-27
10341	1995-07-28
8789	1995-07-29
7414	1995-07-30
9256	1995-07-31
7314	1995-08-01
7204	1995-08-02
8140	1995-08-03
9045	1995-08-04
7911	1995-08-05
6789	1995-08-06
7398	1995-08-07
5733	1995-08-08
6094	1995-08-09
7884	1995-08-10
9876	1995-08-11
8591	1995-08-12
6356	1995-08-13
6144	1995-08-14
6326	1995-08-15
7673	1995-08-16
7716	1995-08-17
8596	1995-08-18
7996	1995-08-19
7586	1995-08-20
8795	1995-08-21
6894	1995-08-22
7338	1995-08-23
8885	1995-08-24
10298	1995-08-25
8578	1995-08-26
8268	1995-08-27
9344	1995-08-28
9015	1995-08-29
9457	1995-08-30
10918	1995-08-31
13024	1995-09-01
8932	1995-09-02
9472	1995-09-03
11392	1995-09-04
9008	1995-09-05
10170	1995-09-06
11009	1995-09-07
11980	1995-09-08
8140	1995-09-09
8550	1995-09-10
10765	1995-09-11
9589	1995-09-12
10314	1995-09-13
12421	1995-09-14
13891	1995-09-15
9119	1995-09-16
9302	1995-09-17
11085	1995-09-18
9735	1995-09-19
10889	1995-09-20
12390	1995-09-21
13966	1995-09-22
9078	1995-09-23
8927	1995-09-24
11541	1995-09-25
10050	1995-09-26
9727	1995-09-27
10624	1995-09-28
14308	1995-09-29
8773	1995-09-30
9302	1995-10-01
11598	1995-10-02
9570	1995-10-03
9652	1995-10-04
12678	1995-10-05
13582	1995-10-06
7167	1995-10-07
8436	1995-10-08
11775	1995-10-09
5291	1995-10-10
10848	1995-10-11
12690	1995-10-12
13166	1995-10-13
7594	1995-10-14
9346	1995-10-15
11546	1995-10-16
10169	1995-10-17
10922	1995-10-18
11504	1995-10-19
13580	1995-10-20
7406	1995-10-21
8053	1995-10-22
10883	1995-10-23
10837	1995-10-24
11463	1995-10-25
14633	1995-10-26
17293	1995-10-27
9496	1995-10-28
8824	1995-10-29
9318	1995-10-30
8543	1995-10-31
7123	1995-11-01
8151	1995-11-02
10828	1995-11-03
8968	1995-11-04
10824	1995-11-05
12197	1995-11-06
10117	1995-11-07
11339	1995-11-08
11590	1995-11-09
13479	1995-11-10
6146	1995-11-11
9016	1995-11-12
11233	1995-11-13
9592	1995-11-14
10377	1995-11-15
10820	1995-11-16
13727	1995-11-17
5913	1995-11-18
7372	1995-11-19
10231	1995-11-20
9485	1995-11-21
10182	1995-11-22
10335	1995-11-23
5164	1995-11-24
8227	1995-11-25
7777	1995-11-26
11085	1995-11-27
8365	1995-11-28
10304	1995-11-29
10644	1995-11-30
11954	1995-12-01
6193	1995-12-02
8268	1995-12-03
9773	1995-12-04
7326	1995-12-05
8257	1995-12-06
4999	1995-12-07
7092	1995-12-08
5015	1995-12-09
6019	1995-12-10
8353	1995-12-11
5326	1995-12-12
8048	1995-12-13
8827	1995-12-14
9462	1995-12-15
6459	1995-12-16
6875	1995-12-17
9234	1995-12-18
10102	1995-12-19
12231	1995-12-20
14808	1995-12-21
17537	1995-12-22
11774	1995-12-23
7511	1995-12-24
6313	1995-12-25
10910	1995-12-26
10090	1995-12-27
9417	1995-12-28
11124	1995-12-29
10279	1995-12-30
8422	1995-12-31
8148	1996-01-01
12603	1996-01-02
12167	1996-01-03
10273	1996-01-04
10646	1996-01-05
9384	1996-01-06
14508	1996-01-07
9524	1996-01-08
9136	1996-01-09
9718	1996-01-10
10557	1996-01-11
12033	1996-01-12
7555	1996-01-13
12349	1996-01-14
10050	1996-01-15
9814	1996-01-16
9980	1996-01-17
11421	1996-01-18
12739	1996-01-19
7840	1996-01-20
13044	1996-01-21
9721	1996-01-22
9671	1996-01-23
10297	1996-01-24
11396	1996-01-25
13024	1996-01-26
7722	1996-01-27
13680	1996-01-28
10756	1996-01-29
9779	1996-01-30
10138	1996-01-31
11118	1996-02-01
13373	1996-02-02
7236	1996-02-03
14254	1996-02-04
9824	1996-02-05
9256	1996-02-06
9793	1996-02-07
10831	1996-02-08
13450	1996-02-09
7620	1996-02-10
13674	1996-02-11
10179	1996-02-12
9879	1996-02-13
10495	1996-02-14
11205	1996-02-15
14444	1996-02-16
8398	1996-02-17
14205	1996-02-18
10250	1996-02-19
8522	1996-02-20
9855	1996-02-21
11221	1996-02-22
15059	1996-02-23
11317	1996-02-24
14999	1996-02-25
11482	1996-02-26
9664	1996-02-27
10766	1996-02-28
11269	1996-02-29
13357	1996-03-01
11006	1996-03-02
16611	1996-03-03
11837	1996-03-04
8933	1996-03-05
10399	1996-03-06
11234	1996-03-07
13037	1996-03-08
10838	1996-03-09
16807	1996-03-10
11332	1996-03-11
9483	1996-03-12
9751	1996-03-13
11934	1996-03-14
14040	1996-03-15
9472	1996-03-16
15265	1996-03-17
11025	1996-03-18
10054	1996-03-19
11125	1996-03-20
12524	1996-03-21
14479	1996-03-22
9506	1996-03-23
15121	1996-03-24
11459	1996-03-25
10554	1996-03-26
11654	1996-03-27
13141	1996-03-28
15353	1996-03-29
9742	1996-03-30
15006	1996-03-31
11363	1996-04-01
10405	1996-04-02
11777	1996-04-03
12953	1996-04-04
15355	1996-04-05
8882	1996-04-06
8434	1996-04-07
10040	1996-04-08
13132	1996-04-09
11859	1996-04-10
13134	1996-04-11
16384	1996-04-12
9628	1996-04-13
11625	1996-04-14
13057	1996-04-15
11325	1996-04-16
13298	1996-04-17
12489	1996-04-18
12785	1996-04-19
10646	1996-04-20
11783	1996-04-21
12543	1996-04-22
10959	1996-04-23
11589	1996-04-24
13013	1996-04-25
15145	1996-04-26
10488	1996-04-27
11222	1996-04-28
11548	1996-04-29
10609	1996-04-30
6714	1996-05-01
10970	1996-05-02
13092	1996-05-03
8679	1996-05-04
10275	1996-05-05
10610	1996-05-06
10419	1996-05-07
6689	1996-05-08
11870	1996-05-09
13590	1996-05-10
9629	1996-05-11
10388	1996-05-12
11484	1996-05-13
11577	1996-05-14
14416	1996-05-15
9952	1996-05-16
6876	1996-05-17
8612	1996-05-18
12514	1996-05-19
15196	1996-05-20
12543	1996-05-21
11876	1996-05-22
14635	1996-05-23
18770	1996-05-24
11291	1996-05-25
7109	1996-05-26
11454	1996-05-27
13401	1996-05-28
12303	1996-05-29
13772	1996-05-30
16151	1996-05-31
11884	1996-06-01
12433	1996-06-02
12814	1996-06-03
11528	1996-06-04
12437	1996-06-05
14308	1996-06-06
15865	1996-06-07
10142	1996-06-08
11201	1996-06-09
13493	1996-06-10
11508	1996-06-11
12376	1996-06-12
14385	1996-06-13
17100	1996-06-14
10199	1996-06-15
11497	1996-06-16
13753	1996-06-17
11734	1996-06-18
12276	1996-06-19
14870	1996-06-20
16548	1996-06-21
10096	1996-06-22
10925	1996-06-23
14025	1996-06-24
12531	1996-06-25
12906	1996-06-26
16154	1996-06-27
10382	1996-06-28
11591	1996-06-29
10704	1996-06-30
13419	1996-07-01
11913	1996-07-02
12748	1996-07-03
11975	1996-07-04
15448	1996-07-05
9366	1996-07-06
9605	1996-07-07
12485	1996-07-08
10830	1996-07-09
10924	1996-07-10
12868	1996-07-11
13719	1996-07-12
9358	1996-07-13
8309	1996-07-14
11330	1996-07-15
9536	1996-07-16
9293	1996-07-17
11122	1996-07-18
11645	1996-07-19
9076	1996-07-20
8728	1996-07-21
9744	1996-07-22
8560	1996-07-23
9069	1996-07-24
10499	1996-07-25
12437	1996-07-26
9820	1996-07-27
8872	1996-07-28
9990	1996-07-29
8430	1996-07-30
8763	1996-07-31
10023	1996-08-01
10589	1996-08-02
10378	1996-08-03
8572	1996-08-04
8392	1996-08-05
6437	1996-08-06
6556	1996-08-07
8837	1996-08-08
9613	1996-08-09
9497	1996-08-10
8247	1996-08-11
7868	1996-08-12
6525	1996-08-13
8927	1996-08-14
7598	1996-08-15
7656	1996-08-16
8907	1996-08-17
9831	1996-08-18
10169	1996-08-19
7719	1996-08-20
7806	1996-08-21
9517	1996-08-22
11148	1996-08-23
9405	1996-08-24
9754	1996-08-25
10566	1996-08-26
8602	1996-08-27
9781	1996-08-28
11519	1996-08-29
14409	1996-08-30
10773	1996-08-31
10530	1996-09-01
11183	1996-09-02
9386	1996-09-03
11123	1996-09-04
13796	1996-09-05
13533	1996-09-06
9531	1996-09-07
10035	1996-09-08
12376	1996-09-09
11485	1996-09-10
10930	1996-09-11
12480	1996-09-12
14384	1996-09-13
9717	1996-09-14
9733	1996-09-15
11632	1996-09-16
11088	1996-09-17
11815	1996-09-18
13778	1996-09-19
14700	1996-09-20
9896	1996-09-21
9722	1996-09-22
11360	1996-09-23
11316	1996-09-24
12258	1996-09-25
13737	1996-09-26
14381	1996-09-27
9389	1996-09-28
9359	1996-09-29
11670	1996-09-30
10514	1996-10-01
10998	1996-10-02
13141	1996-10-03
13876	1996-10-04
8628	1996-10-05
9351	1996-10-06
11188	1996-10-07
10451	1996-10-08
11245	1996-10-09
12492	1996-10-10
14331	1996-10-11
8234	1996-10-12
9574	1996-10-13
11453	1996-10-14
10772	1996-10-15
12092	1996-10-16
3632	1996-10-17
15220	1996-10-18
8133	1996-10-19
8544	1996-10-20
11471	1996-10-21
11152	1996-10-22
11724	1996-10-23
14042	1996-10-24
16822	1996-10-25
10888	1996-10-26
10454	1996-10-27
12480	1996-10-28
10921	1996-10-29
11612	1996-10-30
14233	1996-10-31
