id,cohort,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
1038,2001,24152,24363.70838,24880.65298,24586.76279,24070.78626,14626.99665,14497.67214,14495.41225,23751.02458,23938.45068,23623.99929
1039,2001,77166,76874.73813,78098.12899,78527.59848,77845.81709,47788.02588,47400.76964,46556.12992,46731.83217,47266.99533,28682.63826
1040,2000,9935,5928.622346,5988.257404,5974.968563,6018.617715,5974.941076,6002.378492,6045.079937,5999.888105,6001.478232,6083.815116
1041,2002,99557,99389.02731,98857.23611,60932.98748,37277.93522,37669.97586,37699.84151,38016.84129,37667.61509,22591.40353,22405.00436
1042,2002,24870,40875.2419,40812.14252,40474.43227,40241.39177,40756.59593,40262.42312,39749.72068,39723.78384,39308.89112,63932.43577
1043,2002,85817,87059.85923,88216.19433,145505.1034,147724.3183,147541.262,145747.6551,147408.4231,147394.7686,147233.7449,146779.1316
1044,2004,58993,97062.4747,97588.57094,98080.3349,98124.42852,59808.12541,60155.1821,60814.04374,60419.41358,60091.81429,60019.77936
1045,2001,42375,69993.42891,68684.45452,68956.73177,68269.51464,69148.71282,69861.80687,70194.86753,70329.97897,70338.16586,69065.68869
1046,2000,60351,60309.53775,59966.75871,59535.20136,59900.04256,36518.1925,35701.85845,35603.97708,35909.04819,35960.12016,36252.84099
1047,2002,29284,17856.19187,18231.84891,18305.10718,18255.75051,18223.89591,30576.12605,18560.76988,18413.90204,18341.65815,18389.40479
1048,2004,3462,5672.222234,5638.623155,5572.024753,3370.473362,3353.825714,2054.797579,2051.248231,2030.323205,2031.10031,2053.527746
1049,2003,71031,71467.74029,71595.93281,71553.20909,70764.8374,116949.6987,117947.3174,118021.9575,195395.9491,196568.755,193290.4613
1050,2000,84018,49951.4862,49974.40637,49806.68905,48708.79452,49165.36623,49383.05993,49409.32272,49576.33625,49922.054,49295.03591
1051,2003,86061,86088.86346,140485.1016,141536.4658,139816.6307,140869.7027,84875.78286,85277.51467,85396.24446,84712.13657,85496.10324
1052,2004,56119,56108.24059,55751.67311,55838.83119,55822.32572,33655.71621,33377.08121,32937.93237,33065.63545,32967.95475,32838.3298
1053,2002,61381,60819.0292,101020.5403,99803.4657,98965.06009,61193.82108,60272.77454,60411.03597,36284.40971,59820.32989,59187.09943
1054,2000,70761,71531.15088,72225.71192,71639.97727,72402.94974,119136.7143,119170.9733,118275.0808,118805.113,120195.6394,121908.5039
1055,2001,62590,62942.64387,62786.64632,103531.8741,102876.7513,103475.2095,104338.2629,104190.4654,105276.5276,64202.16767,63615.27386
1056,2003,81301,81224.62324,79886.66357,80128.30439,48933.03934,49048.4522,49458.36127,48752.30906,48590.71888,48504.65524,48722.39671
1057,2004,2491,4059.251153,4106.496023,4119.61709,6743.315989,6647.61495,6727.14899,6653.608902,6709.788444,4056.783615,4100.828088
1058,2002,74121,74218.60325,121367.826,120880.2503,120444.0888,121376.8409,121288.3977,120619.4371,120624.7387,119876.4588,119018.1665
1059,2004,11592,19021.80325,18910.77328,11504.42456,11395.57773,11414.38019,11372.10758,11286.48578,11249.21322,18558.28773,30433.61337
1060,2001,43184,42605.56798,70560.22258,70430.21056,42771.64394,43395.60713,43910.46067,43801.40467,44221.37228,43381.22731,70875.74064
1061,2004,23833,23600.41705,23601.69216,23801.59489,23651.42482,23156.68267,23270.75986,23427.68583,23634.19346,14135.49032,14105.41843
1062,2002,20498,12480.66264,12408.62754,12480.29469,12308.57129,7507.919725,7539.597167,7535.042738,12363.98283,12288.4205,12212.29793
1063,2002,94075,93699.61122,94631.50668,94397.04535,93417.57524,93178.72302,91669.77559,93477.86878,56545.60152,56327.36455,55924.66125
1064,2002,21587,13213.51973,13136.80941,13300.90682,13299.45554,13176.6139,7982.028571,7935.384743,4782.171077,4756.501517,4800.827648
1065,2000,5620,5567.088532,5550.879756,5609.588441,9161.338832,9150.444537,9285.333504,9215.327699,9316.940194,9346.103631,9286.870143
1066,2001,85764,85436.71969,139359.8613,138232.8003,139202.3827,137345.2964,138150.2236,139353.5917,139302.0972,136958.9833,134793.0423
1067,2002,99293,163449.7989,164164.8356,164475.2858,163037.7733,163934.3395,162193.8681,162946.4573,269100.3737,446670.7755,442488.3429
1068,2000,39467,65320.68283,65623.07477,66036.39067,65980.01312,66772.08507,65939.81753,40519.9124,67015.85335,66892.03426,67661.01416
1069,2000,22472,13579.02759,13718.59734,13715.51392,13692.33535,13605.52097,13706.44007,13772.79298,13815.17024,8520.600629,8475.428128
1070,2000,64244,64825.35944,39245.26023,39797.53469,39888.59564,39592.16107,38857.06165,38887.45104,39094.24533,63064.99546,62963.29796
1071,2003,45380,46014.32855,45699.74778,45776.14213,45614.27153,45736.5957,74031.77984,44849.12065,44962.39876,45145.18861,44990.96708
1072,2004,2100,2085.897205,2098.335662,2146.863634,1295.138035,1274.998476,1271.612579,1271.909985,1261.202464,1255.225626,1248.365212
1073,2000,63986,64423.10596,63721.15896,63210.99186,63202.9775,63925.28431,64022.07968,64036.61192,64880.13823,38982.02456,39385.43933
1074,2002,94965,159110.0381,260906.6242,261408.0775,260436.1956,262909.3195,259692.3661,255338.513,254831.3751,252936.1001,250495.5913
1075,2004,47240,47395.67778,47192.23931,47620.20872,47022.57899,77842.38334,77956.65957,78608.3823,78951.65665,48781.35787,48554.60415
1076,2000,67496,67045.03456,67230.05906,66610.55172,66567.48189,66689.63469,67090.39102,40755.61837,40670.59277,40399.70164,40735.62596
1077,2003,26569,26268.81027,25918.51837,25731.34487,25685.92237,42517.72923,42753.58923,42642.87193,42252.6358,42298.71871,42503.13798
1078,2003,84439,83348.04518,50797.2536,50581.91214,50130.78741,50373.08038,50632.57411,50560.14353,82605.95469,82733.8884,83570.81037
1079,2002,44853,44656.00814,44326.85391,44347.10948,44333.13178,44255.86021,26428.08142,26102.32452,25858.68492,25712.96832,25679.04569
1080,2002,50672,50447.76394,50637.06808,50716.26933,50688.9064,83210.56131,82772.99124,82510.78768,83309.58346,135394.9326,134693.3086
1081,2004,52906,53745.20861,32196.20844,32156.90741,32070.74236,31959.01247,32011.27598,32136.29777,32211.90761,32143.13786,32161.73862
1082,2004,68513,68607.54259,68607.11961,69490.91302,69619.70374,68665.88923,67555.087,68671.78065,68619.66359,113683.7307,114185.9324
1083,2002,1316,1328.079185,1300.447056,1289.17438,2104.129988,2111.850746,2102.002919,2113.761512,2097.999405,1273.878994,762.1675425
1084,2003,6810,6848.789589,11465.04256,11522.41639,18883.95115,30782.99584,30284.58074,30837.89419,30978.99021,30955.45518,18798.43761
1085,2002,10678,10609.98985,10390.82741,17000.43894,17051.99753,10347.69352,10375.87001,10466.93589,10480.9916,10440.92463,17343.25531
1086,2003,67303,67603.60412,67865.04189,67623.30678,40844.54526,40323.80244,40346.9257,40578.76819,39919.19153,40449.71234,40407.29913
1087,2002,99316,60990.22921,60064.69762,59121.83917,58933.66313,58400.42046,57536.80062,57373.9365,56886.37127,57517.094,35030.68229
1088,2003,70237,71041.76577,71925.06911,72179.60483,71695.6635,72006.71773,72918.85122,44872.68826,45519.25769,45626.08599,45803.88303
1089,2004,51756,50903.03213,50666.34357,30712.71612,30880.14753,18408.95498,11006.84259,10936.12663,10870.1057,6551.413433,3936.940781
1090,2000,74119,74535.69866,74642.90332,45515.04959,45577.45937,45837.14019,45780.22678,45621.72981,45898.02688,46436.72577,46471.78678
1091,2001,18132,18003.61342,17917.1611,29464.00854,49137.40297,49893.07154,29859.39655,30124.55022,18291.2542,18098.71078,18097.39075
1092,2002,25802,42478.98397,42538.59734,41850.04993,25685.02926,25543.17274,25842.77567,26093.54904,25821.47747,25626.93916,25980.94361
1093,2000,67949,69318.65723,68358.12197,67599.78677,67544.6815,66872.44873,65830.41938,65186.51177,108412.3085,108078.14,106088.4934
1094,2004,23154,23068.3175,23035.27636,22862.58004,23137.30194,23062.83977,14087.19833,14049.40613,14106.18697,22820.06002,22980.15333
1095,2003,24639,24765.95458,24877.24139,40969.86832,40275.36815,39789.06961,39429.0962,39521.69239,40250.82778,40149.77721,39794.05705
1096,2004,61571,61029.21942,61762.524,61503.48087,37046.60009,36724.43978,37165.13532,37170.66576,36741.67363,35847.87933,36392.07913
1097,2003,60960,61203.39886,60598.9305,100081.0714,101201.0359,100325.291,60361.82854,36945.42801,36952.57714,36882.51262,37138.23588
1098,2004,21369,21358.41927,21258.415,21361.03758,21543.9802,21601.69087,21004.04685,20855.33394,20992.09229,20962.23917,20871.28132
1099,2000,12172,11975.88596,11995.73327,12169.59016,12019.55958,12148.33571,12300.75523,12528.33208,12368.79272,12298.57164,12294.4143
1100,2002,53253,87861.24447,87246.08856,86297.73071,84710.0099,51842.29988,51956.05345,51147.6924,51266.16287,51283.25204,50818.84529
1101,2004,65758,65946.35784,66407.00455,66520.14864,112302.3398,111864.9547,111136.076,111168.269,111826.9304,112159.2076,113280.3931
1102,2000,63591,63476.99633,63642.45886,64829.4789,64592.47837,63901.49103,64421.00066,63117.73136,63194.35723,64140.6566,63322.24504
1103,2001,11887,19396.97892,11764.05443,11778.0517,19396.5774,19520.64491,19700.60404,19715.37743,19784.35657,19811.34427,32619.05027
1104,2004,65369,65577.05185,66226.60566,66585.09131,67162.49376,67272.04363,110654.3221,109175.8947,108293.3257,108130.2036,65750.35523
1105,2002,544,551.7373443,337.0765616,339.5779401,341.7551134,340.2704663,341.1730352,338.3038719,204.7054428,203.7406774,203.6982633
1106,2004,89188,89297.80763,88583.98543,87604.31694,145259.4759,87628.44852,87150.62072,86947.08573,87538.82868,88053.39694,87858.04343
1107,2001,7601,7582.887125,7596.786668,7568.292258,7506.117549,7507.248305,7473.360866,7717.077313,7691.455449,7715.917874,7720.401215
1108,2003,71149,72375.49882,71445.78839,70880.03836,70714.2421,70748.33987,116536.5286,116172.1613,70292.06142,69471.91786,68694.60061
1109,2000,34272,34101.46406,34072.67867,34086.11239,34107.89945,34570.04495,34373.74113,57013.0865,94172.20036,56365.59296,56589.28224
1110,2001,38537,38177.85062,37917.00002,38025.42185,62679.29509,63033.86771,104213.2907,105398.0343,105424.5475,174122.1796,174325.2685
1111,2003,5253,5313.945133,8722.189213,8740.057957,8618.12918,8665.761123,8727.091472,8802.477322,8833.178888,8895.412035,14919.691
1112,2003,70608,117506.5002,71122.10932,72101.31137,71825.20029,72920.28287,72301.92138,71875.53921,72640.70545,43977.56093,44466.42627
1113,2001,93295,95796.59701,94733.45599,155684.4808,154563.6461,155613.1135,154805.9568,155744.7036,256457.9258,257656.618,261447.5552
1114,2004,28115,27815.28225,27657.08806,27604.01234,45759.81792,46582.95073,47308.8384,46415.7217,46732.12709,46898.80325,28269.46254
1115,2004,28449,28835.12614,17600.28872,29519.59585,29725.76747,18129.40083,18307.25734,18626.6728,18651.91948,18776.6011,31085.76624
1116,2000,96155,58208.19368,58219.56313,35702.21118,35168.1433,34941.92927,58382.85886,96791.461,96619.68611,98197.76831,97575.05465
1117,2001,59395,59780.5644,36075.68274,35987.11928,35996.94179,58635.93713,57764.71204,57653.48902,57403.6068,58394.48375,58183.06046
1118,2001,65818,66454.23281,66407.95304,66359.1442,67585.16023,67018.38566,40417.75098,40454.92607,39903.06014,39701.17262,39628.22582
1119,2003,21833,22007.25394,36339.82447,36303.19812,36770.33213,37294.85876,37254.20241,61896.2246,62302.19317,62038.86848,61100.44901
1120,2002,85763,86419.71546,85835.46713,86837.41705,86736.37904,86053.08307,85890.65718,85302.05894,85982.24765,143054.1615,238177.4959
1121,2002,69890,70001.26182,70575.25692,71036.36831,70770.31741,69790.28322,69629.30343,69600.76408,41982.77751,25200.05575,25332.90307
1122,2000,70575,69984.8998,114784.4287,189612.1525,188003.9865,187761.8004,187471.4337,186392.9427,187176.0747,113331.2597,114622.2149
1123,2000,6081,6049.088847,6074.331476,6014.206191,5920.59926,5986.231724,6007.67764,6024.873067,6030.048666,3682.428238,3699.20491
1124,2001,94429,95380.86247,96763.95206,95749.96591,95941.27745,96431.4886,97829.91849,97750.41037,98225.10434,97438.42517,97402.36615
1125,2004,77340,78055.38702,78520.808,79451.74198,79514.74711,79523.82315,78948.74923,79358.26409,47494.56066,79370.16919,79799.50026
