id,cohort,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
1090,2001,0.00,0.00,4304.00,4417.97,4181.15,0.00,0.00,5720.00,6080.93,7046.44,0.00
1091,2003,55799.00,58582.97,59668.40,62286.26,66305.15,69404.84,0.00,0.00,0.00,0.00,0.00
1092,2000,0.00,11600.00,12215.23,11715.48,11368.44,10957.11,11480.01,11543.32,11285.45,11149.66,11238.35
1093,2002,0.00,12606.00,13649.20,14695.21,14222.26,15290.24,15635.71,16391.34,15761.60,16874.62,18027.79
1094,2000,35269.00,34919.26,38300.46,41670.32,42585.23,40790.11,43015.82,43347.49,44466.16,44793.07,45878.40
1095,2003,29558.00,29493.52,29994.55,30260.78,33096.71,35064.46,36684.65,39649.89,43850.82,44661.12,46654.15
1096,2001,0.00,0.00,0.00,9913.00,9696.24,9980.49,10568.70,10102.04,10609.09,11822.87,11626.51
1097,2002,0.00,5903.00,5896.26,5423.95,5219.59,5218.80,5497.56,5682.42,5711.03,6204.64,6258.56
1098,2000,61592.00,59031.07,61696.13,66187.09,72086.88,75225.90,66383.77,60332.12,64255.08,61300.80,60997.10
1099,2002,51703.00,54381.58,57691.92,67537.12,69369.38,69975.18,0.00,0.00,0.00,27748.00,28253.50
1100,2000,0.00,29672.00,29574.62,28794.04,29171.05,29705.53,30833.11,32534.71,36790.99,36722.87,35533.07
1101,2003,0.00,0.00,0.00,4031.00,4271.80,4298.53,4370.94,4299.44,4339.61,4455.19,4400.91
1102,2000,0.00,0.00,0.00,12829.00,12591.70,13340.95,14256.26,0.00,17387.00,18628.20,18580.25
1103,2004,96565.00,94370.75,102699.27,105061.60,114908.38,121396.47,116507.88,128979.86,137025.84,123017.97,125629.53
1104,2002,0.00,26384.00,29275.90,30576.45,31448.01,32074.82,32480.08,32924.81,34206.52,37513.51,40287.28
1105,2000,98537.00,0.00,0.00,22128.00,22044.62,22174.78,21286.15,20927.59,21323.53,22427.22,21709.10
1106,2000,90668.00,95998.66,101961.86,105453.04,108412.21,114304.47,114358.21,115536.56,115741.04,116949.09,0.00
1107,2000,0.00,0.00,0.00,0.00,0.00,17664.00,18887.24,20167.26,19623.95,18543.63,18999.25
1108,2003,0.00,24259.00,25544.38,0.00,9405.00,9227.30,8828.25,8127.38,8172.36,8143.36,8744.76
1109,2001,0.00,2627.00,2736.19,2904.91,3104.16,3140.45,3211.40,3488.36,3629.41,3717.46,3968.38
1110,2003,0.00,6052.00,6144.29,6544.85,6290.61,6197.77,6836.17,6592.38,7105.58,7277.32,7253.24
1111,2003,0.00,15353.00,13816.34,14121.39,13900.79,14892.20,15111.84,15238.59,16035.31,17152.15,16858.59
1112,2003,0.00,0.00,0.00,0.00,15304.00,15142.88,15932.03,15554.02,14202.79,14862.26,13970.50
1113,2002,0.00,0.00,0.00,0.00,19274.00,18720.43,18601.03,21247.41,21432.04,21309.42,22275.14
1114,2003,0.00,0.00,0.00,0.00,19133.00,18714.48,0.00,2497.00,2507.28,2738.01,3146.83
1115,2004,47776.00,44541.11,42118.78,42141.33,43346.08,44320.62,44441.63,46467.16,45319.54,43655.98,41488.68
1116,2002,29961.00,30335.45,33641.29,32802.25,29381.98,30596.43,28531.07,0.00,4015.00,4321.67,5074.81
1117,2003,64877.00,64814.50,0.00,0.00,7999.00,7752.15,7943.06,8530.72,8865.73,9914.34,10049.58
1118,2004,66356.00,65377.64,62385.91,64172.34,56070.33,56241.25,0.00,0.00,0.00,10802.00,10835.41
1119,2002,68683.00,80128.12,79177.53,78169.17,0.00,0.00,0.00,28213.00,30218.72,31406.53,34472.11
1120,2001,0.00,5501.00,5848.26,0.00,0.00,0.00,0.00,17710.00,18448.42,18298.17,19863.70
1121,2000,63729.00,62556.23,60146.55,60099.77,66563.47,69758.57,66525.04,68023.01,65778.86,72383.55,78824.84
1122,2004,0.00,0.00,1385.00,1512.49,1536.11,1589.47,1561.80,1523.90,1497.45,1574.19,1588.33
1123,2003,47188.00,0.00,0.00,0.00,4133.00,4195.46,4149.75,4084.60,4060.28,4410.49,4506.29
1124,2002,39021.00,42463.00,44709.69,45292.16,43406.27,45117.05,44266.22,45895.49,45357.84,46557.12,48681.77
1125,2003,0.00,0.00,0.00,22031.00,21787.65,24879.08,24893.54,25937.20,23548.61,23432.91,23649.17
