69 6.49 7457 218415.3 26.9
70 6.63 7472 220090.7 27.0
71 6.37 7550 219361.6 27.0
72 5.94 7723 219659.0 27.1
73 5.39 7830 220089.4 27.2
74 4.89 7880 217765.3 27.3
75 5.27 7907 218467.1 27.4
76 5.54 7879 221457.7 27.5
77 5.59 7894 223120.3 27.7
78 5.65 7863 223344.5 27.8
79 5.95 8019 223878.6 27.9
80 6.50 8156 225638.0 27.9
81 6.50 8046 225397.4 28.0
82 6.57 8035 225386.2 28.1
83 6.61 8100 226359.5 28.3
84 6.92 8076 226876.8 28.3
85 7.39 7978 228171.8 28.4
86 7.25 8033 228305.3 28.5
87 7.39 8033 229622.2 28.5
88 7.20 8038 231962.0 28.6
89 6.88 8219 234597.0 28.7
90 6.53 8464 235753.6 28.8
91 6.19 8443 235782.5 28.9
92 6.42 8474 238135.6 29.1
93 6.44 8568 238688.3 29.2
94 6.65 8605 239696.0 29.3
95 6.89  8751 241521.6 29.4
96 6.85  8678 241511.6 29.4
97 7.04  8772 242927.6 29.5
98 7.08  8866 246727.4 29.7
99 7.13  8965 249198.0 29.9
100 7.82  8914 248343.7 30.1
101 8.17  8876 246029.6 30.1
102 8.37  8760 247857.0 30.2
103 8.43  8820 248523.0 30.3
104 8.56  8919 247899.8 30.4
105 8.67  8843 249954.1 30.5
106 9.17  8864 249104.7 30.6
107 8.84  8842 250655.6 30.7
108 8.59  8940 252492.3 30.8
109 7.89  8989 251194.6 30.9
110 7.70  8973 252789.1 31.0
111 7.88  8928 251578.2 31.0
112 7.31  8964 250568.3 31.1
113 7.76  9084 251584.8 31.1
114 7.58  9105 251481.6 31.0
115 6.68  9086 251800.1 31.1
116 6.76  9172 251943.1 31.2
117 5.53  9253 252588.3 31.2
118 5.58  9351 252569.4 31.1
119 5.61  9434 254343.6 31.1
120 5.08  9606 255143.3 31.3
121 3.53  9787 257953.5 31.4
122 3.83  9834 259547.6 31.6
123 4.09 10049 260593.0 31.7
124 3.98 10245 261396.9 31.8
125 4.51 10204 264634.1 32.0
126 4.61 10432 266990.5 32.1
127 4.99 10595 267688.7 32.2
128 4.98 10630 271684.7 32.3
129 4.60 10843 272672.0 32.4
130 4.32 10988 273968.5 32.6
131 4.00 11007 273220.0 32.7
132 4.86 11087 274365.7 32.8
133 5.51 11212 274109.5 32.9
134 5.88 11301 273072.8 33.0
135 6.10 11376 275033.3 33.1
136 5.16 11512 277850.7 33.1
137 4.68 11652 278882.7 33.5
138 4.85 11807 281780.6 33.6
139 5.01 12020 282379.8 33.9
140 5.04 12241 283566.5 33.9
141 4.98 12436 286979.2 34.0
142  5.15 12538 289362.9 34.3
143  5.08 12723 290960.8 34.5
144  4.92 12822 292135.6 34.8
145  5.24 12862 294800.6 34.9
146  6.00 13133 299037.0 35.3
147  6.48 13293 302588.1 35.4
148  7.40 13286 302504.1 35.8
149  7.77 13568 302292.2 36.0
150  8.65 13584 302601.8 36.3
151  8.95 13740 306611.4 36.8
152  9.50 13865 302073.4 36.9
153  9.20 13891 305942.4 37.2
154 10.25 13958 309404.8 37.5
155  8.94 14132 311823.8 38.6
156  8.94 14191 313240.3 39.0
157  9.20 14361 314655.7 39.4
158 11.04 14891 315966.5 39.8
159 11.57 15138 316847.9 40.4
160 11.70 14734 312942.5 40.9
161 11.57 14649 316307.0 41.1
162 11.84 14628 315542.0 41.5
163 11.04 14696 315264.3 41.9
164 10.25 14660 316419.1 42.2
165  9.73 14746 315315.4 42.7
166 10.25 14820 316710.6 43.1
167  7.12 15185 315459.2 43.4
168  6.61 15632 316015.9 43.7
169  6.86 16118 314610.5 43.9
170  7.64 16075 315920.5 44.1
171  7.12 16231 312749.6 44.4
172  7.25 16423 316333.3 44.9
173  7.64 16592 316233.2 45.4
174  8.55 16905 318346.6 45.9
175  8.94 17051 321701.7 46.1
176  8.81 17269 321276.1 46.4
177  9.34 18253 323419.5 46.8
178  9.34 18058 322513.2 47.0
179  8.94 17663 325613.3 47.4
180  8.94 17800 331699.0 47.5
181  9.99 17666 330063.5 47.8
182  9.73 17714 331747.3 48.1
183  9.20 17790 335458.0 48.3
184  9.20 17922 339228.2 48.5
185  9.34 18014 340983.1 48.7
186  9.34 18155 339803.9 48.9
187  9.47 18169 340732.9 49.2
188  9.07 18244 341960.6 49.5
189  8.68 18405 341624.4 49.7
190  8.16 18346 340844.2 49.9
191  8.16 18579 343872.5 50.4
192  7.77 18699 344696.9 50.8
193  7.77 19040 347080.6 51.2
194  7.64 19134 347101.7 51.5
195  7.12 19325 347891.6 51.8
196  6.99 19599 347343.7 52.1
197  7.25 19567 348921.8 52.4
198  7.51 19679 350473.7 52.7
199  7.25 19832 350477.9 53.0
200  7.51 19944 352140.7 53.4
201  7.51 20168 351042.9 53.6
202  7.23 20543 352735.0 54.0
203  7.23 20658 353169.9 54.2
204  7.28 20704 353366.5 54.5
205  7.85 20712 353102.5 54.9
206  8.32 20873 356658.2 55.0
207  8.37 21110 355149.0 55.5
208  8.32 21358 360209.5 55.8
209  8.63 21518 358186.6 56.4
210  9.10 21663 360454.3 56.6
211  9.41 21904 359307.8 56.6
212 10.04 22379 360898.4 57.2
213 10.67 22643 366090.4 57.6
214 10.78 22193 365093.3 57.9
215 11.10 22104 367751.6 58.4
216 10.99 22361 370034.4 58.9
217 11.31 22078 369654.4 59.5
218 11.20 22403 369639.8 60.0
219 11.15 22887 372351.2 60.5
220 11.15 23245 370749.7 60.7
221 11.55 23345 373096.0 61.2
222 11.85 23476 375139.3 61.5
223 12.00 23607 376891.8 62.1
224 14.65 23657 378284.5 62.5
225 13.70 23616 378802.3 63.0
226 14.20 23018 379079.9 63.5
227 13.95 23708 378471.6 64.0
228 13.95 23793 379181.0 64.5
229 15.25 23947 379800.5 65.0
230 15.45 23668 376801.5 65.5
231 12.00 23601 378993.8 66.2
232 11.50 23608 379332.1 66.9
233 10.60 24134 377449.8 67.3
234 10.65 24495 376542.7 68.1
235 10.90 25001 379841.6 68.7
236 12.35 25574 379674.1 69.3
237 13.50 26008 383215.7 70.1
238 17.75 25347 388912.2 70.7
239 17.25 25285 390708.4 71.7
240 17.15 25254 392629.1 72.3
241 17.00 25452 395279.4 73.1
242 17.50 25758 396998.9 73.8
243 19.00 25592 396979.1 74.4
244 19.20 25164 402528.4 75.4
245 21.25 26207 399955.4 76.0
246 22.20 25298 400379.7 76.7
247 19.60 24684 399170.8 77.3
248 18.80 24570 393443.8 78.1
249 15.40 24171 398083.9 78.6
250 15.65 25549 395352.2 79.2
251 14.90 25409 393648.0 79.8
252 15.00 25013 393256.9 80.7
253 16.15 24834 389172.8 81.5
254 15.50 25010 390234.4 82.0
255 15.60 25450 387912.5 83.1
256 17.05 25344 384114.5 83.8
257 15.65 25191 384660.4 84.2
258 14.20 24662 381362.4 84.7
259 13.10 25000 378857.1 85.2
260 11.45 25121 380438.0 85.7
261 10.95 25283 380941.3 86.3
262 10.25 26254 375500.7 86.6
263 10.05 26371 378452.3 86.5
264  9.50 26909 379252.4 86.7
265  9.30 26986 383239.6 87.4
266  9.30 27222 383829.5 87.4
267  9.35 27282 386328.5 87.6
268  9.30 27759 389052.6 88.5
269  9.35 28226 392072.8 88.9
270  9.35 28383 398178.9 89.4
271  9.30 28587 396140.3 89.5
272  9.30 28257 399618.8 89.9
273  9.50 28439 402856.8 90.0
274  9.85 28549 399769.5 90.5
275  9.80 28542 402356.1 91.1
276  9.85 28727 406497.9 91.4
277 10.60 28919 408049.1 91.4
278 10.75 29119 407651.4 91.7
279 11.50 28983 410904.7 91.8
280 12.10 28915 415188.0 92.2
281 12.95 28694 418057.4 92.6
282 12.25 28322 419676.8 92.7
283 12.15 28473 420916.6  92.9
284 11.60 28744 423389.9  92.9
285 10.70 28568 421920.2  93.6
286 10.00 28702 425739.6  93.9
287  9.55 29000 427081.7  94.4
288 11.30 28842 426023.7  94.7
289 10.70 29184 428856.6  94.9
290  9.85 29066 431469.0  95.3
291  9.65 29536 434364.9  95.4
292  9.50 29659 430698.8  96.0
293  9.15 29775 435144.6  96.2
294  9.05 30353 435578.0  96.4
295  8.90 30511 437076.8  96.7
296  8.65 30710 439510.8  96.8
297  9.00 30933 441525.6  97.3
298  9.40 31533 446523.6  98.0
299 10.75 30936 450030.9  98.4
300 11.60 30603 450620.5  98.6
301 10.75 30694 452171.9  98.9
302  9.00 30051 452319.9  99.0
303  8.55 30586 448237.5  99.3
304  8.65 30904 451660.4  99.5
305  8.55 31341 450028.0 100.2
306  8.45 31431 451053.3 100.5
307  8.40 31963 452796.2 100.7
308  8.50 32249 452004.2 101.1
309  8.35 32945 453374.3 101.7
310  8.35 33182 451928.7 102.1
311  7.45 33383 451114.2 102.3
312  7.40 34289 455387.1 102.6
313  6.90 34127 456894.1 103.1
314  8.15 35516 462013.1 103.5
315  8.30 35864 463901.8 103.8
316  8.45 36149 465436.8 104.2
317  9.20 35847 465835.5 105.0
318  9.15 35924 469037.0 105.1
319  9.55 36066 473405.2 105.3
320  8.50 36425 474365.7 105.5
321  8.70 36500 477599.9 106.0
322  8.90 36009 479352.7 106.3
323  8.65 36305 481524.6 106.5
324  8.55 36379 482015.7 106.8
325  8.65 36505 483351.5 107.3
326  9.00 36728 483752.3 107.7
327  9.10 37232 488676.0 108.1
328  9.30 37598 488407.2 108.3
329  9.50 38374 489799.0 108.9
330 10.15 38522 491367.2 109.3
331 10.50 38651 491287.0 109.5
332 10.40 38358 493758.2 109.8
333 11.00 38311 493696.8 110.3
334 11.10 38576 494241.7 110.6
335 11.40 38944 494982.8 111.2
336 11.70 38999 498844.7 111.7
337 12.35 39170 499201.5 112.2
338 12.55 39076 501988.8 112.6
339 12.42 39523 502112.9 113.4
340 12.25 39224 503121.1 114.1
341 12.25 39378 505276.6 114.8
342 12.30 39656 503738.5 114.9
343 12.32 39600 505445.5 115.2
344 12.31 40102 508475.9 115.5
345 12.34 39272 510455.7 116.1
346 12.35 39478 509670.4 116.4
347 12.60 39355 511414.4 117.2
348 13.45 39968 512198.1 117.7
349 13.41 38346 512211.6 118.1
350 13.70 38904 512519.0 118.2
351 13.97 38423 512500.0 118.5
352 13.73 38452 511708.8 119.0
353 13.47 37422 511061.1 119.5
354 12.95 38043 512028.0 119.8
355 12.52 38040 512326.0 120.3
356 12.56 38603 510483.4 121.0
357 12.22 39055 507205.6 122.0
358 11.73 38997 507727.5 122.2
359 10.72 39080 503629.1 125.1
360 10.00 39371 502438.7 124.9
361  9.85 39703 497569.6 125.5
362  9.50 40196 498281.7 125.6
363  8.94 40195 498207.8 125.9
364  8.77 40371 502455.2 126.4
