"ID";"class";"PE";"G";"PS";"TE"
45;3;0.621847425642498;"Boy";-0.272292302380095;-0.192770978553493
46;3;-0.170314900016735;"Girl";-0.199960703926092;-0.192770978553493
47;3;-0.170314900016735;"Boy";-1.64659267300615;-0.192770978553493
48;3;1.41400975130173;"Girl";1.17433966669997;-0.192770978553493
49;3;-0.962477225675967;"Girl";-0.127629105472088;-0.192770978553493
50;3;1.41400975130173;"Girl";0.885013272883954;-0.192770978553493
51;3;0.621847425642498;"Girl";0.378692083705933;-0.192770978553493
52;3;-0.962477225675967;"Girl";-1.42959787764414;-0.192770978553493
53;3;-0.170314900016735;"Girl";-1.14027148382813;-0.192770978553493
54;3;-0.962477225675967;"Girl";-0.272292302380095;-0.192770978553493
55;3;0.621847425642498;"Boy";-0.561618696196107;-0.192770978553493
56;3;1.41400975130173;"Boy";-0.127629105472088;-0.192770978553493
57;3;0.621847425642498;"Girl";0.595686879067942;-0.192770978553493
58;3;-0.962477225675967;"Boy";-1.79125586991416;-0.192770978553493
59;4;-1.7546395513352;"Girl";-0.706281893104114;0.875635078354228
60;4;-2.54680187699443;"Girl";0.161697288343924;0.875635078354228
61;4;-0.170314900016735;"Girl";0.740350075975948;0.875635078354228
62;4;0.621847425642498;"Girl";0.668018477521945;0.875635078354228
63;4;0.621847425642498;"Girl";0.885013272883954;0.875635078354228
64;4;-1.7546395513352;"Boy";-0.778613491558117;0.875635078354228
65;4;0.621847425642498;"Boy";0.161697288343924;0.875635078354228
66;4;-0.962477225675967;"Boy";0.378692083705933;0.875635078354228
67;4;-0.170314900016735;"Boy";0.0893656898899207;0.875635078354228
68;4;0.621847425642498;"Girl";0.812681674429952;0.875635078354228
69;4;0.621847425642498;"Boy";0.740350075975948;0.875635078354228
70;4;-0.962477225675967;"Boy";-0.85094509001212;0.875635078354228
71;4;-1.7546395513352;"Boy";-0.199960703926092;0.875635078354228
72;4;-0.170314900016735;"Boy";0.523355280613939;0.875635078354228
73;4;0.621847425642498;"Boy";-0.127629105472088;0.875635078354228
74;4;-0.170314900016735;"Girl";1.10200806824596;0.875635078354228
75;4;-0.962477225675967;"Girl";0.378692083705933;0.875635078354228
76;4;-0.170314900016735;"Boy";-0.416955499288101;0.875635078354228
77;4;-0.962477225675967;"Boy";0.234028886797927;0.875635078354228
78;4;0.621847425642498;"Boy";-0.127629105472088;0.875635078354228
79;4;-0.962477225675967;"Boy";0.234028886797927;0.875635078354228
80;4;-0.170314900016735;"Girl";1.17433966669997;0.875635078354228
81;4;1.41400975130173;"Boy";0.885013272883954;0.875635078354228
82;5;1.41400975130173;"Boy";-0.63395029465011;-1.41380647216232
83;5;-0.962477225675967;"Girl";-0.778613491558117;-1.41380647216232
84;5;-0.170314900016735;"Boy";-0.272292302380095;-1.41380647216232
85;5;-0.962477225675967;"Girl";-0.272292302380095;-1.41380647216232
86;5;0.621847425642498;"Boy";0.0893656898899207;-1.41380647216232
87;5;1.41400975130173;"Boy";0.523355280613939;-1.41380647216232
88;5;0.621847425642498;"Boy";-0.489287097742104;-1.41380647216232
89;5;-0.962477225675967;"Girl";-0.923276688466123;-1.41380647216232
90;5;0.621847425642498;"Girl";0.595686879067942;-1.41380647216232
91;5;2.20617207696096;"Boy";1.39133446206198;-1.41380647216232
92;5;1.41400975130173;"Girl";1.60832925742399;-1.41380647216232
93;5;0.621847425642498;"Girl";0.378692083705933;-1.41380647216232
94;5;1.41400975130173;"Boy";0.378692083705933;-1.41380647216232
95;5;0.621847425642498;"Girl";0.885013272883954;-1.41380647216232
96;5;0.621847425642498;"Boy";-0.63395029465011;-1.41380647216232
97;5;-0.170314900016735;"Girl";-0.344623900834098;-1.41380647216232
98;5;0.621847425642498;"Girl";0.740350075975948;-1.41380647216232
99;5;0.621847425642498;"Boy";-0.0552975070180856;-1.41380647216232
100;5;0.621847425642498;"Girl";0.523355280613939;-1.41380647216232
101;5;-0.170314900016735;"Boy";0.30636048525193;-1.41380647216232
102;5;0.621847425642498;"Boy";0.161697288343924;-1.41380647216232
103;6;-0.962477225675967;"Boy";-0.706281893104114;-0.955918162059008
104;6;0.621847425642498;"Girl";0.523355280613939;-0.955918162059008
105;6;-0.170314900016735;"Girl";-0.63395029465011;-0.955918162059008
106;6;-0.170314900016735;"Girl";-0.85094509001212;-0.955918162059008
107;6;-0.962477225675967;"Girl";-0.0552975070180856;-0.955918162059008
108;6;-0.962477225675967;"Girl";-0.489287097742104;-0.955918162059008
109;6;0.621847425642498;"Boy";-0.561618696196107;-0.955918162059008
110;6;-0.170314900016735;"Boy";-1.28493468073614;-0.955918162059008
111;6;-0.962477225675967;"Girl";-1.42959787764414;-0.955918162059008
112;6;1.41400975130173;"Girl";0.957344871337958;-0.955918162059008
113;6;-0.170314900016735;"Boy";-1.14027148382813;-0.955918162059008
114;6;0.621847425642498;"Girl";0.595686879067942;-0.955918162059008
115;6;-0.170314900016735;"Girl";-0.63395029465011;-0.955918162059008
116;6;-1.7546395513352;"Boy";-1.14027148382813;-0.955918162059008
117;6;-0.962477225675967;"Girl";-0.344623900834098;-0.955918162059008
118;6;0.621847425642498;"Boy";0.0170340914359172;-0.955918162059008
119;6;-0.170314900016735;"Boy";-0.63395029465011;-0.955918162059008
120;6;1.41400975130173;"Boy";-0.127629105472088;-0.955918162059008
121;6;-0.170314900016735;"Boy";-1.06793988537413;-0.955918162059008
122;6;-0.962477225675967;"Boy";-1.71892427146016;-0.955918162059008
123;7;0.621847425642498;"Girl";0.523355280613939;0.417746768250919
124;7;-0.962477225675967;"Girl";-0.199960703926092;0.417746768250919
125;7;-0.962477225675967;"Boy";-0.489287097742104;0.417746768250919
126;7;-0.962477225675967;"Boy";-2.44224025600019;0.417746768250919
127;7;-0.962477225675967;"Boy";-1.06793988537413;0.417746768250919
128;7;-0.170314900016735;"Girl";-0.923276688466123;0.417746768250919
129;7;-0.962477225675967;"Boy";-0.706281893104114;0.417746768250919
130;7;-0.170314900016735;"Girl";0.451023682159936;0.417746768250919
131;7;0.621847425642498;"Boy";-1.57426107455215;0.417746768250919
132;7;-0.170314900016735;"Girl";-0.127629105472088;0.417746768250919
133;7;-0.170314900016735;"Boy";0.0170340914359172;0.417746768250919
134;7;0.621847425642498;"Boy";-0.778613491558117;0.417746768250919
135;7;-0.962477225675967;"Boy";-1.50192947609815;0.417746768250919
136;7;-0.962477225675967;"Girl";-0.272292302380095;0.417746768250919
137;7;1.41400975130173;"Boy";-1.64659267300615;0.417746768250919
138;7;-0.170314900016735;"Boy";-0.995608286920126;0.417746768250919
139;7;0.621847425642498;"Girl";0.0170340914359172;0.417746768250919
140;7;-0.170314900016735;"Boy";-1.14027148382813;0.417746768250919
141;7;-0.170314900016735;"Girl";-0.272292302380095;0.417746768250919
142;7;1.41400975130173;"Girl";0.668018477521945;0.417746768250919
143;7;-0.170314900016735;"Boy";-0.778613491558117;0.417746768250919
144;8;0.621847425642498;"Girl";0.740350075975948;-0.345400415254596
145;8;-0.170314900016735;"Boy";-1.35726627919014;-0.345400415254596
146;8;-0.962477225675967;"Girl";-1.28493468073614;-0.345400415254596
147;8;1.41400975130173;"Girl";-0.0552975070180856;-0.345400415254596
148;8;0.621847425642498;"Boy";-0.63395029465011;-0.345400415254596
149;8;1.41400975130173;"Girl";0.378692083705933;-0.345400415254596
150;8;0.621847425642498;"Boy";-0.85094509001212;-0.345400415254596
151;8;-0.170314900016735;"Girl";-0.416955499288101;-0.345400415254596
152;8;0.621847425642498;"Boy";-2.08058226373017;-0.345400415254596
153;8;-0.170314900016735;"Girl";-0.63395029465011;-0.345400415254596
154;8;-0.962477225675967;"Boy";-2.58690345290819;-0.345400415254596
155;8;-0.170314900016735;"Boy";-1.35726627919014;-0.345400415254596
156;8;-0.170314900016735;"Boy";-1.71892427146016;-0.345400415254596
157;8;-0.170314900016735;"Girl";-0.706281893104114;-0.345400415254596
158;8;1.41400975130173;"Boy";-0.199960703926092;-0.345400415254596
159;8;-0.170314900016735;"Boy";-1.14027148382813;-0.345400415254596
160;8;-0.170314900016735;"Girl";-1.06793988537413;-0.345400415254596
161;8;1.41400975130173;"Girl";0.30636048525193;-0.345400415254596
162;8;0.621847425642498;"Girl";-0.199960703926092;-0.345400415254596
163;8;-0.170314900016735;"Girl";-1.14027148382813;-0.345400415254596
164;9;0.621847425642498;"Boy";0.0893656898899207;-0.803288725357905
165;9;-0.170314900016735;"Girl";0.668018477521945;-0.803288725357905
166;9;-0.170314900016735;"Girl";0.0170340914359172;-0.803288725357905
167;9;0.621847425642498;"Girl";0.161697288343924;-0.803288725357905
168;9;0.621847425642498;"Girl";1.17433966669997;-0.803288725357905
169;9;-0.170314900016735;"Boy";-1.06793988537413;-0.803288725357905
170;9;-0.170314900016735;"Boy";-1.14027148382813;-0.803288725357905
171;9;-0.170314900016735;"Boy";-0.85094509001212;-0.803288725357905
172;9;-0.170314900016735;"Boy";-0.561618696196107;-0.803288725357905
173;9;-0.170314900016735;"Boy";-0.778613491558117;-0.803288725357905
174;9;-1.7546395513352;"Boy";-0.344623900834098;-0.803288725357905
175;9;-0.962477225675967;"Girl";-0.416955499288101;-0.803288725357905
176;9;-0.962477225675967;"Boy";-1.06793988537413;-0.803288725357905
177;9;-0.170314900016735;"Boy";-1.79125586991416;-0.803288725357905
178;9;-0.962477225675967;"Boy";-0.85094509001212;-0.803288725357905
179;9;0.621847425642498;"Boy";-0.0552975070180856;-0.803288725357905
180;9;0.621847425642498;"Girl";-0.416955499288101;-0.803288725357905
181;9;1.41400975130173;"Girl";1.60832925742399;-0.803288725357905
182;9;0.621847425642498;"Girl";1.17433966669997;-0.803288725357905
183;9;-0.962477225675967;"Boy";-1.57426107455215;-0.803288725357905
184;10;-0.170314900016735;"Boy";0.234028886797927;1.02826451505533
185;10;0.621847425642498;"Girl";0.885013272883954;1.02826451505533
186;10;-0.170314900016735;"Boy";-1.21260308228214;1.02826451505533
187;10;-0.962477225675967;"Girl";-0.127629105472088;1.02826451505533
188;10;-0.170314900016735;"Boy";0.0170340914359172;1.02826451505533
189;10;0.621847425642498;"Girl";1.39133446206198;1.02826451505533
190;10;-0.170314900016735;"Boy";0.234028886797927;1.02826451505533
191;10;-0.170314900016735;"Boy";-0.127629105472088;1.02826451505533
192;10;0.621847425642498;"Girl";1.10200806824596;1.02826451505533
193;10;-0.170314900016735;"Girl";0.523355280613939;1.02826451505533
194;10;0.621847425642498;"Boy";-0.489287097742104;1.02826451505533
195;10;0.621847425642498;"Boy";-0.127629105472088;1.02826451505533
196;10;1.41400975130173;"Girl";0.668018477521945;1.02826451505533
197;10;0.621847425642498;"Boy";-0.199960703926092;1.02826451505533
198;10;-1.7546395513352;"Boy";-1.06793988537413;1.02826451505533
199;10;-0.170314900016735;"Boy";-0.0552975070180856;1.02826451505533
200;10;-1.7546395513352;"Boy";0.30636048525193;1.02826451505533
201;10;0.621847425642498;"Boy";-0.0552975070180856;1.02826451505533
202;10;-1.7546395513352;"Girl";0.0893656898899207;1.02826451505533
203;10;0.621847425642498;"Girl";0.234028886797927;1.02826451505533
204;10;-0.962477225675967;"Girl";0.668018477521945;1.02826451505533
205;10;0.621847425642498;"Girl";0.451023682159936;1.02826451505533
206;10;-0.962477225675967;"Girl";0.740350075975948;1.02826451505533
207;10;-0.170314900016735;"Girl";0.0893656898899207;1.02826451505533
208;11;-0.962477225675967;"Boy";-0.272292302380095;-0.498029851955699
209;11;-0.170314900016735;"Girl";0.30636048525193;-0.498029851955699
210;11;-0.170314900016735;"Girl";-0.199960703926092;-0.498029851955699
211;11;0.621847425642498;"Boy";-0.127629105472088;-0.498029851955699
212;11;-0.170314900016735;"Boy";-0.344623900834098;-0.498029851955699
213;11;0.621847425642498;"Girl";-0.344623900834098;-0.498029851955699
214;11;-0.170314900016735;"Boy";-1.21260308228214;-0.498029851955699
215;11;1.41400975130173;"Girl";0.378692083705933;-0.498029851955699
216;11;-0.962477225675967;"Girl";0.234028886797927;-0.498029851955699
217;11;-0.170314900016735;"Girl";0.378692083705933;-0.498029851955699
218;11;0.621847425642498;"Boy";-1.35726627919014;-0.498029851955699
219;11;0.621847425642498;"Boy";0.0170340914359172;-0.498029851955699
220;11;0.621847425642498;"Boy";-0.489287097742104;-0.498029851955699
221;11;0.621847425642498;"Girl";-0.199960703926092;-0.498029851955699
222;11;-0.962477225675967;"Girl";-0.63395029465011;-0.498029851955699
223;11;-0.170314900016735;"Boy";-0.561618696196107;-0.498029851955699
224;11;-0.170314900016735;"Boy";-0.63395029465011;-0.498029851955699
225;11;0.621847425642498;"Boy";-0.778613491558117;-0.498029851955699
226;11;-0.962477225675967;"Boy";-2.51457185445419;-0.498029851955699
227;11;-0.170314900016735;"Girl";-0.127629105472088;-0.498029851955699
228;11;-0.170314900016735;"Girl";-0.923276688466123;-0.498029851955699
229;11;-0.962477225675967;"Boy";-0.706281893104114;-0.498029851955699
230;12;-0.170314900016735;"Boy";-0.995608286920126;0.265117331549816
231;12;-0.962477225675967;"Girl";-0.199960703926092;0.265117331549816
232;12;-2.54680187699443;"Girl";-0.63395029465011;0.265117331549816
233;12;1.41400975130173;"Girl";0.451023682159936;0.265117331549816
234;12;-0.962477225675967;"Girl";-0.344623900834098;0.265117331549816
235;12;-1.7546395513352;"Boy";-0.923276688466123;0.265117331549816
236;12;-0.962477225675967;"Boy";-1.64659267300615;0.265117331549816
237;12;0.621847425642498;"Boy";-0.272292302380095;0.265117331549816
238;12;-0.170314900016735;"Girl";0.378692083705933;0.265117331549816
239;12;-1.7546395513352;"Girl";-1.64659267300615;0.265117331549816
240;12;-0.962477225675967;"Boy";-0.923276688466123;0.265117331549816
241;12;-1.7546395513352;"Boy";-1.93591906682217;0.265117331549816
242;12;-0.962477225675967;"Girl";0.161697288343924;0.265117331549816
243;12;-0.962477225675967;"Boy";-1.14027148382813;0.265117331549816
244;12;-0.962477225675967;"Boy";-0.416955499288101;0.265117331549816
245;12;-0.170314900016735;"Boy";-0.416955499288101;0.265117331549816
246;12;0.621847425642498;"Boy";-0.416955499288101;0.265117331549816
247;13;-0.962477225675967;"Girl";1.02967646979196;0.723005641653125
248;13;-0.962477225675967;"Girl";0.957344871337958;0.723005641653125
249;13;0.621847425642498;"Boy";0.812681674429952;0.723005641653125
250;13;0.621847425642498;"Boy";0.740350075975948;0.723005641653125
251;13;-0.170314900016735;"Girl";0.378692083705933;0.723005641653125
252;13;-0.962477225675967;"Girl";0.885013272883954;0.723005641653125
253;13;0.621847425642498;"Boy";0.812681674429952;0.723005641653125
254;13;0.621847425642498;"Girl";0.812681674429952;0.723005641653125
255;13;0.621847425642498;"Boy";0.451023682159936;0.723005641653125
256;13;1.41400975130173;"Boy";0.595686879067942;0.723005641653125
257;13;-1.7546395513352;"Girl";-0.0552975070180856;0.723005641653125
258;13;-0.962477225675967;"Girl";0.740350075975948;0.723005641653125
259;13;-0.962477225675967;"Boy";-0.416955499288101;0.723005641653125
260;13;0.621847425642498;"Girl";1.53599765896998;0.723005641653125
261;13;0.621847425642498;"Boy";0.885013272883954;0.723005641653125
262;13;-0.962477225675967;"Boy";-0.199960703926092;0.723005641653125
263;13;1.41400975130173;"Girl";2.11465044660201;0.723005641653125
264;13;-0.170314900016735;"Girl";0.668018477521945;0.723005641653125
265;13;-0.170314900016735;"Girl";1.89765565124;0.723005641653125
266;13;-0.962477225675967;"Girl";0.740350075975948;0.723005641653125
267;14;1.41400975130173;"Boy";-1.50192947609815;-1.87169478226563
268;14;0.621847425642498;"Boy";-1.28493468073614;-1.87169478226563
269;14;2.9983344026202;"Boy";0.161697288343924;-1.87169478226563
270;14;1.41400975130173;"Boy";-1.35726627919014;-1.87169478226563
271;14;0.621847425642498;"Boy";-1.06793988537413;-1.87169478226563
272;14;2.20617207696096;"Boy";-0.416955499288101;-1.87169478226563
273;14;-0.170314900016735;"Boy";-2.6592350513622;-1.87169478226563
274;14;0.621847425642498;"Boy";-2.00825066527617;-1.87169478226563
275;14;0.621847425642498;"Boy";-1.64659267300615;-1.87169478226563
276;14;2.20617207696096;"Boy";-0.416955499288101;-1.87169478226563
277;14;1.41400975130173;"Boy";-0.85094509001212;-1.87169478226563
278;14;1.41400975130173;"Boy";-0.416955499288101;-1.87169478226563
279;14;1.41400975130173;"Boy";-1.42959787764414;-1.87169478226563
280;14;1.41400975130173;"Boy";-0.416955499288101;-1.87169478226563
281;14;0.621847425642498;"Boy";-2.00825066527617;-1.87169478226563
282;14;2.20617207696096;"Boy";1.02967646979196;-1.87169478226563
283;14;0.621847425642498;"Boy";-1.42959787764414;-1.87169478226563
284;15;-0.170314900016735;"Boy";-0.63395029465011;-0.955918162059008
285;15;-0.170314900016735;"Boy";-1.21260308228214;-0.955918162059008
286;15;-0.962477225675967;"Boy";-0.778613491558117;-0.955918162059008
287;15;-0.962477225675967;"Boy";-1.42959787764414;-0.955918162059008
288;15;1.41400975130173;"Boy";0.885013272883954;-0.955918162059008
289;15;0.621847425642498;"Girl";-0.489287097742104;-0.955918162059008
290;15;0.621847425642498;"Girl";0.30636048525193;-0.955918162059008
291;15;2.20617207696096;"Girl";2.042318848148;-0.955918162059008
292;15;-0.170314900016735;"Boy";-1.57426107455215;-0.955918162059008
293;15;2.20617207696096;"Boy";0.957344871337958;-0.955918162059008
294;15;-0.170314900016735;"Girl";0.0170340914359172;-0.955918162059008
295;15;1.41400975130173;"Boy";-0.561618696196107;-0.955918162059008
296;15;0.621847425642498;"Boy";-0.561618696196107;-0.955918162059008
297;15;-0.170314900016735;"Girl";0.523355280613939;-0.955918162059008
298;15;0.621847425642498;"Boy";-0.416955499288101;-0.955918162059008
299;15;-0.170314900016735;"Girl";-0.416955499288101;-0.955918162059008
300;15;0.621847425642498;"Boy";0.668018477521945;-0.955918162059008
301;15;0.621847425642498;"Girl";0.378692083705933;-0.955918162059008
302;15;0.621847425642498;"Boy";-0.272292302380095;-0.955918162059008
303;15;-0.962477225675967;"Girl";-0.416955499288101;-0.955918162059008
304;15;-1.7546395513352;"Boy";-0.561618696196107;-0.955918162059008
305;15;-0.170314900016735;"Boy";-1.35726627919014;-0.955918162059008
306;15;-0.170314900016735;"Boy";-0.0552975070180856;-0.955918162059008
307;15;-0.962477225675967;"Boy";-1.57426107455215;-0.955918162059008
308;16;-0.170314900016735;"Girl";-0.63395029465011;-0.498029851955699
309;16;0.621847425642498;"Girl";0.378692083705933;-0.498029851955699
310;16;-0.170314900016735;"Girl";-0.416955499288101;-0.498029851955699
311;16;1.41400975130173;"Girl";0.885013272883954;-0.498029851955699
312;16;-0.170314900016735;"Girl";0.0170340914359172;-0.498029851955699
313;16;-0.170314900016735;"Boy";-1.64659267300615;-0.498029851955699
314;16;0.621847425642498;"Girl";0.885013272883954;-0.498029851955699
315;16;2.20617207696096;"Boy";-1.42959787764414;-0.498029851955699
316;16;-0.170314900016735;"Girl";0.234028886797927;-0.498029851955699
317;16;0.621847425642498;"Girl";-0.272292302380095;-0.498029851955699
318;16;2.20617207696096;"Girl";1.02967646979196;-0.498029851955699
319;16;0.621847425642498;"Girl";-0.416955499288101;-0.498029851955699
320;16;1.41400975130173;"Girl";1.24667126515397;-0.498029851955699
321;16;-0.170314900016735;"Boy";-1.57426107455215;-0.498029851955699
322;16;-0.962477225675967;"Girl";0.0170340914359172;-0.498029851955699
323;16;0.621847425642498;"Girl";-0.63395029465011;-0.498029851955699
324;16;0.621847425642498;"Girl";0.0170340914359172;-0.498029851955699
325;17;-0.962477225675967;"Boy";-0.995608286920126;0.265117331549816
326;17;-1.7546395513352;"Girl";0.0893656898899207;0.265117331549816
327;17;0.621847425642498;"Boy";0.885013272883954;0.265117331549816
328;17;-0.170314900016735;"Boy";-0.85094509001212;0.265117331549816
329;17;-1.7546395513352;"Girl";0.161697288343924;0.265117331549816
330;17;-0.170314900016735;"Boy";-0.995608286920126;0.265117331549816
331;17;0.621847425642498;"Girl";0.523355280613939;0.265117331549816
332;17;-0.962477225675967;"Girl";-0.344623900834098;0.265117331549816
333;17;-0.170314900016735;"Girl";0.595686879067942;0.265117331549816
334;17;-0.170314900016735;"Girl";0.523355280613939;0.265117331549816
335;17;0.621847425642498;"Girl";1.10200806824596;0.265117331549816
336;17;-0.962477225675967;"Boy";-0.995608286920126;0.265117331549816
337;17;0.621847425642498;"Boy";0.523355280613939;0.265117331549816
338;17;0.621847425642498;"Girl";0.812681674429952;0.265117331549816
339;17;0.621847425642498;"Boy";-0.199960703926092;0.265117331549816
340;17;0.621847425642498;"Girl";1.39133446206198;0.265117331549816
341;17;-1.7546395513352;"Girl";0.234028886797927;0.265117331549816
342;17;-0.170314900016735;"Girl";1.39133446206198;0.265117331549816
343;17;-0.962477225675967;"Boy";-1.28493468073614;0.265117331549816
344;17;1.41400975130173;"Girl";1.17433966669997;0.265117331549816
345;17;-0.170314900016735;"Girl";0.378692083705933;0.265117331549816
346;17;-0.962477225675967;"Boy";-1.14027148382813;0.265117331549816
347;17;-0.962477225675967;"Boy";-1.06793988537413;0.265117331549816
348;17;-0.962477225675967;"Boy";0.0170340914359172;0.265117331549816
349;17;-0.170314900016735;"Boy";-0.995608286920126;0.265117331549816
350;17;-0.962477225675967;"Boy";0.161697288343924;0.265117331549816
351;18;1.41400975130173;"Boy";0.740350075975948;1.02826451505533
352;18;-0.170314900016735;"Girl";1.969987249694;1.02826451505533
353;18;-0.962477225675967;"Boy";-0.199960703926092;1.02826451505533
354;18;-0.170314900016735;"Boy";1.17433966669997;1.02826451505533
355;18;-0.170314900016735;"Boy";0.0170340914359172;1.02826451505533
356;18;-0.962477225675967;"Girl";1.24667126515397;1.02826451505533
357;18;-0.170314900016735;"Boy";1.46366606051598;1.02826451505533
358;18;-1.7546395513352;"Girl";1.17433966669997;1.02826451505533
359;18;-0.170314900016735;"Boy";0.378692083705933;1.02826451505533
360;18;-0.962477225675967;"Girl";0.0170340914359172;1.02826451505533
361;18;-0.170314900016735;"Boy";-0.199960703926092;1.02826451505533
362;18;0.621847425642498;"Girl";1.17433966669997;1.02826451505533
363;18;-0.170314900016735;"Boy";1.17433966669997;1.02826451505533
364;18;-0.962477225675967;"Boy";1.31900286360797;1.02826451505533
365;18;-0.170314900016735;"Girl";2.042318848148;1.02826451505533
366;18;-0.170314900016735;"Boy";1.10200806824596;1.02826451505533
367;18;0.621847425642498;"Boy";1.31900286360797;1.02826451505533
368;18;-0.170314900016735;"Girl";0.451023682159936;1.02826451505533
369;18;-0.962477225675967;"Girl";-0.489287097742104;1.02826451505533
370;18;-1.7546395513352;"Girl";0.451023682159936;1.02826451505533
371;18;-0.170314900016735;"Boy";0.668018477521945;1.02826451505533
372;19;2.20617207696096;"Girl";1.46366606051598;0.265117331549816
373;19;-0.962477225675967;"Boy";0.234028886797927;0.265117331549816
374;19;-0.170314900016735;"Boy";0.812681674429952;0.265117331549816
375;19;-0.170314900016735;"Girl";1.46366606051598;0.265117331549816
376;19;-0.170314900016735;"Boy";-0.489287097742104;0.265117331549816
377;19;-1.7546395513352;"Boy";-1.35726627919014;0.265117331549816
378;19;-0.170314900016735;"Boy";0.378692083705933;0.265117331549816
379;19;-0.962477225675967;"Girl";0.812681674429952;0.265117331549816
380;19;-0.170314900016735;"Boy";-0.416955499288101;0.265117331549816
381;19;-0.962477225675967;"Girl";0.595686879067942;0.265117331549816
382;19;0.621847425642498;"Girl";0.595686879067942;0.265117331549816
383;19;-0.962477225675967;"Boy";-0.995608286920126;0.265117331549816
384;19;0.621847425642498;"Girl";1.46366606051598;0.265117331549816
385;19;-0.170314900016735;"Girl";0.378692083705933;0.265117331549816
386;19;-1.7546395513352;"Boy";-0.0552975070180856;0.265117331549816
387;19;-0.170314900016735;"Girl";0.595686879067942;0.265117331549816
388;19;-0.962477225675967;"Girl";-0.199960703926092;0.265117331549816
389;19;-0.170314900016735;"Boy";0.451023682159936;0.265117331549816
390;19;-1.7546395513352;"Girl";1.24667126515397;0.265117331549816
391;19;-0.962477225675967;"Boy";-0.778613491558117;0.265117331549816
392;20;-0.170314900016735;"Girl";0.668018477521945;-0.650659288656802
393;20;1.41400975130173;"Girl";1.02967646979196;-0.650659288656802
394;20;-0.170314900016735;"Girl";0.595686879067942;-0.650659288656802
395;20;-0.962477225675967;"Girl";0.0170340914359172;-0.650659288656802
396;20;-0.170314900016735;"Girl";0.523355280613939;-0.650659288656802
397;20;0.621847425642498;"Girl";1.31900286360797;-0.650659288656802
398;20;2.20617207696096;"Girl";1.53599765896998;-0.650659288656802
399;20;-0.170314900016735;"Boy";-1.28493468073614;-0.650659288656802
400;20;-0.170314900016735;"Girl";1.10200806824596;-0.650659288656802
