Program,xPONENT,,MAGPIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40(1,D4)",Unknown28,14103,398,1439,275,2020,411,597,202,3308,1188,4795,6865.5,176,608.5,13298.5,14278,637,10482,1713,13083,3646.5,3078,2967,9933,1704,1810.5,2607,2785,4612,1794
"41(1,D5)",Unknown36,12172,666.5,1044,887,1625.5,968,1050.5,755.5,2587.5,2363.5,2538,5313,749,2892,7469.5,14762.5,853,17444,2529,16812,3448,4954,2609.5,10214,787,2674,2817,3639.5,5188,1771
"42(1,D6)",Unknown44,21476,351.5,2509,724,1887,424.5,493,142,6181,656,7446,10737,846,778,18590.5,21087.5,1807,16872,336,20793,2713,6944.5,6209.5,17762,6174,4994,7414,5053,12780,1970
"43(1,D7)",Unknown52,25065.5,618.5,2581,1138,1531,1157,2133,143,7998.5,4807.5,9861,12842,992,743,19373,22972,1078,15551,406,20915,6143,1767,8355,18432,3256,7900,9927,3373,16112.5,1929
"44(1,D8)",Unknown60,22744.5,488,1784,2464,1084,503.5,1038.5,155,5514,1353,7077.5,10533,1349,4103.5,18877,20495,637.5,7760,1424.5,19751.5,6160.5,6432.5,6229.5,18275,5178,5112.5,6790,3818.5,9453,1626
"45(1,D9)",Unknown68,22265.5,2648.5,4965.5,416,2234.5,643,977,2135,6173.5,2214,7142,10686,601,705.5,19254,21641,1413,12015,16525,21892,2714,3932,5950,18400,824,5586,7628,6417,12904,1754
"46(1,D10)",Unknown76,22739,760,1434,3045,830,833,476,180,7170,1044.5,9222.5,12577,548.5,3404.5,19809,23281.5,770,9846,1108.5,21333.5,1912,2559,7562,19250,2221,7079,9072.5,5918,14031,1848
"47(1,D11)",Unknown84,17165,1323,796.5,1621,546,987.5,403.5,457,3198,1093,4511,7850,776,883.5,13727,16274,476,5408,17488,16424,1135.5,839,4213,13197,2048,3089,3956,4720.5,9234,1842
"48(1,D12)",Unknown92,27016,449,1996,309.5,4025,297,207,134,9802.5,445,12252,15614,521.5,1395.5,24672.5,26427,745,17470,803.5,25150,3041,2545,9604,23255.5,6232,8597.5,10781,5506.5,17508,1657
"49(1,E1)",Unknown5,22913,3222,7134,2722,2566,5733,1545.5,709,14469,2651.5,15681.5,14552,674,1995.5,21453,23585.5,1540,13528,18754,23494,3097,753.5,13384,23535.5,9742,15184,15256,11314,21747,1655
"50(1,E2)",Unknown13,25926,948,1223,475,915,676.5,1591,274,10872,3926,12816,15399,435,1880,22495.5,24537,889,4254,3175,22716,2427.5,634,10682,22114,13398.5,11863.5,13045,3632,19712,1625
"51(1,E3)",Unknown21,21421,352,1010,347,1702,253.5,244.5,169.5,5373,415.5,7020.5,12611,703,1987,15067.5,19171.5,644,10245,166,14841,3812.5,517,6457,12195,3205.5,3410,4505,3579,12631,1842
"52(1,E4)",Unknown29,25513.5,778,1575,2352.5,3769,565,845.5,144.5,8110.5,1956,9916,13579,651,1758,21940,23626,547,15723.5,1198.5,23586,5467,3938,8230,20787.5,1180,7195,9002,6406.5,16037,1780
"53(1,E5)",Unknown37,22335.5,275,865,206,1482.5,254,310,131,7653,683,8512.5,12413,490,2598.5,18408,21468.5,202,4453,420.5,19476,1710,5505.5,7143,16406.5,4096,5966.5,7469,4196,11480,1814
"54(1,E6)",Unknown45,22627,896.5,2791,599,611.5,618,1382,261,10072,3128,11497,13654.5,709,1628,22144.5,22748,1171,14851,2479.5,22668,2029,4503.5,9617,22400,1426,9405.5,11675,8590,18160,1604
"55(1,E7)",Unknown53,24367,497,980,584.5,2629,663.5,1168,163.5,9665,2678,10583,14028.5,982.5,1680.5,21166,23586,1524,4789,493,21649,2746,4254,8200,19605,3356.5,7126,10389,5224,15166,1873
"56(1,E8)",Unknown61,23609,810,2022,2674,4528,828,1266.5,142,6096.5,2968,7373,10866.5,275,1537,19795,21544.5,386,8750,1551,22463,4692,1801,6127,19066.5,3573,5689,7394,5550.5,11932,1678
"57(1,E9)",Unknown69,5552,565,2283,1813.5,1195,903,574,467,971.5,1272,1197,1909,746,1415.5,4782,5368,1036,14871,2054,4345,220,7865,1176,5965,2427,788.5,945,1372,1698,1662
"58(1,E10)",Unknown77,26037,657,4115,377.5,2698,582,977,201,8980,2153,10330.5,13834.5,840,2878,22449,23672,988,1558.5,745,22056,2650.5,2337.5,8234,20570,2354.5,7815,9964,4887.5,14405,1597
"59(1,E11)",Unknown85,17817.5,672,925,2334,1853,1033.5,995,271,3687,2032,4844.5,8611.5,835,971.5,14291,16633,421,18460,4574,12727,1293,4591,4772,11920.5,1247,2617,3836,2940,9396,1652
"60(1,E12)",Unknown93,12915,387,3464.5,403,1943,384.5,887,328.5,2079,1653,2658,6257,417,3645,8256,12762,1972,12132,199,10657,2239.5,2382,2954,8548,9399,2062.5,2749,1599.5,5756,1968
"61(1,F1)",Unknown6,24144.5,742,5950,1671,2469.5,2142,571,7603.5,5941,1195,8728,12092,1991,3736,20420,21979,949,10531,7071,19272.5,3199,8184,7052,15903,10195,4479.5,5514,2678,7126,1858
"62(1,F2)",Unknown14,26767,665,1978.5,570,1649,396,470,140,10978.5,575,12368,14585,398,1366,23665,25281,459,10584,931.5,23843.5,2520,2445.5,10034.5,23642,4025,10907,13249.5,6675,20631,1602
"63(1,F3)",Unknown22,5721.5,125,231,222,139,308,436,68.5,452,1072,886,2068,109,374,3395,7627,263.5,5805,126,6456,413,289.5,911,3802,1113,522,539,1082,1876,1771
"64(1,F4)",Unknown30,20503,579,2278,483,2821,797,1247.5,267.5,8534,2711,9798,10955,1339.5,1518.5,19252,19641.5,407,14846.5,992,18707,2742,2194.5,8362.5,18810,2017,8460.5,9327.5,5949,14959,1659
"65(1,F5)",Unknown38,21662,434,1610,2581,1603,1108,1230,529,4802,2930,5834,9589,348,3983,13414,17783,540,11302,244,16562,1497,678,5615,13265,2797.5,5168,6242,3816,10233,1565
"66(1,F6)",Unknown46,22962,396,625,339,342,353,277,107.5,6948,800,7996,12427,167,245,18792,22294.5,107,712,1253,18945,302,155,7791,17759.5,666,6872.5,9268,3056,13157,1800
"67(1,F7)",Unknown54,22848,778,1719.5,552,1530,381,310,479,11209,707,13055.5,13412,3263,1297,21384,23822,1001,1324.5,3690,23363,1923,187,10796,22509,3487.5,11724,13251.5,5806.5,20280.5,1936
"68(1,F8)",Unknown62,17824.5,699,440.5,1658.5,772,1306.5,1704,199,4398,4263,5837,9032,584,798.5,14492,15757,496,3916,5781.5,12730,1841,524,4893,12482,4567,3248.5,4753.5,1968,9027,1682
"69(1,F9)",Unknown70,12040,189,1123,428,2072,494,836,132,1882.5,2029,2171,5158,715,2454,7060,11423,100.5,6142,133,9914,4027,3766,2134,7403,1125,1787,2128,1832.5,4776.5,1556
"70(1,F10)",Unknown78,15226,406,1532,243,411,273,349,300.5,3080,667.5,3354,7554,323.5,2508,8266,17379,490.5,7428.5,192,17586,4773.5,2703,4599,12514,548,4482,5026.5,3299,7188,1623
"71(1,F11)",Unknown86,10280,1588,2148,9792,4347,1456,218.5,371,1880,189,2293.5,4624,512,697,8914.5,8857,505,17334.5,9180.5,6661.5,1639.5,2735,2123.5,8649,927,1680.5,2475,1397,7085,1666
"72(1,F12)",Unknown94,14781,305,805,1469,970,297,339,103,3705,330.5,4256.5,7181,658,2977,11925.5,15004.5,1485,10216.5,148.5,13934,2537,1173.5,3519,10399,1986,2348,3035,1812,6949,1729
"73(1,G1)",Unknown7,21787,1795,1523,4862,5928.5,2769,3419.5,1235,9157,5850,11611,12831.5,1684,4597,19517,21170,2289,8296,1821,20360,1825,5136,9306,16757,8917.5,7504,8775,5769,12673.5,1538
"74(1,G2)",Unknown15,27172.5,577,1029.5,394,786,626,1006,292,12329,2168.5,13790.5,15562.5,264,705.5,23114,24980.5,545,2818,3331,23844,2088,1581,10787,21993,2926,11591,14196,3321,19884.5,1674
"75(1,G3)",Unknown23,24626,784,1323,1006.5,1962,304,427,152.5,6212,669,7999.5,12103,192.5,210,20313,22440,975,8601,1267,21600,1512,1764.5,6893.5,18423,1649,5221.5,6940,5810,14581,1779
"76(1,G4)",Unknown31,23853,411,1621.5,758,1834,1245,663.5,140,7939,1423,9148,13249.5,774,1572.5,18122,22210,1175,4191,2660,20500,4352.5,1585.5,8532,19293.5,5653.5,8892,10403,2383,17460,1737
"77(1,G5)",Unknown39,24221,1003.5,2705,383.5,510,392,470.5,309,11829,1121,13653,14223,241,516.5,22613,24119.5,1444,8495,592,23416,2369,1417.5,11300,23293.5,4969,12482.5,14372,6496,21433,1805
"78(1,G6)",Unknown47,25747,951,1829,453,1229,725,1484,136.5,9152.5,2985,10861,14286.5,307,386,23141,24435,690.5,1777,1794,24053.5,3797.5,1742,9569,22456,6504,8405,10630,6372,16772,1763
"79(1,G7)",Unknown55,23709,759,1603,315,3282,563.5,767.5,180,6607,1246,8175,11822.5,407,1448.5,19302,21899,914.5,1142.5,1378,21216.5,2629.5,2587,7294.5,19653,6450,7527,9156,5807,15407,1660
"80(1,G8)",Unknown63,21715.5,683,1819,640,521,535,851,317,4398,1785.5,5536,9254,399,2153,18010,19347,874,4571.5,4311.5,19515,6184.5,1785,5439,17636,13481,4109,5609.5,3919,10958,1610
"81(1,G9)",Unknown71,8962,180.5,282.5,327.5,224,293,629,1806,1775,1294,2300,5021.5,1610,4633,6687,10792.5,1561,4762.5,208.5,10268,3954.5,476,2620,6958,1042,2119,2125,2147,4163,1529
"82(1,G10)",Unknown79,26002,518,2044.5,350,455.5,260.5,160,176,10549,307,11166,14348.5,526,879,23031,25173.5,850,2542.5,1006,24029.5,1638,1136,9361.5,22782,2008,9813,12078,7068.5,18190,1842
"83(1,G11)",Unknown87,17530,480,1651.5,534,1016.5,628.5,1005,339.5,4382,2037,5156,8568.5,738,900,13288,15730,381,16525,571,12880,1034,4821,5038,12462,1996,3810.5,4940.5,1690.5,9759,1830
"84(1,G12)",Unknown95,13954,260,1075.5,273,1163.5,379,1438,158,3186,1646,4118.5,6912,254,1101,10471,13570,742,4100,170,12454,1685,446,4067,10645,422,3372,4303.5,1859,6368.5,1837
"85(1,H1)",Unknown8,25256.5,364.5,1450,502,1653.5,345,661,133,8557,576,10213,13362.5,504.5,3146,20710,23226,2120,11589,919.5,22376,3150,4956,8506,19395.5,6907,9085,10812,5201,16810,2017
"86(1,H2)",Unknown16,23340,885,4948,289.5,915.5,443.5,297,155,10898.5,367,13528,14622,693,2097,22321,22606.5,1419,1173,3552,23853,1784,2223,10930,24074.5,10326,11206.5,13388.5,10433,21119.5,1832
"87(1,H3)",Unknown24,24786,679,1808.5,228,378,379,472.5,1009,9042,1300,10326.5,13755.5,574,1241,19610.5,23775,903,4853,9065.5,21663.5,1592,5144,8702,19500.5,615.5,9105,10789,3313,16154,1992
"88(1,H4)",Unknown32,22392,426,1765,882.5,820,1073,1130,171.5,6622,2258,7866,11276.5,474,1731,18922.5,21755,326,21136,1336.5,20758.5,2063,8096,6614,16960.5,968,5772,6944.5,4610,11953,1699
"89(1,H5)",Unknown40,25764,715.5,611,820.5,1861,275,342,565,8244,762,9300,12598,282,944.5,22921,24326.5,791.5,11952,590.5,24482,1553.5,3439,7739.5,21466,1714,7931.5,9610,7641,15534,1665
"90(1,H6)",Unknown48,25104,2255,3589.5,674,1486,928,1676,504.5,11584,2868,12955,14755,2002,8077,23661,25409,1561,10425,17673,24714.5,2359.5,1893,10873,24265.5,7738.5,11061,13166,9125,20398.5,1739
"91(1,H7)",Unknown56,19803,420,1133.5,286,257,649,1448,116,5115,3266,5957,9240,572,1029,16372,18732,664,7128.5,1984.5,18670,1889,3867,5202,15572,14069,4911.5,5972,4344.5,10284,1813
"92(1,H8)",Unknown64,23371.5,354,992,511,370.5,774.5,1403,113.5,6385.5,2648,7880,12084.5,234.5,1357,19981,22291,130,17294,391,20730,626,1463.5,7425.5,19102,1290,6190,7965,4265,11793.5,1600
"93(1,H9)",Unknown72,23953.5,812.5,2075.5,756,1197,682.5,1023,2897,8170.5,2327,8883.5,12630.5,880,1442,20568,23374,631,16572,8957.5,23712,2171,2767,8138.5,20987,5052,7840,9482,9126.5,14072,1784
"94(1,H10)",Unknown80,22911.5,887.5,2091.5,788.5,1172.5,739,1178.5,274.5,6926.5,2205,8286.5,12233,1017,4452,17396,21792,283,14230,1089,21155,1287,3148,7406,17894,1043,7785.5,9838,4660,15542,1576
"95(1,H11)",Unknown88,25809,616,1423,892,853,857,1407,414,9457.5,2891,10625.5,14057,984,1138,21365.5,23063,574,12677,1280,21178,1152,1127,9094,20925,1093.5,9768,11992,2055,18141.5,1744
"96(1,H12)",Unknown96,13976,268,1349,326,368.5,452,498,1312.5,2950.5,1231,4178,7926,232.5,1629,8852,15816,575,2706,175.5,16792,1993,312.5,4336,11281,1126,4631,4703,1949.5,7351,1687
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DataType:,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,Sample,Spike_6P,ME,HKU1_S,OC43_NP,OC43_S,HKU1_NP,229E_NP,Mumps_NP,RBD_B16171,NL63_NP,RBD_B16172,RBD_wuhan,NL63_S,229E_S,Spike_B16172,Spike_B117,Measles_NP,Ade5,NP,Spike_P1,Rub,Ade40,RBD_B117,Spike_B1351,FluA,RBD_B1351,RBD_P15,S2,Spike_omicron,Total Events
"1(1,A1)",B,63,69,82,56,56,70,65,54,83,50,67,70,79,63,76,57,43,43,70,53,54,52,78,57,69,90,50,49,54,1887
"2(1,A2)",S,60,64,81,74,51,39,46,48,66,58,37,64,75,44,75,64,41,59,56,51,43,56,72,51,67,65,54,63,46,1713
"3(1,A3)",S,63,58,104,64,60,60,46,49,69,53,43,62,75,66,65,81,47,60,64,59,59,72,56,69,58,63,45,58,69,1870
"4(1,A4)",S,64,58,62,53,54,51,46,61,51,44,38,55,59,56,77,72,44,39,53,61,46,43,66,52,52,58,50,50,39,1611
"5(1,A5)",S,55,52,51,61,46,50,50,32,59,36,44,56,59,54,44,52,38,41,53,52,34,53,61,61,60,66,56,49,47,1520
"6(1,A6)",S,56,77,84,63,52,70,69,58,72,52,49,62,72,69,59,73,59,54,54,72,64,60,66,58,72,63,66,51,63,1926
"7(1,A7)",S,62,65,67,59,57,52,55,72,53,45,46,64,72,48,72,61,50,49,61,57,45,48,77,82,69,61,73,59,53,1786
"8(1,A8)",S,58,96,68,65,52,61,71,61,56,50,46,72,67,75,72,75,49,64,65,59,60,51,68,69,63,74,69,59,67,1928
"9(1,A9)",S,75,66,76,60,59,63,62,70,66,77,41,52,83,75,73,58,46,64,80,77,70,83,70,86,79,74,77,50,72,2068
"10(1,A10)",S,51,70,86,65,53,56,49,72,67,64,57,34,67,75,64,62,47,45,57,77,48,57,78,59,70,69,54,54,51,1821
"11(1,A11)",S,76,88,83,60,68,61,55,62,61,64,39,49,83,70,52,74,41,66,78,50,53,64,69,59,78,67,68,70,62,1947
"12(1,A12)",S,80,85,72,52,53,57,68,43,52,55,58,60,80,75,56,62,52,44,55,49,51,64,74,76,49,72,69,55,57,1833
"13(1,B1)",Unknown2,59,57,69,52,54,39,46,48,45,44,52,68,67,62,60,77,38,34,54,47,46,59,65,52,66,51,48,34,57,1610
