alpha,nG,nE,n,replicate,nComb,nPosEigen,time_eigen,Frobenius_eigen,CMD_eigen,nPC_eigen,pPC_eigen,time_tensorEVD,Frobenius_tensorEVD,CMD_tensorEVD,nPC_tensorEVD,pPC_tensorEVD,time_trlan,Frobenius_trlan,CMD_trlan,nPC_trlan,pPC_trlan,time_eigs,Frobenius_eigs,CMD_eigs,nPC_eigs,pPC_eigs,time_chol,Frobenius_chol,CMD_chol,nPC_chol,pPC_chol
0.95,500,10,10000,1,4329,4329,175.71,72.2516980732263,0.000728787793632835,1525,0.352275352275352,0.539000000000016,64.8502187928198,0.000389114367713717,1796,0.414876414876415,207.398,72.2516980732251,0.000728787793632613,1525,0.352275352275352,192.992,72.2516980731393,0.000728787793628838,1525,0.352275352275352,,,,,
0.95,1000,10,10000,1,6376,6376,166.664,66.241839271197,0.00100924238339206,2524,0.395859473023839,0.956999999999994,59.1628082808733,0.000518951645650745,3454,0.541718946047679,511.358,66.241839271197,0.0010092423833914,2524,0.395859473023839,721.021,66.2418392711092,0.00100924238339939,2524,0.395859473023839,,,,,
0.95,100,30,10000,1,2899,2899,267.881,54.3987015745512,0.000782164534673169,1123,0.387374956881683,0.39100000000002,50.7965888888983,0.000503278868649759,1229,0.423939289410141,145.916,54.3987015745513,0.000782164534672947,1123,0.387374956881683,132.033,54.3987015744961,0.000782164534676832,1123,0.387374956881683,,,,,
0.95,500,30,10000,1,7253,7253,278.862,59.2021035390365,0.000788699829935791,2765,0.381221563490969,1.339,50.6938005027746,0.000354063365894608,4057,0.559354749758721,485.184,59.2021035390359,0.000788699829934902,2765,0.381221563490969,658.876,59.2021035388911,0.000788699829935569,2765,0.381221563490969,,,,,
0.95,1000,30,10000,1,8483,8483,279.847,55.6877610912202,0.000736138597718483,3611,0.425674879170105,2.09299999999996,45.1711551670691,0.000288118989375974,6652,0.784156548390899,1066.025,55.6877610912194,0.000736138597718372,3611,0.425674879170105,1398.548,55.6877610910681,0.000736138597719149,3611,0.425674879170105,,,,,
0.95,100,50,10000,1,4313,4313,267.86,53.1526084121046,0.000584497061464906,1339,0.31045675863668,0.497999999999991,49.7682518793001,0.000367990631910398,1515,0.351263621609089,292.252,53.1526084121048,0.000584497061465572,1339,0.31045675863668,270.515,53.1526084120403,0.000584497061466793,1339,0.31045675863668,,,,,
0.95,500,50,10000,1,8210,8210,280.541,47.8238423498115,0.000560772753536054,3456,0.42095006090134,2.06299999999999,39.8442173761805,0.000227440480207397,5839,0.711205846528624,1005.026,47.8238423498106,0.000560772753536609,3456,0.42095006090134,1301.632,47.8238423496512,0.000560772753538386,3456,0.42095006090134,,,,,
0.95,1000,50,10000,1,9053,9053,284.024,50.3609273495685,0.000665566280240282,4222,0.466364740969844,3.30600000000004,39.5397071816223,0.000267842817184172,9208,1.01712139622225,1353.016,50.3609273495674,0.000665566280239949,4222,0.466364740969844,1918.65,50.3609273493877,0.000665566280240171,4222,0.466364740969844,,,,,
0.95,100,10,20000,1,1000,1000,1665.376,168.589521426132,0.00191204865291517,570,0.57,0.309999999999945,165.252418172776,0.00174242101856803,579,0.579,452.829,168.589521426134,0.00191204865291372,570,0.57,217.698,168.58952142612,0.00191204865291306,570,0.57,,,,,
0.95,500,10,20000,1,4913,4913,1665.813,154.246962031865,0.00138134664288547,1838,0.374109505393853,1.02299999999991,148.056136102803,0.00101435772945957,2002,0.407490331772848,1273.541,154.246962031865,0.00138134664288492,1838,0.374109505393853,900.793,154.24696203174,0.00138134664288303,1838,0.374109505393853,,,,,
0.95,1000,10,20000,1,8666,8666,1686.892,146.934632441878,0.00137384273149621,2881,0.332448649896146,1.93499999999995,136.141276201225,0.000926715596187289,3394,0.391645511193169,2161.005,146.934632441877,0.00137384273149688,2881,0.332448649896146,1582.824,146.93463244167,0.00137384273149843,2881,0.332448649896146,,,,,
0.95,100,30,20000,1,2997,2997,1688.166,106.782652109485,0.000537614983719403,1172,0.391057724391058,0.668999999999869,103.083120523702,0.000395492157572952,1227,0.409409409409409,525.47,106.782652109484,0.000537614983719181,1172,0.391057724391058,384.343,106.782652109346,0.000537614983721291,1172,0.391057724391058,,,,,
0.95,500,30,20000,1,11084,11084,1703.547,108.727143863224,0.000718051154228072,3630,0.327499097798629,2.36899999999991,98.8754353395832,0.000366569105194503,4490,0.405088415734392,2054.232,108.727143863224,0.000718051154228072,3630,0.327499097798629,2188.907,108.727143862912,0.000718051154225297,3630,0.327499097798629,,,,,
0.95,1000,30,20000,1,14645,14645,1459.689,107.785542953881,0.000783107823406071,5054,0.345100716968249,5.78600000000006,92.4854834675477,0.000365613017393796,7379,0.503857972004097,3267.063,107.785542953879,0.000783107823407292,5054,0.345100716968249,4041.832,107.785542953481,0.000783107823418505,5054,0.345100716968249,,,,,
0.95,100,50,20000,1,4913,4913,1399.553,100.208749727268,0.000636355034560387,1472,0.299613270913902,1.10200000000009,97.5785984688174,0.000520148284157029,1559,0.31732139222471,644.394,100.208749727268,0.000636355034559721,1472,0.299613270913902,505.58,100.208749727147,0.000636355034555058,1472,0.299613270913902,,,,,
0.95,500,50,20000,1,13776,13776,1455.626,94.0199178554371,0.000492932052033601,4242,0.307926829268293,4.36899999999991,83.2707361336152,0.000227156085656377,5650,0.41013356562137,2567.109,94.0199178554361,0.000492932052033712,4242,0.307926829268293,2997.868,94.0199178550373,0.000492932052042705,4242,0.307926829268293,,,,,
0.95,1000,50,20000,1,16472,16472,1456.283,97.3870098009442,0.000565690995587009,5729,0.347802331228752,8.00300000000016,82.3608251820602,0.000264443747341359,9060,0.550024283632832,4054.531,97.3870098009432,0.000565690995587342,5729,0.347802331228752,5381.756,97.3870098004587,0.000565690995584345,5729,0.347802331228752,,,,,
0.95,100,10,30000,1,1000,1000,4804.424,251.014200688708,0.00173915963142157,549,0.549,0.556999999999789,247.541810283732,0.00162533726493352,555,0.555,571.362,251.014200688707,0.00173915963142002,549,0.549,332.114,251.014200688671,0.00173915963142568,549,0.549,,,,,
0.95,500,10,30000,1,4990,4990,4739.14,188.473980049097,0.000650224171215963,1932,0.387174348697395,2.15000000000055,180.463583003046,0.000446049675211335,2041,0.409018036072144,2316.626,188.473980049096,0.000650224171215408,1932,0.387174348697395,1601.181,188.47398004886,0.000650224171220071,1932,0.387174348697395,,,,,
0.95,1000,10,30000,1,9504,9504,4807.803,207.362290826773,0.00101606490999173,2837,0.298505892255892,2.39699999999993,197.986783123959,0.000756156630238203,3136,0.32996632996633,3429.996,207.362290826771,0.00101606490999195,2837,0.298505892255892,2752.853,207.362290826436,0.00101606490999451,2837,0.298505892255892,,,,,
0.95,100,30,30000,1,2999,2999,4709.687,160.461506322328,0.000615993897344125,1147,0.382460820273425,1.20000000000073,157.66285537154,0.000524845150465025,1178,0.392797599199733,1161.919,160.461506322331,0.000615993897342237,1147,0.382460820273425,787.771,160.461506322183,0.000615993897341682,1147,0.382460820273425,,,,,
0.95,500,30,30000,1,12884,12884,4832.694,153.889062503397,0.000562055273004125,3565,0.276699782676188,4.51999999999953,145.320068893401,0.000347219206699001,4079,0.31659422539584,4483.26,153.889062503396,0.000562055273003903,3565,0.276699782676188,3958.947,153.889062502876,0.000562055273006568,3565,0.276699782676188,,,,,
0.95,1000,30,30000,1,18994,18994,4803.007,153.826349278133,0.000565797158918913,5619,0.295830262188059,8.6279999999997,141.209828178484,0.000310266414403348,7193,0.378698536379909,8390.828,153.826349278132,0.000565797158919135,5619,0.295830262188059,9005.207,153.826349277351,0.00056579715892624,5619,0.295830262188059,,,,,
0.95,100,50,30000,1,4990,4990,4820.09,148.564073026352,0.00042859199033507,1548,0.310220440881764,1.66600000000017,144.863039715674,0.000333530077910593,1612,0.323046092184369,1588.936,148.564073026353,0.000428591990334959,1548,0.310220440881764,1136.701,148.564073026084,0.000428591990346172,1548,0.310220440881764,,,,,
0.95,500,50,30000,1,17357,17357,4802.617,134.961904534135,0.000482435484527422,4899,0.282249236619231,6.60099999999966,123.918512183171,0.000263462643726342,6012,0.346373221178775,6128.605,134.961904534134,0.000482435484527088,4899,0.282249236619231,6588.832,134.961904533481,0.00048243548452509,4899,0.282249236619231,,,,,
0.95,1000,50,30000,1,22575,22575,4894.114,135.539167820693,0.000428330611556782,6337,0.280708748615725,11.5109999999995,121.014529126798,0.000228244923178411,8577,0.379933554817276,9467.012,135.539167820691,0.000428330611557004,6337,0.280708748615725,11025.254,135.539167819874,0.000428330611563443,6337,0.280708748615725,,,,,
0.98,100,10,10000,1,1000,1000,170.344,35.156282224724,0.00042978122536097,715,0.715,0.165999999999997,33.3114642560479,0.000339208430027993,731,0.731,91.961,35.1562822247244,0.000429781225361303,715,0.715,58.262,35.1562822247183,0.000429781225359083,715,0.715,,,,,
0.98,500,10,10000,1,4329,4329,179.704,32.8496389902719,0.000208354016079659,2208,0.51004851004851,0.841000000000008,27.9248745306966,7.61818308842033e-05,2582,0.596442596442596,331.035,32.849638990271,0.000208354016078993,2208,0.51004851004851,409.173,32.8496389901539,0.000208354016079437,2208,0.51004851004851,,,,,
0.98,1000,10,10000,1,6376,6376,179.502,30.4514582496465,0.000300742199606185,3642,0.57120451693852,1.88200000000001,26.2574481102355,0.000147313140712035,5073,0.795639899623589,758.31,30.4514582496466,0.000300742199607185,3642,0.57120451693852,1093.555,30.4514582495443,0.000300742199603188,3642,0.57120451693852,,,,,
0.98,100,30,10000,1,2899,2899,178.254,24.4771991355898,0.00022396414890713,1583,0.54605036219386,0.498999999999995,22.4244396089911,0.000128018621875281,1728,0.596067609520524,185.398,24.4771991355896,0.000223964148906908,1583,0.54605036219386,213.142,24.4771991355183,0.000223964148906575,1583,0.54605036219386,,,,,
0.98,500,30,10000,1,7253,7253,183.29,27.4875878663677,0.000249018039185311,4070,0.561147111540052,1.95699999999999,22.3570172071987,9.60996221123223e-05,6384,0.880187508617124,765.16,27.4875878663673,0.000249018039184867,4070,0.561147111540052,1379.833,27.487587866185,0.000249018039189863,4070,0.561147111540052,,,,,
0.98,1000,30,10000,1,8483,8483,173.957,26.1289641669491,0.000244237800145042,5161,0.60839325710244,3.821,19.5605019871523,7.35364286484908e-05,10635,1.25368383826476,1531.767,26.1289641669481,0.000244237800144598,5161,0.60839325710244,2348.607,26.1289641667836,0.000244237800149039,5161,0.60839325710244,,,,,
0.98,100,50,10000,1,4313,4313,269.585,23.0761065194625,0.000154165014076835,1979,0.458845351263622,0.56899999999996,20.8786255533345,7.72061304424865e-05,2256,0.52306978900997,255.186,23.0761065194624,0.000154165014076613,1979,0.458845351263622,340.084,23.0761065193527,0.000154165014078278,1979,0.458845351263622,,,,,
0.98,500,50,10000,1,8210,8210,279.833,21.2702362896997,0.000151987642567852,4959,0.604019488428745,2.30700000000002,16.5599530135703,4.36898634286198e-05,9320,1.13520097442144,1243.212,21.270236289699,0.000151987642567297,4959,0.604019488428745,2223.975,21.2702362895189,0.000151987642567186,4959,0.604019488428745,,,,,
0.98,1000,50,10000,1,9053,9053,280.13,22.6190604028747,0.000188807830842186,5897,0.651386280790898,4.904,16.6473645062337,5.66599868973006e-05,15196,1.67855959350492,1846.848,22.6190604028742,0.000188807830843296,5897,0.651386280790898,2305.289,22.6190604026978,0.00018880783084263,5897,0.651386280790898,,,,,
0.98,100,10,20000,1,1000,1000,1522.29,76.8948926967744,0.000518742746351553,731,0.731,0.352999999999838,74.3643157905602,0.000454593273449877,739,0.739,350.542,76.8948926967738,0.000518742746350664,731,0.731,223.643,76.8948926967672,0.000518742746353107,731,0.731,,,,,
0.98,500,10,20000,1,4913,4913,1536.531,70.1817836836815,0.000419532447961557,2642,0.537756971300631,1.3929999999998,63.5928784103721,0.000241486037606653,2843,0.578668837777325,1357.831,70.1817836836809,0.000419532447961224,2642,0.537756971300631,1309.516,70.1817836835243,0.000419532447956561,2642,0.537756971300631,,,,,
0.98,1000,10,20000,1,8666,8666,1559.75,72.7807581682961,0.000503715974760066,4234,0.488576044311101,2.11799999999994,66.828376329496,0.000338126192446553,4944,0.570505423494115,2430.934,72.7807581682948,0.00050371597476051,4234,0.488576044311101,2963.662,72.7807581680137,0.00050371597474852,4234,0.488576044311101,,,,,
0.98,100,30,20000,1,2997,2997,1420.441,48.6538555891789,0.000162345729421198,1670,0.557223890557224,1.19000000000005,46.6629794425288,0.000110798680168611,1737,0.57957957957958,698.897,48.6538555891786,0.000162345729420643,1670,0.557223890557224,639.512,48.6538555889902,0.000162345729415314,1670,0.557223890557224,,,,,
0.98,500,30,20000,1,11084,11084,1422.365,50.7412640407793,0.000241936551565791,5457,0.492331288343558,4.32299999999987,45.2084896299366,0.000120268586495498,6840,0.617105738000722,5192.257,50.7412640407794,0.000241936551565902,5457,0.492331288343558,7554.851,50.7412640403019,0.000241936551567568,5457,0.492331288343558,,,,,
0.98,1000,30,20000,1,14645,14645,2415.528,50.5111695675234,0.000258742302153947,7599,0.518880163878457,15.884,41.5143091339062,0.000105153802555824,11709,0.799522021167634,6286.391,50.5111695675216,0.00025874230215428,7599,0.518880163878457,10320.556,50.5111695669573,0.000258742302156945,7599,0.518880163878457,,,,,
0.98,100,50,20000,1,4913,4913,1477.598,43.2674702720353,0.000159269526370021,2161,0.439853450030531,1.38900000000012,40.8205874732074,0.000104347056726239,2288,0.465703236311826,1284.168,43.267470272036,0.000159269526370132,2161,0.439853450030531,1379.651,43.2674702718283,0.000159269526367467,2161,0.439853450030531,,,,,
0.98,500,50,20000,1,13776,13776,1494.306,41.0428710749227,0.00013484853452006,6501,0.471907665505227,6.66700000000014,35.4255970373668,5.29750059631295e-05,9044,0.65650406504065,4836.763,41.0428710749226,0.000134848534519838,6501,0.471907665505227,7615.091,41.0428710743023,0.000134848534524501,6501,0.471907665505227,,,,,
0.98,1000,50,20000,1,16472,16472,1499.696,44.4428778539558,0.000173218754291882,8608,0.522583778533269,12.3610000000001,35.6631183023103,6.34966739878617e-05,14959,0.908147158814959,8889.721,44.4428778539549,0.000173218754291549,8608,0.522583778533269,12596.306,44.4428778532451,0.000173218754291438,8608,0.522583778533269,,,,,
0.98,100,10,30000,1,1000,1000,5022.83,118.166567609938,0.000510727217179596,714,0.714,0.707000000000335,115.023673027612,0.000461841341180769,719,0.719,1097.525,118.166567609938,0.000510727217180929,714,0.714,722.959,118.166567609914,0.000510727217178264,714,0.714,,,,,
0.98,500,10,30000,1,4990,4990,4920.362,83.7294363778118,0.000191185775699099,2741,0.549298597194389,2.79100000000017,77.2316456909957,0.000106771061557098,2866,0.57434869739479,4778.281,83.7294363778111,0.000191185775697988,2741,0.549298597194389,4009.062,83.7294363775192,0.000191185775693992,2741,0.549298597194389,,,,,
0.98,1000,10,30000,1,9504,9504,4865.126,96.527868203478,0.00033203838915985,4267,0.448968855218855,3.45400000000063,88.9133986558601,0.000213678848762999,4697,0.494212962962963,5771.256,96.5278682034758,0.000332038389160183,4267,0.448968855218855,5879.767,96.5278682029921,0.000332038389163958,4267,0.448968855218855,,,,,
0.98,100,30,30000,1,2999,2999,4741.336,69.4313164745144,0.00014732318187527,1610,0.536845615205068,1.49399999999969,66.8137392533191,0.000111779820876401,1648,0.549516505501834,2320.655,69.4313164745157,0.000147323181875825,1610,0.536845615205068,1845.83,69.4313164743064,0.00014732318187527,1610,0.536845615205068,,,,,
0.98,500,30,30000,1,12884,12884,4805.939,67.3289151798418,0.000163638245021636,5500,0.426886060229742,6.85500000000047,61.002402643733,8.02446328221906e-05,6327,0.491074200558833,8484.779,67.3289151798394,0.000163638245021192,5500,0.426886060229742,8067.4,67.3289151790726,0.000163638245023301,5500,0.426886060229742,,,,,
0.98,1000,30,30000,1,18994,18994,4770.194,68.5952997449441,0.000166699068859355,8753,0.460829735706012,13.1610000000001,60.1591037224422,7.09250985434506e-05,11572,0.609245024744656,17608.102,68.5952997449406,0.00016669906886102,8753,0.460829735706012,24318.618,68.5952997437889,0.000166699068853138,8753,0.460829735706012,,,,,
0.98,100,50,30000,1,4990,4990,4668.796,64.6774402500438,0.000116421214136908,2274,0.455711422845691,1.48499999999967,62.3133728858976,8.2222471563087e-05,2364,0.47374749498998,2306.998,64.6774402500439,0.000116421214136353,2274,0.455711422845691,1955.884,64.6774402496587,0.000116421214147344,2274,0.455711422845691,,,,,
0.98,500,50,30000,1,17357,17357,4862.451,59.6205130102803,0.000138474397001764,7590,0.437287549691767,10.6570000000002,53.0877646825088,5.98771970767853e-05,9522,0.548597107795126,14047.771,59.6205130102783,0.000138474397001764,7590,0.437287549691767,18661.123,59.6205130092833,0.000138474396991883,7590,0.437287549691767,,,,,
0.98,1000,50,30000,1,22575,22575,4843.91,59.357684189031,0.000117647220444161,9948,0.440664451827243,16.8729999999996,51.0736900107723,4.97194550196367e-05,14296,0.633266888150609,19560.401,59.3576841890295,0.00011764722044405,9948,0.440664451827243,33560.472,59.3576841877281,0.00011764722044616,9948,0.440664451827243,,,,,
0.9,100,10,10000,2,1000,1000,177.663,133.869971084129,0.00355693509134036,394,0.394,0.10899999999998,130.72659631655,0.00316101159381754,408,0.408,53.165,133.86997108413,0.00355693509133948,394,0.394,32.71,133.869971084125,0.00355693509134047,394,0.394,,,,,
0.9,500,10,10000,2,4333,4333,176.271,131.491166689817,0.0029202126800747,1215,0.280406185091161,0.478999999999985,122.446242336035,0.0018462080426338,1471,0.339487652896377,185.581,131.491166689817,0.00292021268007481,1215,0.280406185091161,145.049,131.491166689777,0.00292021268007336,1215,0.280406185091161,,,,,
0.9,1000,10,10000,2,6347,6347,185.389,151.001956752264,0.00433069890573223,1468,0.231290373404758,0.608000000000004,139.554803589382,0.0031790523772407,1916,0.301874901528281,232.765,151.001956752264,0.00433069890573146,1468,0.231290373404758,196.815,151.001956752221,0.00433069890573312,1468,0.231290373404758,,,,,
0.9,100,30,10000,2,2891,2891,174.608,114.355749033059,0.00246223727536077,731,0.25285368384642,0.205999999999989,107.879072390157,0.00182921037902339,797,0.275683154617779,104.76,114.355749033059,0.00246223727536055,731,0.25285368384642,70.736,114.355749033035,0.00246223727536343,731,0.25285368384642,,,,,
0.9,500,30,10000,2,7343,7343,172.361,104.93814399586,0.00192846666122326,1930,0.262835353397794,1.03999999999999,92.675123236254,0.00103350274769121,2743,0.373553043715103,362.888,104.938143995859,0.00192846666122326,1930,0.262835353397794,332.699,104.938143995772,0.00192846666121937,1930,0.262835353397794,,,,,
0.9,1000,30,10000,2,8456,8456,178.422,108.437624076753,0.00227243791681731,2281,0.269749290444655,1.44400000000002,90.7979700995141,0.00112469649415636,3824,0.452223273415326,435.722,108.437624076753,0.00227243791681619,2281,0.269749290444655,439.372,108.437624076665,0.00227243791681553,2281,0.269749290444655,,,,,
0.9,100,50,10000,2,4327,4327,173.379,99.9861312963328,0.00159101270479067,861,0.198983129188814,0.35499999999999,94.3349003017613,0.00119694368449275,961,0.222093829443032,128.116,99.9861312963323,0.00159101270479012,861,0.198983129188814,94.042,99.9861312962995,0.00159101270478912,861,0.198983129188814,,,,,
