trait,alpha,year_loc,nRecords,eigen,tensorEVD,eigen.SE,tensorEVD.SE
yield,0.9,2021-IAH4,1437,0.52292334776414,0.526216899998283,0.0225012763457289,0.0224477057666369
yield,0.9,2021-ILH1,528,0.42618308134119,0.422265518796152,0.0394440447195455,0.0395240657216683
yield,0.9,2021-INH1,575,0.474282255338785,0.477575130986283,0.0367781031264864,0.0367036619869471
yield,0.9,2021-MIH1,867,0.381637956038479,0.391510307326403,0.0314275471100354,0.03128684517848
yield,0.9,2021-MNH1,535,0.456971415533365,0.461038071591294,0.0385277153569911,0.0384367099130106
yield,0.9,2021-NEH1,529,0.399663063182958,0.405382010052781,0.0399304289653535,0.0398208851671385
yield,0.9,2021-NEH2,535,0.346679421163081,0.352458498760462,0.0406285830618952,0.0405351862682316
yield,0.9,2021-NYH1,43,0.355400767997221,0.351014253474604,0.145977804369236,0.146236443512425
yield,0.9,2021-NYH2,489,0.20253855227506,0.19485690506914,0.0443751538700475,0.0444457259997461
yield,0.9,2021-NYH3,464,0.159589035968169,0.163382357751393,0.0459279347884998,0.0458990565025684
yield,0.9,2021-WIH1,492,0.442807087153638,0.446045242279075,0.04050502320994,0.0404324491285282
yield,0.9,2021-WIH2,1535,0.503887442618335,0.501106413084006,0.0220610764184511,0.0221023587299187
yield,0.95,2014-IAH1,1557,0.38304521986473,0.385938086261744,0.0234250032622931,0.0233944478197859
yield,0.95,2014-ILH1,462,0.390453548240615,0.391331005014676,0.042924251447382,0.0429068770335247
yield,0.95,2014-INH1,477,0.556415449194889,0.553766771413422,0.0381245009740524,0.0382056034159321
yield,0.95,2014-MNH1,443,0.585719979368036,0.584326120399327,0.0385958801324086,0.0386437589021055
yield,0.95,2014-MOH2,495,0.521809464421919,0.525484603628442,0.0384199830431763,0.0383182449128841
yield,0.95,2014-NEH1,448,0.220601664316193,0.220516374335212,0.0461848233206432,0.0461857365595397
yield,0.95,2014-NEH2,458,0.161055975548488,0.164062357235153,0.0462179469949726,0.0461947522779688
yield,0.95,2014-NYH2,479,0.42975148665086,0.426743334811765,0.0413431125508315,0.041408385051912
yield,0.95,2014-WIH1,487,0.557256237794546,0.561974283742556,0.0377038236853097,0.0375591603282197
yield,0.95,2015-ILH1,477,0.476275368081552,0.478792562363105,0.0403448757265022,0.0402821021305276
yield,0.95,2015-INH1,487,0.355676104572296,0.35646036114423,0.0424384213353374,0.0424248519594262
yield,0.95,2015-KSH1,476,0.241408247508751,0.238842799254911,0.04457303441205,0.0446021824323667
yield,0.95,2015-MNH1,486,0.385896514044134,0.388133618178976,0.0419337306892896,0.0418910505057809
yield,0.95,2015-MOH1,487,0.178657074966502,0.179353457479993,0.0446771153755157,0.0446713621053854
yield,0.95,2015-MOH2,484,0.285304792405128,0.283716015916591,0.0436556017858366,0.0436770784648056
yield,0.95,2015-NEH2,466,0.183243339107387,0.180017424549382,0.0456377669589746,0.0456654279284113
yield,0.95,2015-NEH3,267,0.181968098468358,0.17373889892235,0.0604039112547127,0.0604952764412465
yield,0.95,2015-NYH2,457,0.381296772351076,0.386331763560171,0.0433390104552584,0.0432408986412929
yield,0.95,2015-NYH3,483,0.418150641134067,0.419540721099657,0.0414184578586794,0.0413892225202395
yield,0.95,2015-OHH1,490,0.557537193634176,0.561841240030039,0.0375792135415128,0.03744762520107
yield,0.95,2015-SDH1,454,0.452616875652638,0.457045249202409,0.0419422792338809,0.0418359004537162
yield,0.95,2016-IAH2,785,0.52609422286324,0.527060327297177,0.0303917560549671,0.0303703704540959
yield,0.95,2016-IAH3,771,0.287711439285791,0.289305433873156,0.0345361635100416,0.0345188432725253
yield,0.95,2016-IAH4,811,0.462706469603374,0.461426996274602,0.0311680861745061,0.0311915238222623
yield,0.95,2016-ILH1,334,0.254870697967147,0.258290198207854,0.0530696555038225,0.0530198352718893
yield,0.95,2016-INH1,472,0.597834706821251,0.597354486201506,0.0369759456979157,0.0369924551771274
yield,0.95,2016-MIH1,473,0.514373708809518,0.514947417127734,0.039514562009433,0.0394986940468752
yield,0.95,2016-MNH1,417,0.55146030692885,0.554005492280746,0.0409493230707967,0.0408664564638321
yield,0.95,2016-NEH1,235,0.538132141493018,0.535735106703614,0.0552176263412739,0.0553175730309202
yield,0.95,2016-NEH4,219,0.354111287805868,0.362711110569318,0.0634857361188003,0.0632616048358209
yield,0.95,2016-NYH1,388,0.458140268694948,0.461688497994984,0.0452427961860898,0.0451492553780178
yield,0.95,2016-NYH2,339,0.300745427460665,0.304817721133091,0.0519515920497435,0.0518811171541334
yield,0.95,2016-NYH2L,97,0.302916001830069,0.306550818323155,0.0977775076834774,0.0976581899325346
yield,0.95,2016-WIH1,645,0.613615816403996,0.615315458807637,0.031138970844004,0.0310867668023128
yield,0.95,2016-WIH2,830,0.616193402207331,0.617294426299065,0.0273708140663072,0.0273408347620043
yield,0.95,2017-COH1,860,0.519187197327103,0.520582177204228,0.0291776300566806,0.0291486463834521
yield,0.95,2017-IAH4,685,0.561551790430258,0.565532514859851,0.0316611725731,0.0315572633576511
yield,0.95,2017-ILH1,350,0.0577666702539416,0.0556292682705611,0.0535161113297801,0.0535226180707606
yield,0.95,2017-INH1,327,0.461848480657411,0.463474419532366,0.0491996241672462,0.0491525556871864
yield,0.95,2017-MIH1,373,0.52836928385548,0.529518139797188,0.0440786450999709,0.0440414696644437
yield,0.95,2017-MNH1,431,0.397976331512903,0.399554368515105,0.0442922809619249,0.0442591517040065
yield,0.95,2017-NYH1,410,0.397329271563411,0.39983685768941,0.0454317374696047,0.0453777847747267
yield,0.95,2017-NYH2,396,0.2769203447772,0.277376390826665,0.0484090838333568,0.0484024566701476
yield,0.95,2017-NYH3,259,0.219001392540607,0.222603135110559,0.0608640249517555,0.0608131617255842
yield,0.95,2017-WIH1,572,0.572676214127418,0.572494323661606,0.0343368748072831,0.0343421956550932
yield,0.95,2017-WIH2,574,0.582934059188324,0.583484516265637,0.0339731455711256,0.0339566213219947
yield,0.95,2018-IAH2,730,0.418954768010275,0.422656817318602,0.0336529822977024,0.0335893350170484
yield,0.95,2018-IAH4,1357,0.39264780720968,0.390262287817783,0.0249845369077955,0.0250121055076168
yield,0.95,2018-ILH1,489,0.509814930828563,0.520896412035519,0.0389831937753781,0.0386812098006213
yield,0.95,2018-INH1,488,0.341670661696571,0.342528860178072,0.0426310895010792,0.0426169168854967
yield,0.95,2018-MIH1,476,0.333462683761376,0.339106050660279,0.0433025524856137,0.0432099937261937
yield,0.95,2018-MNH1,1763,0.701263061765138,0.701806595889557,0.0169883234476692,0.0169755728898336
yield,0.95,2018-MOH1,1279,0.211309684540556,0.21498539668008,0.0273517677504666,0.0273293277061377
yield,0.95,2018-NYH1,476,0.396580722519996,0.391849005596042,0.0421651297361416,0.0422583563956328
yield,0.95,2018-NYH2,675,0.287160603621141,0.28330393668616,0.0369236549758088,0.0369678965873808
yield,0.95,2018-NYH3,683,0.260255261790882,0.266336849032259,0.0369995673806942,0.0369359624200269
yield,0.95,2018-OHH1,479,0.299200850571508,0.295608424425286,0.0436893659138763,0.0437406032893818
yield,0.95,2018-WIH1,765,0.357262653235675,0.35648291507835,0.0338132136339564,0.033823997686142
yield,0.95,2018-WIH2,1529,0.109062342931653,0.110988676034091,0.0254379505656642,0.02543249361277
yield,0.95,2019-IAH4,1516,0.1345130384084,0.134660349639839,0.0254666648547288,0.025466150640107
yield,0.95,2019-ILH1,473,0.361589224813659,0.364819606340281,0.0429598447893886,0.0429018198464272
yield,0.95,2019-INH1,463,0.343294518030605,0.343801525333006,0.043744200083856,0.0437355618860623
yield,0.95,2019-MIH1,480,0.191554943906988,0.188281475055918,0.0448919368095443,0.0449208994736351
yield,0.95,2019-MNH1,1517,0.375148684378307,0.376815403188549,0.0238153438711781,0.0237979691276496
yield,0.95,2019-MOH1,661,0.213329437332835,0.214660887830561,0.0380577500470706,0.0380463877721997
yield,0.95,2019-NEH1,340,0.202330407747902,0.197137102519894,0.0532678396402793,0.0533254205954962
yield,0.95,2019-NEH2,170,0.225317607099429,0.222700429271383,0.0751677479569698,0.0752141592705512
yield,0.95,2019-NEH2L,174,0.100334194649404,0.0965987375907389,0.0758645154582909,0.0758926982690523
yield,0.95,2019-NYH1,479,0.17011192787069,0.174545209941318,0.0451194996588809,0.0450839880022345
yield,0.95,2019-NYH2,769,0.0154035430611259,0.0244608894755044,0.0361036233335543,0.0360971033029771
yield,0.95,2019-NYH3,757,0.0823710759577476,0.079519007136575,0.036270050510495,0.0362784800660027
yield,0.95,2019-OHH1,477,0.206813660777909,0.208787104011833,0.0448911692104979,0.0448719334433441
yield,0.95,2019-WIH1,754,0.00517340093220141,0.00563220532458869,0.0364657598784717,0.0364656694835278
yield,0.95,2019-WIH2,1472,0.396129213039769,0.397404832826626,0.0239483805223625,0.023933999367962
yield,0.95,2020-INH1,576,0.377558089232082,0.375923581525407,0.0386499047615339,0.0386776515987408
yield,0.95,2020-MIH1,883,0.26058905190369,0.261228089438684,0.0325268307309264,0.0325210118977883
yield,0.95,2020-MNH1,483,0.326816953727472,0.330850747906367,0.0430922879188332,0.0430282453915526
yield,0.95,2020-NEH1,536,0.344487331961762,0.342834220886555,0.0406254582945712,0.0406516372651724
yield,0.95,2020-NEH2,528,0.240160630601121,0.242750435796045,0.0423259772347543,0.0422978805103397
yield,0.95,2020-NYH1,38,0.129488021723881,0.149422754892885,0.165263497703082,0.164795566984625
yield,0.95,2020-NYH2,473,0.137517947237609,0.13737496804358,0.0456397974680513,0.0456407116600815
yield,0.95,2020-NYH3,475,0.220986843182797,0.22118332439464,0.0448432745337504,0.0448412265244282
yield,0.95,2020-OHH1,487,0.337172639948084,0.341613891994648,0.0427487170090335,0.0426759535081216
yield,0.95,2020-WIH1,487,0.236797844636348,0.236515490051373,0.0441162190708167,0.0441193419716554
yield,0.95,2020-WIH2,1510,0.255015092857726,0.255209156539381,0.0248998964345258,0.0248985779106981
yield,0.95,2021-IAH4,1437,0.529556529292884,0.52871034451445,0.0223929101877858,0.022406839604185
yield,0.95,2021-ILH1,528,0.427110698862368,0.429462982457092,0.0394249648503958,0.0393763537807966
yield,0.95,2021-INH1,575,0.471474689058504,0.476410748662997,0.0368410485450787,0.0367300609812046
yield,0.95,2021-MIH1,867,0.395309842011685,0.395389754572393,0.0312315634180562,0.0312303939324858
yield,0.95,2021-MNH1,535,0.464741192063928,0.462543687483585,0.0383529482393111,0.0384027569261537
yield,0.95,2021-NEH1,529,0.401806325863866,0.411743916258136,0.0398895932768767,0.0396968337517427
yield,0.95,2021-NEH2,535,0.360521009456492,0.357475960523766,0.0404019346809916,0.0404526670258923
yield,0.95,2021-NYH1,43,0.336941143521056,0.348792639878882,0.14704161231191,0.1463660375079
yield,0.95,2021-NYH2,489,0.201694288892434,0.202419783185628,0.0443830492327356,0.0443762666505189
yield,0.95,2021-NYH3,464,0.164103418216463,0.164844471125684,0.0458934883036684,0.04588773946022
yield,0.95,2021-WIH1,492,0.448204531086719,0.445385096033817,0.040383687813965,0.0404472979403495
yield,0.95,2021-WIH2,1535,0.504695719434475,0.502903473514148,0.0220490207397119,0.0220757176568178
yield,0.98,2014-IAH1,1557,0.383190360528444,0.385791002553304,0.0234234766613652,0.0233960078814805
yield,0.98,2014-ILH1,462,0.390924153780083,0.39273010076902,0.0429149387689923,0.0428790784078739
yield,0.98,2014-INH1,477,0.556300526634894,0.554957339757503,0.0381280315189077,0.0381692174415947
yield,0.98,2014-MNH1,443,0.586257450844869,0.586984398030574,0.0385773717152362,0.0385522973268869
yield,0.98,2014-MOH2,495,0.526944984986379,0.52497974553765,0.0382775436842863,0.0383322791429171
yield,0.98,2014-NEH1,448,0.220453797145163,0.221426052654914,0.0461864063660952,0.0461759770790562
yield,0.98,2014-NEH2,458,0.167082962244222,0.163263882608083,0.0461710037482633,0.0462009556139239
yield,0.98,2014-NYH2,479,0.428896992960761,0.427796549136216,0.041361710927848,0.0413855957012265
yield,0.98,2014-WIH1,487,0.566310530075489,0.563240954296654,0.0374246289578152,0.0375200187776917
yield,0.98,2015-ILH1,477,0.479058921760689,0.478981353900605,0.0402754345785038,0.0402773767665003
yield,0.98,2015-INH1,487,0.358830513100363,0.357669729305552,0.0423836348224056,0.0424038600834437
yield,0.98,2015-KSH1,476,0.242939762205484,0.242376717187625,0.0445554760622063,0.0445619449140862
yield,0.98,2015-MNH1,486,0.39089406069475,0.390758234306629,0.0418379852643318,0.0418406066929363
yield,0.98,2015-MOH1,487,0.177581757844849,0.181200863979134,0.0446859538640922,0.0446559873935075
yield,0.98,2015-MOH2,484,0.282346988876322,0.282982220571939,0.043695480027563,0.0436869536922057
yield,0.98,2015-NEH2,466,0.188282519788861,0.184957236914528,0.04559353999779,0.0456228641567373
yield,0.98,2015-NEH3,267,0.175373381430062,0.175061957678782,0.0604774767706965,0.0604808814630058
yield,0.98,2015-NYH2,457,0.38567523844609,0.384157481684907,0.0432537773348788,0.0432834518861071
yield,0.98,2015-NYH3,483,0.421146888143755,0.419565110302186,0.0413552958647874,0.0413887085302088
yield,0.98,2015-OHH1,490,0.563662170712625,0.563007036619658,0.0373915085616431,0.0374117288064642
yield,0.98,2015-SDH1,454,0.457482356727766,0.457757815107064,0.0418253292991181,0.0418186609568281
yield,0.98,2016-IAH2,785,0.529932687943613,0.530995536392887,0.0303064666975461,0.0302826982608914
yield,0.98,2016-IAH3,771,0.289497127414866,0.289744522738161,0.0345167533099772,0.0345140538184013
yield,0.98,2016-IAH4,811,0.462477586132059,0.463700524650854,0.0311722849694547,0.0311498198618724
yield,0.98,2016-ILH1,334,0.255132992119522,0.258073002248852,0.0530658591812003,0.0530230208446176
yield,0.98,2016-INH1,472,0.597572853844991,0.598679277899255,0.0369849504858612,0.0369468601209332
yield,0.98,2016-MIH1,473,0.516794244996004,0.514970135722957,0.0394474497476105,0.0394980651871937
yield,0.98,2016-MNH1,417,0.554818397562329,0.5565633732036,0.0408398737866183,0.0407826212576673
yield,0.98,2016-NEH1,235,0.534328086409023,0.537670776084119,0.0553759486718444,0.0552369121680313
yield,0.98,2016-NEH4,219,0.363359489900017,0.363466360063777,0.0632444559089883,0.0632416259224723
yield,0.98,2016-NYH1,388,0.467515026754719,0.462077512640769,0.0449936581529646,0.0451389441679833
yield,0.98,2016-NYH2,339,0.309937786217839,0.308133571291226,0.051791025214822,0.0518229610741276
yield,0.98,2016-NYH2L,97,0.30932088070898,0.307817566121881,0.0975662038530179,0.0976162381868703
yield,0.98,2016-WIH1,645,0.616918931027794,0.616542951354481,0.0310373034108372,0.0310489201404774
yield,0.98,2016-WIH2,830,0.616500581937435,0.617895491175462,0.0273624586887973,0.027324432139925
yield,0.98,2017-COH1,860,0.520944339009959,0.519383344601225,0.0291411042625032,0.0291735611168928
yield,0.98,2017-IAH4,685,0.565872741963773,0.565843676392749,0.0315483323898024,0.0315490956702107
yield,0.98,2017-ILH1,350,0.0605636256470972,0.0600527806944589,0.0535072249726823,0.053508879473971
yield,0.98,2017-INH1,327,0.463799594504919,0.464505301913538,0.049143117090238,0.0491226040556989
yield,0.98,2017-MIH1,373,0.529526085257994,0.530168573179657,0.0440412121694751,0.0440203727649247
yield,0.98,2017-MNH1,431,0.399177605444781,0.399347783947096,0.0442670756252182,0.0442634976044418
yield,0.98,2017-NYH1,410,0.397935426903761,0.398407561559324,0.0454187325312195,0.0454085866591685
yield,0.98,2017-NYH2,396,0.278917682153169,0.277611569366815,0.0483799714868853,0.0483990344890927
yield,0.98,2017-NYH3,259,0.224609380744283,0.227460135311722,0.0607844512834286,0.0607431886573671
yield,0.98,2017-WIH1,572,0.57358423540877,0.574471715756062,0.0343102747868377,0.034284215789109
yield,0.98,2017-WIH2,574,0.584645623608863,0.584572815357461,0.0339216882680727,0.0339238818746086
yield,0.98,2018-IAH2,730,0.421794455353742,0.422714384807473,0.0336042219481038,0.0335883399132426
yield,0.98,2018-IAH4,1357,0.392020321551425,0.390850570047902,0.0249918077720021,0.0250053253648132
yield,0.98,2018-ILH1,489,0.524778912905511,0.523718181378656,0.0385733013114656,0.0386028923625482
yield,0.98,2018-INH1,488,0.344190354794477,0.345764368377789,0.0425893637987081,0.0425631218870785
yield,0.98,2018-MIH1,476,0.341382873527169,0.33743336220066,0.0431721540016729,0.0432376107489578
yield,0.98,2018-MNH1,1763,0.703352242561076,0.70300498760142,0.016939207581331,0.0169473914145124
yield,0.98,2018-MOH1,1279,0.216843372971571,0.21517019753872,0.027317830475029,0.0273281887978108
yield,0.98,2018-NYH1,476,0.398029103743413,0.395386133896167,0.0421363276866169,0.0421887912084983
yield,0.98,2018-NYH2,675,0.28175692505961,0.27983954595778,0.036985460280841,0.0370070839473405
yield,0.98,2018-NYH3,683,0.271154053338057,0.269341650797024,0.0368844582306649,0.0369039527099485
yield,0.98,2018-OHH1,479,0.308510963637924,0.303567638073458,0.0435534079066545,0.0436261680053525
yield,0.98,2018-WIH1,765,0.360961978610906,0.358805610651117,0.0337616821196879,0.0337917943494309
yield,0.98,2018-WIH2,1529,0.112877812956055,0.111962752060725,0.0254270480716118,0.0254296974077456
yield,0.98,2019-IAH4,1516,0.136365938590671,0.138425023792191,0.0254601552459293,0.0254528147998194
yield,0.98,2019-ILH1,473,0.368904621394675,0.369508303906768,0.0428275904759278,0.0428165397864716
yield,0.98,2019-INH1,463,0.346209086057826,0.348436218014045,0.0436943452942863,0.043655926487919
yield,0.98,2019-MIH1,480,0.186230372064325,0.186401409232065,0.0449387832920221,0.0449372997551139
yield,0.98,2019-MNH1,1517,0.374734233989039,0.374506417273563,0.0238196503990529,0.023822015269472
yield,0.98,2019-MOH1,661,0.215358596245176,0.216706736390726,0.0380404041053282,0.0380287845297697
yield,0.98,2019-NEH1,340,0.197173176695421,0.203254761433973,0.0533250259972649,0.0532574272386318
yield,0.98,2019-NEH2,170,0.225102692569184,0.228716483772276,0.0751715806306647,0.0751066214367015
yield,0.98,2019-NEH2L,174,0.108650444272468,0.104657057112333,0.0757978907235288,0.0758305523962759
yield,0.98,2019-NYH1,479,0.174520346922316,0.1732801092305,0.0450841897873779,0.045094217782915
yield,0.98,2019-NYH2,769,0.0220352890927886,0.0201825327728587,0.0360991400005657,0.0361005524841678
yield,0.98,2019-NYH3,757,0.0783224798578519,0.0817371859138375,0.0362819275090698,0.036271949873162
yield,0.98,2019-OHH1,477,0.20249663101146,0.205795224372682,0.0449325837562057,0.0449010215714379
yield,0.98,2019-WIH1,754,-0.00136561864173078,0.00204492676718198,0.0364662138712447,0.0364661716284749
yield,0.98,2019-WIH2,1472,0.395210779002273,0.39663881644724,0.0239587008631082,0.0239426419084446
yield,0.98,2020-INH1,576,0.377729830372859,0.376954076520829,0.0386469811949354,0.0386601746165721
yield,0.98,2020-MIH1,883,0.263800159296812,0.26372685188046,0.032497436831694,0.0324981121882037
yield,0.98,2020-MNH1,483,0.328824244930067,0.332200602387895,0.0430605292670825,0.0430066174807722
yield,0.98,2020-NEH1,536,0.349243979146882,0.347481404544457,0.0405493328574789,0.0405776795505548
yield,0.98,2020-NEH2,528,0.243019898328369,0.242727842059878,0.0422949387307351,0.0422981270133598
