"0","60","120","180","240","300","360","420","480","540","600","660","720"
"23",92.79802497159,142.552031666511,646.318863094811,148.678833412335,620.820101796737,149.752283175847,284.988905345865,384.285532938373,547.941024624202,366.726366916541,256.570067772911,920.627533019597,868.058067974329
"24",47.9211063900026,201.040273443241,352.789909645732,194.306705053669,442.622630317252,262.289568314743,354.971993760577,355.657016402798,541.11931689184,332.598587812446,436.188915989731,870.390811778568,885.139518219651
"25",62.292011195097,149.047342217114,535.795311201761,200.598720989781,364.922436331049,186.956338907212,232.156000402675,467.77826039221,591.626803867769,413.094778046629,476.323454100544,723.293356671366,847.76239359876
"26",56.5918735349654,190.895004066953,483.628990939706,183.042145330877,620.852478864222,119.989598789601,305.900777978992,254.121714075744,267.020627148057,344.765902689745,259.158054573524,793.79237915371,1118.64815146425
"27",162.472971811301,594.590185708494,589.560718068241,352.939909006145,159.152589750321,427.446256145203,543.570930512328,82.0316861610969,561.432418193075,998.39908923515,902.030211565464,821.541140953869,508.856053504498
"28",143.413655205931,520.181912530885,931.727844971613,462.600994496152,336.261102520765,412.997554468863,488.667002172176,59.9526633167559,480.847203432443,762.816185246373,850.597515845659,601.007169950317,842.067932063667
"29",119.278904049969,517.49210547137,831.729999760838,585.762992697356,298.22473138992,366.119250038963,509.81466344577,69.7535627555654,615.189707398741,648.785643660745,1059.08443681773,654.671927314671,767.631216344379
"30",132.06347878913,580.724668953904,747.203940157561,369.133158602448,191.132537203777,423.663248819859,583.354930247152,58.2812730830163,435.45547820613,868.583351779623,1309.99255235509,633.799559522736,396.733070147606
"31",153.606612607382,417.97638253488,938.193281071029,448.817904726276,348.022139243604,426.927773215386,684.890442921132,123.966501296977,398.956020193477,674.563079985665,803.237893073224,543.488870553838,742.578952769194
"32",138.666393291621,483.605963320824,569.517335165984,389.752652259775,183.879859807716,438.506590861566,519.892932752095,85.3889222308725,783.042636257928,609.098508120201,725.082414999926,763.833750968117,888.281042632225
"33",129.064020295023,572.251407413938,748.04397014809,382.145241765795,264.759117622794,307.127218191153,649.772100594933,59.9639978808043,515.63275341584,938.283256513081,754.239371543197,806.044189005053,704.891675344972
"34",193.665219586716,432.417264403187,786.180563316694,307.176718707578,218.946752840232,453.650117925764,547.257951951465,94.0022514115153,579.769338285407,641.854249509846,990.619399876293,652.685400731469,637.499028883804
"35",98.1378529878993,331.058186805159,503.9497812171,529.44351936168,1375.69474940708,493.648689539621,130.301449479278,335.690686006149,685.728526087265,869.814240646623,450.499895116131,327.687705474787,561.777887124583
"36",89.1945974357957,378.979939059573,640.381819619563,1052.74960587337,1651.50282209929,476.372325784727,90.798734373375,270.394226815723,509.565746495046,779.548841317924,429.094245046535,374.990947018607,325.755038750933
"37",82.7704921661909,350.380251539144,524.633597811661,733.639272819062,1536.78661761887,712.179527448635,107.767030915911,355.880152820917,719.967889174788,1074.30207203015,458.941956526572,385.023043864479,486.338587554803
"38",78.1065721562843,331.511401442376,485.576940787059,745.500941998425,1257.16916629711,357.837381797537,118.684671715629,255.88445231943,795.138580880101,880.179610279992,469.961014614274,362.712341859314,608.862618568583
"39",72.0272997011357,342.720820566346,511.777941171139,715.186661445834,1557.84303113451,648.382457842593,157.835176356205,351.531561794571,711.34731574102,933.859647537933,554.168841290075,274.868364850094,418.975481926556
"40",88.8096586030224,377.28396686734,507.869820489275,907.130154631172,1121.68038416921,357.389081321879,98.3390284341465,188.720337730843,553.798925431486,1143.5533739963,537.653709069533,356.990090481718,444.377745154597
"41",73.0420979913523,298.891426987252,484.652062569824,568.672159265608,1369.52722587768,626.943084159689,120.182081064166,269.129079015207,808.103790396868,809.273663976277,618.631729215045,376.144022844358,479.701877075897
"42",51.9084067789502,341.248266265241,414.884040524058,708.43776766155,1425.03624709954,622.156901754037,128.557455457217,389.420550361122,907.844831060335,802.193014412824,501.44221318393,302.278808244121,511.759040356067
"43",79.8926639544574,125.72522788635,445.109954095511,611.848534433626,869.268347603528,510.400010259241,128.756337631863,209.351460637472,827.565501805177,1038.16886041425,382.240272211637,260.762839909944,598.159221975459
"44",209.020141690631,602.377533544283,314.494591560505,450.652063764382,238.42083533297,296.439997214421,1205.5252830991,506.264663608902,272.616271220338,884.749280884364,555.078357747242,549.273232659638,814.886784220762
"45",183.939837510212,552.932886726999,328.860516076413,205.606315060649,275.868161511477,379.996698434526,1274.2944023967,559.94438291827,299.475394733583,772.268747858668,430.59845382419,600.312760580272,1361.16337853077
"46",169.432941036543,656.479157280665,442.774436036329,257.063917437911,389.319792115359,427.303442194455,760.769178101866,438.701211959718,246.165697062757,761.69311044948,607.588511936969,495.694571431443,883.774111081814
"47",271.692282589732,546.023209437181,397.724232670653,323.029387254564,384.792342332285,588.365433366728,1156.57409209813,839.309063343787,384.080909214098,569.617498453511,568.818098820483,518.37362690953,1074.06373157624
"48",236.342679120631,475.531442978816,346.520867894351,267.321286243451,296.266998530832,337.296941589822,959.762005543727,642.07283471704,331.53898615697,618.336913380089,695.605085829088,413.421304709626,1116.34164123275
"49",131.079900309367,284.603087410913,386.080236069205,224.802637490769,186.238172080041,446.978206722819,1158.58004115836,752.987752842677,299.664519655074,637.08939939587,330.797732088124,617.891302855496,681.230634718559
"50",225.026040336232,278.398022103101,454.249307221346,384.037357790612,281.025437192522,310.424054630725,1286.27003473618,587.654250528969,238.975002107863,493.463745806712,585.040930821465,453.935004148391,856.53106759445
"51",256.527590916043,594.525632155038,542.055176379627,308.232415675791,299.165001158058,239.107304114138,1451.82230099143,790.221160217775,288.056058865035,524.080518675257,450.65606102207,560.743377866111,1015.93889786959
