,D4_1,D4_2,D6_1,D6_2
ENSMUSG00000109761,0.499344584,0.401095546,0.615061763,0.460394159
ENSMUSG00000098624,0.349541209,0.576574847,0.58943419,0.460394159
ENSMUSG00000084997,0.449410125,0.426164017,0.615061763,0.485971612
ENSMUSG00000053930,0.199737834,0.701917205,0.563806616,0.511549065
ENSMUSG00000026986,0.599213501,0.200547773,0.410041175,0.767323598
ENSMUSG00000036766,0.349541209,0.501369432,0.615061763,0.511549065
ENSMUSG00000039376,0.399475667,0.401095546,0.461296322,0.716168692
ENSMUSG00000038011,0.399475667,0.376027074,0.410041175,0.792901052
ENSMUSG00000054453,0.349541209,0.401095546,0.615061763,0.613858879
ENSMUSG00000008658,0.29960675,0.401095546,0.717572057,0.562703972
ENSMUSG00000076439,0.249672292,0.451232489,0.717572057,0.562703972
ENSMUSG00000056293,0.224705063,0.23815048,0.585333778,0.933577045
ENSMUSG00000052372,0.249672292,0.401095546,0.66631691,0.665013785
ENSMUSG00000073779,0.199737834,0.451232489,0.563806616,0.767323598
ENSMUSG00000090439,0.249672292,0.350958603,0.66631691,0.716168692
ENSMUSG00000103800,0.659134851,0.595125516,0.417216896,0.31204493
ENSMUSG00000019767,0.099868917,0.451232489,0.717572057,0.716168692
ENSMUSG00000086212,0.149803375,0.350958603,0.717572057,0.767323598
ENSMUSG00000038768,0.199737834,0.250684716,0.563806616,0.971943224
ENSMUSG00000049148,0.249672292,0.200547773,0.717572057,0.818478505
ENSMUSG00000078528,0.454902916,0.458251661,0.539204146,0.537126519
ENSMUSG00000092390,0.099868917,0.100273886,0.717572057,1.074253038
ENSMUSG00000039339,0.545284285,0.497358477,0.534078631,0.417935587
ENSMUSG00000067285,0.549279042,0.526437904,0.538179043,0.383661799
ENSMUSG00000115538,0.474377355,0.430174973,0.495637271,0.598512407
ENSMUSG00000117401,0.474377355,0.501369432,0.563806616,0.460394159
ENSMUSG00000109851,0.46189374,0.536966662,0.449507639,0.55810003
ENSMUSG00000103707,0.668622398,0.593120038,0.424392617,0.321252813
ENSMUSG00000080999,0.459397017,0.520421471,0.50947616,0.521780047
ENSMUSG00000035875,0.798951334,0.501369432,0.358786029,0.358084346
ENSMUSG00000032066,0.773984105,0.401095546,0.691944484,0.15346472
ENSMUSG00000079076,0.724049646,0.401095546,0.358786029,0.537126519
ENSMUSG00000069755,0.511328854,0.568051567,0.53356608,0.408727703
ENSMUSG00000113071,0.724049646,0.376027074,0.486923896,0.434816706
ENSMUSG00000090693,0.449410125,0.426164017,0.626337895,0.5202454
ENSMUSG00000022103,0.499344584,0.551506375,0.615061763,0.358084346
ENSMUSG00000085081,0.574246271,0.426164017,0.486923896,0.537126519
ENSMUSG00000073408,0.449410125,0.551506375,0.512551469,0.511549065
ENSMUSG00000115094,0.549279042,0.417640737,0.444382124,0.613858879
ENSMUSG00000098112,0.399475667,0.654287109,0.358786029,0.613858879
ENSMUSG00000073000,0.649147959,0.250684716,0.615061763,0.511549065
ENSMUSG00000027894,0.249672292,0.701917205,0.358786029,0.716168692
ENSMUSG00000038630,0.499344584,0.401095546,0.461296322,0.665013785
ENSMUSG00000024957,0.549279042,0.325890131,0.58943419,0.562703972
ENSMUSG00000040016,0.399475667,0.501369432,0.563806616,0.562703972
ENSMUSG00000005952,0.499344584,0.350958603,0.563806616,0.613858879
ENSMUSG00000097471,0.374508438,0.501369432,0.58943419,0.562703972
ENSMUSG00000078963,0.349541209,0.501369432,0.717572057,0.460394159
ENSMUSG00000035298,0.249672292,0.601643319,0.563806616,0.613858879
ENSMUSG00000027338,0.29960675,0.526437904,0.768827204,0.434816706
ENSMUSG00000022126,0.449410125,0.350958603,0.820082351,0.409239252
ENSMUSG00000042254,0.249672292,0.551506375,0.615061763,0.613858879
ENSMUSG00000111079,0.474377355,0.275753188,0.768827204,0.511549065
ENSMUSG00000074758,0.399475667,0.300821659,0.461296322,0.869633411
ENSMUSG00000063193,0.349541209,0.350958603,0.66631691,0.665013785
ENSMUSG00000054659,0.349541209,0.350958603,0.922592645,0.409239252
ENSMUSG00000054046,0.349541209,0.200547773,0.973847792,0.511549065
ENSMUSG00000047485,0.199737834,0.300821659,0.66631691,0.869633411
ENSMUSG00000037849,0.582735129,0.409618826,0.503838094,0.545822853
ENSMUSG00000085596,0.224705063,0.381542138,0.643764645,0.792901052
ENSMUSG00000031384,0.049934458,0.15041083,0.871337498,0.971943224
ENSMUSG00000101172,0.62418073,0.601643319,0.333158455,0.485971612
ENSMUSG00000075425,0.574246271,0.476300961,0.538179043,0.460394159
ENSMUSG00000052087,0.166281746,0.501369432,0.717572057,0.665013785
ENSMUSG00000080760,0.499344584,0.426164017,0.538179043,0.588281425
ENSMUSG00000087993,0.324573979,0.551506375,0.66631691,0.511549065
ENSMUSG00000097075,0.349541209,0.426164017,0.794454777,0.485971612
ENSMUSG00000054136,0.749016876,0.802191092,0.153765441,0.358084346
ENSMUSG00000079261,0.524311813,0.852328035,0.205020588,0.485971612
ENSMUSG00000110415,0.449410125,0.546994051,0.577645506,0.494156397
ENSMUSG00000041703,0.62418073,0.676848733,0.486923896,0.281351986
ENSMUSG00000013158,0.62418073,0.576574847,0.486923896,0.383661799
ENSMUSG00000064440,0.599213501,0.551506375,0.512551469,0.409239252
ENSMUSG00000114622,0.549279042,0.601643319,0.435668749,0.485971612
ENSMUSG00000064453,0.649147959,0.476300961,0.461296322,0.485971612
ENSMUSG00000104318,0.679607979,0.595125516,0.457195911,0.341203227
ENSMUSG00000097113,0.649147959,0.451232489,0.461296322,0.511549065
ENSMUSG00000104141,0.524311813,0.576574847,0.615061763,0.358084346
ENSMUSG00000031312,0.449410125,0.601643319,0.66631691,0.358084346
ENSMUSG00000094597,0.449410125,0.451232489,0.563806616,0.613858879
ENSMUSG00000026601,0.399475667,0.501369432,0.461296322,0.716168692
ENSMUSG00000083562,0.452406193,0.516410515,0.547404969,0.563215521
ENSMUSG00000072905,0.528805914,0.492344782,0.489486653,0.56935411
ENSMUSG00000064225,0.249672292,0.601643319,0.768827204,0.460394159
ENSMUSG00000113983,0.424442896,0.376027074,0.66631691,0.613858879
ENSMUSG00000074452,0.324573979,0.451232489,0.358786029,0.946365771
ENSMUSG00000004328,0.449410125,0.300821659,0.563806616,0.767323598
ENSMUSG00000086003,0.399475667,0.350958603,0.615061763,0.716168692
ENSMUSG00000054206,0.399475667,0.350958603,0.820082351,0.511549065
ENSMUSG00000070167,0.399475667,0.300821659,0.640689337,0.741746145
ENSMUSG00000030708,0.449410125,0.175479301,0.768827204,0.690591238
ENSMUSG00000056854,0.249672292,0.401095546,0.768827204,0.665013785
ENSMUSG00000021636,0.249672292,0.350958603,0.820082351,0.665013785
ENSMUSG00000081875,0.649147959,0.585098127,0.393126977,0.460394159
ENSMUSG00000074403,0.367018269,0.340931214,0.64889016,0.732026713
ENSMUSG00000020333,0.848885792,0.601643319,0.307530882,0.332506893
ENSMUSG00000109813,0.532800671,0.517914623,0.393126977,0.648132666
ENSMUSG00000056158,0.149803375,0.100273886,0.768827204,1.074253038
ENSMUSG00000111596,0.551775765,0.418142106,0.520239741,0.603116348
ENSMUSG00000081059,0.661631573,0.413629782,0.538179043,0.485971612
ENSMUSG00000077702,0.674115188,0.376027074,0.486923896,0.562703972
ENSMUSG00000058246,0.584233163,0.601643319,0.256275735,0.659898294
ENSMUSG00000071475,0.535796738,0.426164017,0.494612168,0.647109568
ENSMUSG00000081332,0.482866213,0.605654274,0.414141587,0.601070152
ENSMUSG00000031906,0.549279042,0.376027074,0.694507241,0.485971612
ENSMUSG00000040367,0.399475667,0.350958603,0.691944484,0.665013785
ENSMUSG00000087236,0.249672292,0.451232489,0.58943419,0.818478505
ENSMUSG00000064918,0.898820251,0.651780262,0.153765441,0.409239252
ENSMUSG00000083054,0.59372071,0.621698096,0.529978219,0.368315327
ENSMUSG00000086589,0.502839996,0.303328506,0.771389961,0.538149617
ENSMUSG00000031994,0.724049646,0.752054148,0.435668749,0.204619626
ENSMUSG00000028713,0.199737834,0.15041083,0.973847792,0.792901052
ENSMUSG00000113643,0.626677453,0.376027074,0.552017932,0.563215521
ENSMUSG00000059042,0.274639521,0.125342358,1.019977424,0.699287573
ENSMUSG00000065378,0.424442896,0.827259563,0.461296322,0.409239252
ENSMUSG00000020717,0.262655251,0.205561467,1.027665696,0.626647605
ENSMUSG00000043807,0.499344584,0.701917205,0.461296322,0.460394159
ENSMUSG00000042567,0.499344584,0.701917205,0.563806616,0.358084346
ENSMUSG00000055489,0.349541209,0.852328035,0.563806616,0.358084346
ENSMUSG00000035403,0.773984105,0.325890131,0.563806616,0.460394159
ENSMUSG00000105333,0.588727264,0.506884496,0.497687477,0.53098793
ENSMUSG00000044052,0.499344584,0.601643319,0.512551469,0.511549065
ENSMUSG00000059395,0.599213501,0.501369432,0.768827204,0.255774533
ENSMUSG00000098812,0.62418073,0.451232489,0.563806616,0.485971612
ENSMUSG00000037437,0.29960675,0.802191092,0.717572057,0.306929439
ENSMUSG00000064493,0.449410125,0.551506375,0.538179043,0.588281425
ENSMUSG00000047976,0.499344584,0.501369432,0.66631691,0.460394159
ENSMUSG00000003585,0.449410125,0.551506375,0.768827204,0.358084346
ENSMUSG00000090273,0.449410125,0.401095546,0.563806616,0.716168692
ENSMUSG00000020486,0.599213501,0.200547773,0.66631691,0.665013785
ENSMUSG00000066537,0.524311813,0.125342358,0.832896138,0.649667313
ENSMUSG00000023045,0.810935604,0.372016119,0.31060619,0.639436332
ENSMUSG00000039269,0.549279042,0.15041083,0.768827204,0.665013785
ENSMUSG00000083890,0.349541209,0.350958603,0.691944484,0.741746145
ENSMUSG00000038793,0.274639521,0.451232489,1.050730512,0.358084346
ENSMUSG00000081769,0.249672292,0.451232489,0.768827204,0.665013785
ENSMUSG00000003271,0.324573979,0.325890131,0.896965071,0.588281425
ENSMUSG00000061132,0.549279042,0.152917677,0.768827204,0.665013785
ENSMUSG00000080798,0.613195149,0.478306438,0.608911146,0.435839804
ENSMUSG00000065546,0.199737834,0.300821659,1.230123526,0.409239252
ENSMUSG00000030825,0.099868917,0.200547773,1.076358086,0.767323598
ENSMUSG00000051136,0.099868917,0.100273886,0.615061763,1.33002757
ENSMUSG00000102312,0.715560789,0.645262459,0.457195911,0.328926049
ENSMUSG00000112259,0.599213501,0.62671179,0.410041175,0.511549065
ENSMUSG00000082671,0.562262001,0.521424209,0.535616285,0.529453283
ENSMUSG00000098997,0.399475667,0.651780262,0.563806616,0.537126519
ENSMUSG00000044005,0.62418073,0.350958603,0.410041175,0.767323598
ENSMUSG00000032589,0.349541209,0.501369432,0.691944484,0.613858879
ENSMUSG00000091754,0.597216122,0.581087172,0.443869572,0.535080323
ENSMUSG00000083106,0.577242339,0.579081694,0.456170808,0.544799755
ENSMUSG00000102206,0.652144026,0.61818851,0.52690291,0.360130542
ENSMUSG00000073067,0.249672292,0.325890131,1.050730512,0.537126519
ENSMUSG00000023011,0.260657873,0.413128412,0.877488115,0.613858879
ENSMUSG00000027022,0.099868917,0.300821659,1.025102939,0.741746145
ENSMUSG00000024064,0.699082417,0.752054148,0.410041175,0.306929439
ENSMUSG00000087444,0.62418073,0.651780262,0.410041175,0.485971612
ENSMUSG00000077167,0.599213501,0.651780262,0.256275735,0.665013785
ENSMUSG00000034107,0.649147959,0.601643319,0.66631691,0.255774533
ENSMUSG00000110361,0.524311813,0.676848733,0.435668749,0.537126519
ENSMUSG00000052302,0.449410125,0.701917205,0.461296322,0.562703972
ENSMUSG00000053353,0.599213501,0.501369432,0.563806616,0.511549065
ENSMUSG00000084041,0.584732508,0.571561153,0.451045293,0.570377208
ENSMUSG00000013707,0.399475667,0.601643319,0.461296322,0.716168692
ENSMUSG00000064844,0.449410125,0.501369432,0.66631691,0.562703972
ENSMUSG00000099590,0.449410125,0.476300961,0.512551469,0.741746145
ENSMUSG00000113075,0.534798049,0.507385865,0.582771021,0.557588481
ENSMUSG00000004707,0.399475667,0.350958603,0.563806616,0.869633411
ENSMUSG00000085197,0.399475667,0.350958603,0.717572057,0.716168692
ENSMUSG00000113722,0.349541209,0.350958603,0.717572057,0.767323598
ENSMUSG00000032878,0.249672292,0.451232489,0.871337498,0.613858879
ENSMUSG00000045515,0.349541209,0.200547773,0.768827204,0.869633411
ENSMUSG00000096957,0.998689168,0.401095546,0.512551469,0.281351986
ENSMUSG00000092563,0.692091593,0.539473509,0.404915661,0.55861158
ENSMUSG00000099047,0.649147959,0.701917205,0.435668749,0.409239252
ENSMUSG00000025330,0.099868917,0.15041083,0.973847792,0.971943224
ENSMUSG00000081564,0.349541209,0.413629782,0.66631691,0.767323598
ENSMUSG00000024354,0.460395706,0.73250074,0.668879667,0.335064638
ENSMUSG00000090881,0.424442896,0.46777768,0.503838094,0.801597386
ENSMUSG00000108571,0.489357692,0.553511853,0.597122462,0.55861158
ENSMUSG00000066072,0,0.016545191,1.221410151,0.96324689
ENSMUSG00000105076,0.599213501,0.501369432,0.486923896,0.613858879
ENSMUSG00000103442,0.659134851,0.595125516,0.610961351,0.336599285
ENSMUSG00000064968,0.574246271,0.426164017,0.66631691,0.537126519
ENSMUSG00000030523,0.302103473,0,0.976410549,0.925903809
ENSMUSG00000097965,0.494351138,0.554013223,0.609936248,0.5473575
ENSMUSG00000039853,0.474377355,0.426164017,0.896965071,0.409239252
ENSMUSG00000018986,0.524311813,0.52092284,0.461296322,0.70082222
ENSMUSG00000049985,0.349541209,0.376027074,0.768827204,0.716168692
ENSMUSG00000053693,0.424442896,0.401095546,0.720647366,0.665013785
ENSMUSG00000081880,0.55127642,0.550002267,0.601222873,0.511037516
ENSMUSG00000044390,0.499344584,0.381542138,0.582258469,0.750442479
ENSMUSG00000039717,0.199737834,0.401095546,0.768827204,0.844055958
ENSMUSG00000089768,0.5577679,0.409618826,0.691944484,0.55861158
ENSMUSG00000070532,0.224705063,0.175479301,0.948220218,0.869633411
ENSMUSG00000027824,0.734535883,0.307840831,0.66631691,0.510525967
ENSMUSG00000055210,0.749016876,0.651780262,0.358786029,0.460394159
ENSMUSG00000098701,0.574246271,0.726985677,0.486923896,0.434816706
ENSMUSG00000112068,0.699082417,0.576574847,0.640689337,0.306929439
ENSMUSG00000040009,0.599213501,0.601643319,0.563806616,0.460394159
ENSMUSG00000085631,0.549279042,0.551506375,0.538179043,0.588281425
ENSMUSG00000051506,0.399475667,0.651780262,0.461296322,0.716168692
ENSMUSG00000058794,0.449410125,0.401095546,0.66631691,0.716168692
ENSMUSG00000075410,0.274639521,0.576574847,0.922592645,0.460394159
ENSMUSG00000041552,0.399475667,0.376027074,1.025102939,0.434816706
ENSMUSG00000020014,0.599213501,0.305835354,0.66631691,0.665013785
ENSMUSG00000028573,0.349541209,0.250684716,0.615061763,1.023098131
ENSMUSG00000030500,0.302103473,0.704424052,0.822645108,0.409239252
ENSMUSG00000097360,0.426939619,0.576574847,0.516651881,0.718726437
ENSMUSG00000039545,0.490855726,0.651780262,0.640689337,0.460394159
ENSMUSG00000103770,0.727545059,0.691388447,0.400815249,0.426120372
ENSMUSG00000027794,0.099868917,0.050136943,0.922592645,1.176562851
ENSMUSG00000050296,0.355533344,0.250684716,0.461296322,1.18218989
ENSMUSG00000117298,0.62418073,0.501369432,0.691944484,0.434816706
ENSMUSG00000114420,0.577741683,0.608161121,0.452070396,0.615905075
ENSMUSG00000001948,0.474377355,0.576574847,0.845709924,0.358084346
ENSMUSG00000110715,0.474377355,0.488835196,0.691944484,0.601070152
ENSMUSG00000002007,0.798951334,0.802191092,0.358786029,0.306929439
ENSMUSG00000007021,0.649147959,0.952601921,0.205020588,0.460394159
ENSMUSG00000072944,0.699082417,0.551506375,0.461296322,0.562703972
ENSMUSG00000062760,0.599213501,0.551506375,0.563806616,0.562703972
ENSMUSG00000023473,0.449410125,0.701917205,0.66631691,0.460394159
ENSMUSG00000051951,0.499344584,0.601643319,0.615061763,0.562703972
ENSMUSG00000056043,0.599213501,0.601643319,0.563806616,0.514106811
ENSMUSG00000029134,0.424442896,0.676848733,0.563806616,0.613858879
ENSMUSG00000036560,0.574246271,0.501369432,0.66631691,0.537126519
ENSMUSG00000033409,0.499344584,0.526437904,0.691944484,0.562703972
ENSMUSG00000029778,0.549279042,0.451232489,0.563806616,0.716168692
ENSMUSG00000088378,0.62418073,0.376027074,0.794454777,0.485971612
ENSMUSG00000058248,0.499344584,0.501369432,0.768827204,0.511549065
ENSMUSG00000092901,0.399475667,0.601643319,0.640689337,0.639436332
ENSMUSG00000083816,0.499344584,0.451232489,0.66631691,0.665013785
ENSMUSG00000028758,0.399475667,0.551506375,0.615061763,0.716168692
ENSMUSG00000112765,0.399475667,0.501369432,0.512551469,0.869633411
ENSMUSG00000065599,0.349541209,0.501369432,0.512551469,0.920788318
ENSMUSG00000020396,0.449410125,0.300821659,0.615061763,0.920788318
ENSMUSG00000005251,0.499344584,0.250684716,0.768827204,0.767323598
ENSMUSG00000077192,0.449410125,0.250684716,0.820082351,0.767323598
ENSMUSG00000070501,0.274639521,0.376027074,0.691944484,0.946365771
ENSMUSG00000065126,0.249672292,0.300821659,0.820082351,0.920788318
ENSMUSG00000116831,0.224705063,0.325890131,0.794454777,0.946365771
ENSMUSG00000104274,0.544784941,0.360985991,0.699120204,0.687010395
ENSMUSG00000096169,0.823918563,0.517914623,0.631975962,0.323810558
ENSMUSG00000055408,0.699082417,0.601643319,0.486923896,0.511549065
ENSMUSG00000097318,0.524311813,0.77712262,0.512551469,0.485971612
ENSMUSG00000050961,0.653142716,0.682865167,0.420804756,0.543265108
ENSMUSG00000098135,0.586729886,0.451232489,0.599685219,0.665013785
ENSMUSG00000110372,0.596217433,0.48582698,0.557143447,0.663990687
ENSMUSG00000063133,0.199737834,0.175479301,1.199370438,0.728957418
ENSMUSG00000110502,0.599213501,0.501369432,0.486923896,0.716168692
ENSMUSG00000100876,0.62418073,0.401095546,0.58943419,0.690591238
ENSMUSG00000069306,0.445914713,0.275753188,0.748325145,0.841498213
ENSMUSG00000069305,0.420947484,0.300821659,0.773952719,0.815920759
ENSMUSG00000053182,0.732538504,0.545489942,0.448482536,0.590327622
ENSMUSG00000059305,0.457898983,0.451232489,0.74319963,0.665013785
ENSMUSG00000026940,0.199737834,0.325890131,0.922592645,0.869633411
ENSMUSG00000022296,0.724049646,0.877396506,0.333158455,0.383661799
ENSMUSG00000051029,0.565757413,0.509892713,0.555093241,0.690591238
ENSMUSG00000078612,0.649147959,0.701917205,0.410041175,0.562703972
ENSMUSG00000030223,0.549279042,0.752054148,0.461296322,0.562703972
ENSMUSG00000042306,0.549279042,0.701917205,0.512551469,0.562703972
ENSMUSG00000034768,0.499344584,0.752054148,0.563806616,0.511549065
ENSMUSG00000084885,0.574246271,0.676848733,0.768827204,0.306929439
ENSMUSG00000031104,0.699082417,0.501369432,0.512551469,0.613858879
ENSMUSG00000114608,0.210723414,0.401095546,0.623775138,1.092157255
ENSMUSG00000044122,0.449410125,0.651780262,0.615061763,0.613858879
ENSMUSG00000098106,0.52730788,0.470785897,0.684768763,0.647621117
ENSMUSG00000021719,0.449410125,0.601643319,0.717572057,0.562703972
ENSMUSG00000066196,0.399475667,0.651780262,0.820082351,0.460394159
ENSMUSG00000044288,0.549279042,0.451232489,0.615061763,0.716168692
ENSMUSG00000015854,0.399475667,0.601643319,0.512551469,0.818478505
ENSMUSG00000037661,0.749016876,0.200547773,0.768827204,0.613858879
ENSMUSG00000074899,0.449410125,0.551506375,0.905678446,0.426120372
ENSMUSG00000079022,0.349541209,0.601643319,0.512551469,0.869633411
ENSMUSG00000032502,1.148492543,0.77712262,0.256275735,0.15346472
ENSMUSG00000116438,0.764995902,0.727988416,0.490511756,0.352457306
ENSMUSG00000039865,0.424442896,0.350958603,0.896965071,0.665013785
ENSMUSG00000092212,0.324573979,0.426164017,0.973847792,0.613858879
ENSMUSG00000034919,0.29960675,0.401095546,0.871337498,0.767323598
ENSMUSG00000037016,0.199737834,0.501369432,0.973847792,0.665013785
ENSMUSG00000044165,0.29960675,0.376027074,1.076358086,0.588281425
ENSMUSG00000022783,0.349541209,0.250684716,0.871337498,0.869633411
ENSMUSG00000079055,0.707571275,0.610166599,0.615061763,0.409239252
ENSMUSG00000001444,0.199737834,0.350958603,0.973847792,0.818478505
ENSMUSG00000110618,0.249672292,0.200547773,0.973847792,0.920788318
ENSMUSG00000043051,0.552774454,1.055382655,0.421317308,0.318183519
ENSMUSG00000038763,0,0.350958603,1.178868379,0.818478505
ENSMUSG00000027246,0.524311813,0.517914623,0.751913005,0.562703972
ENSMUSG00000052229,0.674115188,0.275753188,0.563806616,0.844055958
ENSMUSG00000082549,0.540790184,0.430174973,0.683231109,0.707472358
ENSMUSG00000058207,0.606703669,0.77712262,0.634026168,0.345295619
ENSMUSG00000093178,0.848885792,0.852328035,0.256275735,0.409239252
ENSMUSG00000110156,0.501841307,0.303328506,0.527928013,1.035886858
ENSMUSG00000079056,0.798951334,0.802191092,0.307530882,0.460394159
ENSMUSG00000103092,0.642656479,0.695399402,0.559706204,0.475229082
ENSMUSG00000030877,0.898820251,0.501369432,0.512551469,0.460394159
ENSMUSG00000065738,0.549279042,0.902464978,0.563806616,0.358084346
ENSMUSG00000110822,0.649147959,0.752054148,0.384413602,0.588281425
ENSMUSG00000064647,0.549279042,0.802191092,0.358786029,0.665013785
ENSMUSG00000098931,0.773984105,0.476300961,0.435668749,0.690591238
ENSMUSG00000033590,0.749016876,0.501369432,0.410041175,0.716168692
ENSMUSG00000052496,0.399475667,0.902464978,0.768827204,0.306929439
ENSMUSG00000035189,0.649147959,0.551506375,0.307530882,0.869633411
ENSMUSG00000097781,0.209724725,0.488835196,1.099422902,0.580608189
ENSMUSG00000099319,0.574246271,0.576574847,0.691944484,0.537126519
ENSMUSG00000065305,0.699082417,0.376027074,0.717572057,0.588281425
ENSMUSG00000044092,0.649147959,0.350958603,0.512551469,0.869633411
ENSMUSG00000021070,0.399475667,0.651780262,0.717572057,0.613858879
ENSMUSG00000037014,0.549279042,0.451232489,0.768827204,0.613858879
ENSMUSG00000098826,0.524311813,0.426164017,0.58943419,0.844055958
ENSMUSG00000093009,0.549279042,0.401095546,0.66631691,0.767323598
ENSMUSG00000110595,0.534298705,0.675344625,0.525365256,0.649667313
ENSMUSG00000024910,0.474377355,0.451232489,0.896965071,0.562703972
ENSMUSG00000071713,0.549279042,0.643256982,0.604810734,0.590839171
ENSMUSG00000048834,0.149803375,0.401095546,0.871337498,0.971943224
ENSMUSG00000028360,0.699082417,0.852328035,0.307530882,0.537126519
ENSMUSG00000016150,0.29960675,0.62671179,0.948220218,0.524337792
ENSMUSG00000111161,0.609699737,0.567048828,0.566369374,0.659898294
ENSMUSG00000079415,0.599213501,0.62671179,0.563806616,0.613858879
ENSMUSG00000065265,0.686598803,0.501369432,0.717572057,0.498760339
ENSMUSG00000079410,0.496348516,0.651278892,0.521264844,0.737142203
ENSMUSG00000049723,0.724049646,0.250684716,0.461296322,0.977570264
ENSMUSG00000049252,0.649147959,0.613174816,0.486923896,0.665013785
ENSMUSG00000046337,0.424442896,0.15041083,0.717572057,1.125407944
ENSMUSG00000041620,0.599213501,1.103012751,0.538179043,0.179042173
ENSMUSG00000093290,0.599213501,0.451232489,0.679130697,0.690591238
ENSMUSG00000104148,0.699082417,0.745536346,0.559706204,0.417424037
ENSMUSG00000117578,0.623182041,0.451232489,0.538179043,0.810805269
ENSMUSG00000115737,0.374508438,0.284276468,0.896965071,0.869633411
ENSMUSG00000104252,0.706073241,0.734506218,0.562781513,0.423051077
ENSMUSG00000021055,0.549279042,0.802191092,0.563806616,0.511549065
ENSMUSG00000073077,0.499344584,0.802191092,0.563806616,0.562703972
ENSMUSG00000095029,0.074901688,0.075205415,1.050730512,1.227717757
ENSMUSG00000024033,0.549279042,0.701917205,0.563806616,0.613858879
ENSMUSG00000061482,0.553273799,0.598133733,0.856473505,0.42151643
ENSMUSG00000021874,0.499344584,0.651780262,0.66631691,0.613858879
ENSMUSG00000029055,0.599213501,0.501369432,0.615061763,0.716168692
ENSMUSG00000027016,0.499344584,0.551506375,0.820082351,0.562703972
ENSMUSG00000037686,0.399475667,0.501369432,0.66631691,0.869633411
ENSMUSG00000056426,0.449410125,0.350958603,0.717572057,0.920788318
ENSMUSG00000046834,0.29960675,0.451232489,0.717572057,0.971943224
ENSMUSG00000044034,0.449410125,0.300821659,1.230123526,0.460394159
ENSMUSG00000024227,0.349541209,0.401095546,1.025102939,0.665013785
ENSMUSG00000064513,0.536795428,0.564040611,0.653503123,0.690591238
ENSMUSG00000004948,0.29960675,0.15041083,0.768827204,1.227717757
ENSMUSG00000110105,0.611697115,0.61818851,0.691944484,0.524849341
ENSMUSG00000066682,0.312090365,0.438698253,0.973847792,0.724865026
ENSMUSG00000035435,0.574246271,0.726985677,0.58943419,0.562703972
