,D0_1,D0_2,D2_1,D2_2
ENSMUSG00000027875,0.400535985,0.702392063,0.248003311,0.398439535
ENSMUSG00000021209,0.751004972,0.602050339,0.248003311,0.149414826
ENSMUSG00000095493,0.300401989,1.003417232,0.272803642,0.174317297
ENSMUSG00000030087,0.500669981,0.852904647,0.248003311,0.149414826
ENSMUSG00000014773,0.751004972,0.652221201,0.198402649,0.149414826
ENSMUSG00000026809,0.400535985,1.003417232,0.198402649,0.149414826
ENSMUSG00000036306,0.600803977,0.652221201,0.297603973,0.201710015
ENSMUSG00000027824,0.416056754,0.310557633,0.560487482,0.467170355
ENSMUSG00000031883,0.600803977,0.6055623,0.297603973,0.252013006
ENSMUSG00000048398,0.442091593,0.401366893,0.545607284,0.373537064
ENSMUSG00000083094,0.353473007,0.42043182,0.456326092,0.533908977
ENSMUSG00000027765,0.200267992,0.175598016,0.644808608,0.747074129
ENSMUSG00000094597,0.250334991,0.376281462,0.520806952,0.622561774
ENSMUSG00000043782,0.325435488,0.426452324,0.396805297,0.622561774
ENSMUSG00000038347,0.400535985,0.476623185,0.496006621,0.398439535
ENSMUSG00000085957,0.600803977,0.3261106,0.372004966,0.473146948
ENSMUSG00000084728,0.475636482,0.476623185,0.372004966,0.448244477
ENSMUSG00000098640,0.366490426,0.439998456,0.485590482,0.482609887
ENSMUSG00000064829,0.52570348,0.677306632,0.173602317,0.398439535
ENSMUSG00000078444,0.80107197,0.267410692,0.452358039,0.254503253
ENSMUSG00000021953,0,0,0.91761225,0.871586483
ENSMUSG00000070803,0.200267992,0.050170862,0.892811919,0.647464245
ENSMUSG00000039278,0.100133996,0.100341723,0.843211256,0.747074129
ENSMUSG00000025658,0.150200994,0.150512585,0.843211256,0.647464245
ENSMUSG00000115323,0.327438168,0.258379937,0.650760687,0.554827053
ENSMUSG00000056643,0.100133996,0.30102517,0.892811919,0.498049419
ENSMUSG00000050138,0.300401989,0.30102517,0.69440927,0.498049419
ENSMUSG00000112117,0.713454723,0.468094139,0.421605628,0.190752928
ENSMUSG00000086594,0.375502486,0.225768877,0.644808608,0.547854361
ENSMUSG00000098701,0.375502486,0.250854308,0.620008277,0.547854361
ENSMUSG00000111188,0.500669981,0.275939739,0.570407615,0.448244477
ENSMUSG00000016194,0.600803977,0.200683446,0.545607284,0.448244477
ENSMUSG00000088378,0.450602983,0.426452324,0.545607284,0.373537064
ENSMUSG00000064634,0.325435488,0.501708616,0.47120629,0.498049419
ENSMUSG00000032128,0.500669981,0.401366893,0.496006621,0.398439535
ENSMUSG00000097534,0.550736979,0.501708616,0.496006621,0.24902471
ENSMUSG00000035403,0.400535985,0.652221201,0.421605628,0.323732122
ENSMUSG00000097166,0.52570348,0.526794047,0.322404304,0.423342006
ENSMUSG00000015968,0.826105469,0.30102517,0.22320298,0.448244477
ENSMUSG00000023176,0.751004972,0.401366893,0.297603973,0.348634593
ENSMUSG00000085862,0.625837476,0.526794047,0.248003311,0.398439535
ENSMUSG00000079019,0.650870975,0.602050339,0.297603973,0.24902471
ENSMUSG00000067872,0.400535985,0.852904647,0.148801986,0.398439535
ENSMUSG00000021423,0.600803977,0.802733786,0.198402649,0.199219768
ENSMUSG00000020709,0.600803977,0.877990078,0.22320298,0.099609884
ENSMUSG00000103948,0.413052734,0.351196031,0.607608111,0.430314698
ENSMUSG00000040170,0.80107197,0.903075509,0.099201324,0
ENSMUSG00000099517,0.217791442,0.352199449,0.658696793,0.577737326
ENSMUSG00000054034,0.52570348,0.919631893,0.148801986,0.215655398
ENSMUSG00000030155,0.600803977,0.451537754,0.198402649,0.560305596
ENSMUSG00000109270,0.200267992,0.602050339,0.462774178,0.547854361
ENSMUSG00000112259,0.200267992,0.526794047,0.595207946,0.498049419
ENSMUSG00000081059,0.27536849,0.526794047,0.570407615,0.448244477
ENSMUSG00000029597,0.325435488,0.677306632,0.347204635,0.473146948
ENSMUSG00000100254,0.52570348,0.62713577,0.297603973,0.373537064
ENSMUSG00000091475,0.725971473,0.677306632,0.22320298,0.199219768
ENSMUSG00000091345,0.80107197,0.702392063,0.148801986,0.174317297
ENSMUSG00000115538,0.362985736,0.305038839,0.648776661,0.510500655
ENSMUSG00000032446,0.709449363,0.602050339,0.272803642,0.24902471
ENSMUSG00000029219,0,0,1.215216222,0.622561774
ENSMUSG00000108660,0.630844176,0.526794047,0.183026443,0.498049419
ENSMUSG00000034159,0,0,0.892811919,0.946293896
ENSMUSG00000035818,0,0,0.793610594,1.04590378
ENSMUSG00000105013,0.424568144,0.515254749,0.427557708,0.474641096
ENSMUSG00000064437,0.350468987,0.200683446,0.843211256,0.448244477
ENSMUSG00000087543,0.350468987,0.30102517,0.644808608,0.547854361
ENSMUSG00000083520,0.425569484,0.275939739,0.595207946,0.547854361
ENSMUSG00000046856,0.250334991,0.501708616,0.496006621,0.597659303
ENSMUSG00000051998,0.650870975,0.30102517,0.595207946,0.298829651
ENSMUSG00000057606,0.425569484,0.376281462,0.396805297,0.647464245
ENSMUSG00000099632,0.500669981,0.351196031,0.446405959,0.547854361
ENSMUSG00000040247,0.375502486,0.526794047,0.595207946,0.348634593
ENSMUSG00000022237,0.400535985,0.426452324,0.421605628,0.597659303
ENSMUSG00000036560,0.425569484,0.476623185,0.496006621,0.448244477
ENSMUSG00000072919,0.350468987,0.551879478,0.496006621,0.448244477
ENSMUSG00000031698,0.600803977,0.351196031,0.297603973,0.597659303
ENSMUSG00000073421,0.250334991,0.702392063,0.347204635,0.547854361
ENSMUSG00000044626,0.500669981,0.551879478,0.347204635,0.448244477
ENSMUSG00000108086,0.350468987,0.652221201,0.272803642,0.572756832
ENSMUSG00000030525,0.350468987,0.652221201,0.148801986,0.697269187
ENSMUSG00000073402,0.315922758,0.553384604,0.433013781,0.546858262
ENSMUSG00000099032,0.826105469,0.451537754,0.198402649,0.373537064
ENSMUSG00000012396,0.675904474,0.401366893,0.520806952,0.251514957
ENSMUSG00000034063,0.600803977,0.752562924,0.297603973,0.199219768
ENSMUSG00000022543,0.400535985,0.852904647,0.198402649,0.398439535
ENSMUSG00000040489,0.650870975,0.702392063,0.198402649,0.298829651
ENSMUSG00000100937,1.05140696,0.401366893,0.099201324,0.298829651
ENSMUSG00000065663,0.403039335,0.66325879,0.382917112,0.403918079
ENSMUSG00000001763,0.450602983,0.30102517,0.545607284,0.556321201
ENSMUSG00000117192,0.52570348,0.43498137,0.297603973,0.597659303
ENSMUSG00000044390,0.350468987,1.081683776,0.264867536,0.16286216
ENSMUSG00000082218,0.417058094,0.351196031,0.628440389,0.464680108
ENSMUSG00000103224,0.333946877,0.518265,0.51237484,0.498049419
ENSMUSG00000072492,0.448099633,0.353704574,0.540647217,0.52295189
ENSMUSG00000085596,0.731478842,0.707910857,0.173602317,0.254503253
ENSMUSG00000112011,0.347965637,0.491674444,0.548087317,0.480617689
ENSMUSG00000092696,0.350468987,0.30102517,0.644808608,0.572756832
ENSMUSG00000077575,0.300401989,0.501708616,0.644808608,0.423342006
ENSMUSG00000063021,0.386016555,0.41691986,0.543623257,0.523947989
ENSMUSG00000056598,0.503173331,0.706405731,0.213282847,0.448244477
ENSMUSG00000033826,0.650870975,0.250854308,0.396805297,0.572756832
ENSMUSG00000115094,0.425569484,0.526794047,0.322404304,0.597659303
ENSMUSG00000116872,0.362985736,0.315073011,0.581815767,0.612600785
ENSMUSG00000087097,0.425569484,0.62713577,0.396805297,0.423342006
ENSMUSG00000088524,0.675904474,0.451537754,0.347204635,0.398439535
ENSMUSG00000105045,0.500669981,0.727477493,0.446405959,0.199219768
ENSMUSG00000097077,0.550736979,0.652221201,0.297603973,0.373537064
ENSMUSG00000093938,0.725971473,0.677306632,0.173602317,0.298829651
ENSMUSG00000066071,0.901205966,0.62713577,0.248003311,0.099609884
ENSMUSG00000109695,0.675904474,0.92816094,0.148801986,0.124512355
ENSMUSG00000056632,0,0,1.289617216,0.597659303
ENSMUSG00000075316,0.492158591,0.733497997,0.363572854,0.298829651
ENSMUSG00000026114,0.050066998,0.100341723,0.843211256,0.896488954
ENSMUSG00000021708,0.150200994,0.250854308,0.545607284,0.946293896
ENSMUSG00000038522,0.52570348,0.543350431,0.388373185,0.435793242
ENSMUSG00000026582,0.500669981,0.150512585,0.69440927,0.547854361
ENSMUSG00000064647,0.300401989,0.351196031,0.644808608,0.597659303
ENSMUSG00000001946,0.400535985,0.250854308,0.545607284,0.697269187
ENSMUSG00000061815,0.400535985,0.451537754,0.644808608,0.398439535
ENSMUSG00000079069,0.450602983,0.451537754,0.69440927,0.298829651
ENSMUSG00000104141,0.425569484,0.401366893,0.496006621,0.572756832
ENSMUSG00000030219,0.650870975,0.351196031,0.496006621,0.398439535
ENSMUSG00000023931,0.400535985,0.702392063,0.496006621,0.298829651
ENSMUSG00000097519,0.751004972,0.401366893,0.396805297,0.348634593
ENSMUSG00000044320,0.400535985,0.652221201,0.297603973,0.547854361
ENSMUSG00000036151,0.600803977,0.652221201,0.446405959,0.199219768
ENSMUSG00000096225,0.500669981,0.752562924,0.446405959,0.199219768
ENSMUSG00000081745,0.407044695,0.502210325,0.569911608,0.41985566
ENSMUSG00000092868,0.500669981,0.727477493,0.22320298,0.448244477
ENSMUSG00000061576,0.500669981,0.852904647,0.297603973,0.24902471
ENSMUSG00000049409,1.101473958,0.401366893,0.198402649,0.199219768
ENSMUSG00000040649,0.901205966,0.702392063,0.198402649,0.099609884
ENSMUSG00000050473,0.901205966,0.752562924,0.148801986,0.099609884
ENSMUSG00000021799,0.675904474,0.92816094,0.148801986,0.149414826
ENSMUSG00000013936,0.951272964,0.802733786,0.099201324,0.049804942
ENSMUSG00000113075,0.372498466,0.405380562,0.58875986,0.53988557
ENSMUSG00000028427,0.606311347,0.955754914,0.248003311,0.102100131
ENSMUSG00000097713,0.27286514,0.43498137,0.540647217,0.663899876
ENSMUSG00000073295,0.075100497,0.3261106,0.793610594,0.722171658
ENSMUSG00000025588,0.27536849,0.175598016,0.520806952,0.946293896
ENSMUSG00000113963,0.308913378,0.342666985,0.678041051,0.589192463
ENSMUSG00000031144,0.27536849,0.30102517,0.496006621,0.846684012
ENSMUSG00000018727,0.350468987,0.752562924,0.372004966,0.448244477
ENSMUSG00000069670,0.360482386,0.564422193,0.548087317,0.450734724
ENSMUSG00000034209,0.675904474,0.677306632,0.297603973,0.27392718
ENSMUSG00000052776,0.650870975,0.802733786,0.22320298,0.24902471
ENSMUSG00000117974,0.388019235,0.507729119,0.483606456,0.547854361
ENSMUSG00000064329,0.571765118,0.307045673,0.578839727,0.473146948
ENSMUSG00000029245,0.52570348,0.607067425,0.40374939,0.398439535
ENSMUSG00000038528,0.554742339,0.602050339,0.316452224,0.464680108
ENSMUSG00000035861,0,0,0.892811919,1.04590378
ENSMUSG00000097016,0.050066998,0.050170862,0.793610594,1.04590378
ENSMUSG00000045532,0.350468987,0.150512585,0.942412581,0.498049419
ENSMUSG00000024677,0.826105469,0.593521293,0.248003311,0.27392718
ENSMUSG00000050830,0.150200994,0.200683446,0.744009932,0.846684012
ENSMUSG00000043230,0.250334991,0.30102517,0.69440927,0.697269187
ENSMUSG00000019852,0.150200994,0.250854308,0.446405959,1.095708722
ENSMUSG00000025081,0.250334991,0.401366893,0.595207946,0.697269187
ENSMUSG00000085081,0.375502486,0.401366893,0.620008277,0.547854361
ENSMUSG00000039098,0.550736979,0.275939739,0.570407615,0.547854361
ENSMUSG00000071475,0.406544025,0.497193239,0.400277343,0.641487652
ENSMUSG00000030510,0.350468987,0.401366893,0.396805297,0.796879071
ENSMUSG00000075520,0.600803977,0.351196031,0.496006621,0.498049419
ENSMUSG00000086212,0.600803977,0.451537754,0.545607284,0.348634593
ENSMUSG00000115944,0.52570348,0.576964909,0.496006621,0.348634593
ENSMUSG00000042724,0.80107197,0.30102517,0.347204635,0.498049419
ENSMUSG00000109284,0.600803977,0.401366893,0.248003311,0.697269187
ENSMUSG00000076142,0.80107197,0.476623185,0.47120629,0.199219768
ENSMUSG00000056508,0.650870975,0.551879478,0.396805297,0.348634593
ENSMUSG00000034706,0.700937973,0.551879478,0.347204635,0.348634593
ENSMUSG00000031302,0.625837476,0.677306632,0.372004966,0.27392718
ENSMUSG00000041012,0.700937973,0.652221201,0.347204635,0.24902471
ENSMUSG00000025537,0.705944673,0.812767958,0.277763708,0.154893369
ENSMUSG00000017417,1.001339962,0.652221201,0.198402649,0.099609884
ENSMUSG00000028681,0.851138968,0.953246371,0,0.149414826
ENSMUSG00000032946,0.25584236,0.401366893,0.448885992,0.84917426
ENSMUSG00000023041,0,0,0.864043535,1.095708722
ENSMUSG00000042894,0.650870975,0.509735954,0.347204635,0.453224971
ENSMUSG00000117877,0.409047375,0.334639647,0.644808608,0.572756832
ENSMUSG00000039545,0.575770478,0.376281462,0.430037741,0.581223672
ENSMUSG00000084081,0.400535985,0.351196031,0.620008277,0.597659303
ENSMUSG00000042540,0.459114373,0.461571927,0.502454708,0.546858262
ENSMUSG00000097251,0.250334991,0.551879478,0.545607284,0.622561774
ENSMUSG00000047894,0.500669981,0.526794047,0.322404304,0.622561774
ENSMUSG00000065392,0.675904474,0.602050339,0.322404304,0.373537064
ENSMUSG00000064177,0.776038471,0.551879478,0.297603973,0.348634593
ENSMUSG00000076498,0.650870975,0.777648355,0.248003311,0.298829651
ENSMUSG00000070369,0.625837476,0.802733786,0.186002483,0.361085829
ENSMUSG00000106327,0.25884638,0.213226162,0.809978813,0.697269187
ENSMUSG00000023903,0.100133996,0,1.140815229,0.747074129
ENSMUSG00000078503,0.392024595,0.603555465,0.460790151,0.53191678
ENSMUSG00000074183,0.025033499,0.037628146,0.909180137,1.017016914
ENSMUSG00000029154,0.050066998,0,0.69440927,1.245123548
ENSMUSG00000072621,0.751004972,0.543350431,0.388373185,0.307296492
ENSMUSG00000092192,0.675904474,0.585493955,0.372004966,0.357101433
ENSMUSG00000108571,0.361984396,0.569940988,0.560983489,0.498547469
ENSMUSG00000023484,0.350468987,0.200683446,0.843211256,0.597659303
ENSMUSG00000087424,0.150200994,0.3261106,0.69440927,0.821781541
ENSMUSG00000117698,0.250334991,0.30102517,0.69440927,0.747074129
ENSMUSG00000031497,0.250334991,0.351196031,0.69440927,0.697269187
ENSMUSG00000011008,0.200267992,0.501708616,0.69440927,0.597659303
ENSMUSG00000079467,0.250334991,0.501708616,0.595207946,0.647464245
ENSMUSG00000033871,0.550736979,0.351196031,0.69440927,0.398439535
ENSMUSG00000000386,1.05140696,0.150512585,0.744009932,0.049804942
ENSMUSG00000089876,0.350468987,0.551879478,0.347204635,0.747074129
ENSMUSG00000112035,0.400535985,0.602050339,0.446405959,0.547854361
ENSMUSG00000077709,0.600803977,0.426452324,0.372004966,0.597659303
ENSMUSG00000024793,0.700937973,0.401366893,0.347204635,0.547854361
ENSMUSG00000021176,0.350468987,0.752562924,0.446405959,0.448244477
ENSMUSG00000021898,0.600803977,0.551879478,0.396805297,0.448244477
ENSMUSG00000056145,0.550736979,0.702392063,0.198402649,0.547854361
ENSMUSG00000057457,0.751004972,0.602050339,0.248003311,0.398439535
ENSMUSG00000064125,0.475636482,0.903075509,0.322404304,0.298829651
ENSMUSG00000029716,0.751004972,0.752562924,0.248003311,0.24902471
ENSMUSG00000027016,0.901205966,0.702392063,0.297603973,0.099609884
ENSMUSG00000044122,0.650870975,0.953246371,0.347204635,0.049804942
ENSMUSG00000026163,0.751004972,0.802733786,0.198402649,0.24902471
ENSMUSG00000051727,0.550736979,0.602050339,0.496006621,0.353117038
ENSMUSG00000006462,0.400535985,0.802733786,0.555031409,0.24902471
ENSMUSG00000078906,0.324434148,0.349189197,0.601656032,0.733626794
ENSMUSG00000031409,0.700937973,0.944717324,0.124001655,0.240557869
ENSMUSG00000021187,0.409548044,0.454046298,0.352164701,0.796879071
ENSMUSG00000112811,0.52770616,0.472107808,0.453846059,0.561301695
ENSMUSG00000033196,0.901205966,1.09121624,0.012400166,0.012451235
ENSMUSG00000098721,0.675904474,0.376281462,0.47120629,0.498049419
