Model:	LI-7810
SN:	TG10-01087
Software Version:	2.1.41
Timestamp:	2022-10-27 07:25:29
Timezone:	EST
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATA	1666884960	312787055	4581	0	""	2022-10-27	10:36:00	13000.711	460.44812	2059.7808	39.623	55.0003	31.2585	37.8524	0.00258359	10.9597	54.4998	2	0.45345	14.6817	 43
DATA	1666884961	312787055	4585	0	""	2022-10-27	10:36:01	13103.968	461.90704	2059.6843	39.6226	55.0003	31.2556	37.8524	0.00261985	10.9611	54.4998	-28	0.45345	14.6813	201
DATA	1666884962	312787055	4589	0	""	2022-10-27	10:36:02	13214.734	461.18018	2059.5576	39.6238	55.0003	31.2548	37.8524	0.00263837	10.96	54.4998	-6	0.45345	14.6813	 53
DATA	1666884963	312462091	4593	0	""	2022-10-27	10:36:03	13304.109	461.09726	2059.5366	39.6238	55.0003	31.2544	37.8524	0.00265057	10.9602	54.4998	66.75	0.45345	14.6805	 37
DATA	1666884964	312462091	4597	0	""	2022-10-27	10:36:04	13376.373	462.44678	2059.5117	39.6242	55.0003	31.2544	37.8524	0.00267112	10.9591	54.4998	106.5	0.45345	14.6801	 35
DATA	1666884965	312462091	4601	0	""	2022-10-27	10:36:05	13435.378	461.58978	2059.637	39.6247	55.0003	31.2556	37.8524	0.00268393	10.959	54.4998	17	0.45345	14.6801	 66
DATA	1666884966	312462091	4605	0	""	2022-10-27	10:36:06	13484.282	461.08389	2058.9561	39.6251	55.0003	31.2572	37.8524	0.00267987	10.9589	54.4998	-50.5	0.45345	14.6797	 69
DATA	1666884967	312462091	4609	0	""	2022-10-27	10:36:07	13537.943	461.40152	2059.3108	39.6267	55.0003	31.2556	37.8524	0.00269273	10.959	54.4998	16.5	0.45345	14.6793	206
DATA	1666884968	312462091	4613	0	""	2022-10-27	10:36:08	13596.695	462.86279	2059.2317	39.6251	55.0003	31.2556	37.8524	0.00272173	10.9584	54.4998	-25.25	0.45345	14.6817	107
DATA	1666884969	312462091	4617	0	""	2022-10-27	10:36:09	13658.109	462.22858	2058.9851	39.6267	55.0003	31.2552	37.8524	0.00271891	10.959	54.4998	143	0.45345	14.6817	173
DATA	1666884970	312129020	4621	0	""	2022-10-27	10:36:10	13711.417	462.77048	2059.2942	39.6259	55.0003	31.2572	37.8524	0.00271823	10.9584	54.4998	-52	0.45345	14.6817	177
DATA	1666884971	312129020	4625	0	""	2022-10-27	10:36:11	13757.639	462.00351	2059.1101	39.6267	55.0003	31.2572	37.8524	0.00270721	10.9587	54.4998	111.25	0.45345	14.6817	 58
DATA	1666884972	312129020	4629	0	""	2022-10-27	10:36:12	13816.564	463.38181	2059.1714	39.6271	55.0003	31.2589	37.8524	0.00273334	10.9587	54.4998	37.75	0.45345	14.6813	 46
DATA	1666884973	312129020	4633	0	""	2022-10-27	10:36:13	13880.657	462.50143	2059.0942	39.6283	55.0003	31.2589	37.8524	0.00274125	10.9582	54.4998	-44.75	0.45345	14.6809	 85
DATA	1666884974	312129020	4637	0	""	2022-10-27	10:36:14	13942.601	463.61667	2059.5083	39.6296	55.0003	31.2568	37.8524	0.00274939	10.9584	54.4998	59	0.45345	14.6805	169
DATA	1666884975	312129020	4641	0	""	2022-10-27	10:36:15	13997.643	463.37534	2059.1084	39.6292	55.0003	31.2589	37.8524	0.00275261	10.9574	54.4998	-44.5	0.45345	14.6809	 48
DATA	1666884976	312129020	4645	0	""	2022-10-27	10:36:16	14047.799	463.4295	2059.4128	39.63	55.0003	31.2576	37.8524	0.00276317	10.9576	54.4998	41	0.45345	14.6793	 11
DATA	1666884977	312129020	4649	0	""	2022-10-27	10:36:17	14087.385	463.54178	2059.113	39.6304	55.0003	31.2593	37.8524	0.0027601	10.9572	54.4998	96.75	0.45345	14.6793	208
DATA	1666884978	311804056	4653	0	""	2022-10-27	10:36:18	14127.64	463.54184	2059.4177	39.6316	55.0003	31.2609	37.8524	0.00276349	10.9567	54.4998	-4.75	0.45345	14.6789	 16
DATA	1666884979	311804056	4657	0	""	2022-10-27	10:36:19	14174.562	463.33496	2059.3274	39.6312	55.0003	31.2626	37.8524	0.00276953	10.9569	54.4998	179.5	0.45345	14.6785	 78
DATA	1666884980	311804056	4661	0	""	2022-10-27	10:36:20	14224.36	464.26633	2059.4377	39.6312	55.0003	31.2634	37.8524	0.00277957	10.9563	54.4998	-1.25	0.45345	14.6781	235
DATA	1666884981	311804056	4665	0	""	2022-10-27	10:36:21	14267.157	464.1015	2059.2778	39.632	55.0003	31.2638	37.8524	0.00277513	10.9571	54.4998	-49.25	0.45345	14.6773	245
DATA	1666884982	311804056	4669	0	""	2022-10-27	10:36:22	14311.254	465.29547	2059.4556	39.6328	55.0003	31.2613	37.8524	0.00280394	10.9563	54.4998	-96.5	0.45345	14.6773	 51
DATA	1666884983	311804056	4673	0	""	2022-10-27	10:36:23	14354.811	464.04868	2059.3728	39.6337	55.0003	31.2601	37.8524	0.00279684	10.9567	54.4998	2.25	0.45345	14.677	212
DATA	1666884984	311804056	4677	0	""	2022-10-27	10:36:24	14394.293	465.67679	2059.5183	39.6333	55.0003	31.2605	37.8524	0.00280018	10.9562	54.4998	52.75	0.45345	14.677	 13
DATA	1666884985	311469078	4681	0	""	2022-10-27	10:36:25	14430.978	465.31891	2059.6389	39.6341	55.0003	31.2617	37.8524	0.00279755	10.9565	54.4998	-11	0.45345	14.6797	238
DATA	1666884986	311469078	4685	0	""	2022-10-27	10:36:26	14463.531	464.14337	2059.5945	39.6349	55.0003	31.2609	37.8524	0.00280236	10.9564	54.4998	-62.5	0.45345	14.6801	 56
DATA	1666884987	311469078	4689	0	""	2022-10-27	10:36:27	14498.133	465.4455	2059.4971	39.6349	55.0003	31.2609	37.8524	0.00281177	10.9559	54.4998	139.75	0.45345	14.6793	101
DATA	1666884988	311469078	4693	0	""	2022-10-27	10:36:28	14531.93	466.88608	2059.3584	39.6349	55.0003	31.2613	37.8524	0.00281688	10.9555	54.4998	50.5	0.45345	14.6789	251
DATA	1666884989	311469078	4697	0	""	2022-10-27	10:36:29	14569.204	465.72739	2059.6648	39.6349	55.0003	31.2617	37.8524	0.00279814	10.9568	54.4998	-38	0.45345	14.6785	  9
DATA	1666884990	311469078	4701	0	""	2022-10-27	10:36:30	14604.279	466.88925	2059.449	39.6357	55.0003	31.2638	37.8524	0.00281465	10.956	54.4998	-16	0.45345	14.6789	128
DATA	1666884991	311469078	4705	0	""	2022-10-27	10:36:31	14632.38	466.89856	2059.4875	39.6357	55.0003	31.2646	37.8524	0.00280896	10.9552	54.4998	39	0.45345	14.6785	150
DATA	1666884992	311469078	4709	0	""	2022-10-27	10:36:32	14660.73	465.05002	2059.5222	39.6365	55.0003	31.2662	37.8524	0.00280781	10.9558	54.4998	19.75	0.45345	14.6785	  5
DATA	1666884993	311141014	4713	0	""	2022-10-27	10:36:33	14689.71	467.12463	2059.4719	39.6361	55.0003	31.2654	37.8524	0.00282735	10.9562	54.4998	-60.75	0.45345	14.6777	 44
DATA	1666884994	311141014	4717	0	""	2022-10-27	10:36:34	14718.955	467.07944	2059.3892	39.6353	55.0003	31.2654	37.8524	0.0028354	10.9559	54.4998	10.25	0.45345	14.6773	  6
DATA	1666884995	311141014	4721	0	""	2022-10-27	10:36:35	14747.678	466.82745	2059.5564	39.6374	55.0003	31.2675	37.8524	0.00283626	10.9555	54.4998	-33.5	0.45345	14.677	 10
DATA	1666884996	311141014	4725	0	""	2022-10-27	10:36:36	14775.517	467.67242	2059.5681	39.6357	55.0001	31.265	37.8524	0.00285632	10.9556	54.4998	-45	0.45345	14.6762	158
DATA	1666884997	311141014	4729	0	""	2022-10-27	10:36:37	14802.023	468.22598	2059.407	39.6357	55.0001	31.2642	37.8524	0.00286523	10.9554	54.4998	-64	0.45345	14.6758	149
DATA	1666884998	311141014	4733	0	""	2022-10-27	10:36:38	14832.273	467.92569	2059.7175	39.6365	55.0003	31.2626	37.8524	0.00287603	10.9549	54.4998	-68	0.45345	14.6758	228
DATA	1666884999	311141014	4737	0	""	2022-10-27	10:36:39	14861.494	467.70447	2059.6294	39.6361	55.0003	31.2605	37.8524	0.002865	10.955	54.4998	-7.5	0.45345	14.6754	109
DATA	1666885000	310810089	4741	0	""	2022-10-27	10:36:40	14885.725	467.3302	2059.8086	39.6369	54.9997	31.2609	37.8524	0.00287795	10.9549	54.4998	17.5	0.45345	14.675	189
DATA	1666885001	310810089	4745	0	""	2022-10-27	10:36:41	14906.91	467.70325	2059.5581	39.6374	54.9999	31.2613	37.8524	0.0028764	10.9547	54.4998	31.5	0.45345	14.675	119
DATA	1666885002	310810089	4749	0	""	2022-10-27	10:36:42	14928.169	468.72141	2059.8481	39.6369	55.0003	31.2613	37.8524	0.00288107	10.9548	54.4998	33	0.45345	14.677	109
DATA	1666885003	310810089	4753	0	""	2022-10-27	10:36:43	14945.176	467.96298	2059.6255	39.6361	55.0003	31.2613	37.8524	0.00288055	10.9546	54.4998	-59	0.45345	14.677	163
DATA	1666885004	310810089	4757	0	""	2022-10-27	10:36:44	14967.033	468.15582	2059.782	39.6357	55.0003	31.2609	37.8524	0.00288066	10.9552	54.4998	218.25	0.45345	14.6773	 57
DATA	1666885005	310810089	4761	0	""	2022-10-27	10:36:45	14987.332	468.72659	2059.8103	39.6369	55.0003	31.2613	37.8524	0.00288687	10.9548	54.4998	-6.5	0.45345	14.677	220
DATA	1666885006	310810089	4765	0	""	2022-10-27	10:36:46	15007.946	469.27115	2059.8125	39.6369	55.0003	31.263	37.8524	0.00288731	10.9547	54.4998	104.75	0.45345	14.677	  2
DATA	1666885007	310810089	4769	0	""	2022-10-27	10:36:47	15030.243	468.58438	2059.7163	39.6369	55.0003	31.2634	37.8524	0.00289862	10.9546	54.4998	30.5	0.45345	14.6762	  7
DATA	1666885008	310487031	4773	0	""	2022-10-27	10:36:48	15056.54	469.6716	2059.6206	39.6378	55.0003	31.2646	37.8524	0.00289664	10.9547	54.4994	-94	0.45345	14.6762	115
DATA	1666885009	310487031	4777	0	""	2022-10-27	10:36:49	15078.337	469.4711	2059.916	39.6365	55.0003	31.2621	37.8524	0.00290894	10.9545	54.4998	96.5	0.45345	14.675	117
DATA	1666885010	310487031	4781	0	""	2022-10-27	10:36:50	15100.365	469.17596	2059.8301	39.6382	55.0003	31.2646	37.8524	0.00290755	10.9536	54.4998	-7.5	0.45345	14.6742	230
DATA	1666885011	310487031	4785	0	""	2022-10-27	10:36:51	15119.442	470.67819	2059.8765	39.6374	55.0003	31.265	37.8524	0.00292326	10.9538	54.4998	56.25	0.45345	14.6746	  2
DATA	1666885012	310487031	4789	0	""	2022-10-27	10:36:52	15139.313	469.40591	2059.7217	39.6378	55.0003	31.2621	37.8524	0.00291348	10.9543	54.4998	10	0.45345	14.6742	136
DATA	1666885013	310487031	4793	0	""	2022-10-27	10:36:53	15157.763	469.9809	2059.9729	39.6386	55.0003	31.2621	37.8524	0.00291974	10.9536	54.4998	29	0.45345	14.6738	132
DATA	1666885014	310487031	4797	0	""	2022-10-27	10:36:54	15174.157	469.81665	2059.8645	39.639	55.0003	31.2642	37.8524	0.00292198	10.9536	54.4998	118	0.45345	14.6734	170
DATA	1666885015	310148954	4801	0	""	2022-10-27	10:36:55	15187.653	470.82892	2059.8254	39.6394	55.0003	31.2642	37.8524	0.00293051	10.9538	54.4998	-47	0.45345	14.6726	204
DATA	1666885016	310148954	4805	0	""	2022-10-27	10:36:56	15202.982	470.50284	2059.8379	39.6394	55.0003	31.2646	37.8524	0.00292212	10.9537	54.4998	87.25	0.45345	14.6722	 50
DATA	1666885017	310148954	4809	0	""	2022-10-27	10:36:57	15220.709	470.50949	2059.9194	39.6386	55.0003	31.2638	37.8524	0.00293	10.9533	54.4998	-62.75	0.45345	14.6722	206
DATA	1666885018	310148954	4813	0	""	2022-10-27	10:36:58	15237.336	470.03394	2060.0049	39.6378	55.0003	31.2642	37.8524	0.00291864	10.9537	54.4998	-11.75	0.45345	14.6726	 83
DATA	1666885019	310148954	4817	0	""	2022-10-27	10:36:59	15249.783	470.72934	2060.926	39.639	55.0003	31.2621	37.8524	0.00293303	10.9537	54.4998	-86.75	0.45345	14.6754	  6
DATA	1666885020	310148954	4821	0	""	2022-10-27	10:37:00	15251.25	469.98828	2061.864	39.639	55.0003	31.2609	37.8524	0.00293227	10.9529	54.4998	-27.75	0.45345	14.675	145
DATA	1666885021	310148954	4825	0	""	2022-10-27	10:37:01	15211.756	469.1044	2061.1348	39.6386	55.0003	31.2617	37.8524	0.00291721	10.9542	54.4998	139.75	0.45345	14.6746	 26
DATA	1666885022	310148954	4829	0	""	2022-10-27	10:37:02	15099.06	467.53082	2059.5691	39.639	55.0003	31.2638	37.8524	0.00288503	10.9536	54.4998	76.75	0.45345	14.6738	219
DATA	1666885023	309827089	4833	0	""	2022-10-27	10:37:03	14893.459	465.14655	2058.9387	39.639	55.0003	31.265	37.8524	0.00280911	10.9543	54.4998	13.25	0.45345	14.6742	214
DATA	1666885024	309827089	4837	0	""	2022-10-27	10:37:04	14632.547	464.69952	2058.991	39.6386	55.0003	31.2667	37.8524	0.00274072	10.9554	54.4998	267.25	0.45345	14.6738	 82
DATA	1666885025	309827089	4841	0	""	2022-10-27	10:37:05	14351.697	462.73151	2058.4453	39.6386	55.0003	31.2724	37.8524	0.00267067	10.9566	54.4998	36.25	0.45345	14.6738	 61
DATA	1666885026	309827089	4845	0	""	2022-10-27	10:37:06	14060.034	462.99927	2058.4504	39.6369	55.0003	31.2716	37.8524	0.00260497	10.9572	54.4996	45.5	0.45345	14.6742	  7
DATA	1666885027	309827089	4849	0	""	2022-10-27	10:37:07	13814.955	461.64459	2057.9072	39.6378	55.0003	31.2728	37.8524	0.00254257	10.959	54.4998	194.25	0.45345	14.6726	 85
DATA	1666885028	309827089	4853	0	""	2022-10-27	10:37:08	13585.721	460.10828	2057.8455	39.6357	55.0003	31.2765	37.8524	0.00250386	10.9588	54.4998	99	0.45345	14.6726	187
DATA	1666885029	309827089	4857	0	""	2022-10-27	10:37:09	13434.626	461.77139	2057.9087	39.6349	55.0003	31.2769	37.8524	0.00248746	10.9595	54.4998	13	0.45345	14.6722	193
DATA	1666885030	309492111	4861	0	""	2022-10-27	10:37:10	13353.227	461.62445	2057.9126	39.6345	55.0003	31.2765	37.8524	0.00247084	10.9595	54.4996	33.75	0.45345	14.6722	 25
DATA	1666885031	309492111	4865	0	""	2022-10-27	10:37:11	13269.36	461.33661	2057.968	39.6341	55.0003	31.2769	37.8524	0.00247405	10.9602	54.4998	3	0.45345	14.6711	235
DATA	1666885032	309492111	4869	0	""	2022-10-27	10:37:12	13195.6	460.33685	2058.3721	39.6324	55.0003	31.2757	37.8524	0.00246251	10.96	54.4994	3	0.45345	14.6707	131
DATA	1666885033	309492111	4873	0	""	2022-10-27	10:37:13	13162.183	461.5174	2058.1768	39.6324	55.0003	31.2757	37.8524	0.00246098	10.9603	54.4996	-33.25	0.45345	14.6707	 21
DATA	1666885034	309492111	4877	0	""	2022-10-27	10:37:14	13136.781	460.89731	2058.2209	39.6312	55.0003	31.2736	37.8524	0.00247542	10.96	54.4992	-93	0.45345	14.6707	 80
DATA	1666885035	309492111	4881	0	""	2022-10-27	10:37:15	13109.337	460.37091	2058.3477	39.6316	55.0003	31.272	37.8524	0.00247224	10.9603	54.499	205.75	0.45345	14.6703	217
DATA	1666885036	309492111	4885	0	""	2022-10-27	10:37:16	13054.21	460.58011	2058.4255	39.63	55.0003	31.2724	37.8524	0.00246481	10.9607	54.4994	140.5	0.45345	14.6715	109
DATA	1666885037	309492111	4889	0	""	2022-10-27	10:37:17	13031.51	460.52524	2059.8469	39.6304	55.0003	31.2708	37.8524	0.00247778	10.9606	54.499	-65	0.45345	14.6711	 87
DATA	1666885038	309169054	4893	0	""	2022-10-27	10:37:18	13034.1	460.81119	2070.3794	39.6292	55.0003	31.2695	37.8524	0.00248957	10.9613	54.499	-42	0.45345	14.6707	 41
DATA	1666885039	309169054	4897	0	""	2022-10-27	10:37:19	13045.6	459.01514	2079.5039	39.6292	55.0003	31.2679	37.8524	0.00250218	10.9614	54.4998	-50	0.45345	14.6707	 97
DATA	1666885040	309169054	4901	0	""	2022-10-27	10:37:20	13048.276	460.19824	2079.7939	39.6283	55.0003	31.2683	37.8524	0.00251829	10.96	54.4998	-124.25	0.45345	14.6707	 37
DATA	1666885041	309169054	4905	0	""	2022-10-27	10:37:21	13069.056	460.28357	2079.0918	39.6292	55.0003	31.2662	37.8524	0.00252776	10.9603	54.4998	-23.25	0.45345	14.6719	 84
DATA	1666885042	309169054	4909	0	""	2022-10-27	10:37:22	13129.705	461.06421	2079.7939	39.6279	55.0003	31.2621	37.8524	0.00255327	10.9618	54.4998	-10.25	0.45345	14.6719	 84
DATA	1666885043	309169054	4913	0	""	2022-10-27	10:37:23	13186.552	461.07022	2079.0515	39.6263	55.0003	31.2613	37.8524	0.00258746	10.9602	54.4998	-79.75	0.45345	14.6719	 80
DATA	1666885044	309169054	4917	0	""	2022-10-27	10:37:24	13249.435	461.48169	2077.5986	39.6267	55.0003	31.2605	37.8524	0.00260027	10.96	54.4998	-74.25	0.45345	14.6707	253
DATA	1666885045	308846950	4921	0	""	2022-10-27	10:37:25	13302.497	460.65973	2077.6582	39.6271	55.0003	31.2597	37.8524	0.00261344	10.96	54.4998	19.5	0.45345	14.6695	166
DATA	1666885046	308846950	4925	0	""	2022-10-27	10:37:26	13340.323	460.18231	2076.8965	39.6267	55.0003	31.2589	37.8524	0.00261947	10.9586	54.4998	-29.75	0.45345	14.6695	122
DATA	1666885047	308846950	4929	0	""	2022-10-27	10:37:27	13423.333	461.68594	2076.5806	39.6275	55.0003	31.2589	37.8524	0.00263496	10.9598	54.4998	28.5	0.45345	14.6691	 38
DATA	1666885048	308846950	4933	0	""	2022-10-27	10:37:28	13525.56	460.71115	2076.5686	39.6275	55.0003	31.2605	37.8524	0.00267089	10.9595	54.4998	-98.25	0.45345	14.6687	 75
DATA	1666885049	308846950	4937	0	""	2022-10-27	10:37:29	13626.207	460.98642	2076.5852	39.6279	55.0003	31.2572	37.8524	0.00267783	10.9582	54.4998	-72.75	0.45345	14.6687	139
DATA	1666885050	308846950	4941	0	""	2022-10-27	10:37:30	13714.338	461.37915	2076.6755	39.6287	55.0003	31.2581	37.8524	0.00269921	10.9591	54.4998	41.25	0.45345	14.6683	 58
DATA	1666885051	308846950	4945	0	""	2022-10-27	10:37:31	13783.057	461.17355	2077.1072	39.6283	55.0003	31.2576	37.8524	0.00271614	10.9579	54.4998	9.5	0.45345	14.6683	212
DATA	1666885052	308846950	4949	0	""	2022-10-27	10:37:32	13844.751	462.13657	2077.427	39.6287	55.0003	31.256	37.8524	0.00271635	10.958	54.4998	-66.75	0.45345	14.6683	221
DATA	1666885053	308511018	4953	0	""	2022-10-27	10:37:33	13915.54	461.1214	2078.0029	39.6287	55.0003	31.2548	37.8524	0.00274219	10.9583	54.4998	-6.75	0.45345	14.6707	182
DATA	1666885054	308511018	4957	0	""	2022-10-27	10:37:34	13979.436	461.58725	2078.103	39.6287	55.0003	31.2552	37.8524	0.00275817	10.958	54.4998	200.25	0.45345	14.6703	249
DATA	1666885055	308511018	4961	0	""	2022-10-27	10:37:35	14036.903	462.72415	2078.1089	39.63	55.0003	31.2556	37.8524	0.00277213	10.958	54.4998	182	0.45345	14.6703	 31
DATA	1666885056	308511018	4965	0	""	2022-10-27	10:37:36	14085.217	462.88593	2078.6382	39.6308	55.0003	31.2593	37.8524	0.00278195	10.9565	54.4998	-63.75	0.45345	14.6695	123
DATA	1666885057	308511018	4969	0	""	2022-10-27	10:37:37	14122.478	462.51514	2078.5413	39.6308	55.0003	31.2589	37.8524	0.00278585	10.9572	54.4998	-91	0.45345	14.6695	216
DATA	1666885058	308511018	4973	0	""	2022-10-27	10:37:38	14155.936	462.34003	2078.5208	39.6308	55.0003	31.2572	37.8524	0.00278888	10.9561	54.4998	-117.5	0.45345	14.6691	 96
DATA	1666885059	308511018	4977	0	""	2022-10-27	10:37:39	14195.037	462.9299	2078.5991	39.6312	55.0003	31.254	37.8524	0.0027844	10.9572	54.4998	15	0.45345	14.6695	 23
DATA	1666885060	308176994	4981	0	""	2022-10-27	10:37:40	14233.598	463.37595	2078.4529	39.6316	55.0003	31.2548	37.8524	0.00279024	10.957	54.4998	82.25	0.45345	14.6695	 26
DATA	1666885061	308176994	4985	0	""	2022-10-27	10:37:41	14273.756	462.97977	2078.3394	39.632	55.0003	31.2568	37.8524	0.00278003	10.9569	54.4998	41.5	0.45345	14.6679	244
DATA	1666885062	308176994	4989	0	""	2022-10-27	10:37:42	14318.415	463.77747	2078.5603	39.6324	55.0003	31.2581	37.8524	0.00279578	10.9569	54.4998	60	0.45345	14.6679	198
DATA	1666885063	308176994	4993	0	""	2022-10-27	10:37:43	14360.102	462.64948	2078.3821	39.6324	55.0003	31.2581	37.8524	0.0027995	10.9559	54.4998	-9.25	0.45345	14.6675	 17
DATA	1666885064	308176994	4997	0	""	2022-10-27	10:37:44	14393.106	465.37607	2078.2644	39.6337	55.0003	31.2572	37.8524	0.00281087	10.9566	54.4998	-58.75	0.45345	14.6671	127
DATA	1666885065	308176994	5001	0	""	2022-10-27	10:37:45	14428.842	462.98447	2078.6826	39.6341	55.0003	31.256	37.8524	0.00280706	10.9557	54.4998	59.25	0.45345	14.6664	 18
DATA	1666885066	308176994	5005	0	""	2022-10-27	10:37:46	14465.498	462.99564	2078.5684	39.6345	55.0003	31.2581	37.8524	0.00281301	10.9557	54.4998	70.25	0.45345	14.666	 22
DATA	1666885067	308176994	5009	0	""	2022-10-27	10:37:47	14498.551	465.32776	2078.4963	39.6337	55.0003	31.2589	37.8524	0.0028301	10.9563	54.4998	-33.5	0.45345	14.666	225
DATA	1666885068	307852029	5013	0	""	2022-10-27	10:37:48	14531.086	463.82327	2078.6453	39.6345	55.0003	31.2593	37.8524	0.00282475	10.9552	54.4998	53.75	0.45345	14.666	  3
DATA	1666885069	307852029	5017	0	""	2022-10-27	10:37:49	14562.568	465.28113	2078.6565	39.6345	55.0003	31.2617	37.8524	0.00282376	10.9559	54.4998	-29	0.45345	14.6664	223
DATA	1666885070	307852029	5021	0	""	2022-10-27	10:37:50	14602.504	464.05353	2078.3213	39.6349	55.0003	31.2589	37.8524	0.00282441	10.9558	54.4998	-45	0.45345	14.6683	177
DATA	1666885071	307852029	5025	0	""	2022-10-27	10:37:51	14644.89	464.04358	2078.3279	39.6341	55.0003	31.2589	37.8524	0.00283592	10.9558	54.4998	89.25	0.45345	14.6679	 26
DATA	1666885072	307852029	5029	0	""	2022-10-27	10:37:52	14686.895	464.43185	2078.6167	39.6353	55.0003	31.2617	37.8524	0.00283539	10.9556	54.4998	-7.75	0.45345	14.6675	 73
DATA	1666885073	307852029	5033	0	""	2022-10-27	10:37:53	14723.803	465.01111	2078.2874	39.6361	55.0003	31.2589	37.8524	0.00285714	10.9549	54.4998	79.25	0.45345	14.6675	 49
DATA	1666885074	307852029	5037	0	""	2022-10-27	10:37:54	14751.295	465.11182	2078.3652	39.6365	55.0003	31.2613	37.8524	0.00284657	10.9552	54.4998	85	0.45345	14.6675	160
