VC:2f90039 BD:Jan 16 2014 SN:LGR-14-0083
                     Time,      [CH4]_ppm,   [CH4]_ppm_sd,      [H2O]_ppm,   [H2O]_ppm_sd,      [CO2]_ppm,   [CO2]_ppm_sd,     [CH4]d_ppm,  [CH4]d_ppm_sd,     [CO2]d_ppm,  [CO2]d_ppm_sd,      GasP_torr,   GasP_torr_sd,         GasT_C,      GasT_C_sd,         AmbT_C,      AmbT_C_sd,         RD0_us,      RD0_us_sd,         RD1_us,      RD1_us_sd,       Fit_Flag,      MIU_VALVE,       MIU_DESC
  05/04/2023 08:17:01.074,   1.365337e+02,   6.810534e-02,  -1.000000e-02,   1.779789e-18,   6.648624e+03,   3.905652e+00,   1.365337e+02,   6.810534e-02,   6.648623e+03,   3.905652e+00,   1.390564e+02,   1.970523e-02,   1.393954e+01,   1.754726e-03,   1.321044e+01,   4.950059e-03,   1.010210e+01,   4.167071e-03,   7.192081e+00,   2.220956e-03,              3,              0,               
  05/04/2023 08:17:20.612,   1.366368e+02,   9.925463e-02,  -1.000000e-02,   1.779789e-18,   6.656376e+03,   4.284482e+00,   1.366368e+02,   9.925463e-02,   6.656376e+03,   4.284482e+00,   1.390815e+02,   2.575596e-02,   1.394449e+01,   1.295390e-03,   1.327299e+01,   1.814877e-02,   1.011105e+01,   4.720091e-03,   7.192272e+00,   2.208956e-03,              3,              0,               
  05/04/2023 08:17:40.152,   1.368782e+02,   8.948987e-02,   5.170106e-02,   2.759355e-01,   6.663086e+03,   4.336044e+00,   1.368782e+02,   8.949981e-02,   6.663087e+03,   4.335949e+00,   1.390844e+02,   2.134613e-02,   1.394856e+01,   8.731262e-04,   1.328794e+01,   9.375075e-03,   1.010913e+01,   3.267162e-03,   7.192710e+00,   2.343685e-03,              3,              0,               
  05/04/2023 08:17:59.691,   1.371117e+02,   8.542516e-02,  -1.000000e-02,   1.779789e-18,   6.673019e+03,   3.971627e+00,   1.371117e+02,   8.542516e-02,   6.673018e+03,   3.971627e+00,   1.390839e+02,   2.285720e-02,   1.395243e+01,   1.132188e-03,   1.330238e+01,   8.182117e-03,   1.010787e+01,   2.948322e-03,   7.191764e+00,   2.555215e-03,              3,              0,               
  05/04/2023 08:18:19.230,   1.373655e+02,   8.727145e-02,  -1.000000e-02,   1.779789e-18,   6.680265e+03,   5.516162e+00,   1.373655e+02,   8.727145e-02,   6.680265e+03,   5.516162e+00,   1.390832e+02,   2.212572e-02,   1.395562e+01,   1.156804e-03,   1.330026e+01,   6.405223e-03,   1.010693e+01,   3.399024e-03,   7.191576e+00,   2.278051e-03,              3,              0,               
  05/04/2023 08:18:38.769,   1.375846e+02,   1.026909e-01,  -1.000000e-02,   1.779789e-18,   6.689415e+03,   4.389336e+00,   1.375846e+02,   1.026909e-01,   6.689415e+03,   4.389336e+00,   1.390853e+02,   2.167514e-02,   1.395949e+01,   1.807809e-03,   1.330720e+01,   5.053001e-03,   1.010847e+01,   3.041205e-03,   7.192248e+00,   2.193304e-03,              3,              0,               
  05/04/2023 08:18:58.308,   1.378151e+02,   8.405334e-02,  -1.000000e-02,   1.779789e-18,   6.695168e+03,   3.528794e+00,   1.378151e+02,   8.405334e-02,   6.695168e+03,   3.528794e+00,   1.390863e+02,   1.855533e-02,   1.396395e+01,   1.477035e-03,   1.331507e+01,   5.762979e-03,   1.010806e+01,   3.267814e-03,   7.193423e+00,   2.120646e-03,              3,              0,               
  05/04/2023 08:19:17.846,   1.380699e+02,   8.419012e-02,  -1.000000e-02,   1.779789e-18,   6.704720e+03,   3.656510e+00,   1.380699e+02,   8.419012e-02,   6.704720e+03,   3.656510e+00,   1.390881e+02,   1.845537e-02,   1.396791e+01,   1.310163e-03,   1.331561e+01,   5.739216e-03,   1.010805e+01,   2.510912e-03,   7.193009e+00,   2.739378e-03,              3,              0,               
  05/04/2023 08:19:37.386,   1.382973e+02,   7.102365e-02,  -1.000000e-02,   1.779789e-18,   6.711709e+03,   3.979039e+00,   1.382973e+02,   7.102365e-02,   6.711709e+03,   3.979039e+00,   1.390833e+02,   2.339230e-02,   1.397186e+01,   1.251517e-03,   1.331960e+01,   7.871473e-03,   1.010836e+01,   2.886146e-03,   7.192410e+00,   2.217399e-03,              3,              0,               
  05/04/2023 08:19:56.925,   1.385530e+02,   9.869647e-02,  -1.000000e-02,   1.779789e-18,   6.720480e+03,   4.790309e+00,   1.385530e+02,   9.869647e-02,   6.720480e+03,   4.790309e+00,   1.390828e+02,   1.996554e-02,   1.397568e+01,   1.086425e-03,   1.332214e+01,   9.142745e-03,   1.010789e+01,   3.164409e-03,   7.192884e+00,   2.660824e-03,              3,              0,               
  05/04/2023 08:20:16.464,   1.387536e+02,   9.262565e-02,  -1.000000e-02,   1.779789e-18,   6.729093e+03,   3.572867e+00,   1.387536e+02,   9.262565e-02,   6.729093e+03,   3.572867e+00,   1.390867e+02,   2.087183e-02,   1.397891e+01,   1.492497e-03,   1.332641e+01,   5.492120e-03,   1.011047e+01,   3.650353e-03,   7.192856e+00,   2.510523e-03,              3,              0,               
  05/04/2023 08:20:36.004,   1.390341e+02,   1.034580e-01,  -1.000000e-02,   1.779789e-18,   6.738271e+03,   4.420773e+00,   1.390341e+02,   1.034580e-01,   6.738271e+03,   4.420773e+00,   1.390870e+02,   2.002422e-02,   1.398364e+01,   1.252484e-03,   1.332646e+01,   7.216014e-03,   1.010824e+01,   3.362092e-03,   7.192335e+00,   2.138183e-03,              3,              0,               
  05/04/2023 08:20:55.543,   1.392297e+02,   8.342024e-02,  -1.000000e-02,   1.779789e-18,   6.745711e+03,   4.399646e+00,   1.392297e+02,   8.342024e-02,   6.745711e+03,   4.399646e+00,   1.390878e+02,   2.124326e-02,   1.398756e+01,   9.232131e-04,   1.332157e+01,   1.040169e-02,   1.011063e+01,   3.688978e-03,   7.192098e+00,   2.446485e-03,              3,              0,               
  05/04/2023 08:21:15.081,   1.395176e+02,   8.538221e-02,  -1.000000e-02,   1.779789e-18,   6.754936e+03,   3.305799e+00,   1.395176e+02,   8.538221e-02,   6.754936e+03,   3.305799e+00,   1.390902e+02,   2.178785e-02,   1.399156e+01,   8.406270e-04,   1.333643e+01,   3.964565e-03,   1.010927e+01,   2.840181e-03,   7.192507e+00,   1.930090e-03,              3,              0,               
  05/04/2023 08:21:34.622,   1.397714e+02,   1.034289e-01,  -1.000000e-02,   1.779789e-18,   6.763804e+03,   4.212096e+00,   1.397714e+02,   1.034289e-01,   6.763804e+03,   4.212096e+00,   1.390819e+02,   2.169815e-02,   1.399528e+01,   1.136103e-03,   1.334690e+01,   8.408831e-03,   1.010855e+01,   2.064137e-03,   7.191641e+00,   2.242557e-03,              3,              0,               
  05/04/2023 08:21:54.161,   1.400239e+02,   8.062244e-02,  -1.000000e-02,   1.779789e-18,   6.769681e+03,   4.355785e+00,   1.400239e+02,   8.062244e-02,   6.769681e+03,   4.355785e+00,   1.390890e+02,   2.340659e-02,   1.399857e+01,   9.183549e-04,   1.335485e+01,   7.684605e-03,   1.010681e+01,   3.539929e-03,   7.192589e+00,   2.186977e-03,              3,              0,               
  05/04/2023 08:22:13.699,   1.402394e+02,   9.281036e-02,  -1.000000e-02,   1.779789e-18,   6.779508e+03,   3.776779e+00,   1.402393e+02,   9.281036e-02,   6.779508e+03,   3.776779e+00,   1.390814e+02,   1.979163e-02,   1.400308e+01,   1.414739e-03,   1.336400e+01,   7.772387e-03,   1.010893e+01,   3.181296e-03,   7.191640e+00,   2.530808e-03,              3,              0,               
  05/04/2023 08:22:33.240,   1.405224e+02,   9.219347e-02,  -1.000000e-02,   1.779789e-18,   6.785150e+03,   4.589734e+00,   1.405224e+02,   9.219347e-02,   6.785150e+03,   4.589734e+00,   1.390882e+02,   1.892397e-02,   1.400743e+01,   1.234478e-03,   1.337673e+01,   4.023486e-03,   1.010615e+01,   2.463118e-03,   7.191978e+00,   2.272140e-03,              3,              0,               
  05/04/2023 08:22:52.779,   1.407533e+02,   9.921416e-02,  -1.000000e-02,   1.779789e-18,   6.793927e+03,   3.914695e+00,   1.407533e+02,   9.921416e-02,   6.793927e+03,   3.914695e+00,   1.390791e+02,   2.053904e-02,   1.401162e+01,   1.223165e-03,   1.337549e+01,   5.486896e-03,   1.010714e+01,   3.958818e-03,   7.191653e+00,   2.148755e-03,              3,              0,               
  05/04/2023 08:23:12.318,   1.409950e+02,   9.349293e-02,  -1.000000e-02,   1.779789e-18,   6.799725e+03,   3.675646e+00,   1.409950e+02,   9.349293e-02,   6.799725e+03,   3.675646e+00,   1.390898e+02,   1.865708e-02,   1.401585e+01,   1.150939e-03,   1.339098e+01,   5.718915e-03,   1.010649e+01,   3.608126e-03,   7.191871e+00,   1.804864e-03,              3,              0,               
  05/04/2023 08:23:31.857,   1.412276e+02,   8.363847e-02,  -1.000000e-02,   1.779789e-18,   6.805715e+03,   3.643106e+00,   1.412276e+02,   8.363847e-02,   6.805715e+03,   3.643106e+00,   1.390805e+02,   2.015738e-02,   1.401937e+01,   1.028871e-03,   1.340798e+01,   1.473670e-02,   1.010730e+01,   2.797054e-03,   7.192760e+00,   1.873640e-03,              3,              0,               
  05/04/2023 08:23:51.396,   1.414278e+02,   9.886090e-02,  -1.000000e-02,   1.779789e-18,   6.810274e+03,   3.878282e+00,   1.414278e+02,   9.886089e-02,   6.810274e+03,   3.878282e+00,   1.390875e+02,   2.140210e-02,   1.402382e+01,   1.639751e-03,   1.343048e+01,   7.325348e-03,   1.010799e+01,   2.733888e-03,   7.192411e+00,   2.596229e-03,              3,              0,               
  05/04/2023 08:24:10.935,   1.416762e+02,   1.066332e-01,  -1.000000e-02,   1.779789e-18,   6.819076e+03,   3.855860e+00,   1.416762e+02,   1.066332e-01,   6.819075e+03,   3.855860e+00,   1.390829e+02,   2.290870e-02,   1.402860e+01,   1.338902e-03,   1.343105e+01,   1.187262e-02,   1.010790e+01,   2.809111e-03,   7.191072e+00,   2.153497e-03,              3,              0,               
  05/04/2023 08:24:30.474,   1.419039e+02,   9.159280e-02,  -1.000000e-02,   1.779789e-18,   6.823396e+03,   5.157868e+00,   1.419039e+02,   9.159280e-02,   6.823396e+03,   5.157868e+00,   1.390909e+02,   1.804759e-02,   1.403314e+01,   1.338966e-03,   1.342326e+01,   4.803183e-03,   1.010755e+01,   2.714666e-03,   7.192109e+00,   2.375636e-03,              3,              0,               
  05/04/2023 08:24:50.019,   1.421356e+02,   7.107268e-02,  -1.000000e-02,   1.779789e-18,   6.830025e+03,   5.184530e+00,   1.421356e+02,   7.107268e-02,   6.830025e+03,   5.184530e+00,   1.390892e+02,   2.234097e-02,   1.403803e+01,   1.347659e-03,   1.342955e+01,   6.057104e-03,   1.010770e+01,   3.093740e-03,   7.191746e+00,   2.657300e-03,              3,              0,               
  05/04/2023 08:25:09.557,   1.423434e+02,   9.162988e-02,  -1.000000e-02,   1.779789e-18,   6.834140e+03,   3.225590e+00,   1.423434e+02,   9.162988e-02,   6.834140e+03,   3.225590e+00,   1.390862e+02,   1.787150e-02,   1.404215e+01,   1.167236e-03,   1.342538e+01,   4.822755e-03,   1.010898e+01,   2.569340e-03,   7.192122e+00,   2.420353e-03,              3,              0,               
  05/04/2023 08:25:29.097,   1.425802e+02,   9.165610e-02,  -1.000000e-02,   1.779789e-18,   6.840698e+03,   4.416054e+00,   1.425802e+02,   9.165610e-02,   6.840698e+03,   4.416054e+00,   1.390878e+02,   2.186778e-02,   1.404650e+01,   1.582828e-03,   1.342271e+01,   5.551327e-03,   1.010814e+01,   2.176088e-03,   7.192281e+00,   2.584752e-03,              3,              0,               
  05/04/2023 08:25:48.635,   1.428234e+02,   1.069983e-01,  -1.000000e-02,   1.779789e-18,   6.845773e+03,   3.874411e+00,   1.428234e+02,   1.069983e-01,   6.845772e+03,   3.874411e+00,   1.390823e+02,   2.234508e-02,   1.405192e+01,   1.401277e-03,   1.344230e+01,   1.040430e-02,   1.010792e+01,   3.317026e-03,   7.191623e+00,   2.136550e-03,              3,              0,               
  05/04/2023 08:26:08.175,   1.430249e+02,   8.152654e-02,  -1.000000e-02,   1.779789e-18,   6.852534e+03,   3.992711e+00,   1.430249e+02,   8.152654e-02,   6.852534e+03,   3.992711e+00,   1.390829e+02,   2.177960e-02,   1.405666e+01,   1.428440e-03,   1.346511e+01,   7.540877e-03,   1.011002e+01,   3.000664e-03,   7.190856e+00,   2.064759e-03,              3,              0,               
  05/04/2023 08:26:27.714,   1.432278e+02,   7.994827e-02,  -1.000000e-02,   1.779789e-18,   6.856875e+03,   3.982153e+00,   1.432278e+02,   7.994827e-02,   6.856875e+03,   3.982153e+00,   1.390841e+02,   2.279864e-02,   1.406114e+01,   1.524476e-03,   1.346393e+01,   6.769669e-03,   1.010981e+01,   1.881413e-03,   7.191233e+00,   1.846549e-03,              3,              0,               
  05/04/2023 08:26:47.252,   1.434561e+02,   9.051018e-02,  -1.000000e-02,   1.779789e-18,   6.859938e+03,   2.775288e+00,   1.434561e+02,   9.051017e-02,   6.859938e+03,   2.775288e+00,   1.390818e+02,   2.201122e-02,   1.406527e+01,   1.176875e-03,   1.345592e+01,   5.251287e-03,   1.010887e+01,   2.736680e-03,   7.191148e+00,   1.675503e-03,              3,              0,               
  05/04/2023 08:27:06.792,   1.437251e+02,   9.938545e-02,  -1.000000e-02,   1.779789e-18,   6.865461e+03,   4.160924e+00,   1.437251e+02,   9.938545e-02,   6.865461e+03,   4.160924e+00,   1.390757e+02,   2.100857e-02,   1.406894e+01,   1.368587e-03,   1.347094e+01,   7.069461e-03,   1.010720e+01,   2.545375e-03,   7.190857e+00,   2.009034e-03,              3,              0,               
  05/04/2023 08:27:26.332,   1.440012e+02,   7.648462e-02,  -1.000000e-02,   1.779789e-18,   6.871978e+03,   3.600638e+00,   1.440012e+02,   7.648462e-02,   6.871977e+03,   3.600638e+00,   1.390845e+02,   1.837613e-02,   1.407405e+01,   1.600244e-03,   1.346925e+01,   5.974621e-03,   1.010626e+01,   3.581193e-03,   7.191142e+00,   2.134192e-03,              3,              0,               
  05/04/2023 08:27:45.878,   1.442119e+02,   9.952265e-02,  -1.000000e-02,   1.779789e-18,   6.878095e+03,   3.804901e+00,   1.442119e+02,   9.952265e-02,   6.878095e+03,   3.804901e+00,   1.390845e+02,   2.115100e-02,   1.407887e+01,   1.454134e-03,   1.348384e+01,   8.633586e-03,   1.010975e+01,   4.029396e-03,   7.192141e+00,   2.258720e-03,              3,              0,               
  05/04/2023 08:28:05.417,   1.444736e+02,   1.034463e-01,  -1.000000e-02,   1.779789e-18,   6.886328e+03,   5.491356e+00,   1.444735e+02,   1.034463e-01,   6.886328e+03,   5.491356e+00,   1.390874e+02,   1.900794e-02,   1.408363e+01,   1.326981e-03,   1.349642e+01,   6.063012e-03,   1.011037e+01,   3.005308e-03,   7.191389e+00,   3.272045e-03,              3,              0,               
  05/04/2023 08:28:24.957,   1.447454e+02,   9.806271e-02,  -1.000000e-02,   1.779789e-18,   6.891352e+03,   4.499035e+00,   1.447454e+02,   9.806271e-02,   6.891352e+03,   4.499035e+00,   1.390849e+02,   1.965465e-02,   1.408810e+01,   1.187336e-03,   1.349784e+01,   4.872869e-03,   1.010948e+01,   2.388370e-03,   7.191156e+00,   3.189763e-03,              3,              0,               
  05/04/2023 08:28:44.495,   1.450031e+02,   9.870691e-02,  -1.000000e-02,   1.779789e-18,   6.899427e+03,   3.661868e+00,   1.450031e+02,   9.870691e-02,   6.899427e+03,   3.661868e+00,   1.390830e+02,   1.889126e-02,   1.409176e+01,   1.220372e-03,   1.349880e+01,   1.196891e-02,   1.010995e+01,   3.520111e-03,   7.191347e+00,   2.097632e-03,              3,              0,               
  05/04/2023 08:29:04.035,   1.452530e+02,   1.168777e-01,  -1.000000e-02,   1.779789e-18,   6.905318e+03,   3.772870e+00,   1.452530e+02,   1.168777e-01,   6.905318e+03,   3.772870e+00,   1.390866e+02,   1.936117e-02,   1.409679e+01,   1.794106e-03,   1.350680e+01,   7.776571e-03,   1.011117e+01,   5.049629e-03,   7.192249e+00,   2.423822e-03,              3,              0,               
