ID,FWS,SWS.HS,FL.Yellow.HS,FL.Orange.HS,FL.Red.HS,SWS.LS,FL.Yellow.LS,FL.Red.LS,Curvature,X
1,0.9155554,0.7629628,1.983703,0.9155554,3.357036,0.4577777,0.4577777,0.4577777,0,NA
1,0.9155554,0.7629628,2.746666,0.9155554,2.746666,0.4577777,0.6103702,0.6103702,0,NA
1,0.9155554,0.9155554,3.357036,0.9155554,2.136296,0.4577777,0.4577777,0.6103702,0,NA
1,0.9155554,0.9155554,3.814814,0.9155554,1.831111,0.4577777,0.4577777,0.6103702,0,NA
1,0.9155554,1.068148,3.814814,1.068148,1.678518,0.4577777,0.4577777,0.6103702,0,NA
1,0.9155554,0.9155554,3.509629,1.22074,1.678518,0.4577777,0.4577777,0.6103702,0,NA
1,0.9155554,0.7629628,3.051851,1.373333,1.678518,0.4577777,0.4577777,0.6103702,0,NA
1,0.9155554,0.7629628,2.899259,1.525926,1.678518,0.4577777,0.4577777,0.4577777,0,NA
1,0.9155554,0.6103702,2.899259,1.373333,1.678518,0.4577777,0.4577777,0.4577777,0,NA
1,0,0,0,0,0,0,0,0,0,NA
1,0,0,0,0,0,0,0,0,0,NA
2,0.9155554,1.22074,3.204444,1.373333,0.7629628,0.4577777,0.4577777,0.4577777,0,NA
2,0.9155554,1.22074,3.204444,1.22074,0.7629628,0.4577777,0.4577777,0.4577777,0,NA
2,0.9155554,1.373333,3.204444,0.9155554,0.7629628,0.4577777,0.4577777,0.4577777,0,NA
2,0.9155554,1.525926,3.204444,0.7629628,0.7629628,0.4577777,0.4577777,0.4577777,0,NA
2,0.9155554,1.831111,3.051851,0.7629628,0.7629628,0.4577777,0.4577777,0.4577777,0,NA
2,0.9155554,1.983703,2.899259,0.7629628,0.6103702,0.4577777,0.4577777,0.4577777,0,NA
2,0.9155554,2.136296,2.746666,0.9155554,0.6103702,0.4577777,0.4577777,0.4577777,0,NA
2,0.9155554,2.136296,2.594074,1.068148,0.9155554,0.4577777,0.4577777,0.4577777,0,NA
2,0.9155554,2.136296,2.441481,1.068148,1.525926,0.4577777,0.4577777,0.4577777,0,NA
2,0.9155554,1.983703,2.136296,0.9155554,2.594074,0.4577777,0.4577777,0.4577777,0,NA
2,0.9155554,1.831111,1.525926,0.6103702,3.814814,0.4577777,0.4577777,0.4577777,0,NA
2,0.9155554,1.678518,1.068148,0.4577777,4.882962,0.4577777,0.4577777,0.4577777,0,NA
2,0.9155554,1.373333,0.9155554,0.4577777,5.188147,0.4577777,0.4577777,0.4577777,0,NA
2,0.9155554,1.22074,0.7629628,0.4577777,4.577776,0.4577777,0.4577777,0.4577777,0,NA
2,0.9155554,1.22074,0.9155554,0.4577777,3.662221,0.4577777,0.4577777,0.4577777,0,NA
2,0.9155554,0.9155554,1.525926,0.4577777,2.746666,0.4577777,0.4577777,0.4577777,0,NA
2,0.9155554,0.6103702,2.136296,0.6103702,2.136296,0.4577777,0.4577777,0.4577777,0,NA
2,0.9155554,0.4577777,2.746666,0.7629628,1.831111,0.4577777,0.4577777,0.4577777,0,NA
2,0.9155554,0.4577777,3.204444,1.068148,1.678518,0.4577777,0.4577777,0.4577777,0,NA
2,0.9155554,0.4577777,3.357036,1.22074,1.831111,0.4577777,0.4577777,0.4577777,0,NA
2,0,0,0,0,0,0,0,0,0,NA
2,0,0,0,0,0,0,0,0,0,NA
3,0.9155554,1.373333,3.051851,1.525926,0.9155554,0.4577777,0.4577777,0.4577777,0.015625,NA
3,0.9155554,1.22074,3.357036,1.373333,0.9155554,0.4577777,0.4577777,0.4577777,0.015625,NA
3,0.9155554,0.7629628,3.509629,1.22074,1.068148,0.4577777,0.4577777,0.4577777,0.015625,NA
3,0.9155554,0.4577777,3.509629,0.9155554,1.525926,0.4577777,0.4577777,0.4577777,0.015625,NA
3,0.9155554,0.4577777,3.357036,0.9155554,1.983703,0.4577777,0.4577777,0.4577777,0.015625,NA
3,0.9155554,0.4577777,3.051851,0.9155554,2.594074,0.4577777,0.4577777,0.4577777,0.015625,NA
3,0.9155554,0.4577777,2.594074,1.22074,3.204444,0.4577777,0.4577777,0.4577777,0.015625,NA
3,0.9155554,0.4577777,1.831111,1.373333,3.814814,0.4577777,0.6103702,0.4577777,0.015625,NA
3,0.9155554,0.6103702,1.22074,1.525926,4.272592,0.4577777,0.6103702,0.6103702,0.015625,NA
3,0.9155554,0.7629628,0.7629628,1.678518,4.272592,0.4577777,0.6103702,0.6103702,0.015625,NA
3,0.9155554,0.9155554,0.6103702,1.678518,3.814814,0.4577777,0.6103702,0.6103702,0.015625,NA
3,0.9155554,1.068148,0.6103702,1.525926,3.051851,0.6103702,0.6103702,0.6103702,0.015625,NA
3,0.9155554,1.068148,0.7629628,1.373333,2.441481,0.6103702,0.4577777,0.6103702,0.015625,NA
3,0.9155554,1.068148,1.068148,1.068148,1.983703,0.6103702,0.4577777,0.6103702,0.015625,NA
3,0.9155554,1.22074,1.22074,0.9155554,1.831111,0.6103702,0.4577777,0.6103702,0.015625,NA
3,0.9155554,1.373333,1.22074,0.7629628,1.831111,0.6103702,0.4577777,0.4577777,0.015625,NA
3,0.9155554,1.525926,1.22074,0.6103702,1.831111,0.6103702,0.4577777,0.4577777,0.015625,NA
3,1.068148,1.831111,1.068148,0.7629628,2.136296,0.6103702,0.4577777,0.4577777,-0.109375,NA
3,1.068148,1.678518,1.068148,0.9155554,2.136296,0.6103702,0.4577777,0.4577777,-0.109375,NA
3,1.068148,1.373333,1.22074,1.22074,1.831111,0.6103702,0.4577777,0.4577777,-0.109375,NA
3,1.068148,1.22074,1.525926,1.525926,1.525926,0.6103702,0.6103702,0.4577777,-0.109375,NA
3,1.068148,1.068148,1.983703,1.831111,1.373333,0.6103702,0.6103702,0.4577777,-0.109375,NA
3,0.9155554,0.9155554,2.594074,1.831111,1.373333,0.6103702,0.6103702,0.4577777,0.015625,NA
3,0.9155554,1.068148,3.051851,1.831111,1.525926,0.6103702,0.6103702,0.4577777,0.015625,NA
3,0.9155554,1.068148,3.509629,1.831111,1.831111,0.6103702,0.6103702,0.4577777,0.015625,NA
3,0.9155554,1.068148,3.967407,1.831111,1.983703,0.4577777,0.4577777,0.4577777,0.015625,NA
3,0.9155554,1.068148,4.119999,1.983703,2.288888,0.4577777,0.4577777,0.4577777,0.015625,NA
3,0.9155554,1.22074,3.967407,2.288888,2.746666,0.4577777,0.4577777,0.4577777,0.015625,NA
3,0.9155554,1.22074,3.662221,2.441481,3.509629,0.6103702,0.6103702,0.4577777,0.015625,NA
3,0.9155554,1.22074,3.051851,2.594074,3.967407,0.4577777,0.6103702,0.4577777,0.015625,NA
3,0.9155554,1.22074,2.594074,2.441481,4.272592,0.4577777,0.7629628,0.4577777,0.015625,NA
3,0.9155554,1.22074,2.136296,2.136296,4.272592,0.4577777,0.7629628,0.4577777,0.015625,NA
3,0.9155554,1.22074,1.831111,1.831111,3.814814,0.6103702,0.7629628,0.6103702,0.015625,NA
3,0.9155554,1.22074,1.525926,1.525926,3.204444,0.6103702,0.7629628,0.6103702,0.015625,NA
3,0.9155554,1.068148,0.9155554,1.373333,2.594074,0.6103702,0.6103702,0.6103702,0.015625,NA
3,0.9155554,1.068148,0.6103702,1.373333,2.441481,0.6103702,0.4577777,0.7629628,0.015625,NA
3,0.9155554,1.22074,0.4577777,1.525926,2.441481,0.6103702,0.4577777,0.7629628,0.015625,NA
3,0.9155554,1.22074,0.4577777,1.525926,2.594074,0.6103702,0.4577777,0.7629628,0.015625,NA
3,0.9155554,1.22074,0.4577777,1.525926,2.594074,0.6103702,0.4577777,0.6103702,0.015625,NA
3,0.9155554,1.068148,0.4577777,1.373333,2.594074,0.6103702,0.4577777,0.4577777,0.015625,NA
3,0,0,0,0,0,0,0,0,0,NA
3,0,0,0,0,0,0,0,0,0,NA
4,0.9155554,1.22074,3.051851,0.7629628,1.678518,0.6103702,0.4577777,0.4577777,0.0375,NA
4,1.068148,1.22074,3.357036,0.6103702,1.831111,0.6103702,0.4577777,0.4577777,-0.0875,NA
4,1.068148,1.22074,3.357036,0.6103702,2.136296,0.6103702,0.4577777,0.4577777,-0.0875,NA
4,1.068148,1.22074,3.051851,0.6103702,2.288888,0.6103702,0.4577777,0.4577777,-0.0875,NA
4,1.068148,1.22074,2.594074,0.6103702,2.441481,0.6103702,0.4577777,0.4577777,-0.0875,NA
4,0.9155554,1.22074,1.831111,0.7629628,2.746666,0.6103702,0.4577777,0.6103702,0.0375,NA
4,0.9155554,1.22074,1.22074,0.7629628,2.899259,0.4577777,0.4577777,0.4577777,0.0375,NA
4,0.9155554,1.22074,0.9155554,0.7629628,3.509629,0.4577777,0.4577777,0.4577777,0.0375,NA
4,0.9155554,1.22074,0.6103702,0.7629628,4.272592,0.4577777,0.4577777,0.4577777,0.0375,NA
4,0.9155554,1.373333,0.9155554,0.7629628,4.577776,0.4577777,0.4577777,0.4577777,-0.0875,NA
4,1.068148,1.678518,1.22074,0.7629628,4.272592,0.4577777,0.6103702,0.4577777,0.0375,NA
4,1.22074,1.983703,1.831111,0.9155554,3.814814,0.4577777,0.6103702,0.4577777,0.0375,NA
4,1.22074,2.136296,2.441481,0.9155554,3.204444,0.4577777,0.7629628,0.6103702,0.0375,NA
4,1.22074,2.136296,3.051851,1.068148,2.746666,0.4577777,0.7629628,0.4577777,0.0375,NA
4,1.22074,2.136296,3.509629,1.373333,2.288888,0.4577777,0.7629628,0.4577777,0.0375,NA
4,1.22074,1.831111,3.814814,1.525926,2.288888,0.4577777,0.6103702,0.4577777,0.0375,NA
4,1.22074,1.373333,3.967407,1.373333,2.441481,0.4577777,0.4577777,0.4577777,0.0375,NA
4,1.068148,1.22074,3.814814,1.22074,2.594074,0.4577777,0.4577777,0.4577777,-0.0875,NA
4,0.9155554,1.068148,3.814814,0.9155554,2.746666,0.4577777,0.4577777,0.4577777,0.0375,NA
4,0.9155554,1.068148,3.814814,0.7629628,2.594074,0.4577777,0.4577777,0.4577777,0.0375,NA
4,0,0,0,0,0,0,0,0,0,NA
4,0,0,0,0,0,0,0,0,0,NA
5,1.068148,1.525926,3.967407,2.899259,0.9155554,0.4577777,0.4577777,0.6103702,0.1125,NA
5,1.068148,1.525926,3.814814,2.288888,0.7629628,0.4577777,0.4577777,0.6103702,0.1125,NA
5,0.9155554,1.525926,3.509629,1.525926,0.7629628,0.4577777,0.4577777,0.6103702,-0.0125,NA
5,0.9155554,1.525926,3.051851,1.22074,0.9155554,0.4577777,0.6103702,0.6103702,-0.0125,NA
5,0.9155554,1.22074,1.983703,0.9155554,1.068148,0.6103702,0.6103702,0.4577777,-0.0125,NA
5,0.9155554,1.068148,1.068148,0.9155554,1.525926,0.6103702,0.7629628,0.4577777,-0.0125,NA
5,0.9155554,0.7629628,0.6103702,0.9155554,2.136296,0.6103702,0.7629628,0.4577777,-0.0125,NA
5,0.9155554,0.6103702,0.4577777,0.9155554,3.204444,0.4577777,0.7629628,0.4577777,-0.0125,NA
5,0.9155554,0.4577777,0.4577777,1.068148,4.119999,0.4577777,0.6103702,0.4577777,-0.0125,NA
5,0.9155554,0.4577777,0.4577777,1.22074,4.730369,0.4577777,0.6103702,0.4577777,-0.0125,NA
5,0.9155554,0.4577777,0.7629628,1.373333,4.730369,0.4577777,0.6103702,0.4577777,-0.0125,NA
5,0.9155554,0.6103702,1.22074,1.525926,4.272592,0.4577777,0.4577777,0.4577777,-0.0125,NA
5,0.9155554,0.7629628,1.831111,1.525926,3.357036,0.4577777,0.4577777,0.4577777,-0.0125,NA
5,0.9155554,1.068148,2.441481,1.22074,2.441481,0.4577777,0.4577777,0.4577777,-0.0125,NA
5,0.9155554,1.373333,2.746666,0.9155554,1.525926,0.4577777,0.4577777,0.4577777,-0.0125,NA
5,0.9155554,1.525926,3.051851,0.6103702,1.22074,0.4577777,0.4577777,0.4577777,-0.0125,NA
5,0.9155554,1.831111,3.051851,0.6103702,0.9155554,0.4577777,0.4577777,0.4577777,-0.0125,NA
5,0.9155554,2.136296,3.051851,0.6103702,0.7629628,0.4577777,0.4577777,0.4577777,-0.0125,NA
5,0.9155554,2.136296,2.594074,0.6103702,0.7629628,0.4577777,0.4577777,0.4577777,-0.0125,NA
5,0.9155554,2.136296,2.288888,0.7629628,0.7629628,0.4577777,0.4577777,0.6103702,-0.0125,NA
5,0,0,0,0,0,0,0,0,0,NA
5,0,0,0,0,0,0,0,0,0,NA
6,0.9155554,0.4577777,1.068148,0.9155554,2.136296,0.4577777,0.4577777,0.4577777,-0.0375,NA
6,0.9155554,0.4577777,1.373333,0.9155554,1.983703,0.4577777,0.4577777,0.4577777,-0.0375,NA
6,0.9155554,0.6103702,1.831111,0.9155554,1.831111,0.4577777,0.4577777,0.4577777,-0.0375,NA
6,0.9155554,0.7629628,2.441481,1.068148,1.525926,0.4577777,0.4577777,0.4577777,0.0875,NA
6,0.9155554,0.7629628,2.594074,1.068148,1.525926,0.4577777,0.4577777,0.4577777,-0.0375,NA
6,0.9155554,0.9155554,2.288888,1.068148,1.525926,0.4577777,0.4577777,0.4577777,-0.0375,NA
6,0.9155554,0.9155554,1.831111,1.068148,2.136296,0.4577777,0.4577777,0.4577777,-0.0375,NA
6,0.9155554,1.068148,1.678518,1.068148,2.899259,0.4577777,0.4577777,0.4577777,-0.0375,NA
6,1.068148,1.068148,1.678518,1.22074,3.814814,0.4577777,0.4577777,0.4577777,0.0875,NA
6,1.068148,1.22074,1.831111,1.373333,4.425184,0.4577777,0.4577777,0.4577777,0.0875,NA
6,1.068148,1.525926,1.983703,1.678518,4.577776,0.4577777,0.4577777,0.4577777,0.0875,NA
6,1.22074,1.678518,2.136296,1.983703,4.272592,0.4577777,0.4577777,0.4577777,-0.0375,NA
6,1.22074,1.525926,2.441481,2.136296,3.509629,0.4577777,0.4577777,0.6103702,-0.0375,NA
6,1.22074,1.068148,2.288888,1.983703,3.051851,0.4577777,0.4577777,0.6103702,-0.0375,NA
6,1.22074,0.9155554,2.136296,1.831111,2.594074,0.4577777,0.4577777,0.6103702,-0.0375,NA
6,1.22074,0.7629628,1.831111,1.525926,2.441481,0.4577777,0.4577777,0.6103702,-0.0375,NA
6,1.068148,0.6103702,1.831111,1.22074,2.288888,0.4577777,0.4577777,0.6103702,0.0875,NA
6,1.068148,0.7629628,1.678518,0.9155554,2.136296,0.4577777,0.4577777,0.6103702,0.0875,NA
6,0.9155554,0.7629628,1.678518,0.7629628,1.983703,0.4577777,0.4577777,0.4577777,-0.0375,NA
6,0.9155554,0.9155554,1.831111,0.6103702,1.831111,0.4577777,0.6103702,0.4577777,-0.0375,NA
6,0,0,0,0,0,0,0,0,0,NA
6,0,0,0,0,0,0,0,0,0,NA
7,1.068148,1.831111,2.594074,0.9155554,2.746666,0.4577777,0.4577777,0.4577777,-0.198534,NA
7,1.068148,1.831111,2.746666,0.9155554,2.899259,0.4577777,0.4577777,0.4577777,-0.198534,NA
7,1.22074,1.831111,3.051851,0.9155554,3.051851,0.4577777,0.4577777,0.4577777,-0.07353396,NA
7,1.22074,1.831111,3.204444,1.22074,3.051851,0.4577777,0.4577777,0.4577777,-0.07353396,NA
7,1.22074,1.525926,3.204444,1.525926,2.899259,0.4577777,0.4577777,0.4577777,-0.07353396,NA
7,1.22074,1.22074,3.051851,1.831111,2.899259,0.4577777,0.4577777,0.4577777,-0.07353396,NA
7,1.22074,0.9155554,2.899259,2.136296,3.051851,0.4577777,0.4577777,0.4577777,-0.07353396,NA
7,1.373333,0.9155554,2.746666,2.288888,3.662221,0.4577777,0.4577777,0.4577777,0.02646604,NA
7,1.373333,0.9155554,2.594074,2.441481,4.119999,0.4577777,0.4577777,0.4577777,0.02646604,NA
7,1.373333,1.068148,2.441481,2.594074,4.272592,0.4577777,0.4577777,0.4577777,0.02646604,NA
7,1.373333,1.373333,2.594074,2.441481,4.272592,0.4577777,0.4577777,0.4577777,0.02646604,NA
7,1.373333,1.831111,2.746666,2.136296,3.967407,0.4577777,0.4577777,0.4577777,0.02646604,NA
7,1.373333,1.983703,2.899259,1.373333,3.662221,0.4577777,0.4577777,0.4577777,0.02646604,NA
7,1.22074,1.983703,2.746666,0.9155554,3.204444,0.4577777,0.4577777,0.4577777,-0.07353396,NA
7,1.22074,2.136296,2.594074,0.6103702,2.899259,0.4577777,0.4577777,0.4577777,-0.07353396,NA
7,1.068148,2.136296,2.136296,0.6103702,2.746666,0.4577777,0.6103702,0.4577777,0.05146604,NA
7,1.068148,1.983703,1.525926,0.6103702,2.594074,0.6103702,0.6103702,0.4577777,0.05146604,NA
7,1.22074,1.831111,1.22074,0.9155554,2.594074,0.6103702,0.6103702,0.4577777,-0.07353396,NA
7,1.373333,1.831111,0.9155554,1.068148,2.441481,0.6103702,0.7629628,0.6103702,0.02646604,NA
7,1.373333,1.525926,1.22074,1.22074,2.441481,0.7629628,0.9155554,0.6103702,0.02646604,NA
7,1.373333,1.22074,1.525926,1.373333,2.441481,0.7629628,0.9155554,0.6103702,0.02646604,NA
7,1.373333,1.22074,2.136296,1.373333,2.746666,0.7629628,0.9155554,0.4577777,0.02646604,NA
7,1.373333,1.22074,2.746666,1.525926,2.899259,0.7629628,0.6103702,0.4577777,0.02646604,NA
7,1.373333,1.373333,3.051851,1.525926,3.204444,0.6103702,0.4577777,0.4577777,0.02646604,NA
7,1.373333,1.525926,3.204444,1.373333,3.662221,0.6103702,0.4577777,0.4577777,0.02646604,NA
7,1.373333,1.525926,3.204444,1.22074,4.272592,0.6103702,0.4577777,0.4577777,0.02646604,NA
7,1.373333,1.678518,3.357036,1.068148,4.577776,0.6103702,0.4577777,0.4577777,0.02646604,NA
7,1.373333,1.831111,3.051851,1.068148,4.577776,0.6103702,0.4577777,0.4577777,0.02646604,NA
7,1.373333,1.831111,2.288888,1.22074,4.272592,0.6103702,0.4577777,0.4577777,0.02646604,NA
7,1.373333,1.678518,1.525926,1.525926,3.662221,0.7629628,0.4577777,0.4577777,0.02646604,NA
7,1.22074,1.373333,0.9155554,1.678518,2.594074,0.7629628,0.6103702,0.4577777,0.1486883,NA
7,1.068148,1.22074,0.7629628,1.525926,1.678518,0.7629628,0.6103702,0.4577777,0.05146604,NA
7,1.068148,1.22074,0.9155554,1.22074,1.068148,0.7629628,0.6103702,0.4577777,0.05146604,NA
7,1.068148,1.22074,1.068148,0.9155554,0.7629628,0.6103702,0.6103702,0.4577777,0.05146604,NA
7,1.068148,1.22074,1.22074,0.6103702,0.6103702,0.6103702,0.6103702,0.4577777,0.05146604,NA
7,1.068148,1.373333,1.373333,0.4577777,0.4577777,0.6103702,0.6103702,0.4577777,0.05146604,NA
7,0,0,0,0,0,0,0,0,0,NA
7,0,0,0,0,0,0,0,0,0,NA
8,1.068148,1.373333,1.525926,1.068148,3.051851,0.6103702,0.4577777,0.4577777,0.0625,NA
8,0.9155554,1.373333,1.22074,1.22074,2.899259,0.6103702,0.4577777,0.4577777,-0.0625,NA
8,0.9155554,1.373333,1.22074,1.22074,2.746666,0.6103702,0.4577777,0.4577777,-0.0625,NA
8,0.9155554,1.373333,1.373333,1.373333,2.746666,0.6103702,0.4577777,0.4577777,-0.0625,NA
8,0.9155554,1.373333,1.678518,1.22074,2.899259,0.6103702,0.6103702,0.6103702,-0.0625,NA
8,0.9155554,1.525926,1.831111,1.068148,3.051851,0.7629628,0.7629628,0.6103702,-0.0625,NA
8,0.9155554,1.525926,1.983703,0.9155554,3.357036,0.7629628,0.7629628,0.7629628,-0.0625,NA
8,0.9155554,1.831111,2.136296,0.9155554,3.967407,0.7629628,0.9155554,0.7629628,-0.0625,NA
8,0.9155554,1.983703,2.746666,1.068148,4.577776,0.7629628,1.068148,0.7629628,-0.0625,NA
8,1.068148,2.136296,3.357036,1.22074,4.882962,0.7629628,1.068148,0.6103702,0.0625,NA
8,1.068148,2.288888,4.272592,1.373333,4.882962,0.7629628,1.068148,0.6103702,0.0625,NA
8,1.068148,2.288888,4.730369,1.373333,4.730369,0.7629628,0.9155554,0.6103702,0.0625,NA
8,1.068148,2.136296,4.882962,1.373333,4.119999,0.7629628,0.7629628,0.6103702,0.0625,NA
8,1.068148,1.983703,4.577776,1.373333,3.509629,0.7629628,0.6103702,0.4577777,0.0625,NA
8,0.9155554,1.831111,4.119999,1.22074,2.899259,0.6103702,0.4577777,0.4577777,-0.0625,NA
8,0.9155554,1.678518,3.509629,0.9155554,2.746666,0.6103702,0.4577777,0.4577777,0.0625,NA
8,0.9155554,1.525926,2.746666,0.7629628,2.441481,0.6103702,0.4577777,0.4577777,-0.0625,NA
8,1.068148,1.373333,2.136296,0.7629628,2.441481,0.6103702,0.4577777,0.4577777,0.0625,NA
8,1.068148,1.22074,1.525926,0.7629628,2.441481,0.6103702,0.4577777,0.4577777,0.0625,NA
8,1.068148,1.068148,1.373333,0.7629628,2.594074,0.6103702,0.4577777,0.4577777,0.0625,NA
8,0,0,0,0,0,0,0,0,0,NA
8,0,0,0,0,0,0,0,0,0,NA
9,0.9155554,1.678518,0.4577777,1.525926,0.4577777,0.4577777,0.6103702,0.4577777,-0.00625,NA
9,0.9155554,1.831111,0.4577777,1.678518,0.4577777,0.4577777,0.6103702,0.4577777,-0.00625,NA
9,0.9155554,1.831111,0.4577777,1.831111,0.6103702,0.4577777,0.6103702,0.4577777,-0.00625,NA
9,0.9155554,1.678518,0.6103702,1.831111,0.7629628,0.4577777,0.6103702,0.4577777,-0.00625,NA
9,0.9155554,1.525926,0.7629628,2.136296,1.068148,0.4577777,0.4577777,0.4577777,-0.00625,NA
9,0.9155554,1.678518,0.9155554,2.288888,1.525926,0.4577777,0.4577777,0.4577777,-0.00625,NA
9,0.9155554,1.678518,1.22074,2.136296,1.831111,0.4577777,0.4577777,0.4577777,-0.00625,NA
9,0.9155554,1.831111,1.831111,1.983703,2.441481,0.4577777,0.4577777,0.4577777,-0.00625,NA
9,0.9155554,2.136296,2.594074,1.525926,3.357036,0.4577777,0.4577777,0.4577777,-0.00625,NA
9,0.9155554,2.288888,3.357036,1.22074,4.425184,0.4577777,0.4577777,0.4577777,-0.00625,NA
9,1.22074,2.288888,3.662221,1.068148,4.882962,0.4577777,0.4577777,0.4577777,-0.00625,NA
9,1.22074,2.136296,3.509629,1.068148,4.577776,0.4577777,0.4577777,0.6103702,-0.00625,NA
9,1.22074,1.983703,3.051851,1.22074,3.814814,0.6103702,0.4577777,0.6103702,-0.00625,NA
9,1.22074,1.831111,2.594074,1.373333,3.051851,0.6103702,0.4577777,0.7629628,-0.00625,NA
9,0.9155554,1.678518,2.136296,1.525926,2.441481,0.6103702,0.6103702,0.7629628,-0.00625,NA
9,0.9155554,1.525926,1.525926,1.678518,1.983703,0.6103702,0.6103702,0.6103702,-0.00625,NA
9,0.9155554,1.373333,0.9155554,1.678518,1.831111,0.6103702,0.6103702,0.4577777,-0.00625,NA
9,0.9155554,1.22074,0.6103702,1.525926,1.678518,0.6103702,0.7629628,0.4577777,-0.00625,NA
9,0.9155554,1.373333,0.6103702,1.373333,1.678518,0.6103702,0.7629628,0.4577777,-0.00625,NA
9,1.068148,1.373333,0.6103702,1.22074,1.525926,0.6103702,0.7629628,0.4577777,0.11875,NA
9,0,0,0,0,0,0,0,0,0,NA
9,0,0,0,0,0,0,0,0,0,NA
10,25.33036,7.78222,1.831111,1.373333,1.525926,0.6103702,0.4577777,0.6103702,0.1421797,NA
10,38.45332,11.13926,2.136296,1.373333,1.831111,0.6103702,0.6103702,0.6103702,0.1437823,NA
10,64.85184,18.92148,2.441481,1.373333,2.441481,0.6103702,0.6103702,0.7629628,0.1215842,NA
10,103.4577,32.8074,2.594074,1.373333,2.746666,0.6103702,0.7629628,0.7629628,0.08573437,NA
10,158.6963,57.67999,2.441481,1.373333,2.746666,0.6103702,0.7629628,0.7629628,0.04572177,NA
10,231.3303,99.18516,2.441481,1.373333,2.746666,0.6103702,0.6103702,0.7629628,0.01550359,NA
10,316.477,163.8844,2.594074,1.525926,3.051851,0.6103702,0.4577777,0.6103702,-0.009903967,NA
10,401.6236,256.5081,2.746666,1.678518,3.662221,0.6103702,0.4577777,0.4577777,-0.04665011,NA
10,477.3095,391.0947,2.899259,1.678518,4.577776,0.4577777,0.4577777,0.4577777,-0.09805524,NA
10,546.7391,570.0858,2.899259,1.525926,5.798517,0.4577777,0.4577777,0.4577777,-0.1199377,NA
