
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.317	with	FireStingO2	(Firmware	3.10)	---	Pyro	Science	---	Device	Name:	No 3
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Robust Oxygen Probe (normal range)	mg/l (ppm)	ON	XB7-533-212	3	ON External	20.000	ON	1013	0.000	15%	400x	10	ON fiber length	4.00	
Ch 2	Robust Oxygen Probe (normal range)	mg/l (ppm)	ON	XB7-532-211	3	ON External	20.000	ON	1013	0.000	15%	400x	10	ON fiber length	4.00	
Ch 3	Robust Oxygen Probe (normal range)	mg/l (ppm)	ON	XB7-532-210	3	ON External	20.000	ON	1013	0.000	15%	400x	10	ON fiber length	4.00	
Ch 4	Robust Oxygen Probe (normal range)	mg/l (ppm)	ON	XB7-531-210	3	ON External	20.000	ON	1013	0.000	15%	400x	10	ON fiber length	4.00	
Temp.	Sensor	Measuring	Time (ms):	200	Offset ('C):	0.060	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	Toffset(K)	
Ch 1	0% Calibration	Air with 100% Humidity or Air Saturated Water	12.023	11.853	995	100.000	20.950	52.316	23.214	0.804	0.122	4000	0.969	-0.056	1.279	0.000	-0.000303	0.060	
Ch 2	0% Calibration	Air with 100% Humidity or Air Saturated Water	12.024	11.855	995	100.000	20.950	52.443	22.971	0.804	0.122	4000	0.969	-0.056	1.279	0.000	-0.000303	0.060	
Ch 3	0% Calibration	Air with 100% Humidity or Air Saturated Water	12.022	11.857	995	100.000	20.950	52.210	23.197	0.804	0.122	4000	0.969	-0.056	1.279	0.000	-0.000303	0.060	
Ch 4	0% Calibration	Air with 100% Humidity or Air Saturated Water	12.027	11.849	995	100.000	20.950	52.390	23.263	0.804	0.122	4000	0.969	-0.056	1.279	0.000	-0.000303	0.060	
Data	Smoothing:	3	
Date:	25/09/2020	
			 	Oxygen	Oxygen	Oxygen	Oxygen	Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
25/09/2020	09:05:22	26.00		10.866	10.927	10.901	10.931	11.066	11.066	11.066	11.066	991.50	77.427	11.066	---	---	23.237	22.930	23.183	23.216	155.597	125.610	146.501	112.405	4.088	3.338	4.720	4.204	
25/09/2020	09:05:24	28.00		10.868	10.931	10.909	10.927	11.060	11.060	11.060	11.060	991.49	77.427	11.060	---	---	23.237	22.927	23.177	23.223	155.581	125.610	146.510	112.404	4.252	3.460	4.836	4.222	
25/09/2020	09:05:26	30.00		10.878	10.928	10.923	10.914	11.059	11.059	11.059	11.059	991.53	77.417	11.059	---	---	23.226	22.931	23.162	23.237	155.627	125.622	146.517	112.386	3.984	3.294	4.659	3.940	
25/09/2020	09:05:28	32.00		10.872	10.922	10.925	10.919	11.067	11.067	11.067	11.067	991.56	77.406	11.067	---	---	23.230	22.934	23.157	23.229	155.640	125.625	146.506	112.350	3.389	3.590	4.030	3.238	
25/09/2020	09:05:30	34.00		10.877	10.925	10.928	10.907	11.069	11.069	11.069	11.069	991.60	77.396	11.069	---	---	23.224	22.930	23.153	23.241	155.626	125.625	146.484	112.338	2.973	3.911	4.348	3.008	
25/09/2020	09:05:32	36.00		10.870	10.937	10.916	10.909	11.065	11.065	11.065	11.065	991.60	77.396	11.065	---	---	23.233	22.918	23.168	23.240	155.645	125.640	146.467	112.367	2.731	4.340	4.125	2.683	
25/09/2020	09:05:34	38.00		10.876	10.941	10.918	10.905	11.063	11.063	11.063	11.063	991.61	77.396	11.063	---	---	23.228	22.915	23.166	23.245	155.651	125.654	146.462	112.367	2.989	4.273	4.182	2.686	
25/09/2020	09:05:36	40.00		10.867	10.921	10.908	10.912	11.062	11.062	11.062	11.062	991.62	77.396	11.062	---	---	23.238	22.936	23.177	23.237	155.708	125.642	146.466	112.387	2.760	4.042	4.196	2.385	
25/09/2020	09:05:38	42.00		10.866	10.916	10.914	10.914	11.062	11.062	11.062	11.062	991.61	77.396	11.062	---	---	23.238	22.942	23.171	23.236	155.678	125.618	146.446	112.383	2.947	4.087	4.023	2.266	
25/09/2020	09:05:40	44.00		10.865	10.926	10.911	10.920	11.059	11.059	11.059	11.059	991.59	77.396	11.059	---	---	23.241	22.932	23.175	23.230	155.673	125.613	146.483	112.416	3.130	3.660	4.206	2.986	
25/09/2020	09:05:42	46.00		10.869	10.945	10.914	10.921	11.055	11.055	11.055	11.055	991.59	77.396	11.055	---	---	23.238	22.914	23.174	23.231	155.640	125.599	146.483	112.422	3.496	3.355	3.612	3.501	
25/09/2020	09:05:44	48.00		10.875	10.955	10.921	10.924	11.045	11.045	11.045	11.045	991.58	77.396	11.045	---	---	23.235	22.907	23.169	23.232	155.646	125.612	146.510	112.419	3.665	3.197	3.686	4.017	
25/09/2020	09:05:46	50.00		10.875	10.954	10.924	10.924	11.040	11.040	11.040	11.040	991.60	77.396	11.040	---	---	23.237	22.910	23.169	23.234	155.658	125.632	146.482	112.428	3.084	3.539	3.695	4.026	
25/09/2020	09:05:48	52.00		10.875	10.948	10.929	10.928	11.041	11.041	11.041	11.041	991.56	77.396	11.041	---	---	23.237	22.916	23.163	23.229	155.645	125.667	146.463	112.413	2.702	3.889	4.107	3.745	
25/09/2020	09:05:50	54.00		10.882	10.939	10.925	10.925	11.046	11.046	11.046	11.046	991.58	77.406	11.046	---	---	23.228	22.923	23.165	23.230	155.648	125.654	146.448	112.402	2.369	3.552	4.378	3.609	
25/09/2020	09:05:52	56.00		10.877	10.926	10.927	10.940	11.050	11.050	11.050	11.050	991.57	77.417	11.050	---	---	23.231	22.937	23.162	23.212	155.630	125.613	146.427	112.355	2.391	3.633	4.439	3.115	
25/09/2020	09:05:54	58.00		10.885	10.933	10.922	10.925	11.044	11.044	11.044	11.044	991.55	77.435	11.044	---	---	23.225	22.931	23.168	23.231	155.621	125.599	146.412	112.331	2.569	3.623	4.007	3.050	
25/09/2020	09:05:56	60.00		10.874	10.929	10.915	10.932	11.046	11.046	11.046	11.046	991.53	77.435	11.046	---	---	23.236	22.935	23.176	23.223	155.599	125.608	146.433	112.315	2.503	3.971	3.689	2.843	
25/09/2020	09:05:58	62.00		10.874	10.934	10.915	10.926	11.050	11.050	11.050	11.050	991.50	77.442	11.050	---	---	23.235	22.928	23.174	23.227	155.593	125.619	146.437	112.330	2.492	3.605	3.936	2.624	
25/09/2020	09:06:00	64.00		10.876	10.929	10.917	10.927	11.053	11.053	11.053	11.053	991.50	77.442	11.053	---	---	23.231	22.932	23.171	23.225	155.571	125.597	146.449	112.322	2.510	3.479	4.515	2.749	
25/09/2020	09:06:02	66.00		10.883	10.934	10.926	10.917	11.057	11.057	11.057	11.057	991.49	77.450	11.057	---	---	23.222	22.926	23.160	23.234	155.565	125.589	146.437	112.331	2.564	3.143	4.976	2.600	
25/09/2020	09:06:04	68.00		10.890	10.939	10.926	10.916	11.055	11.055	11.055	11.055	991.49	77.450	11.055	---	---	23.215	22.921	23.160	23.236	155.574	125.594	146.436	112.330	2.683	3.533	4.712	2.911	
25/09/2020	09:06:06	70.00		10.886	10.936	10.926	10.921	11.053	11.053	11.053	11.053	991.53	77.450	11.053	---	---	23.221	22.925	23.161	23.231	155.622	125.597	146.408	112.351	3.132	3.351	4.327	3.104	
25/09/2020	09:06:08	72.00		10.889	10.938	10.926	10.918	11.048	11.048	11.048	11.048	991.55	77.450	11.048	---	---	23.220	22.925	23.163	23.237	155.606	125.564	146.421	112.347	3.654	3.484	4.392	3.603	
25/09/2020	09:06:10	74.00		10.886	10.933	10.934	10.914	11.038	11.038	11.038	11.038	991.56	77.450	11.038	---	---	23.227	22.934	23.158	23.245	155.601	125.551	146.445	112.347	4.249	3.117	4.130	4.024	
25/09/2020	09:06:12	76.00		10.885	10.934	10.937	10.923	11.037	11.037	11.037	11.037	991.55	77.442	11.037	---	---	23.228	22.932	23.156	23.236	155.555	125.546	146.473	112.373	4.253	3.356	3.930	3.977	
25/09/2020	09:06:14	78.00		10.882	10.928	10.941	10.931	11.039	11.039	11.039	11.039	991.55	77.424	11.039	---	---	23.230	22.939	23.150	23.226	155.593	125.587	146.466	112.370	4.122	3.211	3.407	3.991	
25/09/2020	09:06:16	80.00		10.888	10.927	10.933	10.925	11.052	11.052	11.052	11.052	991.57	77.389	11.052	---	---	23.219	22.934	23.154	23.228	155.563	125.575	146.452	112.401	4.020	3.292	3.881	3.878	
25/09/2020	09:06:18	82.00		10.883	10.934	10.929	10.913	11.057	11.057	11.057	11.057	991.55	77.361	11.057	---	---	23.222	22.925	23.157	23.238	155.580	125.563	146.486	112.364	3.689	3.232	4.226	3.542	
25/09/2020	09:06:20	84.00		10.883	10.943	10.923	10.917	11.058	11.058	11.058	11.058	991.55	77.343	11.058	---	---	23.221	22.915	23.163	23.234	155.561	125.543	146.457	112.381	3.939	3.318	4.794	3.720	
25/09/2020	09:06:22	86.00		10.883	10.942	10.919	10.910	11.054	11.054	11.054	11.054	991.55	77.343	11.054	---	---	23.223	22.918	23.169	23.243	155.566	125.570	146.464	112.336	3.531	3.253	4.728	3.067	
25/09/2020	09:06:24	88.00		10.877	10.930	10.921	10.913	11.050	11.050	11.050	11.050	991.54	77.343	11.050	---	---	23.231	22.932	23.168	23.242	155.571	125.596	146.452	112.364	3.476	3.550	4.654	2.992	
25/09/2020	09:06:26	90.00		10.873	10.924	10.927	10.912	11.049	11.049	11.049	11.049	991.52	77.343	11.049	---	---	23.236	22.939	23.162	23.243	155.600	125.611	146.450	112.363	2.797	3.761	4.413	2.779	
25/09/2020	09:06:28	92.00		10.874	10.923	10.938	10.928	11.049	11.049	11.049	11.049	991.49	77.343	11.049	---	---	23.235	22.940	23.150	23.226	155.612	125.577	146.433	112.377	2.889	3.853	4.348	3.125	
25/09/2020	09:06:30	94.00		10.882	10.930	10.942	10.932	11.051	11.051	11.051	11.051	991.50	77.343	11.051	---	---	23.225	22.932	23.145	23.221	155.586	125.588	146.411	112.356	2.628	3.682	4.196	3.178	
25/09/2020	09:06:32	96.00		10.881	10.931	10.930	10.925	11.052	11.052	11.052	11.052	991.49	77.343	11.052	---	---	23.226	22.931	23.158	23.227	155.579	125.569	146.438	112.357	2.638	3.903	4.466	2.995	
25/09/2020	09:06:34	98.00		10.877	10.933	10.926	10.933	11.053	11.053	11.053	11.053	991.49	77.343	11.053	---	---	23.230	22.928	23.162	23.219	155.583	125.584	146.452	112.367	2.340	4.024	4.156	3.111	
25/09/2020	09:06:36	100.00		10.871	10.931	10.919	10.941	11.047	11.047	11.047	11.047	991.51	77.343	11.047	---	---	23.239	22.932	23.171	23.213	155.614	125.561	146.458	112.347	2.579	4.156	4.534	3.258	
25/09/2020	09:06:38	102.00		10.875	10.926	10.939	10.933	11.044	11.044	11.044	11.044	991.53	77.343	11.044	---	---	23.236	22.938	23.151	23.222	155.593	125.575	146.449	112.355	2.579	4.074	3.968	2.935	
25/09/2020	09:06:40	104.00		10.862	10.932	10.937	10.930	11.039	11.039	11.039	11.039	991.54	77.343	11.039	---	---	23.252	22.934	23.155	23.228	155.605	125.582	146.420	112.331	2.593	4.099	4.216	2.617	
25/09/2020	09:06:42	106.00		10.870	10.932	10.932	10.917	11.037	11.037	11.037	11.037	991.53	77.343	11.037	---	---	23.244	22.935	23.162	23.242	155.605	125.592	146.409	112.335	2.484	3.975	4.309	2.555	
25/09/2020	09:06:44	108.00		10.868	10.945	10.918	10.915	11.037	11.037	11.037	11.037	991.51	77.361	11.037	---	---	23.246	22.920	23.176	23.244	155.588	125.591	146.389	112.331	2.668	4.025	4.787	2.676	
25/09/2020	09:06:46	110.00		10.885	10.937	10.919	10.905	11.038	11.038	11.038	11.038	991.53	77.378	11.038	---	---	23.227	22.928	23.175	23.255	155.589	125.599	146.415	112.369	2.992	4.218	4.627	2.540	
25/09/2020	09:06:48	112.00		10.885	10.936	10.928	10.916	11.047	11.047	11.047	11.047	991.54	77.396	11.047	---	---	23.224	22.927	23.162	23.239	155.603	125.594	146.437	112.376	3.087	4.378	4.088	2.371	
25/09/2020	09:06:50	114.00		10.884	10.930	10.934	10.924	11.044	11.044	11.044	11.044	991.59	77.396	11.044	---	---	23.226	22.934	23.156	23.232	155.670	125.579	146.445	112.382	3.462	4.365	3.607	2.265	
25/09/2020	09:06:52	116.00		10.883	10.927	10.925	10.929	11.048	11.048	11.048	11.048	991.62	77.396	11.048	---	---	23.226	22.936	23.164	23.225	155.652	125.568	146.449	112.358	3.426	4.335	3.914	2.560	
25/09/2020	09:06:54	118.00		10.884	10.927	10.926	10.912	11.042	11.042	11.042	11.042	991.65	77.396	11.042	---	---	23.227	22.938	23.166	23.245	155.655	125.574	146.421	112.373	3.587	4.279	4.070	3.048	
25/09/2020	09:06:56	120.00		10.887	10.919	10.929	10.926	11.045	11.045	11.045	11.045	991.62	77.378	11.045	---	---	23.223	22.946	23.162	23.229	155.578	125.596	146.403	112.369	3.271	4.165	4.629	3.091	
25/09/2020	09:06:58	122.00		10.881	10.927	10.937	10.921	11.043	11.043	11.043	11.043	991.61	77.361	11.043	---	---	23.230	22.938	23.153	23.236	155.591	125.597	146.389	112.374	3.520	3.809	4.178	3.483	
25/09/2020	09:07:00	124.00		10.880	10.929	10.936	10.935	11.050	11.050	11.050	11.050	991.60	77.333	11.050	---	---	23.228	22.934	23.152	23.218	155.590	125.600	146.424	112.353	3.204	3.613	4.538	3.618	
25/09/2020	09:07:02	126.00		10.878	10.936	10.932	10.921	11.051	11.051	11.051	11.051	991.64	77.322	11.051	---	---	23.230	22.926	23.155	23.232	155.638	125.594	146.472	112.386	2.982	3.594	4.045	4.186	
25/09/2020	09:07:04	128.00		10.880	10.930	10.931	10.930	11.047	11.047	11.047	11.047	991.60	77.312	11.047	---	---	23.229	22.933	23.159	23.224	155.633	125.594	146.479	112.397	3.143	3.737	4.154	4.098	
25/09/2020	09:07:06	130.00		10.880	10.934	10.927	10.921	11.041	11.041	11.041	11.041	991.58	77.312	11.041	---	---	23.232	22.931	23.165	23.237	155.592	125.576	146.437	112.395	3.054	3.990	3.945	3.777	
25/09/2020	09:07:08	132.00		10.880	10.933	10.923	10.914	11.041	11.041	11.041	11.041	991.57	77.305	11.041	---	---	23.231	22.932	23.169	23.244	155.567	125.557	146.391	112.351	3.093	4.042	3.862	3.600	
25/09/2020	09:07:10	134.00		10.884	10.941	10.929	10.906	11.039	11.039	11.039	11.039	991.59	77.297	11.039	---	---	23.228	22.925	23.164	23.253	155.576	125.550	146.404	112.343	2.429	4.063	3.741	3.179	
25/09/2020	09:07:12	136.00		10.885	10.934	10.924	10.905	11.039	11.039	11.039	11.039	991.59	77.290	11.039	---	---	23.227	22.932	23.169	23.254	155.572	125.548	146.427	112.339	2.632	4.059	3.740	2.870	
25/09/2020	09:07:14	138.00		10.890	10.927	10.927	10.916	11.039	11.039	11.039	11.039	991.58	77.280	11.039	---	---	23.222	22.939	23.165	23.243	155.569	125.567	146.447	112.336	2.574	4.151	3.858	2.420	
25/09/2020	09:07:16	140.00		10.889	10.913	10.925	10.922	11.043	11.043	11.043	11.043	991.55	77.269	11.043	---	---	23.221	22.953	23.167	23.235	155.554	125.584	146.428	112.296	2.688	4.251	4.154	2.251	
25/09/2020	09:07:18	142.00		10.883	10.913	10.927	10.936	11.045	11.045	11.045	11.045	991.52	77.259	11.045	---	---	23.227	22.952	23.163	23.219	155.579	125.607	146.463	112.315	2.664	4.174	4.167	2.325	
25/09/2020	09:07:20	144.00		10.875	10.918	10.923	10.927	11.045	11.045	11.045	11.045	991.48	77.259	11.045	---	---	23.235	22.946	23.168	23.228	155.598	125.583	146.461	112.309	2.962	4.216	4.244	2.341	
25/09/2020	09:07:22	146.00		10.864	10.935	10.912	10.926	11.052	11.052	11.052	11.052	991.50	77.251	11.052	---	---	23.244	22.925	23.177	23.226	155.585	125.590	146.473	112.336	3.126	4.224	4.511	2.562	
25/09/2020	09:07:24	148.00		10.865	10.941	10.913	10.929	11.055	11.055	11.055	11.055	991.51	77.244	11.055	---	---	23.243	22.918	23.175	23.223	155.586	125.579	146.436	112.326	3.079	3.844	4.634	2.515	
25/09/2020	09:07:26	150.00		10.867	10.943	10.920	10.944	11.052	11.052	11.052	11.052	991.52	77.236	11.052	---	---	23.241	22.918	23.168	23.207	155.583	125.609	146.435	112.312	3.084	3.722	4.585	2.507	
25/09/2020	09:07:28	152.00		10.878	10.931	10.921	10.946	11.050	11.050	11.050	11.050	991.53	77.236	11.050	---	---	23.230	22.931	23.168	23.207	155.610	125.601	146.422	112.284	2.916	3.734	4.626	2.505	
25/09/2020	09:07:30	154.00		10.881	10.933	10.916	10.933	11.045	11.045	11.045	11.045	991.54	77.236	11.045	---	---	23.229	22.931	23.175	23.222	155.578	125.612	146.423	112.266	3.024	4.072	4.681	2.639	
25/09/2020	09:07:32	156.00		10.884	10.935	10.915	10.920	11.043	11.043	11.043	11.043	991.56	77.236	11.043	---	---	23.226	22.930	23.177	23.237	155.579	125.572	146.433	112.243	3.004	4.113	5.105	2.863	
25/09/2020	09:07:34	158.00		10.881	10.938	10.922	10.919	11.043	11.043	11.043	11.043	991.59	77.236	11.043	---	---	23.230	22.926	23.169	23.238	155.560	125.562	146.414	112.277	3.121	4.215	4.689	3.413	
25/09/2020	09:07:36	160.00		10.874	10.933	10.932	10.938	11.048	11.048	11.048	11.048	991.59	77.236	11.048	---	---	23.235	22.930	23.157	23.215	155.565	125.536	146.387	112.288	2.870	4.159	4.297	3.260	
25/09/2020	09:07:38	162.00		10.882	10.928	10.922	10.942	11.057	11.057	11.057	11.057	991.59	77.226	11.057	---	---	23.223	22.931	23.164	23.208	155.582	125.560	146.390	112.326	2.676	4.215	3.957	3.716	
25/09/2020	09:07:40	164.00		10.884	10.934	10.917	10.942	11.057	11.057	11.057	11.057	991.53	77.216	11.057	---	---	23.222	22.925	23.170	23.208	155.567	125.571	146.414	112.329	2.711	4.078	3.938	3.404	
25/09/2020	09:07:42	166.00		10.891	10.936	10.914	10.948	11.051	11.051	11.051	11.051	991.57	77.206	11.051	---	---	23.216	22.925	23.176	23.204	155.576	125.601	146.424	112.334	2.743	4.187	3.838	3.556	
25/09/2020	09:07:44	168.00		10.880	10.954	10.929	10.959	11.042	11.042	11.042	11.042	991.55	77.206	11.042	---	---	23.231	22.910	23.162	23.195	155.536	125.614	146.416	112.329	2.671	3.997	3.642	3.335	
25/09/2020	09:07:46	170.00		10.871	10.940	10.937	10.955	11.039	11.039	11.039	11.039	991.58	77.206	11.039	---	---	23.242	22.925	23.155	23.201	155.550	125.597	146.414	112.360	3.121	4.138	3.548	3.308	
25/09/2020	09:07:48	172.00		10.871	10.947	10.942	10.936	11.045	11.045	11.045	11.045	991.55	77.206	11.045	---	---	23.240	22.916	23.147	23.219	155.590	125.574	146.411	112.346	3.648	4.178	3.648	3.399	
25/09/2020	09:07:50	174.00		10.874	10.926	10.936	10.925	11.047	11.047	11.047	11.047	991.54	77.206	11.047	---	---	23.236	22.937	23.153	23.230	155.607	125.560	146.427	112.371	3.836	4.340	3.721	3.659	
25/09/2020	09:07:52	176.00		10.879	10.932	10.939	10.911	11.052	11.052	11.052	11.052	991.54	77.206	11.052	---	---	23.228	22.929	23.148	23.243	155.641	125.569	146.408	112.344	3.080	4.144	3.832	3.233	
25/09/2020	09:07:54	178.00		10.876	10.927	10.940	10.909	11.047	11.047	11.047	11.047	991.54	77.206	11.047	---	---	23.233	22.936	23.148	23.246	155.600	125.559	146.408	112.355	2.515	3.908	4.059	3.116	
25/09/2020	09:07:56	180.00		10.875	10.939	10.941	10.912	11.047	11.047	11.047	11.047	991.59	77.206	11.047	---	---	23.235	22.924	23.148	23.244	155.568	125.568	146.360	112.367	2.289	3.761	4.225	2.705	
25/09/2020	09:07:58	182.00		10.878	10.946	10.938	10.939	11.041	11.041	11.041	11.041	991.59	77.206	11.041	---	---	23.234	22.919	23.153	23.217	155.516	125.570	146.369	112.343	2.607	3.825	4.616	2.977	
25/09/2020	09:08:00	184.00		10.878	10.944	10.935	10.944	11.045	11.045	11.045	11.045	991.60	77.206	11.045	---	---	23.232	22.919	23.154	23.210	155.518	125.590	146.371	112.330	2.618	3.949	4.811	3.022	
25/09/2020	09:08:02	186.00		10.883	10.939	10.929	10.938	11.047	11.047	11.047	11.047	991.60	77.206	11.047	---	---	23.226	22.923	23.160	23.217	155.518	125.590	146.386	112.313	2.789	4.047	4.963	3.030	
25/09/2020	09:08:04	188.00		10.879	10.937	10.929	10.934	11.051	11.051	11.051	11.051	991.62	77.206	11.051	---	---	23.229	22.925	23.159	23.219	155.525	125.576	146.422	112.359	2.666	3.670	4.751	3.163	
