startX	startY	startZ	endX	endY	endZ	cyl_ID	parent_ID	extension_ID	radius_cyl	length	volume	branching_order
-0.2487	-0.319	10.2293	-0.21374061	-0.45201487	10.35137282	109	107	109	0.0192	0.1839	0.000212977664039177	2
-0.2543	-0.4434	10.3487	-0.27263614	-0.4902806	10.47794066	110	108	0	0.0141	0.1387	8.66292509183279e-05	2
-0.6234	-0.1788	10.3517	-0.63326286	-0.08242781	10.38394318	111	50	111	0.0433	0.1021	0.000601383360394504	2
-0.6333	-0.0824	10.384	-0.50134719	-0.03120248	10.39411747	112	110	112	0.0433	0.1419	0.000835810958276004	2
-0.5144	-0.0396	10.4114	-0.38880265	-0.0469085	10.5028029	113	111	113	0.0478	0.1555	0.00111618468486667	2
-0.3533	-0.062	10.5325	-0.36512762	-0.03149603	10.56206905	114	112	114	0.0274	0.0441	0.00010401347063686	2
-0.3588	-0.0453	10.5646	-0.4830172	-0.07962364	10.68621236	115	113	0	0.0269	0.1772	0.00040282660880336	2
0.532	0.4156	8.5929	-0.07312206	0.47962566	8.52648715	116	61	116	0.017	0.6121	0.000555738001482808	2
-0.0704	0.4729	8.5168	0.10669775	0.36510875	8.64258475	117	115	0	0.017	0.2425	0.000220170667145207	2
0.879	0.2634	9.2068	0.580314	0.07352635	9.31969885	118	63	118	0.0692	0.3715	0.00558882974490093	2
0.5559	0.0596	9.3457	0.51490068	0.2634986	9.41616964	119	117	119	0.0671	0.2196	0.00310618450420705	2
0.4632	0.3687	9.391	0.4859574	0.4415721	9.6489441	120	118	120	0.0654	0.269	0.00361457840280736	2
0.498	0.4331	9.632	0.70201846	0.48300397	9.75200659	121	119	121	0.0623	0.2419	0.00294959123719422	2
0.7256	0.4746	9.7409	0.93855645	0.45450591	10.20531379	122	120	122	0.0485	0.5113	0.00377841052761259	2
0.9206	0.4536	10.2096	0.9412108	0.4422987	10.2929525	123	121	123	0.0388	0.0866	0.000409572902566791	2
0.9012	0.4692	10.2768	0.91131171	0.52093677	10.33789797	124	122	0	0.0262	0.0807	0.000174030749293205	2
0.1053	0.4341	8.08	-0.17132748	0.90369657	8.14827799	125	57	125	0.0692	0.5493	0.00826364516520614	2
-0.0194	0.84	8.2965	-0.05395601	1.03045408	8.41374603	126	124	126	0.0662	0.2263	0.003115662488181	2
-0.0739	1.0333	8.3975	-0.15621275	1.61035375	8.6013985	127	125	127	0.0567	0.6175	0.00623667269276631	2
-0.1158	1.5816	8.6311	-0.10104435	1.64761	8.6747471	128	126	128	0.0424	0.0805	0.000454650283517866	2
-0.0934	1.6574	8.6919	0.0030481	1.70862132	8.6202659	129	127	0	0.0282	0.1306	0.000326280610524402	2
0.7016	0.4466	8.6348	0.86466536	0.4550966	8.57646824	130	61	130	0.0127	0.1734	8.78630768755061e-05	2
0.8466	0.4591	8.5759	0.77453046	0.15791692	8.7196294	131	129	0	0.0127	0.3414	0.000172989933363886	2
0.7328	0.4922	9.0392	0.7933245	0.3812338	9.09583265	132	63	0	0.0344	0.1385	0.000514892458933454	2
0.8907	0.4557	9.0139	0.99054252	0.61637148	9.10914646	133	63	133	0.0431	0.2118	0.00123603386221196	2
0.9834	0.62	9.1102	1.00502792	0.62583002	9.2404831	134	132	134	0.044	0.1322	0.000804056710485649	2
1.0072	0.6048	9.2514	1.05771721	0.6940272	9.4140858	135	133	0	0.0429	0.1923	0.00111184370439457	2
0.8283	0.2557	9.4116	0.79435159	0.48989328	9.28771902	136	65	136	0.0442	0.2671	0.00163933722026687	2
0.7976	0.4987	9.2965	0.70001525	0.43587	9.39542675	137	135	137	0.0418	0.1525	0.00083709024307888	2
0.7004	0.4411	9.398	1.05603718	0.41492556	9.40053186	138	136	0	0.0416	0.3566	0.00193873242015386	2
0.7981	0.1421	9.9782	0.6191471	0.19916834	10.19797382	139	68	139	0.0692	0.2891	0.00434920775033879	2
0.4858	0.264	10.1773	0.56136136	0.39135912	10.08940912	140	138	140	0.0659	0.1722	0.00234938314661143	2
0.6136	0.3656	10.0528	0.70945015	0.5166806	10.0832557	141	139	141	0.0622	0.1815	0.00220600895692745	2
0.7293	0.479	10.1127	0.72218514	0.58018912	10.24687314	142	140	142	0.0427	0.1682	0.00096345539774698	2
0.6876	0.6092	10.2387	0.67692384	0.6701296	10.50110168	143	141	143	0.0363	0.2696	0.00111604835231187	2
0.6613	0.6925	10.528	0.77987605	0.75617145	10.54367735	144	142	144	0.0439	0.1355	0.000820385939408809	2
0.8234	0.7579	10.5197	0.87268872	0.78678483	10.61124236	145	143	145	0.0332	0.1079	0.000373634942432575	2
0.8871	0.8033	10.6096	0.88146078	0.82388156	10.7674663	146	144	0	0.0118	0.1593	6.96834530209748e-05	2
0.769	-0.0584	9.8748	0.68100572	-0.08641634	9.64280373	147	68	0	0.0235	0.2497	0.000433215652373357	2
-0.8801	0.8667	9.329	-0.922103	0.8369885	9.289272	148	74	148	0.0039	0.065	3.10593557697155e-06	2
-0.8417	0.828	9.0807	-0.93190392	0.58148128	9.05655424	149	147	0	0.0039	0.2636	1.25957633552262e-05	2
-0.5392	0.5302	8.8193	-0.55763635	0.66687757	8.82655025	150	71	150	0.0306	0.1381	0.000406243480371628	2
-0.5493	0.6553	8.8277	-0.4629908	0.72998804	8.95354493	151	149	151	0.0306	0.1699	0.000499788322339896	2
-0.4059	0.7697	9.0165	-0.53025616	0.74035136	9.14778112	152	150	0	0.0084	0.1832	4.06100864631526e-05	2
-0.5531	0.4908	9.0293	-0.41356764	0.4944322	9.03499976	153	71	153	0.0625	0.1397	0.00171437692854099	2
-0.4845	0.5879	8.9079	-0.96556708	0.32109668	8.98019044	154	152	154	0.0583	0.5548	0.00592411437359882	2
-0.9552	0.328	9.0452	-0.9333179	0.15771591	9.05972489	155	153	155	0.0506	0.1723	0.00138591368709573	2
-0.9235	0.1502	9.0533	-0.97214146	-0.04311284	9.2051636	156	154	156	0.0441	0.2506	0.00153111608264217	2
-0.9628	-0.0238	9.2048	-0.76994286	-0.1148464	9.30838899	157	155	0	0.0295	0.2371	0.000648224525709083	2
-0.7095	0.9229	9.3017	-0.77155323	0.96138937	9.4091273	158	74	158	0.0317	0.1299	0.000410088459912394	2
-0.7863	1.0222	9.4054	-0.8796336	1.0123632	9.617564	159	157	159	0.0436	0.232	0.00138551373721819	2
-0.9011	1.0234	9.6852	-0.43199488	0.96740232	9.84332868	160	158	160	0.0395	0.4982	0.00244201196299376	2
-0.4659	0.9666	9.9342	-0.45513404	0.9681486	9.93823216	161	159	161	0.0272	0.0116	2.69616005424497e-05	2
-0.4301	0.985	9.9319	-0.32891336	0.8780479	10.04848624	162	160	0	0.0204	0.1878	0.000245530696319227	2
0.0414	0.9099	9.1123	0.0913455	0.91462212	9.30776348	163	80	0	0.0378	0.2018	0.000905846549275927	2
-0.0473	0.5911	9.11	-0.010801	0.643532	9.3267792	164	78	164	0.0517	0.226	0.00189775173885492	2
-0.0108	0.6435	9.3268	0.06445224	0.80046072	9.3553768	165	163	165	0.0517	0.1764	0.00148125401209738	2
0.0548	0.8986	9.4377	-0.00226417	0.90942558	9.41809013	166	164	166	0.0517	0.0613	0.000514744166335427	2
-0.0069	0.8927	9.393	-0.22913236	0.89421286	9.4329666	167	165	0	0.0517	0.2258	0.00189607231253735	2
0.0041	0.794	9.0493	0.2157566	1.12766806	8.99684424	168	79	0	0.016	0.3986	0.000320573140920548	2
0.0439	0.964	9.0355	0.16559775	1.3254519	9.07367668	169	80	169	0.0438	0.3833	0.00231013262206823	2
0.1535	1.3416	9.0569	0.20677916	1.53197733	9.20214213	170	168	170	0.0387	0.2453	0.00115416885540236	2
0.2605	1.5422	9.1942	0.2453734	1.67360863	9.26124643	171	169	171	0.0461	0.1483	0.000990131493490664	2
0.2691	1.6737	9.3607	0.37419158	1.71756492	9.335631	172	170	0	0.01	0.1166	3.6630970340857e-05	2
-0.5124	-0.0789	8.9133	-0.59868882	-0.05415112	8.91085744	173	-1	173	0.0431	0.0898	0.000524059682845297	0
-0.6304	-0.0163	8.9032	-0.71223444	-0.07510806	8.95067868	174	172	174	0.0431	0.1114	0.000650114127716772	0
-0.7261	-0.0675	9.0111	-0.59564738	-0.2617017	9.06555334	175	173	0	0.0433	0.2402	0.00141481178419941	0
-0.7973	-0.0522	9.7496	-0.84704935	-0.1206917	9.8776497	176	87	176	0.0571	0.1535	0.00157228209591652	2
-0.839	-0.1424	9.8507	-0.99631008	-0.22970782	9.87384664	177	175	177	0.0557	0.1814	0.00176806222623901	2
-0.9716	-0.2501	9.9603	-0.92386724	-0.08499815	9.98553861	178	176	178	0.052	0.1737	0.00147555831718279	2
-0.9415	-0.0955	9.9951	-1.02413998	0.20245948	10.17134168	179	177	179	0.0429	0.3559	0.00205774921681762	2
-1.0231	0.2207	10.1767	-0.82786976	0.15215388	10.37065404	180	178	0	0.0217	0.2836	0.000419542118534427	2
-1.1368	0.4024	9.6479	-1.37547394	0.19353112	9.87330563	181	90	0	0.0214	0.3891	0.000559807419544339	2
-1.1091	0.3893	9.7903	-1.09047888	0.44859614	9.86581138	182	89	182	0.0159	0.0978	7.76753065901447e-05	2
-1.1035	0.4343	9.855	-1.32669154	0.51629576	10.01589084	183	181	183	0.0159	0.2871	0.000228022295726284	2
-1.3226	0.5974	9.976	-1.34939144	0.5954333	9.96924397	184	182	0	0.01	0.0277	8.70221165044373e-06	2
-1.151	0.5569	9.6467	-0.898112	0.33590056	10.16407184	185	89	185	0.01	0.6168	0.000193773434873418	2
-0.8982	0.3359	10.164	-0.81338269	0.18154569	10.1918148	186	184	0	0.01	0.1783	5.6014597013506e-05	2
-0.9246	0.9053	9.7939	-1.06218516	1.2436947	10.14434226	187	95	187	0.043	0.5062	0.00294041699810599	2
-1.0359	1.2247	10.162	-1.03059308	1.2782823	10.21174138	188	186	188	0.0439	0.0733	0.000443795493421887	2
-0.9999	1.3149	10.2472	-1.09406187	1.31312763	10.33045111	189	187	189	0.0549	0.1257	0.00119022711340246	2
-1.1348	1.2701	10.341	-1.1162296	1.27936296	10.45024288	190	188	0	0.0358	0.1112	0.000447734657910407	2
-0.9633	0.7624	9.7469	-0.41335473	0.54758395	9.19363742	191	94	191	0.0555	0.8091	0.00782957232299407	2
-0.4149	0.5644	9.194	-0.4335336	0.5632512	9.1680096	192	190	192	0.0343	0.032	0.000118273674912699	2
-0.3962	0.5863	9.1411	-0.308708	0.4853668	9.1757932	193	191	193	0.0555	0.138	0.00133541092642835	2
-0.281	0.5011	9.2395	-0.22397058	0.39035552	9.24215398	194	192	0	0.01	0.1246	3.91442444637288e-05	2
-0.9581	0.84	9.8157	-1.07145324	0.78737589	9.73963863	195	95	195	0.021	0.1463	0.000202690217302102	2
-1.0807	0.7811	9.7383	-1.1433381	0.8343736	9.92946066	196	194	196	0.0115	0.2081	8.64604782777917e-05	2
-1.1455	0.8374	9.9566	-1.01866824	0.77422671	9.97353849	197	195	0	0.013	0.1427	7.57635909117675e-05	2
-0.5831	0.2775	9.7988	-0.72009584	0.31656048	9.85621568	198	-1	198	0.0418	0.1536	0.000843128271061744	0
-0.717	0.3277	9.8655	-0.92793578	0.37641416	9.8752515	199	197	0	0.009	0.2167	5.51434333706656e-05	0
-0.4923	0.5518	9.8906	-0.25398688	0.39576708	9.90454628	200	101	200	0.0056	0.2852	2.80980025698474e-05	2
-0.254	0.3966	9.9052	-0.37615784	0.26399144	10.06482632	201	199	201	0.0054	0.2408	2.20594091003058e-05	2
-0.4716	0.2468	10.0735	-0.41711864	-0.00854669999999999	10.16723346	202	200	202	0.0049	0.2774	2.09241820285605e-05	2
-0.4014	-0.0036	10.1522	-0.215466	0.03135	10.35806948	203	201	203	0.0042	0.2796	1.5494787356847e-05	2
-0.2659	0.0464	10.3593	-0.2359528	0.1320596	10.5420024	204	202	0	0.0037	0.204	8.77371429923943e-06	2
-0.4339	-0.2067	10.0381	-0.45216223	-0.33701515	9.99238174	205	107	205	0.0094	0.1393	3.86684439731573e-05	3
-0.4434	-0.3253	10.0043	-0.5097936	-0.3754888	10.1015416	206	204	206	0.0094	0.128	3.55316642395128e-05	3
-0.5235	-0.4047	10.1291	-0.68547429	-0.42466074	10.0273733	207	205	0	0.0069	0.1923	2.8762546805454e-05	3
0.6327	0.0709	9.3713	0.62567235	0.003097	9.49984925	208	117	208	0.051	0.1455	0.00118892160258412	3
0.6257	0.0031	9.4998	0.5871079	-0.0049497	9.5927907	209	207	209	0.051	0.101	0.000825299531690692	3
0.5527	-0.0729	9.6136	0.393492	0.06586683	9.80393885	210	208	210	0.0569	0.2843	0.00289168688423499	3
0.3593	0.0756	9.7985	0.32358744	-0.00528548	9.87903864	211	209	211	0.0449	0.1196	0.000757484471785402	3
0.2484	-0.0096	9.8874	0.26262495	-0.0091117	10.0151033	212	210	0	0.0257	0.1285	0.000266636283332384	3
0.4452	0.2744	9.4128	0.22472988	0.22462532	9.37134408	213	118	213	0.0236	0.2298	0.000402090583910107	3
0.2171	0.2473	9.3713	0.2317706	0.2530385	9.620301	214	212	0	0.0236	0.2495	0.000436560490363671	3
0.4756	0.2544	9.3591	0.39241	0.2463066	9.2455386	215	118	215	0.042	0.141	0.000781389491171468	3
0.3924	0.2463	9.2456	0.13819968	0.18347856	9.06730496	216	214	0	0.042	0.3168	0.00175563255888738	3
0.3778	0.4167	9.4928	0.38586981	0.68048359	9.5399856	217	120	217	0.0146	0.2681	0.00017953635271951	3
0.3858	0.6805	9.54	0.32939552	0.79276815	9.69599364	218	216	0	0.0055	0.2003	1.90351455075496e-05	3
0.5816	0.4952	9.7413	0.3376134	0.5336826	9.7398674	219	120	219	0.0161	0.247	0.000201140061239042	3
0.3306	0.539	9.7542	0.16412776	0.47535546	9.69656779	220	218	220	0.0161	0.1873	0.000152524427004342	3
0.1882	0.4595	9.702	0.12831048	0.40137717	9.79785882	221	219	0	0.0195	0.1271	0.000151832466089648	3
0.5319	0.4002	9.4436	0.987586	0.694472	9.711494	222	119	222	0.0216	0.605	0.000886773588417607	3
1.057	0.785	9.7614	0.99166459	0.76474298	9.88914384	223	221	0	0.0062	0.1449	1.74985328504184e-05	3
0.1472	0.4655	8.1267	0.32060165	0.57582155	8.3086935	224	124	224	0.0556	0.2745	0.00266588741610757	3
0.3207	0.5758	8.3087	0.18937898	0.62568606	8.45690836	225	223	225	0.0549	0.2042	0.00193352725979939	3
0.1344	0.7022	8.474	0.1180164	0.6425708	8.6872088	226	224	226	0.0657	0.222	0.00301046502667122	3
