10.00,2.55,5.24,0.95,23.13,0.02,2.70,5.45,0.92,24.77,0.02,2.67,5.40,0.93,25.03,0.02,0.56,5.71,1.10,27.50,0.01,0.48,5.56,1.10,27.07,0.01,0.48,5.44,1.14,27.06,0.01
11.00,2.56,5.23,0.96,23.16,0.02,2.70,5.49,0.93,24.72,0.02,2.69,5.38,0.95,25.02,0.02,0.66,5.60,1.06,27.47,0.01,0.63,5.57,1.11,27.01,0.01,0.63,5.42,1.11,26.98,0.01
12.00,2.72,5.24,0.96,23.15,0.02,2.79,5.47,0.94,24.66,0.02,2.78,5.36,0.95,24.95,0.02,0.72,5.58,1.05,27.46,0.01,0.75,5.61,1.09,26.95,0.01,0.74,5.37,1.11,26.91,0.01
13.00,2.84,5.22,0.96,23.17,0.02,2.93,5.49,0.94,24.58,0.02,2.85,5.39,0.94,24.85,0.02,0.79,5.59,1.03,27.45,0.01,0.83,5.58,1.04,26.90,0.01,0.79,5.36,1.09,26.85,0.01
14.00,2.84,5.22,0.96,23.13,0.02,2.95,5.47,0.94,24.52,0.02,2.95,5.36,0.93,24.76,0.02,0.89,5.56,1.06,27.44,0.01,0.97,5.58,1.03,26.92,0.01,0.90,5.37,1.08,26.78,0.01
15.00,2.92,5.27,0.96,23.09,0.02,3.04,5.48,0.94,24.43,0.02,3.01,5.39,0.95,24.69,0.02,1.07,5.53,1.03,27.43,0.01,1.09,5.55,1.00,26.84,0.01,0.98,5.36,1.07,26.68,0.01
16.00,2.96,5.27,0.96,23.06,0.02,3.13,5.47,0.94,24.35,0.02,3.09,5.34,0.95,24.61,0.02,1.08,5.57,1.04,27.38,0.01,1.18,5.52,1.00,26.80,0.01,1.12,5.38,1.05,26.67,0.01
17.00,3.08,5.27,0.96,23.01,0.02,3.12,5.49,0.94,24.27,0.02,3.15,5.35,0.95,24.52,0.02,1.27,5.62,1.04,27.25,0.01,1.24,5.56,1.00,26.68,0.01,1.14,5.40,1.04,26.56,0.01
18.00,3.08,5.26,0.97,22.96,0.02,3.19,5.48,0.94,24.18,0.02,3.18,5.39,0.96,24.41,0.02,1.43,5.64,1.01,27.20,0.01,1.35,5.59,0.99,26.55,0.01,1.21,5.45,1.04,26.48,0.01
19.00,3.13,5.27,0.98,22.92,0.02,3.25,5.48,0.94,24.08,0.02,3.18,5.41,0.96,24.31,0.02,1.49,5.64,1.01,27.17,0.01,1.49,5.61,0.99,26.59,0.01,1.34,5.42,1.03,26.42,0.01
20.00,3.14,5.30,0.97,22.85,0.02,3.29,5.48,0.95,23.99,0.02,3.25,5.41,0.96,24.21,0.02,1.58,5.66,0.99,27.08,0.01,1.54,5.60,0.98,26.43,0.01,1.41,5.45,1.04,26.35,0.01
21.00,3.19,5.30,0.97,22.81,0.02,3.33,5.49,0.95,23.89,0.02,3.27,5.45,0.96,24.07,0.02,1.65,5.65,1.00,27.01,0.01,1.72,5.56,0.97,26.52,0.01,1.55,5.47,1.03,26.31,0.01
22.00,3.29,5.32,0.97,22.77,0.02,3.39,5.50,0.94,23.80,0.02,3.34,5.41,0.96,23.99,0.02,1.78,5.69,1.00,26.87,0.01,1.78,5.60,0.96,26.44,0.01,1.64,5.42,1.00,26.29,0.01
23.00,3.38,5.32,0.97,22.73,0.02,3.38,5.49,0.94,23.71,0.02,3.36,5.43,0.96,23.88,0.02,1.81,5.67,1.01,26.89,0.01,1.71,5.63,1.00,26.35,0.01,1.73,5.45,1.01,26.26,0.01
24.00,3.42,5.36,0.97,22.66,0.02,3.44,5.49,0.93,23.63,0.02,3.36,5.42,0.96,23.80,0.02,1.78,5.67,1.01,26.88,0.01,1.92,5.62,0.98,26.33,0.01,1.78,5.50,1.00,26.22,0.01
25.00,3.42,5.36,0.97,22.62,0.02,3.46,5.53,0.93,23.53,0.02,3.43,5.40,0.95,23.72,0.02,2.02,5.66,0.99,26.81,0.01,2.01,5.60,0.95,26.34,0.01,1.85,5.50,1.00,26.22,0.01
26.00,3.42,5.35,0.97,22.59,0.02,3.49,5.53,0.93,23.47,0.02,3.50,5.44,0.95,23.62,0.02,2.02,5.66,0.99,26.77,0.01,2.04,5.66,0.96,26.37,0.01,1.93,5.46,0.99,26.19,0.01
27.00,3.47,5.36,0.97,22.53,0.02,3.50,5.51,0.93,23.43,0.02,3.49,5.43,0.94,23.55,0.02,2.27,5.73,0.99,26.73,0.01,2.21,5.68,0.96,26.26,0.01,2.03,5.48,1.00,26.15,0.01
28.00,3.45,5.35,0.96,22.51,0.02,3.51,5.48,0.93,23.38,0.02,3.52,5.41,0.94,23.51,0.02,2.38,5.71,0.97,26.72,0.01,2.28,5.69,0.96,26.28,0.01,2.08,5.48,0.99,26.15,0.01
29.00,3.42,5.37,0.96,22.49,0.02,3.52,5.47,0.92,23.34,0.02,3.53,5.40,0.94,23.46,0.02,2.41,5.72,0.98,26.66,0.01,2.41,5.71,0.96,26.27,0.01,2.15,5.46,0.99,26.12,0.01
30.00,3.46,5.31,0.96,22.49,0.02,3.54,5.46,0.93,23.30,0.02,3.56,5.44,0.94,23.40,0.02,2.56,5.67,0.98,26.65,0.01,2.46,5.71,0.97,26.24,0.01,2.27,5.48,1.00,26.08,0.01
31.00,3.48,5.31,0.96,22.48,0.02,3.54,5.47,0.92,23.27,0.02,3.56,5.41,0.94,23.38,0.02,2.60,5.68,0.98,26.63,0.01,2.42,5.71,0.96,26.19,0.01,2.43,5.52,0.98,26.07,0.01
32.00,3.46,5.30,0.96,22.48,0.02,3.52,5.45,0.92,23.24,0.02,3.56,5.41,0.94,23.33,0.02,2.63,5.70,0.98,26.60,0.01,2.59,5.74,0.96,26.32,0.01,2.48,5.52,0.98,26.06,0.01
33.00,3.44,5.28,0.95,22.49,0.02,3.52,5.45,0.92,23.22,0.02,3.56,5.41,0.94,23.30,0.02,2.66,5.70,0.98,26.60,0.01,2.65,5.70,0.97,26.39,0.01,2.62,5.51,0.97,26.04,0.01
34.00,3.48,5.30,0.95,22.46,0.02,3.53,5.44,0.91,23.22,0.02,3.51,5.37,0.93,23.28,0.02,2.66,5.77,0.99,26.54,0.01,2.64,5.70,0.97,26.40,0.01,2.65,5.51,0.98,26.05,0.01
35.00,3.49,5.28,0.95,22.49,0.02,3.52,5.40,0.91,23.22,0.02,3.57,5.37,0.94,23.25,0.02,2.84,5.73,0.98,26.54,0.01,2.74,5.69,0.97,26.38,0.01,2.75,5.52,0.97,26.05,0.01
36.00,3.46,5.23,0.94,22.52,0.02,3.53,5.38,0.91,23.23,0.02,3.53,5.35,0.93,23.26,0.02,2.92,5.73,0.97,26.50,0.01,2.85,5.69,0.97,26.31,0.01,2.81,5.54,0.98,26.03,0.01
37.00,3.47,5.24,0.94,22.53,0.02,3.49,5.38,0.91,23.25,0.02,3.53,5.31,0.93,23.25,0.02,2.96,5.76,0.97,26.52,0.01,2.96,5.71,0.97,26.33,0.01,2.74,5.50,1.00,26.06,0.01
38.00,3.44,5.21,0.94,22.58,0.02,3.46,5.36,0.91,23.28,0.02,3.53,5.28,0.93,23.28,0.02,2.93,5.74,0.98,26.54,0.01,2.91,5.71,0.98,26.38,0.01,2.82,5.48,1.00,26.07,0.01
39.00,3.45,5.20,0.94,22.62,0.02,3.44,5.33,0.90,23.32,0.02,3.53,5.28,0.93,23.30,0.02,3.08,5.73,0.98,26.47,0.01,3.00,5.66,0.97,26.43,0.01,2.81,5.50,1.00,26.07,0.01
40.00,3.37,5.19,0.95,22.64,0.02,3.46,5.30,0.90,23.35,0.02,3.51,5.27,0.93,23.33,0.02,3.15,5.72,0.98,26.48,0.01,2.97,5.74,0.99,26.40,0.01,2.83,5.48,1.00,26.07,0.01
41.00,3.40,5.16,0.94,22.68,0.02,3.47,5.27,0.90,23.38,0.02,3.49,5.26,0.93,23.38,0.02,3.17,5.72,0.98,26.45,0.01,3.04,5.70,1.01,26.43,0.01,2.92,5.49,1.00,26.08,0.01
42.00,3.37,5.12,0.94,22.73,0.02,3.51,5.28,0.90,23.39,0.02,3.48,5.21,0.92,23.42,0.02,3.15,5.69,0.98,26.45,0.01,3.06,5.70,1.00,26.41,0.01,2.97,5.50,1.00,26.09,0.01
43.00,3.33,5.10,0.94,22.79,0.02,3.42,5.27,0.89,23.42,0.02,3.47,5.21,0.91,23.45,0.02,3.22,5.67,0.99,26.46,0.01,3.16,5.70,0.98,26.38,0.01,3.04,5.48,0.99,26.10,0.01
44.00,3.32,5.06,0.94,22.85,0.02,3.40,5.25,0.89,23.45,0.02,3.44,5.21,0.91,23.47,0.02,3.24,5.69,0.99,26.47,0.02,3.23,5.70,0.99,26.37,0.01,3.10,5.48,1.00,26.11,0.01
45.00,3.33,5.07,0.93,22.89,0.02,3.38,5.22,0.89,23.51,0.02,3.44,5.17,0.91,23.51,0.02,3.31,5.71,1.00,26.46,0.02,3.17,5.66,0.99,26.40,0.01,3.16,5.49,0.99,26.11,0.01
46.00,3.33,5.05,0.93,22.95,0.02,3.37,5.22,0.89,23.55,0.02,3.38,5.13,0.91,23.57,0.02,3.40,5.72,0.99,26.44,0.02,3.26,5.70,0.99,26.42,0.02,3.16,5.50,0.99,26.12,0.01
47.00,3.30,5.03,0.93,22.99,0.02,3.37,5.21,0.88,23.59,0.02,3.35,5.11,0.91,23.62,0.02,3.45,5.73,0.99,26.42,0.02,3.24,5.67,0.98,26.45,0.02,3.20,5.49,1.00,26.12,0.01
