Title,Year,Link,Abstract
"Computationally efficient simulation of queues: The r package queuecomputer",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092689217&doi=10.18637%2fjss.v095.i05&partnerID=40&md5=18e10d195827ca5880f05a3a2cb193d2","Large networks of queueing systems model important real-world systems such as MapReduce clusters, web-servers, hospitals, call centers and airport passenger terminals. To model such systems accurately, we must infer queueing parameters from data. Unfortunately, for many queueing networks there is no clear way to proceed with parameter inference from data. Approximate Bayesian computation could offer a straightforward way to infer parameters for such networks if we could simulate data quickly enough. We present a computationally efficient method for simulating from a very general set of queueing networks with the R package queuecomputer. Remarkable speedups of more than 2 orders of magnitude are observed relative to the popular DES packages simmer and simpy. We replicate output from these packages to validate the package. The package is modular and integrates well with the popular R package dplyr. Complex queueing networks with tandem, parallel and fork/join topologies can easily be built with these two packages together. We show how to use this package with two examples: a call center and an airport terminal. © 2020, American Statistical Association. All rights reserved."
"Mlogit: Random utility models in r",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092535640&doi=10.18637%2fjss.v095.i11&partnerID=40&md5=77d2c339a82d3da959403a12d566cbde","mlogit is a package for R which enables the estimation of random utility models with choice situation and/or alternative specific variables. The main extensions of the basic multinomial model (heteroscedastic, nested and random parameter models) are implemented. © 2020, American Statistical Association. All rights reserved."
"Patch-wise adaptive weights smoothing in r",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092522545&doi=10.18637%2fjss.v095.i06&partnerID=40&md5=86e012b199d6c27a66226a37c15f65da","Image reconstruction from noisy data has a long history of methodological development and is based on a variety of ideas. In this paper we introduce a new method called patch-wise adaptive smoothing, that extends the propagation-separation approach by using comparisons of local patches of image intensities to define local adaptive weighting schemes for an improved balance of reduced variability and bias in the reconstruction result. We present the implementation of the new method in an R package aws and demonstrate its properties on a number of examples in comparison with other state-of-the art image reconstruction methods. © 2020, American Statistical Association. All rights reserved."
"Anova_robust: A sas macro for parametric tests of mean differences in one-factor anova models",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092514520&doi=10.18637%2fjss.v095.c02&partnerID=40&md5=a1ad56dbf5a36b0e5a934277e74d3e23","Testing the equality of several independent group means is a common statistical practice in the social sciences. The traditional analysis of variance (ANOVA) is one of the most popular methods. However, the ANOVA F test is sensitive to violations of the homogeneity of variance assumption. Many alternative tests have been developed in response to this problem of the F test. These tests include some modifications of the ANOVA F test and others based on the structured means modeling technique. This paper provides a SAS macro for testing the equality of group means using thirteen methods including the regular ANOVA F test. In addition, this paper summarizes the results of a simulation study that compares the performance of these tests in terms of their Type I error rate under different conditions, especially under violations of the homogeneity of variance assumption. © 2020, American Statistical Association. All rights reserved."
"Acebayes: An r package for bayesian optimal design of experiments via approximate coordinate exchange",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092514370&doi=10.18637%2fjss.v095.i13&partnerID=40&md5=e811cbf4f9a6fc7c850d4241d0860804","We describe the R package acebayes and demonstrate its use to find Bayesian optimal experimental designs. A decision-theoretic approach is adopted, with the optimal design maximizing an expected utility. Finding Bayesian optimal designs for realistic problems is challenging, as the expected utility is typically intractable and the design space may be high-dimensional. The package implements the approximate coordinate exchange algorithm to optimize (an approximation to) the expected utility via a sequence of conditional one-dimensional optimization steps. At each step, a Gaussian process regression model is used to approximate, and subsequently optimize, the expected utility as the function of a single design coordinate (the value taken by one controllable variable for one run of the ex-periment). In addition to functions for bespoke design problems with user-defined utility functions, acebayes provides functions tailored to finding designs for common generalized linear and nonlinear models. The package provides a step-change in the complexity of problems that can be addressed, enabling designs to be found for much larger numbers of variables and runs than previously possible. We provide tutorials on the application of the methodology for four illustrative examples of varying complexity where designs are found for the goals of parameter estimation, model selection and prediction. These examples demonstrate previously unseen functionality of acebayes. © 2020, American Statistical Association. All rights reserved."
"Zigzag expanded navigation plots in r: The r package zenplots",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092489240&doi=10.18637%2fjss.v095.i04&partnerID=40&md5=b4c8fc441ca778b536ea80c4c1358ba1","We describe the features and implementation of the R package zenplots (zigzag expanded navigation plots) for displaying high-dimensional data according to the recently proposed zenplots. By default, zenplots lay out alternating one-and two-dimensional plots in a zigzag-like pattern where adjacent axes share the same variate. Zenplots are especially useful when subsets of pairs can be identified as of particular interest by some measure, or as not meaningfully comparable, or when pairs of variates can be ordered in terms of potential interest to view, or the number of pairs is too large for more traditional layouts such as a scatterplot matrix. They also allow an essentially arbitrary layout of plots. A high-dimensional space can be explored in a zenplot (zenplot()) by navigating through lower dimensional subspaces along a zenpath (zenpath()) which orders the dimensions (i.e., variates) visited according to some measure of interestingness; see Hofert and Oldford (2018) for an application to S&P 500 constituent data. The R package zenplots provides compact displays for high-dimensional data via the notion of zenplots, grouping of variates, and customizable displays of zigzag layouts. It accommodates different graphical systems including the base graphics package of R Core Team (2020b), the package grid of R Core Team (2020a) (and hence packages like ggplot2 of Wickham et al. 2020), and the interactive graphical package loon of Waddell and Oldford (2020). zenplots handles groups of variates, partial and fully missing data, and more. One important feature is that zenplot() and its auxiliary functions in zenplots distinguish layout from plotting which allows one to freely choose and create one-and two-dimensional plot functions; predefined functions are exported for all graphical systems. All R plots in this paper are reproducible with the vignette ""selected_features"" (available in zenplots ≥ 0.0-2). © 2020, American Statistical Association. All rights reserved."
"Survhe: Survival analysis for health economic evaluation and cost-effectiveness modeling",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092489047&doi=10.18637%2fjss.v095.i14&partnerID=40&md5=4cbdfa0126b1f0153bd90ae791a2faa6","Survival analysis features heavily as an important part of health economic evaluation, an increasingly important component of medical research. In this setting, it is important to estimate the mean time to the survival endpoint using limited information (typically from randomized trials) and thus it is useful to consider parametric survival models. In this paper, we review the features of the R package survHE, specifically designed to wrap several tools to perform survival analysis for economic evaluation. In particular, survHE embeds both a standard, frequentist analysis (through the R package flexsurv) and a Bayesian approach, based on Hamiltonian Monte Carlo (via the R package rstan) or integrated nested Laplace approximation (with the R package INLA). Using this composite approach, we obtain maximum flexibility and are able to pre-compile a wide range of parametric models, with a view of simplifying the modelers’ work and allowing them to move away from non-optimal work flows, including spreadsheets (e.g., Microsoft Excel). © 2020, American Statistical Association. All rights reserved."
"Computing the kolmogorov-smirnov distribution when the underlying cdf is purely discrete, mixed, or continuous",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092488264&doi=10.18637%2fjss.v095.i10&partnerID=40&md5=215cf72943f5d6deb8e1fce88db8cf44","The distribution of the Kolmogorov-Smirnov (KS) test statistic has been widely studied under the assumption that the underlying theoretical cumulative distribution function (CDF), F (x), is continuous. However, there are many real-life applications in which fitting discrete or mixed distributions is required. Nevertheless, due to inherent difficulties, the distribution of the KS statistic when F (x) has jump discontinuities has been studied to a much lesser extent and no exact and efficient computational methods have been proposed in the literature. In this paper, we provide a fast and accurate method to compute the (complementary) CDF of the KS statistic when F (x) is discontinuous, and thus obtain exact p values of the KS test. Our approach is to express the complementary CDF through the rectangle probability for uniform order statistics, and to compute it using fast Fourier transform (FFT). Secondly, we provide a C++ and an R implementation of the proposed method, which fills the existing gap in statistical software. We give also a useful extension of the Schmid’s asymptotic formula for the distribution of the KS statistic, relaxing his requirement for F (x) to be increasing between jumps and thus allowing for any general mixed or purely discrete F (x). The numerical performance of the proposed FFT-based method, implemented both in C++ and in the R package KSgeneral, available from https://CRAN.R-project.org/package=KSgeneral, is illustrated when F (x) is mixed, purely discrete, and continuous. The performance of the general asymptotic formula is also studied. © 2020, American Statistical Association. All rights reserved."
"Phonetic spelling algorithm implementations for r",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092485112&doi=10.18637%2fjss.v095.i08&partnerID=40&md5=79029fd570bb1f12f9067bf909e1f4ea","The phonics package provides several functions for indexing words by their English language pronunciation. Over nearly one hundred years, many different algorithms have been developed to support word and name indexing. From Soundex, developed in the early 20th century and predating the digital computer, through to modern digital phonetic algorithms like Phonex, the phonics package provides support for more than a dozen methods. Together, these provide phonetic algorithms appropriate for use in name indexing and name matching across a variety of English language use cases. © 2020, American Statistical Association. All rights reserved."
"Estimating animal abundance with n-mixture models using the r-inla package for r",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092484842&doi=10.18637%2fjss.v095.i02&partnerID=40&md5=9da7fc13db03cc332e255a3684c07bb5","Successful management of wildlife populations requires accurate estimates of abundance. Abundance estimates can be confounded by imperfect detection during wildlife surveys. N-mixture models enable quantification of detection probability and, under appropriate conditions, produce abundance estimates that are less biased. Here, we demonstrate how to use the R-INLA package for R to analyze N-mixture models, and compare performance of R-INLA to two other common approaches: JAGS (via the runjags package for R), which uses Markov chain Monte Carlo and allows Bayesian inference, and the unmarked package for R, which uses maximum likelihood and allows frequentist inference. We show that R-INLA is an attractive option for analyzing N-mixture models when (i) fast computing times are necessary (R-INLA is 10 times faster than unmarked and 500 times faster than JAGS), (ii) familiar model syntax and data format (relative to other R packages) is desired, (iii) survey-level covariates of detection are not essential, and (iv) Bayesian inference is preferred. © 2020, American Statistical Association. All rights reserved."
"Various versatile variances: An object-oriented implementation of clustered covariances in r",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092479678&doi=10.18637%2fjss.v095.i01&partnerID=40&md5=8a24ea5958d75a528bfca283280a4dbd","Clustered covariances or clustered standard errors are very widely used to account for correlated or clustered data, especially in economics, political sciences, and other social sciences. They are employed to adjust the inference following estimation of a standard least-squares regression or generalized linear model estimated by maximum likelihood. Although many publications just refer to “the” clustered standard errors, there is a surprisingly wide variety of clustered covariances, particularly due to different flavors of bias corrections. Furthermore, while the linear regression model is certainly the most important application case, the same strategies can be employed in more general models (e.g., for zero-inflated, censored, or limited responses). In R, functions for covariances in clustered or panel models have been somewhat scattered or available only for certain modeling functions, notably the (generalized) linear regression model. In contrast, an object-oriented approach to “robust” covariance matrix estimation – applicable beyond lm() and glm() – is available in the sandwich package but has been limited to the case of cross-section or time series data. Starting with sandwich 2.4.0, this shortcoming has been corrected: Based on methods for two generic functions (estfun() and bread()), clustered and panel covariances are provided in vcovCL(), vcovPL(), and vcovPC(). Moreover, clustered bootstrap covariances are provided in vcovBS(), using model update() on bootstrap samples. These are directly applicable to models from packages including MASS, pscl, countreg, and betareg, among many others. Some empirical illustrations are provided as well as an assessment of the methods’ performance in a simulation study. © 2020, American Statistical Association. All rights reserved."
"Multibugs: A parallel implementation of the bugs modeling framework for faster bayesian inference",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092472296&doi=10.18637%2fjss.v095.i07&partnerID=40&md5=ce584a4c3a413b86b8aefa964e1354bf","MultiBUGS is a new version of the general-purpose Bayesian modeling software BUGS that implements a generic algorithm for parallelizing Markov chain Monte Carlo (MCMC) algorithms to speed up posterior inference of Bayesian models. The algorithm parallelizes evaluation of the product-form likelihoods formed when a parameter has many children in the directed acyclic graph (DAG) representation; and parallelizes sampling of conditionally-independent sets of parameters. A heuristic algorithm is used to decide which approach to use for each parameter and to apportion computation across computational cores. This enables MultiBUGS to automatically parallelize the broad range of statistical models that can be fitted using BUGS-language software, making the dramatic speed-ups of modern multi-core computing accessible to applied statisticians, without requiring any experience of parallel programming. We demonstrate the use of Multi-BUGS on simulated data designed to mimic a hierarchical e-health linked-data study of methadone prescriptions including 425,112 observations and 20,426 random effects. Posterior inference for the e-health model takes several hours in existing software, but MultiBUGS can perform inference in only 28 minutes using 48 computational cores. © 2020, American Statistical Association. All rights reserved."
"The r package hmi: A convenient tool for hierarchical multiple imputation and beyond",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092451503&doi=10.18637%2fjss.v095.i09&partnerID=40&md5=80d35e1fc33ce55928ff5f22eed7eaaa","Applications of multiple imputation have long outgrown the traditional context of dealing with item nonresponse in cross-sectional data sets. Nowadays multiple imputation is also applied to impute missing values in hierarchical data sets, address confidentiality concerns, combine data from different sources, or correct measurement errors in surveys. However, software developments did not keep up with these recent extensions. Most imputation software can only deal with item nonresponse in cross-sectional settings and extensions for hierarchical data – if available at all – are typically limited in scope. Furthermore, to our knowledge no software is currently available for dealing with measurement error using multiple imputation approaches. The R package hmi tries to close some of these gaps. It offers multiple imputation routines in hierarchical settings for many variable types (for example, nominal, ordinal, or continuous variables). It also provides imputation routines for interval data and handles a common measurement error problem in survey data: biased inferences due to implicit rounding of the reported values. The user-friendly setup which only requires the data and optionally the specification of the analysis model of interest makes the package especially attractive for users less familiar with the peculiarities of multiple imputation. The compatibility with the popular mice package (Van Buuren and Groothuis-Oudshoorn 2011) ensures that the rich set of analysis and diagnostic tools and post-imputation functions available in mice can be used easily, once the data have been imputed. © 2020, American Statistical Association. All rights reserved."
"Pseudo-ranks: How to calculate them efficiently in r",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092444043&doi=10.18637%2fjss.v095.c01&partnerID=40&md5=d325aad30a7ee94a14c805db5204ae75","Many popular nonparametric inferential methods are based on ranks. Among the most commonly used and most famous tests are for example the Wilcoxon-Mann-Whitney test for two independent samples, and the Kruskal-Wallis test for multiple independent groups. However, recently, it has become clear that the use of ranks may lead to paradoxical results in case of more than two groups. Luckily, these problems can be avoided simply by using pseudo-ranks instead of ranks. These pseudo-ranks, however, suffer from being (a) at first less intuitive and not as straightforward in their interpretation, (b) computationally much more expensive to calculate. The computational cost has been prohibitive, for example, for large-scale simulative evaluations or application of resampling-based pseudorank procedures. In this paper, we provide different algorithms to calculate pseudo-ranks efficiently in order to solve problem (b) and thus render it possible to overcome the current limitations of procedures based on pseudo-ranks. © 2020, American Statistical Association. All rights reserved."
"Preference: an r package for two-stage clinical trial design accounting for patient preference",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090687702&doi=10.18637%2fjss.v094.c02&partnerID=40&md5=e3c3cca51a1a0ba5cd229b2f08cc4181","The consideration of a patient’s treatment preference may be essential in determining how a patient will respond to a particular treatment. While traditional clinical trials are unable to capture these effects, the two-stage randomized preference design provides an important tool for researchers seeking to understand the role of patient preferences. In addition to the treatment effect, these designs seek to estimate the role of preferences through testing of selection and preference effects. The R package preference facilitates the use of two-stage clinical trials by providing the necessary tools to design and analyze these studies. To aid in the design, functions are provided to estimate the required sample size and to estimate the study power when a sample size is fixed. In addition, analysis functions are provided to determine the significance of each effect using either raw data or summary statistics. The package is able to incorporate either an unstratified or stratified preference design. The functionality of the package is demonstrated using data from a study evaluating two management methods in women found to have an atypical Pap smear. © 2020, American Statistical Association. All rights reserved."
"Presiduals: An R package for residual analysis using probability-scale residuals",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090661961&doi=10.18637%2fjss.v094.i12&partnerID=40&md5=9e58e0967053d2f55b17ef468616b980","We present the R package PResiduals for residual analysis using the probability-scale residual. This residual is well defined for a wide variety of outcome types and models, including some settings where other popular residuals are not applicable. It can be used for model diagnostics, tests of conditional associations, and covariate-adjustment for Spearman’s rank correlation. These tests and measures of conditional association are applicable to any orderable variable. They use order information but do not require assigning scores to ordered categorical variables or transforming continuous variables, and therefore, can achieve a good balance between robustness and efficiency. We illustrate the usage of the PResiduals package with a publicly available dataset. © 2020, American Statistical Association. All rights reserved."
"BASS: An R package for fitting and performing sensitivity analysis of bayesian adaptive spline surfaces",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090654257&doi=10.18637%2fjss.v094.i08&partnerID=40&md5=f9b871b980d461e0db8855e0a09e8034","We present the R package BASS as a tool for nonparametric regression. The primary focus of the package is fitting fully Bayesian adaptive spline surface (BASS) models and performing global sensitivity analyses of these models. The BASS framework is similar to that of Bayesian multivariate adaptive regression splines (BMARS) from Denison, Mallick, and Smith (1998), but with many added features. The software is built to efficiently handle significant amounts of data with many continuous or categorical predictors and with functional response. Under our Bayesian framework, most priors are automatic but these can be modified by the user to focus on parsimony and the avoidance of overfitting. If directed to do so, the software uses parallel tempering to improve the reversible jump Markov chain Monte Carlo (RJMCMC) methods used to perform inference. We discuss the implementation of these features and present the performance of BASS in a number of analyses of simulated and real data. © 2020, American Statistical Association. All rights reserved."
"Boin: An r package for designing single-agent and drug-combination dose-finding trials using bayesian optimal interval designs",2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090632654&doi=10.18637%2fjss.v094.i13&partnerID=40&md5=9c2e6aca4df26b491072091ff097ed16","This article describes the R package BOIN, which implements a recently developed methodology for designing single-agent and drug-combination dose-finding clinical trials using Bayesian optimal interval designs (Liu and Yuan 2015; Yuan, Hess, Hilsenbeck, and Gilbert 2016). The BOIN designs are novel “model-assisted” phase I trial designs that can be implemented simply and transparently, similar to the 3 + 3 design, but yield excellent performance comparable to those of more complicated, model-based designs. The BOIN package provides tools for designing, conducting, and analyzing single-agent and drug-combination dose-finding trials. © 2020, American Statistical Association. All rights reserved."
