"row";"col";"z";"a";"dn";"rr";"pred"
220;175;45;57,3224966375526;1201,33333333333;2,27084269869929;2,15989210211262
265;98;61,8;80,0565969866703;1201;2,27021260916025;2,29490014729394
253;111;58,8;75,9281911862298;1192,55555555556;2,25425034083791;2,30699119162854
189;539;79,2;295,056335265936;1189,44444444444;2,2483695051402;1,56655387681971
256;110;58,8;76,851716734922;1175,11111111111;2,22127565496149;2,28159228264788
459;536;85,5;236,058023000185;1166,55555555556;2,20510335679281;1,44339925560574
217;546;78;288,784309002425;1166;2,20405320756107;1,46211874223221
108;275;58,5;7,54589760911452;1158,88888888889;2,19061129739489;2,99662897335995
94;341;63,3;348,903657513314;1158,77777777778;2,19040126754855;2,78081397148109
226;176;43,8;59,1039689440831;1155,88888888889;2,18494049154354;2,0861245432195
89;339;64,8;349,683234292897;1152;2,1775894469214;2,8731841378559
130;349;53,4;344,121201255656;1151,77777777778;2,17716938722871;2,23935121281178
263;110;58,5;78,8636905688183;1148,88888888889;2,1717086112237;2,21608122887639
224;185;41,7;56,4819913547481;1144,33333333333;2,16309738752349;2,03951852128257
219;187;42;54,3193213913595;1144,11111111111;2,1626773278308;2,0778459729953
129;354;54;342,674513853582;1142,22222222222;2,15910682044291;2,22781557514399
134;354;52,8;342,186680812252;1133,77777777778;2,14314455212056;2,17267877071326
123;353;55,8;343,523118606312;1129,77777777778;2,13558347765209;2,31643637853018
99;344;62,1;347,817887067312;1129;2,13411326872766;2,6947761009683
273;105;59,4;81,9930259223034;1119,11111111111;2,11542061240281;2,15998907157594
234;170;44,1;62,9975849554013;1110,44444444444;2,09903828438778;2,03922770950632
353;77;69;103,219084907017;1095,33333333333;2,07047422528465;1,81343405673676
232;183;41,1;59,7587244607564;1091;2,06228306127713;1,97498728831775
143;349;49,8;342,884490353151;1086,44444444444;2,05367183757692;2,081792588967
136;360;52,8;340,114834886145;1085;2,05094144957441;2,12503057264981
132;463;70,5;316,03848045782;1075;2,03203876340322;1,96804681930073
275;110;57,9;82,3758074955482;1073;2,02825822616898;2,10206044292194
357;75;69,9;104,066131717439;1066,66666666667;2,01628652492723;1,80832688328014
225;195;39;54,4109819175431;1066,44444444444;2,01586646523453;1,95983621300097
230;192;39;56,9854141190797;1066,44444444444;2,01586646523453;1,93175551467226
236;179;41,4;62,0377677956256;1063,77777777778;2,01082574892222;1,9552902651613
219;551;79,2;288,022261269402;1060,11111111111;2,00389476399278;1,45910202013065
268;123;54,3;79,6241550799489;1057,22222222222;1,99843398798777;2,05824948412861
139;368;52,8;337,317186517066;1057,11111111111;1,99822395814142;2,06036367937558
282;108;58,2;84,510511165687;1054,77777777778;1,99381333136814;2,05467562350575
147;512;78,6;305,970956121498;1052,66666666667;1,98982276428756;1,8024494614703
308;86;64,5;92,0025331318269;1050,44444444444;1,98562216736062;2,02395072921884
222;528;72,6;289,037247577438;1050,11111111111;1,98499207782159;1,41242934635048
274;117;55,8;81,7824899645858;1049;1,98289177935812;2,05204255448355
149;347;47,7;342,937142826539;1048,22222222222;1,98142157043369;2,01108501141513
351;82;67,5;103,013766450132;1047,11111111111;1,97932127197023;1,78906348567008
242;154;47,7;68,2323137466657;1042,22222222222;1,97007995873098;2,08070397806214
104;328;59,7;352,033249390029;1041,77777777778;1,96923983934559;2,70293130988183
236;188;39;60,1729153455253;1038,77777777778;1,96356903349423;1,89460944747918
146;359;49,8;339,261290852478;1038,77777777778;1,96356903349423;2,00607311353765
315;84;65,4;93,8316394503904;1034,22222222222;1,95495780979402;1,99428181126292
243;174;42;65,5560452195835;1027,33333333333;1,94193595932053;1,92592079896873
250;159;45,3;70,359002397858;1026,11111111111;1,93962563101072;1,95903232052698
240;186;39;62,1487311908119;1023,88888888889;1,93542503408379;1,87039883918043
269;129;52,5;79,5922886875099;1017,33333333333;1,92303327314934;2,00261885781335
237;199;36;57,9692534560287;1016,88888888889;1,92219315376396;1,8156400479855
251;162;44,4;70,3330737744383;1015;1,91862264637606;1,92988724685079
248;173;41,7;67,6198649480404;1007,88888888889;1,90518073620988;1,88517908932409
370;43;80,4;105,104390265468;1007;1,90350049743911;1,9132850538442
355;83;67,5;104,067230906502;1006,77777777778;1,90308043774642;1,76206223243356
300;86;64,5;89,8664436462941;1003,33333333333;1,89656951250967;2,08641077393861
276;126;53,1;82,0078486943146;1002,66666666667;1,89530933343159;1,96500239791991
159;342;44,4;343,654314061927;1000,44444444444;1,89110873650466;1,91575601110628
161;346;44,1;341,935492865588;992;1,87514646818232;1,87690129668239
300;66;70,5;89,8778343439528;986,666666666667;1,86506503555768;2,24820872793899
303;84;65,1;90,6615846776941;986,666666666667;1,86506503555768;2,07926937806635
372;34;83,1;105,018360631151;981,777777777778;1,85582372231843;1,91613467892785
158;354;45,9;339,421926415676;981,555555555556;1,85540366262574;1,88724577173159
430;523;77,4;239,799633062748;981,333333333333;1,85498360293305;1,38677227529759
244;194;36,3;62,0533147687009;981,222222222222;1,8547735730867;1,78234939850796
249;184;38,4;66,1516913834648;976,555555555556;1,84595231954015;1,80001264357547
195;163;52,2;52,5019568284989;976,222222222222;1,84532223000111;2,5625039518223
107;327;58,8;352,201802865948;975,777777777778;1,84448211061572;2,66520912036563
211;217;36,9;43,0136593041178;972,333333333333;1,83797118537898;1,97230713397875
251;180;39,3;67,6677110993513;968,666666666667;1,83104020044954;1,80804357542736
285;124;53,4;84,9812346589189;967,666666666667;1,82914993183242;1,90458715836697
157;360;46,8;337,479434397103;964,777777777778;1,82368915582741;1,8776760422444
161;353;45;339,376468616675;964,333333333333;1,82284903644202;1,85940926797326
275;135;50,4;81,2408307502646;964,111111111111;1,82242897674933;1,90339742269722
374;72;72,3;107,831063100793;962;1,81843840966874;1,75311480935793
429;495;70,2;236,54852149149;956,888888888889;1,8087770367368;1,28451434620595
235;223;30,6;49,7967989668356;956,222222222222;1,80751685765872;1,69954672971758
139;455;67,2;316,269002763473;955;1,80520652934891;1,90301028822459
244;206;33,3;59,1254891582314;953,444444444444;1,80226611150006;1,71631303248579
166;469;64,8;308,597552813708;952,222222222222;1,79995578319024;1,6580723498128
219;518;69,9;290,541609397386;950,888888888889;1,79743542503408;1,39820995971967
256;174;40,5;70,6192162153489;949,333333333333;1,79449500718523;1,80299989239979
261;165;42,6;73,7479142911396;949,333333333333;1,79449500718523;1,81717664141635
233;227;30;47,4366482468101;944;1,7844135745606;1,69306027926505
219;522;71,1;290,200881286716;943,888888888889;1,78420354471425;1,40931577694836
227;521;69,9;288,434948822922;941,666666666667;1,78000294778732;1,37019712191505
347;91;64,5;102,514328108875;941,111111111111;1,77895279855558;1,7407754213951
239;219;30,9;52,9617508910081;940;1,77685250009212;1,68886826738229
144;511;78,9;306,62961938433;937,777777777778;1,77265190316519;1,82156065886744
163;465;64,5;309,891112652346;933,666666666667;1,76488079885036;1,68254129036522
285;136;49,8;84,6172020848727;933,111111111111;1,76383064961863;1,81539799035826
255;189;36,3;67,8010163121723;931,111111111111;1,76005011238439;1,71586427516573
166;358;44,1;336,852841949658;929,444444444444;1,75689966468919;1,7890020376373
252;192;36;65,9151366290332;928,222222222222;1,75458933637938;1,7292387413123
260;178;39;71,7054817280153;927,888888888889;1,75395924684034;1,74333529420637
170;350;42;339,227745317954;922,111111111111;1,74303769483032;1,77019104663405
242;216;30,9;55,304846468766;919,666666666667;1,73841703821069;1,67218629449312
294;130;51,3;87,8167606998175;918,555555555556;1,73631673974723;1,78605084029686
279;145;47,4;82,1279849971802;916,222222222222;1,73190611297395;1,80196152542479
253;200;33,6;64,7028576614127;912,666666666667;1,72518515789086;1,67145045113282
268;167;41,4;76,3177418397431;912,333333333333;1,72455506835182;1,74199110488287
246;218;30;56,5510072625253;909,777777777778;1,71972438188585;1,63530513347151
380;51;78,9;107,67381778384;907;1,71447363572718;1,83516032893195
265;176;39;74,0849997352247;906,777777777778;1,71405357603449;1,70982358447429
286;144;47,4;84,7065577469695;906;1,71258336711006;1,75185413514705
208;502;66,9;294,65782381143;900,222222222222;1,70166181510004;1,41814414812846
327;101;60,6;97,5664234827533;899,444444444444;1,70019160617561;1,77973405422539
250;212;30,9;60,289991358224;897,333333333333;1,69620103909503;1,63311550123442
330;103;60,3;98,4952971363848;896,333333333333;1,69431077047791;1,75037714912172
178;346;39,3;339,623564786164;894,666666666667;1,69116032278271;1,70209778348768
148;469;68,4;312,146497163424;893,888888888889;1,68969011385829;1,8161242015147
269;174;39,3;76,017054916247;893,444444444444;1,6888499944729;1,69015766525847
334;109;58,5;99,9226166650888;891,333333333333;1,68485942739231;1,67870709556619
439;520;78;237,748914526401;889,333333333333;1,68107889015808;1,39978161855911
247;549;76,5;282,149856724347;889,333333333333;1,68107889015808;1,37758827433915
295;133;50,4;88,1193217618134;888,777777777778;1,68002874092634;1,75744006710887
327;113;57;98,0445224633356;888,111111111111;1,67876856184826;1,69001350356519
432;499;71,7;236,476780515827;885,111111111111;1,6730977559969;1,31079933980409
274;166;41,4;78,8540035006881;882,555555555556;1,66826706953093;1,70193944668211
219;507;66,9;291,537817211914;882,555555555556;1,66826706953093;1,37115316742474
301;131;51;90,1690136086285;881,666666666667;1,66658683076016;1,72888412511712
259;199;33;67,7619672844355;880,222222222222;1,66385644275765;1,62302347897309
277;154;44,7;80,8868444249246;879,333333333333;1,66217620398688;1,75359588176571
254;210;30,6;62,8053502145117;877;1,6577655772136;1,60327305746946
285;152;45;84,0412094367588;875,444444444444;1,65482515936475;1,70473071203809
457;533;84,3;236,054782247944;872,111111111111;1,64852426397435;1,44175368856854
99;319;60,9;354,754299714887;870,444444444444;1,64537381627916;2,83309717240398
180;351;39,3;337,262069144126;869,333333333333;1,64327351781569;1,66780828381034
258;207;30,9;65,5560452195835;865,111111111111;1,63529238365452;1,58727552100539
322;118;55,5;96,7189443866841;865,111111111111;1,63529238365452;1,68782376333005
321;93;62,7;95,6422374320241;863,888888888889;1,63298205534471;1,87775558599043
267;189;35,1;73,2771869563472;858,666666666667;1,62311065256642;1,61699813634122
317;123;53,7;95,3108244398718;857,888888888889;1,62164044364199;1,68004346429004
320;124;53,4;96,3045600468261;855,444444444444;1,61701978702237;1,65254792733187
306;133;50,4;91,8806782381866;855,333333333333;1,61680975717602;1,67990168537206
276;175;38,7;78,9536965528649;855;1,61617966763698;1,63259193040696
329;117;56,1;98,8282646539732;854;1,61428939901986;1,6539425785289
246;227;27,6;53,4431909291766;851,777777777778;1,61008880209293;1,58351597287251
265;195;33,6;71,4022795140848;850,111111111111;1,60693835439773;1,59995339944554
575;220;86,1;163,65567234509;848,666666666667;1,60420796639522;1,39342079462961
178;366;42;331,866856957744;846,111111111111;1,59937727992925;1,65110361590567
189;343;36;339,134858429031;845,444444444444;1,59811710085117;1,61010154843506
255;223;27,3;59,5829423294841;844;1,59538671284867;1,53615342317459
281;167;40,8;81,6897228324758;843,555555555556;1,59454659346328;1,64252074322762
442;522;79,2;237,428494220438;843;1,59349644423155;1,41281674663177
184;358;39,3;333,730793592203;841,333333333333;1,59034599653635;1,61608163197705
265;207;30,3;69,2092747255853;839,222222222222;1,58635542945576;1,5380373721594
269;194;33,6;73,523118606312;839,222222222222;1,58635542945576;1,57626123829641
258;218;27,9;62,7446716250569;835,444444444444;1,57921441467998;1,5299081513405
282;173;39;81,7441112847833;834,333333333333;1,57711411621652;1,59946217239078
289;155;44,1;85,4808622852935;833,222222222222;1,57501381775305;1,6578831700129
217;498;64,5;292,917903086056;830,555555555556;1,56997310144073;1,35756853129946
251;233;25,2;53,7461622625552;829,222222222222;1,56745274328457;1,51251651697947
194;345;34,8;337,322858383755;823,777777777778;1,55716128081359;1,55865629092229
262;217;27,9;65,2466200755882;821,555555555556;1,55296068388666;1,51089113317322
453;529;82,8;236,281009821498;820,888888888889;1,55170050480858;1,43765089888896
561;225;81,6;163,836971138987;816,777777777778;1,54392940049375;1,38269468507769
192;353;36,3;334,179008025811;815,222222222222;1,5409889826449;1,55336003551056
257;232;24,6;57,5829624940769;814,666666666667;1,53993883341317;1,47571131897516
198;338;33;339,904768808095;814,333333333333;1,53930874387413;1,54617538490252
267;214;27,9;68,8294494779648;809,222222222222;1,52964737094219;1,48234782077025
190;361;38,1;331,298796381537;806,888888888889;1,52523674416891;1,55401280042542
284;181;36,3;82,1385745956389;805,888888888889;1,52334647555179;1,53372737001111
271;548;75;276,797126689088;803,333333333333;1,51851578908582;1,32459502877984
294;152;44,7;87,4937037180119;803;1,51788569954678;1,63639633384968
278;186;35,1;78,8826576561528;802,777777777778;1,51746563985408;1,54853668721082
273;205;30;73,9358155073284;801,555555555556;1,51515531154427;1,48630137738396
198;343;33,6;337,479434397103;793,555555555556;1,50003316260732;1,53276184067172
251;239;24;51,1701750950296;793,333333333333;1,49961310291462;1,49115898303988
262;229;24,6;61,6992442339936;786,222222222222;1,48617119274844;1,45188103968525
259;239;22,5;55,988651096494;782,333333333333;1,47882014812631;1,42915720811977
193;369;38,4;327,494333718418;782,111111111111;1,47840008843362;1,50662753199587
265;226;24,9;64,5217302759202;781,555555555556;1,47734993920189;1,44154862547756
290;171;39,3;85,3645365730974;781,444444444444;1,47713990935554;1,55321896500006
544;378;76,8;197,654980205978;780,888888888889;1,47608976012381;1,41017815095505
324;139;49,2;98,2790511854598;779,666666666667;1,47377943181399;1,53178162599761
435;501;72,6;236,145384449922;779,111111111111;1,47272928258226;1,32689292523878
273;213;27,6;72,5528115767178;778,777777777778;1,47209919304322;1,44459939240608
422;521;75,9;241,144338780283;778,666666666667;1,47188916319688;1,36317599525078
199;357;35,1;330,897489741925;777,444444444444;1,46957883488706;1,48589177594642
223;500;64,5;291,229713523222;776,444444444444;1,46768856626994;1,33385065489419
213;329;27,9;341,958830403165;775,444444444444;1,46579829765282;1,44871146184512
208;337;30;338,466075869674;773,444444444444;1,46201776041859;1,46301813080467
202;349;33;333,785020512595;772,666666666667;1,46054755149416;1,47731995449587
429;135;63;127,827017333704;770,888888888889;1,45718707395261;1,26177841513107
292;182;36;85,897203076758;766,888888888889;1,44962599948414;1,47865367780464
519;310;66;182,489552921999;766,888888888889;1,44962599948414;1,21885748560164
198;363;36,3;328,626994859892;766,666666666667;1,44920593979144;1,48073134006526
289;513;64,2;273,097691042205;763,666666666667;1,44353513394009;1,1694218259469
280;206;29,1;77,7604001630682;763,444444444444;1,44311507424739;1,4304959461566
199;369;36,9;325,985497778968;761,888888888889;1,44017465639854;1,45730815713983
277;198;31,8;77,087059246149;760,555555555556;1,43765429824238;1,49498211936213
266;235;22,5;62,2234361911315;759,111111111111;1,43492391023988;1,39785380364267
269;228;24;66,5158847094951;759;1,43471388039353;1,40757530066561
214;332;27,9;339,990306111325;758,888888888889;1,43450385054718;1,43178030799258
426;488;68,1;236,20428579686;755,111111111111;1,4273628357714;1,24799323985654
205;356;33,3;329,836908761561;754,222222222222;1,42568259700063;1,43791170143248
179;456;59,4;308,002307395986;751;1,41959173145658;1,54655181117633
296;180;36,3;87,8613174223337;747;1,4120306569881;1,45891507217077
512;310;63,9;182,57184060785;746,444444444444;1,41098050775637;1,18151428438763
280;211;27,6;77,0989272547852;744,555555555556;1,40741000036847;1,40580176055101
222;324;24,9;343,334242483125;744,444444444444;1,40719997052213;1,39395415736
207;360;33,6;327,528807709152;741,666666666667;1,40194922436346;1,41656708404375
210;346;30,6;333,308468278895;740,888888888889;1,40047901543904;1,42383278735216
227;318;22,8;346,607502246249;734,888888888889;1,38913740373632;1,37035280860001
262;242;21,3;56,6502994375377;734,444444444444;1,38829728435093;1,39601188091652
188;447;55,8;307,521310491852;733,222222222222;1,38598695604112;1,47622309111962
273;233;22,2;67,8336541779175;733;1,38556689634843;1,35964550163408
222;329;25,2;340,046200779643;732,666666666667;1,38493680680939;1,37608236294213
219;337;27;335,87464682645;729,888888888889;1,37968606065072;1,37813566280811
271;237;21,3;65,0819774841808;727,666666666667;1,37548546372379;1,35530535530009
213;354;30,9;328,557192929536;726;1,37233501602859;1,38020431616748
218;342;27,9;333,296218393034;723,777777777778;1,36813441910166;1,37249071501264
231;319;21,9;345,094241476445;723,333333333333;1,36729429971628;1,34232126735208
511;300;63,3;179,863905767795;721,333333333333;1,36351376248204;1,16569568687431
281;201;30,6;78,9117135364392;718,333333333333;1,35784295663068;1,45028937716518
212;365;33;323,914926957148;717,111111111111;1,35553262832087;1,36477065913022
210;368;34,2;323,282349417031;715,444444444444;1,35238218062567;1,37674106049039
215;364;32,1;323,399094647853;715;1,35154206124028;1,34487211519487
216;359;30,9;325,304846468766;714,111111111111;1,34986182246951;1,34630723401434
297;177;37,2;88,3766674749095;713,888888888889;1,34944176277682;1,4689505274434
202;457;55,8;302,186022785736;713,333333333333;1,34839161354508;1,38165951353883
230;322;22,2;343,040152977935;712,222222222222;1,34629131508162;1,33612350541184
223;343;26,7;331,260204708312;705,333333333333;1,33326946460813;1,33335679240753
189;456;57,6;305,642104978007;698,333333333333;1,32003758428829;1,47004894720999
273;242;19,5;64,8224645703652;695,777777777778;1,31520689782232;1,31780732974731
232;327;22,2;338,850473908077;694,888888888889;1,31352665905155;1,3099380251515
505;317;61,8;184,61289418719;694,111111111111;1,31205645012712;1,14852064367745
229;338;24,3;332,324089539971;692,333333333333;1,30869597258558;1,3014468099533
282;225;23,4;76,231909548517;691,777777777778;1,30764582335385;1,33049152661015
290;505;61,8;272,939256000003;691,444444444444;1,30701573381481;1,13868806425326
545;370;76,5;195,867990139433;690,777777777778;1,30575555473673;1,40707145442762
222;350;27,9;327,765565781059;685,111111111111;1,29504403257305;1,32239257677375
235;328;21,6;337,225030451114;684,888888888889;1,29462397288036;1,28892562857721
234;332;22,2;334,653824058053;684,555555555556;1,29399388334132;1,28276134770186
231;343;24,6;328,553764097732;683,222222222222;1,29147352518516;1,27758598792529
506;306;61,8;181,533097696824;681,111111111111;1,28748295810457;1,14313480960935
280;242;18,9;70,6881434356473;680,444444444444;1,28622277902649;1,27795149939361
278;246;18;67,5670090778746;679,333333333333;1,28412248056303;1,2750567037046
287;193;32,7;82,8421869863842;678,666666666667;1,28286230148495;1,45072146220786
244;318;18;342,790442479452;678,555555555556;1,2826522716386;1,25503174926993
233;337;23,1;331,598104392861;677,777777777778;1,28118206271418;1,27668365023261
277;253;16,2;63,6767017321901;675,888888888889;1,27761155532628;1,25503769564913
286;202;30;81,6257409724009;675,333333333333;1,27656140609455;1,41101129170698
226;351;27,3;325,868525340169;675,111111111111;1,27614134640186;1,29611620695712
227;357;27,9;322,450249068656;674;1,27404104793839;1,27418845807653
281;251;16,2;68,4985656759521;673;1,27215077932127;1,23725341109633
515;312;64,8;183,068863610099;671,555555555556;1,26942039131877;1,19846640935076
301;152;44,7;90,192914353533;666,555555555556;1,25996904823317;1,58931661212321
177;445;57,3;310,519560350215;666,555555555556;1,25996904823317;1,56086668712656
241;326;19,5;336,801409486352;665,222222222222;1,25744869007701;1,25072747390372
259;286;13,5;19,2592916437672;665;1,25702863038432;1,25470503429402
283;248;16,8;71,565051177078;664,888888888889;1,25681860053797;1,23569969753858
235;345;24;325,80823094032;663;1,25324809315008;1,24807098452159
282;239;19,5;73,2580296147069;662,777777777778;1,25282803345739;1,27613857695145
287;495;58,8;273,970460060443;662,444444444444;1,25219794391835;1,10868901347162
274;245;18,6;64,476575498932;662;1,25135782453296;1,30051185460371
229;362;28,5;319,299862820192;661,333333333333;1,25009764545488;1,25340079893435
273;252;16,8;60,4463163676925;660,555555555556;1,24862743653045;1,27855273787288
239;339;21,9;327,952764513376;660,222222222222;1,24799734699141;1,23387175291303
263;286;12,3;21,1398248086577;658,666666666667;1,24505692914256;1,22828370851527
243;323;18,6;338,629377730657;658,666666666667;1,24505692914256;1,2453318745484
231;483;58,8;290,847930093895;658,222222222222;1,24421680975718;1,2548655801268
287;244;17,7;76,5618118416493;656,888888888889;1,24169645160102;1,22858756887771
281;255;15;66,8014094863518;656,444444444444;1,24085633221563;1,22144048968833
260;282;13,5;24,5504523892074;655;1,23812594421313;1,25724929937729
281;260;13,8;64,2900462191888;653,222222222222;1,23476546667158;1,20735224845231
232;364;28,2;317,169257589729;653,111111111111;1,23455543682523;1,23045964542503
251;316;15,6;342,613027823084;652,888888888889;1,23413537713254;1,21244038364026
197;423;48,3;310,194398756531;650,888888888889;1,2303548398983;1,40646188277738
266;288;11,1;19,9164059938091;650,555555555556;1,22972475035926;1,20109114747402
249;320;16,8;339,261290852478;650,111111111111;1,22888463097388;1,21852445072923
353;520;68,1;256,548701179543;648,111111111111;1,22510409373964;1,20133670421812
260;299;12,3;2,12109639666147;647,888888888889;1,22468403404694;1,20575609739365
290;245;17,1;79,286876977209;647,555555555556;1,2240539445079;1,20633313861119
339;578;84,3;262,101277627869;647;1,22300379527617;1,35574428885084
260;295;12,3;7,73359809902286;646,888888888889;1,22279376542982;1,21506854704075
269;244;19,5;60,8593662666057;646,666666666667;1,22237370573713;1,33546035228676
420;142;59,7;127,014219203367;644,222222222222;1,21775304911751;1,22986548971782
242;333;20,4;330,945395900923;644;1,21733298942481;1,23121014410912
272;279;10,8;37,0303896056786;643,777777777778;1,21691292973212;1,19341856318823
238;352;24,6;320,511477416021;641,777777777778;1,21313239249788;1,21572785930159
264;297;11,1;5,47736872882885;641,555555555556;1,21271233280519;1,18701634073973
290;251;15,3;78,0238675557966;640,444444444444;1,21061203434172;1,18477517823199
265;293;11,1;11,9293221772383;639,222222222222;1,20830170603191;1,19494423362328
284;190;33,6;81,5072709718815;638,444444444444;1,20683149710748;1,48428709315571
268;296;9,9;7,88313931672974;638,333333333333;1,20662146726114;1,16614559429351
263;303;11,4;356,18592516571;637,777777777778;1,2055713180294;1,1768650300015
235;358;26,4;318,72131326475;637,666666666667;1,20536128818306;1,22278644863471
278;275;10,5;48,5763343749973;637,555555555556;1,20515125833671;1,17605895810131
281;265;12,3;61,2201936956028;637;1,20410110910498;1,18783160756993
247;333;18,9;328,722297133134;636,777777777778;1,20368104941229;1,19745622511773
348;495;60,3;256,276086579256;636,111111111111;1,20242087033421;1,08706031006015
226;479;58,2;292,65404417217;634,444444444444;1,19927042263901;1,27058883810076
268;291;10,2;16,2940474565989;634;1,19843030325362;1,17977858118185
243;348;22,5;320,440332031005;634;1,19843030325362;1,1907532056599
271;286;9,9;26,1752899817599;633,222222222222;1,19696009432919;1,17711396409729
286;260;13,2;70,3013786254197;633;1,1965400346365;1,17903173317264
261;308;12,3;349,249033006812;632,888888888889;1,19633000479015;1,17713676805463
234;368;28,5;314,572427493167;632,777777777778;1,19611997494381;1,2105973775603
242;344;22,2;323,365886124033;632,666666666667;1,19590994509746;1,20711388136178
279;271;11,1;53,9149269571479;632,222222222222;1,19506982571207;1,17989075416635
466;384;55,8;206,772393261769;631,666666666667;1,19401967648034;1,0673479923258
260;312;12,9;344,148071845713;629,444444444444;1,18981907955341;1,17304819997166
256;323;15;333,178018798419;628,555555555556;1,18813884078264;1,16599934091676
409;101;68,4;118,53998518796;628,333333333333;1,18771878108994;1,46686007301969
235;484;58,8;289,643933538643;627,555555555556;1,18624857216552;1,24024294861548
275;283;9,3;34,4608162713718;627;1,18519842293379;1,16325574160939
239;358;25,5;316,925183708323;626,111111111111;1,18351818416301;1,19807790338342
291;256;13,8;77,9492151165905;624,888888888889;1,1812078558532;1,16314256051436
285;271;10,2;62,2814983718166;624,666666666667;1,18078779616051;1,14839047522498
