21/08/2018/07:55 SW ver:OXY4v2_30
Header Ch-4
Description:
IDENTIFICATION
PHIboard number   : v1231165
PM number         : 00000000
Serial number     : S DLD 0001 000067
MUX channel       : ON - 04

PARAMETERS
Signal LED current: 050
Ref LED current   : 077
Ref LED amplitude : 46447
Frequency         : 006
Sending interval  : 0001
Averaging         : 2
Internal temp     : 20.0 C

SYSTEM SETTINGS
APL function      : ON
Temp compensation : OFF
Analog out        : OFF
RS232 echo        : OFF
Oxygen unit       : %a.s.

CALIBRATION
Sensor type       : 2
0%a.s.phase 1     : 56.00 at 020.0�C amp 062800
100.00%a.s.phase 2: 27.00 at 020.0�C amp 063500
Date   (ddmmyy)   : 231112
Pressure (mBar)   : 1013

FIRMWARE
Code 3.016 (IAP)  : 08/20/04, 09:50:56
Xilinx built      : 01/05/04 (MM/DD/YY)

Pressure [hPa]: 1013
Date/dd:mm:yy;Time/hh:mm:ss;Logtime/min;Oxy/% air sat.;Phase/�;Amp;Temp/�C;Error
21/08/2018;07:58:52;3.76;84.86;31.94;NA;24.49;0
21/08/2018;07:58:53;3.77;84.86;31.93;NA;24.49;0
21/08/2018;07:58:54;3.79;84.69;31.96;NA;24.5;0
21/08/2018;07:58:55;3.8;84.69;31.96;NA;24.5;0
21/08/2018;07:58:56;3.82;84.32;31.99;NA;24.5;0
21/08/2018;07:58:57;3.83;84.52;31.98;NA;24.51;0
21/08/2018;07:58:58;3.85;84.5;31.97;NA;24.5;0
21/08/2018;07:58:59;3.86;84.49;31.97;NA;24.49;0
21/08/2018;07:59:00;3.89;83.77;32.04;NA;24.51;0
21/08/2018;07:59:01;3.9;84.11;32.03;NA;24.49;0
21/08/2018;07:59:02;3.92;83.96;32.03;NA;24.51;0
21/08/2018;07:59:03;3.94;83.94;32.03;NA;24.5;0
21/08/2018;07:59:04;3.96;83.94;32.03;NA;24.5;0
21/08/2018;07:59:05;3.97;83.19;32.11;NA;24.5;0
21/08/2018;07:59:06;3.99;83.58;32.07;NA;24.51;0
21/08/2018;07:59:07;4;83.38;32.08;NA;24.5;0
21/08/2018;07:59:08;4.02;83.55;32.08;NA;24.49;0
21/08/2018;07:59:09;4.03;83.53;32.07;NA;24.48;0
21/08/2018;07:59:10;4.05;83.19;32.1;NA;24.5;0
21/08/2018;07:59:11;4.06;82.98;32.13;NA;24.49;0
21/08/2018;07:59:12;4.08;83.02;32.13;NA;24.51;0
21/08/2018;07:59:13;4.1;83.17;32.12;NA;24.49;0
21/08/2018;07:59:14;4.12;82.83;32.14;NA;24.51;0
21/08/2018;07:59:15;4.14;83;32.13;NA;24.5;0
21/08/2018;07:59:16;4.16;83;32.14;NA;24.5;0
21/08/2018;07:59:17;4.19;82.43;32.18;NA;24.5;0
21/08/2018;07:59:18;4.21;82.62;32.17;NA;24.5;0
21/08/2018;07:59:19;4.23;82.6;32.18;NA;24.49;0
21/08/2018;07:59:20;4.24;82.26;32.2;NA;24.51;0
21/08/2018;07:59:21;4.26;82.4;32.19;NA;24.48;0
21/08/2018;07:59:22;4.28;82.02;32.23;NA;24.48;0
21/08/2018;07:59:23;4.29;82.06;32.23;NA;24.5;0
21/08/2018;07:59:24;4.31;82.04;32.23;NA;24.49;0
21/08/2018;07:59:25;4.32;81.87;32.25;NA;24.5;0
21/08/2018;07:59:26;4.34;82.06;32.24;NA;24.5;0
21/08/2018;07:59:27;4.36;81.68;32.27;NA;24.5;0
21/08/2018;07:59:28;4.38;81.68;32.26;NA;24.5;0
21/08/2018;07:59:29;4.4;81.85;32.25;NA;24.49;0
21/08/2018;07:59:30;4.41;81.87;32.25;NA;24.5;0
21/08/2018;07:59:31;4.43;81.68;32.27;NA;24.5;0
21/08/2018;07:59:32;4.44;81.68;32.27;NA;24.5;0
21/08/2018;07:59:33;4.46;81.31;32.3;NA;24.5;0
21/08/2018;07:59:34;4.47;81.48;32.3;NA;24.49;0
21/08/2018;07:59:35;4.49;81.27;32.33;NA;24.48;0
21/08/2018;07:59:36;4.5;81.29;32.31;NA;24.49;0
21/08/2018;07:59:37;4.52;81.29;32.32;NA;24.49;0
21/08/2018;07:59:38;4.53;81.14;32.33;NA;24.51;0
21/08/2018;07:59:39;4.55;80.91;32.36;NA;24.49;0
21/08/2018;07:59:40;4.56;80.71;32.37;NA;24.48;0
21/08/2018;07:59:41;4.58;80.93;32.36;NA;24.5;0
21/08/2018;07:59:42;4.59;80.95;32.35;NA;24.51;0
21/08/2018;07:59:43;4.61;80.74;32.37;NA;24.5;0
21/08/2018;07:59:44;4.63;80.74;32.37;NA;24.5;0
21/08/2018;07:59:45;4.65;80.54;32.41;NA;24.49;0
21/08/2018;07:59:46;4.66;80.36;32.4;NA;24.5;0
21/08/2018;07:59:47;4.68;80.52;32.41;NA;24.48;0
21/08/2018;07:59:48;4.69;80.52;32.4;NA;24.48;0
21/08/2018;07:59:49;4.71;80.35;32.42;NA;24.49;0
21/08/2018;07:59:50;4.72;80.18;32.43;NA;24.5;0
21/08/2018;07:59:51;4.74;80.16;32.44;NA;24.49;0
21/08/2018;07:59:52;4.76;80.16;32.43;NA;24.49;0
21/08/2018;07:59:53;4.77;79.78;32.48;NA;24.49;0
21/08/2018;07:59:54;4.79;79.77;32.47;NA;24.48;0
21/08/2018;07:59:55;4.8;79.8;32.47;NA;24.5;0
21/08/2018;07:59:56;4.82;79.77;32.49;NA;24.48;0
21/08/2018;07:59:57;4.83;79.8;32.48;NA;24.5;0
21/08/2018;07:59:58;4.85;79.59;32.5;NA;24.49;0
21/08/2018;07:59:59;4.86;79.22;32.53;NA;24.49;0
21/08/2018;08:00:00;4.89;79.42;32.53;NA;24.5;0
21/08/2018;08:00:01;4.9;79.22;32.55;NA;24.49;0
21/08/2018;08:00:02;4.92;79.03;32.55;NA;24.49;0
21/08/2018;08:00:03;4.94;79.07;32.55;NA;24.51;0
21/08/2018;08:00:04;4.96;79.03;32.57;NA;24.49;0
21/08/2018;08:00:05;4.97;79.01;32.57;NA;24.48;0
21/08/2018;08:00:06;4.99;79.03;32.56;NA;24.49;0
21/08/2018;08:00:07;5;78.86;32.58;NA;24.5;0
21/08/2018;08:00:08;5.02;78.86;32.57;NA;24.5;0
21/08/2018;08:00:09;5.03;78.67;32.59;NA;24.5;0
21/08/2018;08:00:10;5.05;78.62;32.62;NA;24.47;0
21/08/2018;08:00:11;5.06;78.65;32.61;NA;24.49;0
21/08/2018;08:00:12;5.08;78.45;32.63;NA;24.48;0
21/08/2018;08:00:13;5.1;78.48;32.62;NA;24.5;0
21/08/2018;08:00:14;5.12;78.47;32.62;NA;24.49;0
21/08/2018;08:00:15;5.14;78.47;32.62;NA;24.49;0
21/08/2018;08:00:16;5.16;78.09;32.66;NA;24.49;0
21/08/2018;08:00:17;5.19;77.71;32.72;NA;24.49;0
21/08/2018;08:00:18;5.21;77.73;32.7;NA;24.5;0
21/08/2018;08:00:19;5.23;77.9;32.69;NA;24.49;0
21/08/2018;08:00:20;5.24;77.73;32.69;NA;24.5;0
21/08/2018;08:00:21;5.26;77.92;32.69;NA;24.5;0
21/08/2018;08:00:22;5.28;77.54;32.72;NA;24.5;0
21/08/2018;08:00:23;5.29;77.54;32.73;NA;24.5;0
21/08/2018;08:00:24;5.31;77.32;32.74;NA;24.48;0
21/08/2018;08:00:25;5.32;77.73;32.71;NA;24.5;0
21/08/2018;08:00:26;5.34;77.32;32.74;NA;24.48;0
21/08/2018;08:00:27;5.36;77.34;32.74;NA;24.49;0
21/08/2018;08:00:28;5.38;77.13;32.77;NA;24.48;0
21/08/2018;08:00:29;5.4;76.96;32.79;NA;24.49;0
21/08/2018;08:00:30;5.41;77.32;32.75;NA;24.48;0
21/08/2018;08:00:31;5.43;77.12;32.77;NA;24.47;0
21/08/2018;08:00:32;5.44;76.94;32.8;NA;24.48;0
21/08/2018;08:00:33;5.46;76.93;32.8;NA;24.47;0
21/08/2018;08:00:34;5.47;76.94;32.8;NA;24.48;0
21/08/2018;08:00:35;5.49;76.76;32.81;NA;24.48;0
21/08/2018;08:00:36;5.5;76.55;32.85;NA;24.47;0
21/08/2018;08:00:37;5.52;76.57;32.84;NA;24.48;0
21/08/2018;08:00:38;5.53;76.57;32.83;NA;24.48;0
21/08/2018;08:00:39;5.55;76.58;32.85;NA;24.49;0
21/08/2018;08:00:40;5.56;76.35;32.86;NA;24.46;0
21/08/2018;08:00:41;5.58;76.19;32.88;NA;24.48;0
21/08/2018;08:00:42;5.59;76.36;32.87;NA;24.47;0
21/08/2018;08:00:43;5.61;76;32.89;NA;24.48;0
21/08/2018;08:00:44;5.63;76;32.9;NA;24.48;0
21/08/2018;08:00:45;5.65;75.8;32.92;NA;24.47;0
21/08/2018;08:00:46;5.66;75.99;32.91;NA;24.47;0
21/08/2018;08:00:47;5.68;75.83;32.92;NA;24.49;0
21/08/2018;08:00:48;5.69;75.99;32.92;NA;24.47;0
21/08/2018;08:00:49;5.71;75.44;32.96;NA;24.48;0
21/08/2018;08:00:50;5.72;75.66;32.93;NA;24.5;0
21/08/2018;08:00:51;5.74;75.61;32.95;NA;24.47;0
21/08/2018;08:00:52;5.76;75.82;32.93;NA;24.48;0
21/08/2018;08:00:53;5.77;75.44;32.97;NA;24.48;0
21/08/2018;08:00:54;5.79;75.44;32.97;NA;24.48;0
21/08/2018;08:00:55;5.8;75.22;33;NA;24.46;0
21/08/2018;08:00:56;5.82;75.06;33.02;NA;24.48;0
21/08/2018;08:00:57;5.83;75.03;33.02;NA;24.46;0
21/08/2018;08:00:58;5.85;75.27;32.98;NA;24.49;0
21/08/2018;08:00:59;5.86;75.23;32.99;NA;24.47;0
21/08/2018;08:01:00;6.89;82.96;32.15;NA;24.48;0
21/08/2018;08:01:01;6.9;83.32;32.1;NA;24.47;0
21/08/2018;08:01:02;6.92;83.51;32.09;NA;24.47;0
21/08/2018;08:01:03;6.94;83.9;32.05;NA;24.48;0
21/08/2018;08:01:04;6.96;84.07;32.01;NA;24.47;0
21/08/2018;08:01:05;6.97;84.64;31.97;NA;24.47;0
21/08/2018;08:01:06;6.99;84.66;31.97;NA;24.48;0
21/08/2018;08:01:07;7;85.2;31.91;NA;24.47;0
21/08/2018;08:01:08;7.02;85.58;31.87;NA;24.47;0
21/08/2018;08:01:09;7.03;85.8;31.85;NA;24.49;0
21/08/2018;08:01:10;7.05;85.97;31.83;NA;24.48;0
21/08/2018;08:01:11;7.06;86.52;31.77;NA;24.47;0
21/08/2018;08:01:12;7.08;86.16;31.81;NA;24.48;0
21/08/2018;08:01:13;7.1;86.33;31.79;NA;24.47;0
21/08/2018;08:01:14;7.12;86.52;31.78;NA;24.47;0
21/08/2018;08:01:15;7.14;86.88;31.74;NA;24.46;0
21/08/2018;08:01:16;7.16;87.29;31.7;NA;24.48;0
21/08/2018;08:01:17;7.19;87.46;31.67;NA;24.47;0
21/08/2018;08:01:18;7.21;87.83;31.65;NA;24.47;0
21/08/2018;08:01:19;7.23;88.21;31.61;NA;24.47;0
21/08/2018;08:01:20;7.24;88.21;31.6;NA;24.47;0
21/08/2018;08:01:21;7.26;88.76;31.54;NA;24.46;0
21/08/2018;08:01:22;7.28;88.79;31.54;NA;24.48;0
21/08/2018;08:01:23;7.29;88.98;31.51;NA;24.48;0
21/08/2018;08:01:24;7.31;89.36;31.49;NA;24.48;0
21/08/2018;08:01:25;7.32;89.55;31.47;NA;24.48;0
21/08/2018;08:01:26;7.34;89.92;31.44;NA;24.48;0
21/08/2018;08:01:27;7.36;89.88;31.44;NA;24.46;0
21/08/2018;08:01:28;7.38;90.09;31.41;NA;24.47;0
