21/08/2018/07:55 SW ver:OXY4v2_30
Header Ch-2
Description:
IDENTIFICATION
PHIboard number   : v1231163
PM number         : 00000000
Serial number     : S DLD 0001 000067
MUX channel       : ON - 02

PARAMETERS
Signal LED current: 050
Ref LED current   : 081
Ref LED amplitude : 47805
Frequency         : 006
Sending interval  : 0001
Averaging         : 2
Internal temp     : 20.0 C

SYSTEM SETTINGS
APL function      : ON
Temp compensation : OFF
Analog out        : OFF
RS232 echo        : OFF
Oxygen unit       : %a.s.

CALIBRATION
Sensor type       : 2
0%a.s.phase 1     : 56.00 at 020.0�C amp 064600
100.00%a.s.phase 2: 27.00 at 020.0�C amp 065500
Date   (ddmmyy)   : 231112
Pressure (mBar)   : 1013

FIRMWARE
Code 3.016 (IAP)  : 08/20/04, 09:50:56
Xilinx built      : 01/05/04 (MM/DD/YY)

Pressure [hPa]: 1013
Date/dd:mm:yy;Time/hh:mm:ss;Logtime/min;Oxy/% air sat.;Phase/�;Amp;Temp/�C;Error
21/08/2018;07:55:25;0.32;99.01;30.56;NA;24.33;0
21/08/2018;07:55:26;0.34;99.37;30.52;NA;24.32;0
21/08/2018;07:55:27;0.36;99.35;30.52;NA;24.31;0
21/08/2018;07:55:28;0.38;99.89;30.49;NA;24.3;0
21/08/2018;07:55:29;0.4;99.37;30.52;NA;24.32;0
21/08/2018;07:55:30;0.41;99.3;30.54;NA;24.29;0
21/08/2018;07:55:31;0.43;99.37;30.53;NA;24.32;0
21/08/2018;07:55:32;0.44;99.22;30.53;NA;24.34;0
21/08/2018;07:55:33;0.46;98.99;30.56;NA;24.32;0
21/08/2018;07:55:34;0.47;99.18;30.53;NA;24.32;0
21/08/2018;07:55:35;0.49;99.2;30.54;NA;24.33;0
21/08/2018;07:55:36;0.5;99.2;30.53;NA;24.33;0
21/08/2018;07:55:37;0.52;99.16;30.54;NA;24.31;0
21/08/2018;07:55:38;0.53;99.35;30.53;NA;24.31;0
21/08/2018;07:55:39;0.55;98.99;30.56;NA;24.32;0
21/08/2018;07:55:40;0.56;99.2;30.54;NA;24.33;0
21/08/2018;07:55:41;0.58;99.58;30.51;NA;24.33;0
21/08/2018;07:55:42;0.59;98.99;30.56;NA;24.32;0
21/08/2018;07:55:43;0.61;98.85;30.56;NA;24.34;0
21/08/2018;07:55:44;0.63;98.99;30.55;NA;24.32;0
21/08/2018;07:55:45;0.65;98.85;30.57;NA;24.34;0
21/08/2018;07:55:46;0.66;98.83;30.56;NA;24.33;0
21/08/2018;07:55:47;0.68;98.99;30.56;NA;24.32;0
21/08/2018;07:55:48;0.69;98.62;30.59;NA;24.32;0
21/08/2018;07:55:49;0.71;98.47;30.6;NA;24.34;0
21/08/2018;07:55:50;0.72;98.45;30.61;NA;24.33;0
21/08/2018;07:55:51;0.74;98.83;30.57;NA;24.33;0
21/08/2018;07:55:52;0.76;98.43;30.61;NA;24.32;0
21/08/2018;07:55:53;0.77;98.24;30.63;NA;24.32;0
21/08/2018;07:55:54;0.79;98.26;30.63;NA;24.33;0
21/08/2018;07:55:55;0.8;98.45;30.6;NA;24.33;0
21/08/2018;07:55:56;0.82;98.24;30.62;NA;24.32;0
21/08/2018;07:55:57;0.83;98.24;30.63;NA;24.32;0
21/08/2018;07:55:58;0.85;98.24;30.63;NA;24.32;0
21/08/2018;07:55:59;0.86;98.22;30.64;NA;24.31;0
21/08/2018;07:56:00;0.89;98.08;30.64;NA;24.33;0
21/08/2018;07:56:01;0.9;98.1;30.63;NA;24.34;0
21/08/2018;07:56:02;0.92;97.68;30.67;NA;24.32;0
21/08/2018;07:56:03;0.94;97.91;30.66;NA;24.34;0
21/08/2018;07:56:04;0.96;97.87;30.66;NA;24.32;0
21/08/2018;07:56:05;0.97;97.68;30.67;NA;24.32;0
21/08/2018;07:56:06;0.99;97.68;30.68;NA;24.32;0
21/08/2018;07:56:07;1;97.12;30.72;NA;24.32;0
21/08/2018;07:56:08;1.02;97.14;30.73;NA;24.33;0
21/08/2018;07:56:09;1.03;97.51;30.69;NA;24.33;0
21/08/2018;07:56:10;1.05;97.3;30.71;NA;24.32;0
21/08/2018;07:56:11;1.06;97.28;30.72;NA;24.31;0
21/08/2018;07:56:12;1.08;97.51;30.7;NA;24.33;0
21/08/2018;07:56:13;1.1;97.12;30.73;NA;24.32;0
21/08/2018;07:56:14;1.12;96.95;30.75;NA;24.33;0
21/08/2018;07:56:15;1.14;96.89;30.76;NA;24.3;0
21/08/2018;07:56:16;1.16;96.7;30.77;NA;24.3;0
21/08/2018;07:56:17;1.19;96.57;30.78;NA;24.33;0
21/08/2018;07:56:18;1.21;96.57;30.77;NA;24.33;0
21/08/2018;07:56:19;1.23;96.55;30.77;NA;24.32;0
21/08/2018;07:56:20;1.24;96.55;30.79;NA;24.32;0
21/08/2018;07:56:21;1.26;96.55;30.78;NA;24.32;0
21/08/2018;07:56:22;1.28;96.53;30.79;NA;24.31;0
21/08/2018;07:56:23;1.29;96.35;30.79;NA;24.31;0
21/08/2018;07:56:24;1.31;96.74;30.76;NA;24.32;0
21/08/2018;07:56:25;1.32;96.03;30.82;NA;24.34;0
21/08/2018;07:56:26;1.34;96.18;30.81;NA;24.32;0
21/08/2018;07:56:27;1.36;95.99;30.83;NA;24.32;0
21/08/2018;07:56:28;1.38;95.82;30.84;NA;24.33;0
21/08/2018;07:56:29;1.4;95.62;30.87;NA;24.32;0
21/08/2018;07:56:30;1.41;95.64;30.86;NA;24.33;0
21/08/2018;07:56:31;1.43;95.78;30.86;NA;24.31;0
21/08/2018;07:56:32;1.44;95.62;30.86;NA;24.32;0
21/08/2018;07:56:33;1.46;95.41;30.89;NA;24.31;0
21/08/2018;07:56:34;1.47;95.24;30.9;NA;24.32;0
21/08/2018;07:56:35;1.49;95.8;30.85;NA;24.32;0
21/08/2018;07:56:36;1.5;95.6;30.87;NA;24.31;0
21/08/2018;07:56:37;1.52;95.24;30.91;NA;24.32;0
21/08/2018;07:56:38;1.53;95.03;30.92;NA;24.31;0
21/08/2018;07:56:39;1.55;95.01;30.92;NA;24.3;0
21/08/2018;07:56:40;1.56;94.87;30.94;NA;24.32;0
21/08/2018;07:56:41;1.58;95.01;30.93;NA;24.3;0
21/08/2018;07:56:42;1.59;94.72;30.94;NA;24.34;0
21/08/2018;07:56:43;1.61;94.3;30.98;NA;24.32;0
21/08/2018;07:56:44;1.63;94.32;30.98;NA;24.33;0
21/08/2018;07:56:45;1.65;94.68;30.96;NA;24.32;0
21/08/2018;07:56:46;1.66;94.49;30.98;NA;24.32;0
21/08/2018;07:56:47;1.68;94.3;30.99;NA;24.32;0
21/08/2018;07:56:48;1.69;93.95;31.02;NA;24.33;0
21/08/2018;07:56:49;1.71;93.93;31.02;NA;24.32;0
21/08/2018;07:56:50;1.72;94.14;31.01;NA;24.33;0
21/08/2018;07:56:51;1.74;93.91;31.02;NA;24.31;0
21/08/2018;07:56:52;1.76;93.37;31.07;NA;24.32;0
21/08/2018;07:56:53;1.77;93.37;31.08;NA;24.32;0
21/08/2018;07:56:54;1.79;93.37;31.07;NA;24.32;0
21/08/2018;07:56:55;1.8;93.39;31.07;NA;24.33;0
21/08/2018;07:56:56;1.82;93.39;31.07;NA;24.33;0
21/08/2018;07:56:57;1.83;93.2;31.1;NA;24.33;0
21/08/2018;07:56:58;1.85;93.2;31.1;NA;24.33;0
21/08/2018;07:56:59;1.86;93.03;31.1;NA;24.34;0
21/08/2018;07:57:00;1.89;92.95;31.11;NA;24.3;0
21/08/2018;07:57:01;1.9;92.82;31.12;NA;24.33;0
21/08/2018;07:57:02;1.92;92.8;31.13;NA;24.32;0
21/08/2018;07:57:03;1.94;92.78;31.14;NA;24.31;0
21/08/2018;07:57:04;1.96;92.43;31.16;NA;24.32;0
21/08/2018;07:57:05;1.97;92.76;31.14;NA;24.3;0
21/08/2018;07:57:06;1.99;92.58;31.16;NA;24.3;0
21/08/2018;07:57:07;2;92.41;31.18;NA;24.31;0
21/08/2018;07:57:08;2.02;92.2;31.19;NA;24.3;0
21/08/2018;07:57:09;2.03;92.37;31.18;NA;24.29;0
21/08/2018;07:57:10;2.05;92.22;31.2;NA;24.31;0
21/08/2018;07:57:11;2.06;92.01;31.21;NA;24.3;0
21/08/2018;07:57:12;2.08;92.22;31.2;NA;24.31;0
21/08/2018;07:57:13;2.1;91.86;31.22;NA;24.32;0
21/08/2018;07:57:14;2.12;91.83;31.23;NA;24.3;0
21/08/2018;07:57:15;2.14;91.51;31.25;NA;24.33;0
21/08/2018;07:57:16;2.16;91.51;31.25;NA;24.33;0
21/08/2018;07:57:17;2.19;91.66;31.25;NA;24.31;0
21/08/2018;07:57:18;2.21;91.11;31.29;NA;24.32;0
21/08/2018;07:57:19;2.23;90.95;31.31;NA;24.33;0
21/08/2018;07:57:20;2.24;90.91;31.32;NA;24.31;0
21/08/2018;07:57:21;2.26;90.95;31.31;NA;24.33;0
21/08/2018;07:57:22;2.28;91.15;31.28;NA;24.34;0
21/08/2018;07:57:23;2.29;90.74;31.34;NA;24.32;0
21/08/2018;07:57:24;2.31;90.93;31.31;NA;24.32;0
21/08/2018;07:57:25;2.32;90.72;31.33;NA;24.31;0
21/08/2018;07:57:26;2.34;90.55;31.34;NA;24.32;0
21/08/2018;07:57:27;2.36;90.36;31.38;NA;24.32;0
21/08/2018;07:57:28;2.38;90.34;31.37;NA;24.31;0
21/08/2018;07:57:29;2.4;90.55;31.36;NA;24.32;0
21/08/2018;07:57:30;2.41;90.34;31.38;NA;24.31;0
21/08/2018;07:57:31;2.43;90.14;31.39;NA;24.3;0
21/08/2018;07:57:32;2.44;89.97;31.41;NA;24.31;0
21/08/2018;07:57:33;2.46;89.8;31.42;NA;24.32;0
21/08/2018;07:57:34;2.47;89.97;31.42;NA;24.31;0
21/08/2018;07:57:35;2.49;89.8;31.42;NA;24.32;0
21/08/2018;07:57:36;2.5;89.61;31.44;NA;24.32;0
21/08/2018;07:57:37;2.52;89.8;31.43;NA;24.32;0
21/08/2018;07:57:38;2.53;89.24;31.48;NA;24.32;0
21/08/2018;07:57:39;2.55;89.41;31.47;NA;24.31;0
21/08/2018;07:57:40;2.56;89.61;31.44;NA;24.32;0
21/08/2018;07:57:41;2.58;89.59;31.44;NA;24.31;0
21/08/2018;07:57:42;2.59;89.01;31.52;NA;24.3;0
21/08/2018;07:57:43;2.61;89.22;31.49;NA;24.31;0
21/08/2018;07:57:44;2.63;89.05;31.5;NA;24.32;0
21/08/2018;07:57:45;2.65;88.86;31.52;NA;24.32;0
21/08/2018;07:57:46;2.66;88.82;31.53;NA;24.3;0
21/08/2018;07:57:47;2.68;89.03;31.5;NA;24.31;0
21/08/2018;07:57:48;2.69;88.47;31.56;NA;24.31;0
21/08/2018;07:57:49;2.71;88.68;31.53;NA;24.32;0
21/08/2018;07:57:50;2.72;88.49;31.56;NA;24.32;0
21/08/2018;07:57:51;2.74;88.3;31.58;NA;24.32;0
21/08/2018;07:57:52;2.76;88.43;31.56;NA;24.29;0
21/08/2018;07:57:53;2.77;88.09;31.6;NA;24.31;0
21/08/2018;07:57:54;2.79;88.11;31.6;NA;24.32;0
21/08/2018;07:57:55;2.8;88.11;31.6;NA;24.32;0
21/08/2018;07:57:56;2.82;87.93;31.61;NA;24.32;0
21/08/2018;07:57:57;2.83;88.09;31.59;NA;24.31;0
21/08/2018;07:57:58;2.85;87.72;31.63;NA;24.31;0
21/08/2018;07:57:59;2.86;87.72;31.63;NA;24.31;0
21/08/2018;07:58:00;2.89;87.36;31.66;NA;24.32;0
21/08/2018;07:58:01;2.9;87.55;31.64;NA;24.32;0
21/08/2018;07:58:02;2.92;87.16;31.69;NA;24.31;0
21/08/2018;07:58:03;2.94;87.19;31.69;NA;24.33;0
21/08/2018;07:58:04;2.96;87.34;31.67;NA;24.31;0
21/08/2018;07:58:05;2.97;87.14;31.69;NA;24.3;0
21/08/2018;07:58:06;2.99;87.16;31.68;NA;24.31;0
21/08/2018;07:58:07;3;86.93;31.72;NA;24.29;0
21/08/2018;07:58:08;3.02;86.97;31.7;NA;24.31;0
21/08/2018;07:58:09;3.03;87.14;31.7;NA;24.3;0
21/08/2018;07:58:10;3.05;86.41;31.76;NA;24.31;0
21/08/2018;07:58:11;3.06;86.41;31.77;NA;24.31;0
21/08/2018;07:58:12;3.08;86.76;31.74;NA;24.3;0
21/08/2018;07:58:13;3.1;86.74;31.74;NA;24.29;0
21/08/2018;07:58:14;3.12;86.57;31.76;NA;24.3;0
21/08/2018;07:58:15;3.14;86.03;31.8;NA;24.31;0
21/08/2018;07:58:16;3.16;86.03;31.8;NA;24.31;0
21/08/2018;07:58:17;3.19;85.84;31.81;NA;24.31;0
21/08/2018;07:58:18;3.21;86.03;31.8;NA;24.31;0
21/08/2018;07:58:19;3.23;85.84;31.82;NA;24.31;0
21/08/2018;07:58:20;3.24;85.84;31.83;NA;24.31;0
21/08/2018;07:58:21;3.26;85.84;31.83;NA;24.31;0
21/08/2018;07:58:22;3.28;85.49;31.85;NA;24.32;0
21/08/2018;07:58:23;3.29;85.47;31.87;NA;24.31;0
21/08/2018;07:58:24;3.31;85.62;31.86;NA;24.29;0
21/08/2018;07:58:25;3.32;85.32;31.87;NA;24.33;0
21/08/2018;07:58:26;3.34;85.43;31.87;NA;24.29;0
21/08/2018;07:58:27;3.36;85.3;31.88;NA;24.32;0
21/08/2018;07:58:28;3.38;85.07;31.9;NA;24.3;0
21/08/2018;07:58:29;3.4;85.26;31.89;NA;24.3;0
21/08/2018;07:58:30;3.41;84.7;31.94;NA;24.3;0
21/08/2018;07:58:31;3.43;84.91;31.93;NA;24.31;0
21/08/2018;07:58:32;3.44;84.74;31.93;NA;24.32;0
21/08/2018;07:58:33;3.46;84.31;31.98;NA;24.29;0
21/08/2018;07:58:34;3.47;84.7;31.94;NA;24.3;0
21/08/2018;07:58:35;3.49;84.38;31.97;NA;24.33;0
21/08/2018;07:58:36;3.5;84.32;31.99;NA;24.3;0
21/08/2018;07:58:37;3.52;84.53;31.97;NA;24.31;0
21/08/2018;07:58:38;3.53;84.17;31.99;NA;24.32;0
21/08/2018;07:58:39;3.55;84.14;32.01;NA;24.3;0
21/08/2018;07:58:40;3.56;83.97;32.01;NA;24.31;0
21/08/2018;07:58:41;3.58;83.76;32.04;NA;24.3;0
21/08/2018;07:58:42;3.59;83.56;32.07;NA;24.29;0
21/08/2018;07:58:43;3.61;83.59;32.06;NA;24.31;0
21/08/2018;07:58:44;3.63;83.78;32.04;NA;24.31;0
21/08/2018;07:58:45;3.65;83.56;32.07;NA;24.29;0
21/08/2018;07:58:46;3.66;83.37;32.09;NA;24.29;0
21/08/2018;07:58:47;3.68;83.39;32.07;NA;24.3;0
21/08/2018;07:58:48;3.69;82.86;32.12;NA;24.32;0
21/08/2018;07:58:49;3.71;83.4;32.08;NA;24.31;0
21/08/2018;07:58:50;3.72;83.2;32.11;NA;24.3;0
21/08/2018;07:58:51;3.74;82.82;32.14;NA;24.3;0
21/08/2018;07:58:52;3.76;82.82;32.13;NA;24.3;0
21/08/2018;07:58:53;3.77;83.01;32.12;NA;24.3;0
21/08/2018;07:58:54;3.79;82.62;32.16;NA;24.29;0
21/08/2018;07:58:55;3.8;82.43;32.19;NA;24.29;0
21/08/2018;07:58:56;3.82;82.47;32.17;NA;24.31;0
21/08/2018;07:58:57;3.83;82.64;32.16;NA;24.3;0
21/08/2018;07:58:58;3.85;82.47;32.17;NA;24.31;0
21/08/2018;07:58:59;3.86;82.45;32.18;NA;24.3;0
21/08/2018;07:59:00;3.89;82.28;32.2;NA;24.31;0
21/08/2018;07:59:01;3.9;81.92;32.22;NA;24.32;0
21/08/2018;07:59:02;3.92;82.28;32.2;NA;24.31;0
21/08/2018;07:59:03;3.94;81.9;32.24;NA;24.31;0
21/08/2018;07:59:04;3.96;81.72;32.25;NA;24.31;0
21/08/2018;07:59:05;3.97;81.9;32.24;NA;24.31;0
21/08/2018;07:59:06;3.99;81.49;32.29;NA;24.29;0
21/08/2018;07:59:07;4;81.73;32.25;NA;24.32;0
21/08/2018;07:59:08;4.02;81.31;32.3;NA;24.29;0
21/08/2018;07:59:09;4.03;81.31;32.31;NA;24.29;0
21/08/2018;07:59:10;4.05;81.31;32.3;NA;24.29;0
21/08/2018;07:59:11;4.06;81.12;32.33;NA;24.29;0
21/08/2018;07:59:12;4.08;81.14;32.32;NA;24.3;0
21/08/2018;07:59:13;4.1;81.15;32.33;NA;24.31;0
21/08/2018;07:59:14;4.12;80.98;32.34;NA;24.32;0
21/08/2018;07:59:15;4.14;80.95;32.35;NA;24.3;0
21/08/2018;07:59:16;4.16;80.97;32.34;NA;24.31;0
21/08/2018;07:59:17;4.19;80.59;32.37;NA;24.31;0
21/08/2018;07:59:18;4.21;80.76;32.36;NA;24.3;0
21/08/2018;07:59:19;4.23;80.2;32.42;NA;24.3;0
21/08/2018;07:59:20;4.24;80.35;32.4;NA;24.28;0
21/08/2018;07:59:21;4.26;80.39;32.41;NA;24.3;0
21/08/2018;07:59:22;4.28;80.18;32.43;NA;24.29;0
21/08/2018;07:59:23;4.29;80.22;32.42;NA;24.31;0
21/08/2018;07:59:24;4.31;79.81;32.47;NA;24.29;0
21/08/2018;07:59:25;4.32;80.18;32.42;NA;24.29;0
21/08/2018;07:59:26;4.34;79.65;32.47;NA;24.31;0
21/08/2018;07:59:27;4.36;80.01;32.45;NA;24.3;0
21/08/2018;07:59:28;4.38;79.65;32.47;NA;24.31;0
21/08/2018;07:59:29;4.4;79.86;32.46;NA;24.32;0
21/08/2018;07:59:30;4.41;79.62;32.48;NA;24.29;0
21/08/2018;07:59:31;4.43;79.43;32.51;NA;24.29;0
21/08/2018;07:59:32;4.44;79.43;32.51;NA;24.29;0
21/08/2018;07:59:33;4.46;79.64;32.49;NA;24.3;0
21/08/2018;07:59:34;4.47;79.23;32.53;NA;24.28;0
21/08/2018;07:59:35;4.49;79.07;32.55;NA;24.3;0
21/08/2018;07:59:36;4.5;79.24;32.53;NA;24.29;0
21/08/2018;07:59:37;4.52;79.07;32.55;NA;24.3;0
21/08/2018;07:59:38;4.53;79.09;32.55;NA;24.31;0
21/08/2018;07:59:39;4.55;78.87;32.57;NA;24.29;0
21/08/2018;07:59:40;4.56;78.85;32.57;NA;24.28;0
21/08/2018;07:59:41;4.58;78.66;32.59;NA;24.28;0
21/08/2018;07:59:42;4.59;78.7;32.59;NA;24.3;0
21/08/2018;07:59:43;4.61;78.53;32.6;NA;24.31;0
21/08/2018;07:59:44;4.63;78.7;32.6;NA;24.3;0
21/08/2018;07:59:45;4.65;78.51;32.61;NA;24.3;0
21/08/2018;07:59:46;4.66;78.51;32.6;NA;24.3;0
21/08/2018;07:59:47;4.68;78.14;32.65;NA;24.3;0
21/08/2018;07:59:48;4.69;77.78;32.69;NA;24.31;0
21/08/2018;07:59:49;4.71;78.14;32.64;NA;24.3;0
21/08/2018;07:59:50;4.72;78.14;32.65;NA;24.3;0
21/08/2018;07:59:51;4.74;77.97;32.66;NA;24.31;0
21/08/2018;07:59:52;4.76;77.95;32.67;NA;24.3;0
21/08/2018;07:59:53;4.77;77.76;32.68;NA;24.3;0
21/08/2018;07:59:54;4.79;77.4;32.72;NA;24.31;0
21/08/2018;07:59:55;4.8;77.57;32.71;NA;24.3;0
21/08/2018;07:59:56;4.82;77.22;32.74;NA;24.31;0
21/08/2018;07:59:57;4.83;77.39;32.73;NA;24.3;0
21/08/2018;07:59:58;4.85;76.82;32.79;NA;24.3;0
21/08/2018;07:59:59;4.86;77.2;32.74;NA;24.3;0
21/08/2018;08:00:00;4.89;77.18;32.77;NA;24.29;0
21/08/2018;08:00:01;4.9;77.2;32.76;NA;24.3;0
21/08/2018;08:00:02;4.92;77.01;32.78;NA;24.3;0
21/08/2018;08:00:03;4.94;77.01;32.78;NA;24.3;0
21/08/2018;08:00:04;4.96;76.82;32.79;NA;24.3;0
21/08/2018;08:00:05;4.97;76.62;32.81;NA;24.29;0
21/08/2018;08:00:06;4.99;76.82;32.81;NA;24.3;0
21/08/2018;08:00:07;5;76.47;32.83;NA;24.31;0
21/08/2018;08:00:08;5.02;76.07;32.87;NA;24.3;0
21/08/2018;08:00:09;5.03;76.26;32.86;NA;24.3;0
21/08/2018;08:00:10;5.05;76.3;32.86;NA;24.32;0
21/08/2018;08:00:11;5.06;76.21;32.87;NA;24.27;0
21/08/2018;08:00:12;5.08;76.07;32.89;NA;24.3;0
21/08/2018;08:00:13;5.1;76.06;32.89;NA;24.29;0
21/08/2018;08:00:14;5.12;76.28;32.86;NA;24.31;0
21/08/2018;08:00:15;5.14;75.89;32.9;NA;24.3;0
21/08/2018;08:00:16;5.16;75.85;32.92;NA;24.28;0
21/08/2018;08:00:17;5.19;75.89;32.91;NA;24.3;0
21/08/2018;08:00:18;5.21;75.68;32.94;NA;24.29;0
21/08/2018;08:00:19;5.23;75.87;32.91;NA;24.29;0
21/08/2018;08:00:20;5.24;75.49;32.94;NA;24.29;0
21/08/2018;08:00:21;5.26;75.68;32.94;NA;24.29;0
21/08/2018;08:00:22;5.28;75.29;32.96;NA;24.28;0
21/08/2018;08:00:23;5.29;75.32;32.97;NA;24.3;0
21/08/2018;08:00:24;5.31;75.1;33;NA;24.28;0
21/08/2018;08:00:25;5.32;75.12;32.99;NA;24.29;0
21/08/2018;08:00:26;5.34;75.1;32.99;NA;24.28;0
21/08/2018;08:00:27;5.36;75.1;32.99;NA;24.28;0
21/08/2018;08:00:28;5.38;74.91;33.03;NA;24.28;0
21/08/2018;08:00:29;5.4;74.91;33.01;NA;24.28;0
21/08/2018;08:00:30;5.41;74.37;33.08;NA;24.29;0
21/08/2018;08:00:31;5.43;74.37;33.08;NA;24.29;0
21/08/2018;08:00:32;5.44;74.35;33.08;NA;24.28;0
21/08/2018;08:00:33;5.46;74.56;33.05;NA;24.29;0
21/08/2018;08:00:34;5.47;74.39;33.07;NA;24.3;0
21/08/2018;08:00:35;5.49;74.35;33.08;NA;24.28;0
21/08/2018;08:00:36;5.5;74.16;33.11;NA;24.28;0
21/08/2018;08:00:37;5.52;74.37;33.09;NA;24.29;0
21/08/2018;08:00:38;5.53;73.99;33.12;NA;24.29;0
21/08/2018;08:00:39;5.55;73.82;33.14;NA;24.3;0
21/08/2018;08:00:40;5.56;73.79;33.15;NA;24.28;0
21/08/2018;08:00:41;5.58;74.2;33.1;NA;24.3;0
21/08/2018;08:00:42;5.59;73.98;33.12;NA;24.28;0
21/08/2018;08:00:43;5.61;73.6;33.16;NA;24.28;0
21/08/2018;08:00:44;5.63;73.6;33.16;NA;24.28;0
21/08/2018;08:00:45;5.65;73.62;33.18;NA;24.29;0
21/08/2018;08:00:46;5.66;73.43;33.19;NA;24.29;0
21/08/2018;08:00:47;5.68;73.41;33.18;NA;24.28;0
21/08/2018;08:00:48;5.69;73.26;33.19;NA;24.3;0
21/08/2018;08:00:49;5.71;73.24;33.21;NA;24.29;0
21/08/2018;08:00:50;5.72;73.24;33.2;NA;24.29;0
21/08/2018;08:00:51;5.74;73.4;33.19;NA;24.27;0
21/08/2018;08:00:52;5.76;73.06;33.23;NA;24.29;0
21/08/2018;08:00:53;5.77;72.85;33.26;NA;24.28;0
21/08/2018;08:00:54;5.79;73.02;33.25;NA;24.27;0
21/08/2018;08:00:55;5.8;72.85;33.27;NA;24.28;0
21/08/2018;08:00:56;5.82;72.82;33.26;NA;24.26;0
21/08/2018;08:00:57;5.83;72.67;33.29;NA;24.28;0
21/08/2018;08:00:58;5.85;72.31;33.31;NA;24.29;0
21/08/2018;08:00:59;5.86;72.32;33.31;NA;24.3;0
21/08/2018;08:01:00;6.89;81.9;32.23;NA;24.31;0
21/08/2018;08:01:01;6.9;82.3;32.2;NA;24.32;0
21/08/2018;08:01:02;6.92;82.47;32.17;NA;24.31;0
21/08/2018;08:01:03;6.94;82.86;32.14;NA;24.32;0
21/08/2018;08:01:04;6.96;83.03;32.11;NA;24.31;0
21/08/2018;08:01:05;6.97;83.42;32.07;NA;24.32;0
21/08/2018;08:01:06;6.99;83.76;32.04;NA;24.3;0
21/08/2018;08:01:07;7;83.97;32.03;NA;24.31;0
21/08/2018;08:01:08;7.02;84.32;31.98;NA;24.3;0
21/08/2018;08:01:09;7.03;84.7;31.94;NA;24.3;0
21/08/2018;08:01:10;7.05;85.07;31.91;NA;24.3;0
21/08/2018;08:01:11;7.06;85.3;31.88;NA;24.32;0
21/08/2018;08:01:12;7.08;85.66;31.85;NA;24.31;0
21/08/2018;08:01:13;7.1;85.47;31.86;NA;24.31;0
21/08/2018;08:01:14;7.12;85.86;31.81;NA;24.32;0
21/08/2018;08:01:15;7.14;86.03;31.8;NA;24.31;0
21/08/2018;08:01:16;7.16;86.41;31.76;NA;24.31;0
21/08/2018;08:01:17;7.19;86.78;31.73;NA;24.31;0
21/08/2018;08:01:18;7.21;86.76;31.74;NA;24.3;0
21/08/2018;08:01:19;7.23;87.32;31.68;NA;24.3;0
21/08/2018;08:01:20;7.24;87.34;31.68;NA;24.31;0
21/08/2018;08:01:21;7.26;87.72;31.64;NA;24.31;0
21/08/2018;08:01:22;7.28;87.91;31.61;NA;24.31;0
21/08/2018;08:01:23;7.29;88.09;31.6;NA;24.31;0
21/08/2018;08:01:24;7.31;88.3;31.57;NA;24.32;0
21/08/2018;08:01:25;7.32;88.47;31.56;NA;24.31;0
21/08/2018;08:01:26;7.34;88.81;31.52;NA;24.29;0
21/08/2018;08:01:27;7.36;88.99;31.51;NA;24.29;0
21/08/2018;08:01:28;7.38;89.2;31.49;NA;24.3;0
