21/08/2018/07:55 SW ver:OXY4v2_30
Header Ch-3
Description:
IDENTIFICATION
PHIboard number   : v1231164
PM number         : 00000000
Serial number     : S DLD 0001 000067
MUX channel       : ON - 03

PARAMETERS
Signal LED current: 050
Ref LED current   : 073
Ref LED amplitude : 79164
Frequency         : 006
Sending interval  : 0001
Averaging         : 2
Internal temp     : 20.0 C

SYSTEM SETTINGS
APL function      : ON
Temp compensation : OFF
Analog out        : OFF
RS232 echo        : OFF
Oxygen unit       : %a.s.

CALIBRATION
Sensor type       : 2
0%a.s.phase 1     : 56.00 at 020.0�C amp 068800
100.00%a.s.phase 2: 27.00 at 020.0�C amp 069400
Date   (ddmmyy)   : 231112
Pressure (mBar)   : 1013

FIRMWARE
Code 3.016 (IAP)  : 08/20/04, 09:50:56
Xilinx built      : 01/05/04 (MM/DD/YY)

Pressure [hPa]: 1013
Date/dd:mm:yy;Time/hh:mm:ss;Logtime/min;Oxy/% air sat.;Phase/�;Amp;Temp/�C;Error
21/08/2018;07:55:22;0.28;98.85;30.64;NA;24.43;0
21/08/2018;07:55:23;0.29;98.68;30.65;NA;24.44;0
21/08/2018;07:55:24;0.31;98.83;30.64;NA;24.42;0
21/08/2018;07:55:25;0.32;98.83;30.64;NA;24.42;0
21/08/2018;07:55:26;0.34;98.68;30.66;NA;24.35;0
21/08/2018;07:55:27;0.36;98.76;30.65;NA;24.39;0
21/08/2018;07:55:28;0.38;98.64;30.65;NA;24.42;0
21/08/2018;07:55:29;0.4;98.66;30.64;NA;24.43;0
21/08/2018;07:55:30;0.41;98.83;30.63;NA;24.42;0
21/08/2018;07:55:31;0.43;98.91;30.62;NA;24.46;0
21/08/2018;07:55:32;0.44;98.91;30.62;NA;24.46;0
21/08/2018;07:55:33;0.46;98.91;30.61;NA;24.46;0
21/08/2018;07:55:34;0.47;98.72;30.63;NA;24.46;0
21/08/2018;07:55:35;0.49;98.74;30.63;NA;24.47;0
21/08/2018;07:55:36;0.5;98.91;30.62;NA;24.46;0
21/08/2018;07:55:37;0.52;98.91;30.62;NA;24.46;0
21/08/2018;07:55:38;0.53;98.7;30.63;NA;24.45;0
21/08/2018;07:55:39;0.55;98.7;30.65;NA;24.45;0
21/08/2018;07:55:40;0.56;98.74;30.62;NA;24.47;0
21/08/2018;07:55:41;0.58;98.53;30.65;NA;24.46;0
21/08/2018;07:55:42;0.59;98.53;30.65;NA;24.46;0
21/08/2018;07:55:43;0.61;98.7;30.64;NA;24.45;0
21/08/2018;07:55:44;0.63;98.89;30.62;NA;24.45;0
21/08/2018;07:55:45;0.65;98.55;30.65;NA;24.47;0
21/08/2018;07:55:46;0.66;98.72;30.64;NA;24.46;0
21/08/2018;07:55:47;0.68;98.16;30.69;NA;24.46;0
21/08/2018;07:55:48;0.69;98.39;30.67;NA;24.48;0
21/08/2018;07:55:49;0.71;98.53;30.65;NA;24.46;0
21/08/2018;07:55:50;0.72;98.32;30.68;NA;24.45;0
21/08/2018;07:55:51;0.74;98.18;30.67;NA;24.47;0
21/08/2018;07:55:52;0.76;98.16;30.69;NA;24.46;0
21/08/2018;07:55:53;0.77;98.16;30.69;NA;24.46;0
21/08/2018;07:55:54;0.79;98.18;30.68;NA;24.47;0
21/08/2018;07:55:55;0.8;98.16;30.68;NA;24.46;0
21/08/2018;07:55:56;0.82;97.99;30.7;NA;24.47;0
21/08/2018;07:55:57;0.83;98.18;30.68;NA;24.47;0
21/08/2018;07:55:58;0.85;97.8;30.71;NA;24.47;0
21/08/2018;07:55:59;0.86;97.99;30.69;NA;24.47;0
21/08/2018;07:56:00;0.89;97.8;30.71;NA;24.47;0
21/08/2018;07:56:01;0.9;98.03;30.68;NA;24.49;0
21/08/2018;07:56:02;0.92;97.8;30.72;NA;24.47;0
21/08/2018;07:56:03;0.94;97.61;30.73;NA;24.47;0
21/08/2018;07:56:04;0.96;97.97;30.71;NA;24.46;0
21/08/2018;07:56:05;0.97;97.61;30.73;NA;24.47;0
21/08/2018;07:56:06;0.99;97.61;30.72;NA;24.47;0
21/08/2018;07:56:07;1;97.76;30.72;NA;24.45;0
21/08/2018;07:56:08;1.02;97.59;30.73;NA;24.46;0
21/08/2018;07:56:09;1.03;97.61;30.74;NA;24.47;0
21/08/2018;07:56:10;1.05;97.61;30.74;NA;24.47;0
21/08/2018;07:56:11;1.06;97.45;30.75;NA;24.48;0
21/08/2018;07:56:12;1.08;97.24;30.77;NA;24.47;0
21/08/2018;07:56:13;1.1;97.59;30.73;NA;24.46;0
21/08/2018;07:56:14;1.12;97.22;30.77;NA;24.46;0
21/08/2018;07:56:15;1.14;97.4;30.76;NA;24.46;0
21/08/2018;07:56:16;1.16;97.59;30.73;NA;24.46;0
21/08/2018;07:56:17;1.19;96.86;30.79;NA;24.47;0
21/08/2018;07:56:18;1.21;97.05;30.78;NA;24.47;0
21/08/2018;07:56:19;1.23;97.05;30.79;NA;24.47;0
21/08/2018;07:56:20;1.24;96.86;30.79;NA;24.47;0
21/08/2018;07:56:21;1.26;97.01;30.79;NA;24.45;0
21/08/2018;07:56:22;1.28;97.03;30.79;NA;24.46;0
21/08/2018;07:56:23;1.29;97.03;30.79;NA;24.46;0
21/08/2018;07:56:24;1.31;96.86;30.8;NA;24.47;0
21/08/2018;07:56:25;1.32;96.48;30.83;NA;24.47;0
21/08/2018;07:56:26;1.34;97.05;30.79;NA;24.47;0
21/08/2018;07:56:27;1.36;96.67;30.81;NA;24.47;0
21/08/2018;07:56:28;1.38;97.01;30.79;NA;24.45;0
21/08/2018;07:56:29;1.4;96.82;30.8;NA;24.45;0
21/08/2018;07:56:30;1.41;96.69;30.81;NA;24.48;0
21/08/2018;07:56:31;1.43;96.69;30.81;NA;24.48;0
21/08/2018;07:56:32;1.44;96.69;30.81;NA;24.48;0
21/08/2018;07:56:33;1.46;96.65;30.82;NA;24.46;0
21/08/2018;07:56:34;1.47;96.46;30.85;NA;24.46;0
21/08/2018;07:56:35;1.49;96.3;30.85;NA;24.47;0
21/08/2018;07:56:36;1.5;96.63;30.83;NA;24.45;0
21/08/2018;07:56:37;1.52;96.46;30.84;NA;24.46;0
21/08/2018;07:56:38;1.53;96.28;30.85;NA;24.46;0
21/08/2018;07:56:39;1.55;96.3;30.85;NA;24.47;0
21/08/2018;07:56:40;1.56;96.28;30.85;NA;24.46;0
21/08/2018;07:56:41;1.58;96.11;30.88;NA;24.47;0
21/08/2018;07:56:42;1.59;95.9;30.88;NA;24.46;0
21/08/2018;07:56:43;1.61;96.09;30.88;NA;24.46;0
21/08/2018;07:56:44;1.63;95.92;30.88;NA;24.47;0
21/08/2018;07:56:45;1.65;95.9;30.88;NA;24.46;0
21/08/2018;07:56:46;1.66;95.88;30.9;NA;24.45;0
21/08/2018;07:56:47;1.68;95.9;30.9;NA;24.46;0
21/08/2018;07:56:48;1.69;95.9;30.9;NA;24.46;0
21/08/2018;07:56:49;1.71;95.71;30.91;NA;24.46;0
21/08/2018;07:56:50;1.72;95.73;30.9;NA;24.47;0
21/08/2018;07:56:51;1.74;95.9;30.9;NA;24.46;0
21/08/2018;07:56:52;1.76;95.88;30.9;NA;24.45;0
21/08/2018;07:56:53;1.77;95.54;30.92;NA;24.47;0
21/08/2018;07:56:54;1.79;95.52;30.93;NA;24.46;0
21/08/2018;07:56:55;1.8;95.32;30.95;NA;24.45;0
21/08/2018;07:56:56;1.82;95.34;30.95;NA;24.46;0
21/08/2018;07:56:57;1.83;95.34;30.94;NA;24.46;0
21/08/2018;07:56:58;1.85;95.17;30.95;NA;24.47;0
21/08/2018;07:56:59;1.86;95.36;30.94;NA;24.47;0
21/08/2018;07:57:00;1.89;95.32;30.95;NA;24.45;0
21/08/2018;07:57:01;1.9;95.15;30.97;NA;24.46;0
21/08/2018;07:57:02;1.92;94.98;30.97;NA;24.47;0
21/08/2018;07:57:03;1.94;94.77;30.99;NA;24.46;0
21/08/2018;07:57:04;1.96;95.15;30.97;NA;24.46;0
21/08/2018;07:57:05;1.97;94.54;31.01;NA;24.44;0
21/08/2018;07:57:06;1.99;94.77;31;NA;24.46;0
21/08/2018;07:57:07;2;94.38;31.03;NA;24.45;0
21/08/2018;07:57:08;2.02;94.58;31.01;NA;24.46;0
21/08/2018;07:57:09;2.03;94.96;30.98;NA;24.46;0
21/08/2018;07:57:10;2.05;94.58;31.01;NA;24.46;0
21/08/2018;07:57:11;2.06;94.56;31.01;NA;24.45;0
21/08/2018;07:57:12;2.08;94.58;31.01;NA;24.46;0
21/08/2018;07:57:13;2.1;94.58;31.01;NA;24.46;0
21/08/2018;07:57:14;2.12;94.21;31.05;NA;24.46;0
21/08/2018;07:57:15;2.14;94.54;31.03;NA;24.44;0
21/08/2018;07:57:16;2.16;94.4;31.04;NA;24.46;0
21/08/2018;07:57:17;2.19;93.68;31.09;NA;24.48;0
21/08/2018;07:57:18;2.21;94.21;31.05;NA;24.46;0
21/08/2018;07:57:19;2.23;94.21;31.05;NA;24.46;0
21/08/2018;07:57:20;2.24;94.21;31.06;NA;24.46;0
21/08/2018;07:57:21;2.26;93.85;31.09;NA;24.47;0
21/08/2018;07:57:22;2.28;94.04;31.07;NA;24.47;0
21/08/2018;07:57:23;2.29;94.02;31.07;NA;24.46;0
21/08/2018;07:57:24;2.31;93.83;31.08;NA;24.46;0
21/08/2018;07:57:25;2.32;93.83;31.09;NA;24.46;0
21/08/2018;07:57:26;2.34;93.83;31.08;NA;24.46;0
21/08/2018;07:57:27;2.36;94.04;31.07;NA;24.47;0
21/08/2018;07:57:28;2.38;93.46;31.11;NA;24.46;0
21/08/2018;07:57:29;2.4;93.64;31.1;NA;24.46;0
21/08/2018;07:57:30;2.41;93.27;31.14;NA;24.46;0
21/08/2018;07:57:31;2.43;93.46;31.13;NA;24.46;0
21/08/2018;07:57:32;2.44;93.46;31.13;NA;24.46;0
21/08/2018;07:57:33;2.46;93.46;31.12;NA;24.46;0
21/08/2018;07:57:34;2.47;93.44;31.13;NA;24.45;0
21/08/2018;07:57:35;2.49;93.1;31.15;NA;24.47;0
21/08/2018;07:57:36;2.5;93.27;31.15;NA;24.46;0
21/08/2018;07:57:37;2.52;93.27;31.14;NA;24.46;0
21/08/2018;07:57:38;2.53;93.23;31.15;NA;24.44;0
21/08/2018;07:57:39;2.55;93.44;31.13;NA;24.45;0
21/08/2018;07:57:40;2.56;93.08;31.16;NA;24.46;0
21/08/2018;07:57:41;2.58;93.27;31.14;NA;24.46;0
21/08/2018;07:57:42;2.59;92.89;31.18;NA;24.46;0
21/08/2018;07:57:43;2.61;93.08;31.15;NA;24.46;0
21/08/2018;07:57:44;2.63;92.89;31.18;NA;24.46;0
21/08/2018;07:57:45;2.65;92.7;31.2;NA;24.46;0
21/08/2018;07:57:46;2.66;92.52;31.21;NA;24.46;0
21/08/2018;07:57:47;2.68;92.7;31.2;NA;24.46;0
21/08/2018;07:57:48;2.69;92.54;31.21;NA;24.47;0
21/08/2018;07:57:49;2.71;92.52;31.21;NA;24.46;0
21/08/2018;07:57:50;2.72;92.33;31.22;NA;24.46;0
21/08/2018;07:57:51;2.74;92.35;31.23;NA;24.47;0
21/08/2018;07:57:52;2.76;91.99;31.25;NA;24.48;0
21/08/2018;07:57:53;2.77;92.14;31.24;NA;24.46;0
21/08/2018;07:57:54;2.79;92.35;31.23;NA;24.47;0
21/08/2018;07:57:55;2.8;92.16;31.24;NA;24.47;0
21/08/2018;07:57:56;2.82;91.95;31.27;NA;24.46;0
21/08/2018;07:57:57;2.83;92.16;31.24;NA;24.47;0
21/08/2018;07:57:58;2.85;92.14;31.24;NA;24.46;0
21/08/2018;07:57:59;2.86;91.97;31.25;NA;24.47;0
21/08/2018;07:58:00;2.89;91.97;31.26;NA;24.47;0
21/08/2018;07:58:01;2.9;92.16;31.24;NA;24.47;0
21/08/2018;07:58:02;2.92;92.16;31.25;NA;24.47;0
21/08/2018;07:58:03;2.94;91.76;31.28;NA;24.46;0
21/08/2018;07:58:04;2.96;91.76;31.27;NA;24.46;0
21/08/2018;07:58:05;2.97;91.76;31.28;NA;24.46;0
21/08/2018;07:58:06;2.99;91.76;31.28;NA;24.46;0
21/08/2018;07:58:07;3;91.76;31.27;NA;24.46;0
21/08/2018;07:58:08;3.02;91.58;31.3;NA;24.46;0
21/08/2018;07:58:09;3.03;91.58;31.3;NA;24.46;0
21/08/2018;07:58:10;3.05;91.58;31.31;NA;24.46;0
21/08/2018;07:58:11;3.06;91.24;31.32;NA;24.48;0
21/08/2018;07:58:12;3.08;91.39;31.32;NA;24.46;0
21/08/2018;07:58:13;3.1;91.16;31.34;NA;24.44;0
21/08/2018;07:58:14;3.12;91.2;31.34;NA;24.46;0
21/08/2018;07:58:15;3.14;91.37;31.33;NA;24.45;0
21/08/2018;07:58:16;3.16;91.22;31.33;NA;24.47;0
21/08/2018;07:58:17;3.19;91.2;31.34;NA;24.46;0
21/08/2018;07:58:18;3.21;91.18;31.35;NA;24.45;0
21/08/2018;07:58:19;3.23;90.84;31.36;NA;24.47;0
21/08/2018;07:58:20;3.24;90.84;31.37;NA;24.47;0
21/08/2018;07:58:21;3.26;91.18;31.35;NA;24.45;0
21/08/2018;07:58:22;3.28;90.99;31.37;NA;24.45;0
21/08/2018;07:58:23;3.29;90.62;31.4;NA;24.45;0
21/08/2018;07:58:24;3.31;90.64;31.39;NA;24.46;0
21/08/2018;07:58:25;3.32;90.64;31.38;NA;24.46;0
21/08/2018;07:58:26;3.34;90.45;31.41;NA;24.46;0
21/08/2018;07:58:27;3.36;90.64;31.39;NA;24.46;0
21/08/2018;07:58:28;3.38;90.62;31.39;NA;24.45;0
21/08/2018;07:58:29;3.4;90.62;31.4;NA;24.45;0
21/08/2018;07:58:30;3.41;90.28;31.42;NA;24.47;0
21/08/2018;07:58:31;3.43;90.45;31.42;NA;24.46;0
21/08/2018;07:58:32;3.44;90.43;31.42;NA;24.45;0
21/08/2018;07:58:33;3.46;90.24;31.42;NA;24.45;0
21/08/2018;07:58:34;3.47;90.26;31.43;NA;24.46;0
21/08/2018;07:58:35;3.49;90.05;31.44;NA;24.45;0
21/08/2018;07:58:36;3.5;90.07;31.45;NA;24.46;0
21/08/2018;07:58:37;3.52;90.24;31.44;NA;24.45;0
21/08/2018;07:58:38;3.53;90.24;31.44;NA;24.45;0
21/08/2018;07:58:39;3.55;90.24;31.43;NA;24.45;0
21/08/2018;07:58:40;3.56;89.86;31.47;NA;24.45;0
21/08/2018;07:58:41;3.58;90.24;31.44;NA;24.45;0
21/08/2018;07:58:42;3.59;90.05;31.45;NA;24.45;0
21/08/2018;07:58:43;3.61;89.7;31.48;NA;24.46;0
21/08/2018;07:58:44;3.63;89.66;31.49;NA;24.44;0
21/08/2018;07:58:45;3.65;89.7;31.48;NA;24.46;0
21/08/2018;07:58:46;3.66;89.68;31.48;NA;24.45;0
21/08/2018;07:58:47;3.68;89.53;31.5;NA;24.47;0
21/08/2018;07:58:48;3.69;89.49;31.51;NA;24.45;0
21/08/2018;07:58:49;3.71;89.28;31.52;NA;24.44;0
21/08/2018;07:58:50;3.72;89.66;31.5;NA;24.44;0
21/08/2018;07:58:51;3.74;89.32;31.52;NA;24.46;0
21/08/2018;07:58:52;3.76;89.68;31.5;NA;24.45;0
21/08/2018;07:58:53;3.77;89.49;31.51;NA;24.45;0
21/08/2018;07:58:54;3.79;89.3;31.52;NA;24.45;0
21/08/2018;07:58:55;3.8;89.32;31.53;NA;24.46;0
21/08/2018;07:58:56;3.82;89.32;31.53;NA;24.46;0
21/08/2018;07:58:57;3.83;89.15;31.54;NA;24.47;0
21/08/2018;07:58:58;3.85;89.32;31.53;NA;24.46;0
21/08/2018;07:58:59;3.86;89.13;31.54;NA;24.46;0
21/08/2018;07:59:00;3.89;89.13;31.54;NA;24.46;0
21/08/2018;07:59:01;3.9;88.74;31.58;NA;24.45;0
21/08/2018;07:59:02;3.92;88.94;31.57;NA;24.46;0
21/08/2018;07:59:03;3.94;88.92;31.57;NA;24.45;0
21/08/2018;07:59:04;3.96;88.72;31.59;NA;24.44;0
21/08/2018;07:59:05;3.97;88.92;31.57;NA;24.45;0
21/08/2018;07:59:06;3.99;89.09;31.56;NA;24.44;0
21/08/2018;07:59:07;4;88.57;31.6;NA;24.46;0
21/08/2018;07:59:08;4.02;88.74;31.59;NA;24.45;0
21/08/2018;07:59:09;4.03;88.74;31.58;NA;24.45;0
21/08/2018;07:59:10;4.05;88.55;31.6;NA;24.45;0
21/08/2018;07:59:11;4.06;88.53;31.6;NA;24.44;0
21/08/2018;07:59:12;4.08;88.38;31.62;NA;24.46;0
21/08/2018;07:59:13;4.1;88.36;31.62;NA;24.45;0
21/08/2018;07:59:14;4.12;88.15;31.64;NA;24.44;0
21/08/2018;07:59:15;4.14;88.55;31.61;NA;24.45;0
21/08/2018;07:59:16;4.16;88.34;31.62;NA;24.44;0
21/08/2018;07:59:17;4.19;88.38;31.62;NA;24.46;0
21/08/2018;07:59:18;4.21;88.17;31.64;NA;24.45;0
21/08/2018;07:59:19;4.23;88.13;31.64;NA;24.43;0
21/08/2018;07:59:20;4.24;88.38;31.62;NA;24.46;0
21/08/2018;07:59:21;4.26;87.97;31.66;NA;24.44;0
21/08/2018;07:59:22;4.28;88.15;31.65;NA;24.44;0
21/08/2018;07:59:23;4.29;87.78;31.68;NA;24.44;0
21/08/2018;07:59:24;4.31;87.98;31.65;NA;24.45;0
21/08/2018;07:59:25;4.32;87.78;31.68;NA;24.44;0
21/08/2018;07:59:26;4.34;87.78;31.69;NA;24.44;0
21/08/2018;07:59:27;4.36;87.61;31.7;NA;24.45;0
21/08/2018;07:59:28;4.38;87.61;31.69;NA;24.45;0
21/08/2018;07:59:29;4.4;87.63;31.69;NA;24.46;0
21/08/2018;07:59:30;4.41;87.8;31.68;NA;24.45;0
21/08/2018;07:59:31;4.43;87.59;31.69;NA;24.44;0
21/08/2018;07:59:32;4.44;87.61;31.7;NA;24.45;0
21/08/2018;07:59:33;4.46;87.61;31.7;NA;24.45;0
21/08/2018;07:59:34;4.47;87.57;31.71;NA;24.43;0
21/08/2018;07:59:35;4.49;87.25;31.72;NA;24.46;0
21/08/2018;07:59:36;4.5;87.4;31.73;NA;24.44;0
21/08/2018;07:59:37;4.52;87.4;31.71;NA;24.44;0
21/08/2018;07:59:38;4.53;87.38;31.73;NA;24.43;0
21/08/2018;07:59:39;4.55;87.21;31.74;NA;24.44;0
21/08/2018;07:59:40;4.56;87.21;31.73;NA;24.44;0
21/08/2018;07:59:41;4.58;87.23;31.73;NA;24.45;0
21/08/2018;07:59:42;4.59;87.01;31.75;NA;24.43;0
21/08/2018;07:59:43;4.61;87.04;31.75;NA;24.45;0
21/08/2018;07:59:44;4.63;87.21;31.74;NA;24.44;0
21/08/2018;07:59:45;4.65;87.01;31.76;NA;24.43;0
21/08/2018;07:59:46;4.66;87.04;31.76;NA;24.45;0
21/08/2018;07:59:47;4.68;86.84;31.78;NA;24.44;0
21/08/2018;07:59:48;4.69;86.84;31.78;NA;24.44;0
21/08/2018;07:59:49;4.71;86.82;31.78;NA;24.43;0
21/08/2018;07:59:50;4.72;86.84;31.77;NA;24.44;0
21/08/2018;07:59:51;4.74;86.65;31.79;NA;24.44;0
21/08/2018;07:59:52;4.76;86.86;31.78;NA;24.45;0
21/08/2018;07:59:53;4.77;86.48;31.81;NA;24.45;0
21/08/2018;07:59:54;4.79;86.65;31.78;NA;24.44;0
21/08/2018;07:59:55;4.8;86.48;31.81;NA;24.45;0
21/08/2018;07:59:56;4.82;86.65;31.81;NA;24.44;0
21/08/2018;07:59:57;4.83;86.27;31.82;NA;24.44;0
21/08/2018;07:59:58;4.85;86.27;31.84;NA;24.44;0
21/08/2018;07:59:59;4.86;86.63;31.8;NA;24.43;0
21/08/2018;08:00:00;4.89;86.44;31.82;NA;24.43;0
21/08/2018;08:00:01;4.9;86.44;31.82;NA;24.43;0
21/08/2018;08:00:02;4.92;86.29;31.83;NA;24.45;0
21/08/2018;08:00:03;4.94;86.27;31.83;NA;24.44;0
21/08/2018;08:00:04;4.96;86.27;31.84;NA;24.44;0
21/08/2018;08:00:05;4.97;86.46;31.82;NA;24.44;0
21/08/2018;08:00:06;4.99;86.09;31.85;NA;24.44;0
21/08/2018;08:00:07;5;86.09;31.86;NA;24.44;0
21/08/2018;08:00:08;5.02;86.09;31.85;NA;24.44;0
21/08/2018;08:00:09;5.03;86.26;31.84;NA;24.43;0
21/08/2018;08:00:10;5.05;85.9;31.87;NA;24.44;0
21/08/2018;08:00:11;5.06;85.86;31.87;NA;24.42;0
21/08/2018;08:00:12;5.08;85.86;31.87;NA;24.42;0
21/08/2018;08:00:13;5.1;86.05;31.86;NA;24.42;0
21/08/2018;08:00:14;5.12;85.88;31.88;NA;24.43;0
21/08/2018;08:00:15;5.14;85.86;31.89;NA;24.42;0
21/08/2018;08:00:16;5.16;85.71;31.88;NA;24.44;0
21/08/2018;08:00:17;5.19;85.88;31.88;NA;24.43;0
21/08/2018;08:00:18;5.21;85.69;31.89;NA;24.43;0
21/08/2018;08:00:19;5.23;85.69;31.9;NA;24.43;0
21/08/2018;08:00:20;5.24;85.5;31.92;NA;24.43;0
21/08/2018;08:00:21;5.26;85.5;31.92;NA;24.43;0
21/08/2018;08:00:22;5.28;85.48;31.91;NA;24.42;0
21/08/2018;08:00:23;5.29;85.33;31.92;NA;24.44;0
21/08/2018;08:00:24;5.31;85.52;31.92;NA;24.44;0
21/08/2018;08:00:25;5.32;85.32;31.93;NA;24.43;0
21/08/2018;08:00:26;5.34;85.32;31.94;NA;24.43;0
21/08/2018;08:00:27;5.36;85.13;31.94;NA;24.43;0
21/08/2018;08:00:28;5.38;85.33;31.93;NA;24.44;0
21/08/2018;08:00:29;5.4;85.5;31.92;NA;24.43;0
21/08/2018;08:00:30;5.41;85.48;31.93;NA;24.42;0
21/08/2018;08:00:31;5.43;85.3;31.94;NA;24.42;0
21/08/2018;08:00:32;5.44;84.94;31.98;NA;24.43;0
21/08/2018;08:00:33;5.46;84.94;31.96;NA;24.43;0
21/08/2018;08:00:34;5.47;85.32;31.94;NA;24.43;0
21/08/2018;08:00:35;5.49;85.13;31.96;NA;24.43;0
21/08/2018;08:00:36;5.5;84.96;31.97;NA;24.44;0
21/08/2018;08:00:37;5.52;84.77;31.98;NA;24.44;0
21/08/2018;08:00:38;5.53;84.9;31.97;NA;24.41;0
21/08/2018;08:00:39;5.55;84.92;31.97;NA;24.42;0
21/08/2018;08:00:40;5.56;84.94;31.98;NA;24.43;0
21/08/2018;08:00:41;5.58;84.56;32.01;NA;24.43;0
21/08/2018;08:00:42;5.59;84.77;31.99;NA;24.44;0
21/08/2018;08:00:43;5.61;84.75;32;NA;24.43;0
21/08/2018;08:00:44;5.63;84.73;31.99;NA;24.42;0
21/08/2018;08:00:45;5.65;84.55;32.01;NA;24.42;0
21/08/2018;08:00:46;5.66;84.73;32;NA;24.42;0
21/08/2018;08:00:47;5.68;84.73;32;NA;24.42;0
21/08/2018;08:00:48;5.69;84.38;32.03;NA;24.43;0
21/08/2018;08:00:49;5.71;84.73;32;NA;24.42;0
21/08/2018;08:00:50;5.72;84.36;32.04;NA;24.42;0
21/08/2018;08:00:51;5.74;84.38;32.03;NA;24.43;0
21/08/2018;08:00:52;5.76;84.56;32.02;NA;24.43;0
21/08/2018;08:00:53;5.77;84.36;32.04;NA;24.42;0
21/08/2018;08:00:54;5.79;84.19;32.04;NA;24.43;0
21/08/2018;08:00:55;5.8;84.17;32.05;NA;24.42;0
21/08/2018;08:00:56;5.82;84.17;32.06;NA;24.42;0
21/08/2018;08:00:57;5.83;84.38;32.04;NA;24.43;0
21/08/2018;08:00:58;5.85;84;32.06;NA;24.43;0
21/08/2018;08:00:59;5.86;84.39;32.04;NA;24.44;0
21/08/2018;08:01:00;6.89;92.35;31.23;NA;24.47;0
21/08/2018;08:01:01;6.9;92.35;31.23;NA;24.47;0
21/08/2018;08:01:02;6.92;92.72;31.19;NA;24.47;0
21/08/2018;08:01:03;6.94;92.74;31.18;NA;24.48;0
21/08/2018;08:01:04;6.96;93.1;31.15;NA;24.47;0
21/08/2018;08:01:05;6.97;93.29;31.14;NA;24.47;0
21/08/2018;08:01:06;6.99;93.48;31.11;NA;24.47;0
21/08/2018;08:01:07;7;93.85;31.09;NA;24.47;0
21/08/2018;08:01:08;7.02;93.48;31.12;NA;24.47;0
21/08/2018;08:01:09;7.03;93.85;31.08;NA;24.47;0
21/08/2018;08:01:10;7.05;93.81;31.08;NA;24.45;0
21/08/2018;08:01:11;7.06;94.02;31.07;NA;24.46;0
21/08/2018;08:01:12;7.08;94.02;31.06;NA;24.46;0
21/08/2018;08:01:13;7.1;94.04;31.06;NA;24.47;0
21/08/2018;08:01:14;7.12;94.44;31.02;NA;24.48;0
21/08/2018;08:01:15;7.14;94.38;31.03;NA;24.45;0
21/08/2018;08:01:16;7.16;94.4;31.03;NA;24.46;0
21/08/2018;08:01:17;7.19;94.56;31.01;NA;24.45;0
21/08/2018;08:01:18;7.21;94.6;31.01;NA;24.47;0
21/08/2018;08:01:19;7.23;94.81;30.99;NA;24.48;0
21/08/2018;08:01:20;7.24;94.77;31;NA;24.46;0
21/08/2018;08:01:21;7.26;94.98;30.98;NA;24.47;0
21/08/2018;08:01:22;7.28;94.79;30.99;NA;24.47;0
21/08/2018;08:01:23;7.29;94.96;30.98;NA;24.46;0
21/08/2018;08:01:24;7.31;95.15;30.96;NA;24.46;0
21/08/2018;08:01:25;7.32;95.13;30.97;NA;24.45;0
21/08/2018;08:01:26;7.34;95.15;30.96;NA;24.46;0
21/08/2018;08:01:27;7.36;95.17;30.95;NA;24.47;0
21/08/2018;08:01:28;7.38;95.34;30.94;NA;24.46;0
