gamma_Epoch_1-3	alpha_birp_Method_1_simulated_counts_1
-0.0146263	1
0.0173154	1
0.00685066	1
-0.00752873	1
0.0191733	1
-0.0195933	1
0.00640967	1
0.0260147	1
-0.00201223	1
0.00354597	1
0.0204306	1
0.00503525	1
0.00871097	1
0.0186932	1
0.0238605	1
0.0259938	1
0.00831371	1
0.00828101	1
0.00939295	1
0.00493866	1
0.0453817	1
0.0480285	1
-0.000588364	1
-0.00831128	1
-0.00892506	1
-0.000180324	1
0.00136306	1
-0.0178263	1
0.0143331	1
-0.0168477	1
0.0247185	1
-0.0123765	1
-0.00557159	1
0.0202242	1
-0.00219715	1
0.00984739	1
-0.00250864	1
-0.0105356	1
0.0221866	1
-0.00434408	1
-0.00351752	1
-0.00160733	1
0.0180155	1
0.0126044	1
0.00141346	1
0.0174399	1
0.0181605	1
0.00296852	1
0.00763396	1
-0.00956861	1
0.0282855	1
-0.00375428	1
0.0203084	1
-0.00712527	1
0.0115775	1
-0.0058832	1
-0.017413	1
0.00807602	1
0.00563539	1
3.29404e-06	1
0.000934891	1
-0.00625211	1
0.00888387	1
0.00262964	1
-0.00343304	1
-0.00366298	1
0.0130488	1
-0.00264397	1
0.00323249	1
0.0017316	1
0.00874246	1
0.00218887	1
0.00126383	1
0.0130814	1
0.00269676	1
0.00567406	1
-0.00916348	1
0.00597954	1
-0.00306809	1
-0.023239	1
0.0322866	1
0.000295705	1
0.00521398	1
0.00271321	1
0.00798759	1
-0.0133099	1
-0.022427	1
-0.00369908	1
-0.00892183	1
-0.000464876	1
-0.00365124	1
0.0124587	1
-0.0250813	1
0.0117925	1
0.0281475	1
0.00745083	1
-0.00746438	1
-0.00412016	1
-0.00841812	1
-0.00476563	1
0.00681046	1
0.0172758	1
0.0259583	1
-0.00829966	1
0.0144896	1
0.0195134	1
-0.0108405	1
0.00121867	1
0.01283	1
-0.00517587	1
-0.00127595	1
-0.00335374	1
-0.0355546	1
0.0250963	1
-0.0200827	1
0.00642463	1
0.00596543	1
-0.0046424	1
0.02629	1
0.0116907	1
-0.000760625	1
0.02555	1
0.0134961	1
0.0167981	1
0.0174312	1
0.0202806	1
0.00066625	1
0.00866327	1
0.0120593	1
0.0191679	1
0.00636903	1
0.0152545	1
-0.00129872	1
0.0247176	1
0.0374468	1
0.00502101	1
0.00502101	1
0.00770284	1
-0.000501545	1
0.0296019	1
0.00334676	1
-0.00932065	1
0.0220226	1
0.00132598	1
0.00960339	1
0.0175793	1
0.0145819	1
0.00672041	1
-0.00943833	1
0.00934064	1
-0.00707124	1
0.0154393	1
-0.0154295	1
-0.0114196	1
-0.0144518	1
-0.000323171	1
0.0074722	1
0.022714	1
0.0191874	1
0.00458382	1
0.0192733	1
0.0208345	1
-0.0188399	1
0.00363367	1
0.00353652	1
0.0063335	1
0.00161393	1
0.0088818	1
0.00385631	1
0.00127023	1
-0.0158417	1
0.00300901	1
2.06473e-05	1
-0.0168541	1
-0.00466437	1
0.0190867	1
0.00733029	1
0.00291466	1
0.0131854	1
0.00733604	1
0.011308	1
0.0030354	1
0.022089	1
-0.00386464	1
-0.00256923	1
0.0256719	1
0.0310919	1
0.0093958	1
-0.00315734	1
0.00632467	1
0.0172287	1
0.000465207	1
0.0204318	1
0.00606655	1
0.00374927	1
-0.017903	1
0.00621547	1
0.0203142	1
0.0084247	1
0.0265854	1
-0.0128186	1
-0.00639376	1
-0.00651717	1
0.00861271	1
0.0180843	1
0.00218168	1
0.021337	1
0.0277689	1
0.0185698	1
0.00616619	1
-0.0130541	1
0.0087178	1
0.00546213	1
0.0112489	1
0.0249763	1
0.0010328	1
0.0146158	1
0.00443709	1
0.0307874	1
-0.00427026	1
0.0335479	1
-0.0240359	1
0.0261418	1
0.0127692	1
0.0317237	1
0.00259722	1
0.034319	1
0.00406479	1
0.000771373	1
-0.0170151	1
-0.00778675	1
0.00606618	1
0.0200494	1
0.0368994	1
0.000340419	1
-0.00342815	1
-0.0126939	1
0.0148428	1
-0.0217617	1
0.00705607	1
0.000853413	1
-0.0193042	1
0.0213981	1
-0.00951322	1
0.00876164	1
-0.0153499	1
-0.00878379	1
0.0175595	1
0.00576947	1
-0.00239306	1
-0.00261167	1
-0.0040854	1
-3.68608e-06	1
-0.0016584	1
0.0375696	1
0.00234633	1
0.00764677	1
0.0162198	1
0.00807821	1
0.00942994	1
0.00462779	1
-0.000805462	1
0.0134974	1
-0.00012372	1
-0.00825578	1
0.0111517	1
0.0171121	1
-0.000211332	1
0.0232683	1
-0.00100276	1
0.00408395	1
0.00086972	1
0.0101986	1
-0.0018822	1
-0.00125472	1
0.0293789	1
0.00234157	1
0.0193769	1
-0.00964983	1
0.00589584	1
-0.000308888	1
0.0274448	1
0.0180744	1
0.00276882	1
0.0169372	1
0.0232305	1
0.023639	1
-0.00260703	1
-0.00827526	1
0.0179476	1
0.0190156	1
0.00729813	1
0.0119077	1
-0.000895046	1
0.00184422	1
0.033389	1
0.0124653	1
0.00460243	1
-0.0108814	1
0.0181156	1
0.0226625	1
0.0209576	1
0.0134701	1
0.00615839	1
0.00823861	1
0.00926766	1
0.0148051	1
0.00854916	1
0.0354384	1
0.00390774	1
-0.0146337	1
-0.00388395	1
0.017537	1
-0.00893916	1
0.00223201	1
0.0232833	1
0.00870271	1
0.0410014	1
-0.00651207	1
0.000648287	1
-0.010204	1
0.00132093	1
-0.00508021	1
0.0105049	1
-0.00370322	1
0.00397172	1
0.0239917	1
-0.0234394	1
-0.0140647	1
0.0157778	1
0.0288512	1
-0.00355013	1
0.00602213	1
-0.000969656	1
0.00544038	1
-0.00965665	1
0.0121776	1
-0.0130634	1
-0.00107143	1
0.0068251	1
-0.00614447	1
0.00088131	1
-0.00501611	1
-0.00819099	1
0.00495873	1
0.00730816	1
-0.0141626	1
-0.0026531	1
-0.0101593	1
0.00845239	1
0.00273484	1
-0.000316621	1
0.0354812	1
-0.00108051	1
0.00523958	1
-0.00483522	1
0.0158463	1
-0.00948594	1
0.0110044	1
0.0297189	1
0.0326747	1
0.00980776	1
-0.0291018	1
-0.0161512	1
0.0137224	1
0.0144687	1
-0.00183803	1
0.007652	1
0.00538593	1
-0.00372465	1
0.0153907	1
-0.00911575	1
0.0113858	1
0.0122421	1
0.0136608	1
0.00841339	1
0.004847	1
-0.0228262	1
0.0151895	1
0.00708957	1
0.0275149	1
0.0284841	1
0.014121	1
0.0322523	1
0.00416901	1
0.0160967	1
0.00758312	1
0.0169599	1
0.0152228	1
-0.0187228	1
-0.0262336	1
-0.00263352	1
0.00755025	1
0.0015766	1
-0.0121251	1
0.0125468	1
0.00925584	1
-0.000416909	1
0.0180274	1
0.012838	1
-0.00108851	1
0.0293445	1
-0.0114806	1
0.0031769	1
0.00592509	1
-0.00739311	1
0.0166366	1
0.00470076	1
0.0195192	1
-0.0147407	1
0.00475148	1
-0.00174676	1
0.0152	1
0.00546541	1
0.00158768	1
-0.00582018	1
0.012114	1
0.0118401	1
-0.00185656	1
-0.0167686	1
0.00110453	1
0.0230683	1
0.00449387	1
0.0166205	1
0.0123891	1
0.0235888	1
0.0149586	1
0.00915242	1
0.0305811	1
-0.00140277	1
0.00379026	1
-0.00450668	1
0.0161125	1
0.0185578	1
0.0182443	1
-0.000172565	1
-0.00174921	1
0.00472138	1
0.0282325	1
-0.0237846	1
0.0154829	1
0.00549256	1
0.0246663	1
-0.0067646	1
0.00369099	1
0.00373874	1
-0.0248437	1
0.00692779	1
0.0114477	1
0.0039544	1
0.0113746	1
0.0100575	1
0.0169365	1
0.0188588	1
-0.0106716	1
0.02532	1
0.0101075	1
0.00404753	1
0.00404753	1
-0.0160313	1
0.00519141	1
0.00976997	1
-0.00896886	1
-0.00296371	1
0.0106295	1
-0.0268346	1
-0.018579	1
-0.0162066	1
0.018986	1
0.000419188	1
0.0266763	1
-0.0182659	1
0.00359904	1
-0.00517229	1
0.0147771	1
0.0277823	1
-0.00513673	1
0.020759	1
0.00165969	1
0.0260228	1
-0.00584481	1
0.0110292	1
0.0121388	1
0.0264071	1
0.00894274	1
-0.00152033	1
0.00811306	1
0.00897692	1
0.00897692	1
-0.00536006	1
-0.0202934	1
0.00304573	1
-0.000913416	1
-0.00796479	1
0.0222072	1
-0.00813015	1
0.0169595	1
0.00910454	1
0.0225609	1
-0.003741	1
0.0107079	1
0.0209801	1
0.00718057	1
0.00380879	1
0.0135151	1
-0.00385748	1
0.0144862	1
0.00315278	1
0.0320767	1
-0.00176532	1
-0.0137974	1
0.00383689	1
0.0281303	1
-0.00425612	1
0.0204674	1
0.00281654	1
-0.00217995	1
-0.010963	1
-0.00542822	1
-0.0146924	1
0.0096434	1
0.0223788	1
0.0153503	1
0.0135229	1
-0.0039639	1
0.017688	1
-0.00388697	1
-0.00647129	1
-0.0185318	1
0.0249888	1
0.0118763	1
-0.0297042	1
0.0345417	1
-0.0115128	1
0.0324602	1
0.0137528	1
0.0269159	1
0.0199671	1
-0.00352215	1
-0.000905782	1
0.0113712	1
0.00751356	1
0.0378678	1
0.0133516	1
0.0134904	1
-0.00774353	1
-0.00472097	1
0.0124036	1
-0.000142427	1
0.0106434	1
0.0207812	1
0.0186301	1
0.0126234	1
-0.00853553	1
0.00906382	1
0.0099716	1
0.00617958	1
-0.0200436	1
8.68049e-05	1
0.0119969	1
-0.013741	1
-0.00556514	1
0.00129961	1
0.00213443	1
0.00780445	1
0.0143154	1
0.0042267	1
-0.0160592	1
-0.0104912	1
-0.000770608	1
0.00654894	1
0.0198505	1
-0.0104395	1
0.00170504	1
0.00603127	1
0.00946105	1
-0.00157191	1
0.00902977	1
0.0197937	1
0.00809449	1
-0.00417243	1
-0.0043272	1
-0.0232273	1
0.000750413	1
0.0133443	1
0.0167886	1
0.0188474	1
0.0399684	1
0.0162929	1
0.0137012	1
0.0151906	1
0.00471938	1
0.00803295	1
0.00113904	1
0.0152178	1
-0.00285295	1
0.0172878	1
0.00355031	1
0.0141954	1
0.0245397	1
-0.0276716	1
-0.00493611	1
0.0195709	1
0.0208623	1
0.0205951	1
0.0221151	1
0.0261605	1
-0.0175398	1
-0.015546	1
0.0122683	1
0.0206804	1
-0.0032738	1
0.0226064	1
-0.0130093	1
0.0269195	1
0.0112623	1
0.00944807	1
0.0452343	1
0.0135396	1
-0.000117783	1
0.0162768	1
0.0280896	1
0.0102975	1
-0.00911663	1
0.052338	1
-0.0158206	1
0.0213642	1
0.0378623	1
0.00269938	1
0.0198927	1
0.023281	1
-0.00513972	1
-0.00576005	1
0.0313012	1
0.0381973	1
0.0179208	1
-0.00898912	1
0.00943746	1
0.000314747	1
-0.00883623	1
-0.00973027	1
0.042355	1
-0.00845084	1
0.0170926	1
-0.00430681	1
0.0223494	1
0.0533914	1
0.0091102	1
0.0311932	1
0.0160494	1
0.0145972	1
0.00371641	1
0.00284481	1
0.0042613	1
0.0142319	1
0.00010474	1
0.00984603	1
0.00591244	1
-0.017247	1
0.0253854	1
0.000788887	1
0.0160071	1
0.00507632	1
0.0137363	1
0.0216165	1
0.028043	1
0.0202737	1
0.00764948	1
0.0130733	1
0.00708294	1
0.0152238	1
-0.00683943	1
0.0221425	1
0.0034127	1
0.00527879	1
0.0021764	1
0.0235193	1
0.017636	1
0.0178957	1
0.00130411	1
0.022248	1
0.0117673	1
0.0235664	1
0.0139023	1
-0.00675333	1
-0.0014154	1
0.030892	1
0.0293779	1
0.0348203	1
0.0151035	1
0.00248464	1
-0.00725618	1
-0.000790948	1
-0.00230073	1
0.00763905	1
-0.0181239	1
0.00421325	1
0.0261431	1
0.00122649	1
0.00560177	1
0.0213482	1
0.00782545	1
-0.0039617	1
0.00546352	1
0.00731998	1
0.00244214	1
0.00831229	1
0.016024	1
0.0108497	1
0.0191546	1
0.00463763	1
0.00280284	1
0.0233939	1
0.0109988	1
0.0118274	1
-0.0051607	1
-0.00621029	1
0.00191859	1
0.00630157	1
0.023128	1
-0.0103742	1
0.0062414	1
0.0314288	1
0.0202078	1
-0.0183637	1
0.00058165	1
0.0175295	1
0.0245146	1
0.00808009	1
0.0117015	1
0.00433377	1
0.0152926	1
-0.00371899	1
0.0153713	1
0.00485698	1
-0.00769239	1
0.00970919	1
0.0170874	1
-0.00377785	1
0.0160538	1
0.00532481	1
0.0116397	1
0.00688545	1
-0.0052467	1
-0.00889294	1
0.0238152	1
-0.020189	1
0.024192	1
0.0122428	1
-0.0141809	1
-0.000677198	1
-0.00852337	1
-0.0183734	1
0.000698131	1
0.0179593	1
0.014471	1
0.031393	1
0.00139313	1
0.00823184	1
-0.0055059	1
-0.0102647	1
-0.00408732	1
-0.00755901	1
-0.0161052	1
0.0208174	1
0.0192788	1
-0.0039604	1
-0.00277283	1
0.0497616	1
0.0162609	1
-0.00331887	1
0.0183119	1
0.00884132	1
-0.0126595	1
0.00278151	1
0.0243472	1
-0.00602317	1
0.0119083	1
0.00210015	1
0.0201507	1
0.0099602	1
0.000759521	1
0.0236486	1
0.0274558	1
0.0106549	1
0.01579	1
0.0244239	1
-0.00995619	1
-0.00995619	1
0.0165294	1
-0.000763476	1
-0.0028313	1
0.00123317	1
0.00613412	1
0.00779091	1
0.0246978	1
0.0135969	1
-0.00929754	1
0.00368004	1
-0.00165808	1
0.0134119	1
0.0306828	1
0.0211751	1
0.00297226	1
0.0154708	1
0.0129364	1
0.0336004	1
0.0205619	1
-0.00606402	1
0.00299953	1
0.0190033	1
0.0117337	1
-0.00645339	1
0.00862226	1
-0.0146114	1
0.0154864	1
-0.0236399	1
-0.00461041	1
0.00114354	1
-0.000934902	1
3.32345e-05	1
0.0198275	1
-0.0105743	1
0.0281485	1
0.0323708	1
-0.00770023	1
-0.0128745	1
0.00546451	1
0.0143974	1
0.00672233	1
-0.008624	1
-0.00223784	1
0.00650821	1
0.0135935	1
0.00763384	1
-0.0111626	1
0.0151238	1
0.0268105	1
0.00550587	1
-0.0129344	1
-0.00544559	1
0.0288535	1
-0.00742786	1
0.0131028	1
-0.00966128	1
0.0161801	1
0.0251389	1
-0.0144377	1
0.0183377	1
0.00172023	1
0.0177581	1
0.0105125	1
-0.0161061	1
-0.00196714	1
0.00178887	1
0.0218087	1
-0.00975552	1
0.0268759	1
0.0116105	1
0.00395087	1
0.00313741	1
0.0180686	1
0.00635569	1
0.0135197	1
-0.00166241	1
-0.0143483	1
0.00881629	1
-0.00456055	1
0.0215683	1
0.00374206	1
-0.00585955	1
0.012077	1
0.00525039	1
0.00676608	1
-0.0112746	1
-0.0133996	1
-0.0031424	1
0.0182094	1
0.00367365	1
0.00348775	1
0.0250665	1
-0.0164831	1
0.0100068	1
0.0137597	1
0.0240378	1
0.00635542	1
0.0161966	1
0.018515	1
0.0520252	1
0.0260069	1
0.00140701	1
0.011255	1
0.00361933	1
-0.00383436	1
0.0189287	1
0.0119772	1
-0.0170041	1
0.0172866	1
0.0200533	1
0.00812465	1
0.0100928	1
0.00428747	1
-0.00798349	1
-0.00826431	1
0.0101623	1
0.0234826	1
-0.0208301	1
0.0177485	1
0.00844822	1
0.0119097	1
0.0011189	1
0.0142071	1
0.0145739	1
0.0168715	1
0.00130097	1
0.029991	1
0.0095221	1
0.0128292	1
-0.00721651	1
0.00287952	1
0.000723267	1
0.0154741	1
0.0096219	1
0.00829109	1
0.0172779	1
-0.00650705	1
0.0298438	1
-0.000679697	1
0.00911907	1
0.0191082	1
-0.0113221	1
0.0166621	1
0.0168132	1
-0.0196056	1
0.00706494	1
0.0135757	1
0.00891694	1
-0.000727153	1
0.0181967	1
0.0237912	1
-0.00290571	1
0.005224	1
-0.0038976	1
0.0097304	1
0.00963107	1
0.000777443	1
-0.00167431	1
0.00130615	1
0.00683577	1
0.0110635	1
0.0204452	1
-0.0027542	1
-0.00696628	1
0.0195567	1
0.00318211	1
0.00869152	1
-0.0113083	1
0.0155802	1
-0.00627722	1
-0.00745001	1
0.0204712	1
0.0189132	1
0.00342494	1
-0.00724592	1
0.00634434	1
0.0032829	1
0.0193234	1
0.019303	1
-0.0291447	1
0.0138649	1
0.00105097	1
-0.00272199	1
0.0268424	1
0.0190412	1
-0.0135278	1
0.00471463	1
-0.0234331	1
0.0200011	1
-0.00805109	1
0.0142807	1
-0.0197144	1
0.000616052	1
-0.0143802	1
0.0080433	1
0.0278109	1
0.00965306	1
0.018929	1
-0.0141998	1
0.00270279	1
0.00716082	1
0.0167736	1
0.0119403	1
0.0113601	1
0.00556672	1
-0.00285078	1
0.0233057	1
7.94497e-05	1
0.0222711	1
0.0107534	1
0.0218948	1
0.0158651	1
0.0102418	1
0.0139037	1
0.0325352	1
0.0260577	1
0.0340082	1
0.0162607	1
0.0149471	1
0.00409538	1
0.0339888	1
0.00262519	1
0.0399618	1
0.00381611	1
0.0294813	1
0.0151952	1
-0.0030729	1
0.00602981	1
-0.00116961	1
0.00196178	1
0.0188611	1
0.00832186	1
0.0105482	1
0.0269197	1
-0.0108772	1
0.00860292	1
0.0111763	1
-0.00776225	1
0.0171713	1
0.0208209	1
0.0345374	1
0.00652016	1
0.0285395	1
0.0154794	1
-0.00703732	1
-0.0155212	1
0.00617171	1
0.0151586	1
0.00910336	1
-0.0042332	1
-0.00452782	1
0.00135169	1
0.0141364	1
-0.00264561	1
0.00537455	1
0.00375986	1
-0.0168332	1
0.00928699	1
0.00689994	1
0.00460632	1
0.0279213	1
0.00502604	1
-0.00146918	1
0.00953823	1
0.00961382	1
0.00924086	1
0.00157	1
0.00837486	1
0.0271849	1
0.0145927	1
-0.00692269	1
-0.0151343	1
0.0175965	1
0.0258108	1
0.00939284	1
0.0231141	1
0.00618288	1
0.0122903	1
-0.0110627	1
-0.0073316	1
0.0155428	1
-0.0113805	1
0.0282429	1
0.00724557	1
-0.0192265	1
-0.00417316	1
0.0182922	1
-0.00155302	1
0.0115582	1
0.0148536	1
-0.00137982	1
0.0169354	1
0.0159021	1
0.0130636	1
-0.010046	1
0.0063438	1
-0.000284352	1
0.0236071	1
0.0387952	1
0.0206922	1
0.00671545	1
0.0063028	1
-0.00587384	1
0.0196771	1
0.0138147	1
0.0207807	1
0.0145537	1
-0.011701	1
0.0201453	1
0.0161988	1
0.011738	1
0.0157491	1
-0.000449184	1
0.0155687	1
0.010645	1
0.000757472	1
0.0350848	1
0.00952017	1
-0.00610881	1
0.0153527	1
0.0131011	1
-0.0337501	1
0.00726215	1
0.0109909	1
0.00241687	1
-0.00804198	1
0.0299939	1
-0.0014896	1
-0.00577713	1
-0.00969643	1
-0.0114429	1
-0.00465456	1
0.0185251	1
0.00957414	1
0.0146994	1
0.0148059	1
-0.00340634	1
0.00435171	1
0.00832397	1
-0.0307764	1
-0.0166416	1
-0.0089015	1
0.0240966	1
0.0113974	1
0.00596463	1
0.0323141	1
0.0267206	1
0.013306	1
-0.013582	1
-0.00863872	1
-0.013451	1
-0.000263476	1
0.0386899	1
0.0167227	1
0.0157026	1
0.0195184	1
0.00351327	1
-0.0135493	1
-0.0128616	1
0.0108489	1
0.00167636	1
-0.00762554	1
0.00469441	1
0.0149046	1
0.0200669	1
0.0146491	1
0.024489	1
-0.00826783	1
0.00750687	1
0.00210259	1
-0.0143904	1
