Program,xPONENT,,MAGPIX,,,,,,,,,,,,,
"22(1,F3)",RCC-037-T08,205,4916,101.5,99,42.5,163,561.5,175,18572,199,821,,,,
"23(1,G3)",RCM-040,19818,6987,131,206,60,12982.5,9409.5,7784,2395,14358,972,,,,
"24(1,H3)",RCC-040-T01,4097.5,135,49,43,21,807,2188,44,82,65.5,1099,,,,
"25(1,A4)",RCC-040-T07,937,195,47,86,34,243.5,853,86,31810,87.5,942,,,,
"26(1,B4)",RCC-040-T08,577.5,292,79,143,42,240,751,148,17403.5,134.5,1035,,,,
"27(1,C4)",RCM-042,22071.5,1733.5,142,180,81.5,1378.5,1428,191,567.5,151.5,914,,,,
"28(1,D4)",RCC-042-T01,4147,7435.5,269.5,139,61.5,189,490,202,195.5,124,961,,,,
"29(1,E4)",RCC-042-T07,3168,7982,106,130,41,13300.5,1448,181,26662.5,342,1005,,,,
"30(1,F4)",RCC-042-T08,4061,6533,173.5,172,44,15107,1946,201,20131,217.5,833,,,,
"31(1,G4)",RCM-043,20464,1512,1864,137.5,108,3532.5,5961.5,247.5,479,316,1124,,,,
"32(1,H4)",RCC-043-T01,10456,152,177,96.5,28.5,122.5,519,76,202,52,1150,,,,
"33(1,A5)",RCC-043-T07,1254,82.5,60,59,21,77,419.5,2434.5,30409,68.5,747,,,,
"34(1,B5)",RCM-043-T08,708,117,72,97.5,30,136,461,1466,18433.5,91,920,,,,
"35(1,C5)",RCM-045,14087,190,70,93,52,1536,758,127,449,137,895,,,,
"36(1,D5)",RCC-045-T01,669,11857.5,87,68,46,163.5,296,116,69,54,1092,,,,
"37(1,E5)",RCC-045-T07,249,5319,120,168,46,170,416.5,140,29772,129.5,1099,,,,
"38(1,F5)",RCC-045-T08,142,3461.5,109,96,36,104,298,79.5,20560,90,676,,,,
"39(1,G5)",RCM-046,21250,454,78,151,100,17372,18493,312,615,2176.5,942,,,,
"40(1,H5)",RCC-046-T01,7140,120.5,37.5,36,14,9852,614,61,787,1307.5,971,,,,
"41(1,A6)",RCC-046-T07,5458,252.5,61,109,23,7426,533,80,31428,4421.5,1051,,,,
"42(1,B6)",RCC-046-T08,1733.5,199,51,86.5,22,2776.5,434,81,19699,1471.5,910,,,,
"43(1,C6)",RCM-047,4123,1130,64,159,61,524,2234.5,268.5,382,198.5,961,,,,
"44(1,D6)",RCC-047-T01,194,71,29,73,22,51,153.5,43,45,32,1132,,,,
"45(1,E6)",RCC-047-T07,209,112,40,56,31,79,167,85,30465.5,59,1098,,,,
"46(1,F6)",RCC-047-T08,150,137,50,71,30,92,236,86,18092,66,1118,,,,
"47(1,G6)",RCM-049,21573,2393,715,97,51,137,3032.5,113.5,249,131,1007,,,,
"48(1,H6)",RCC-049-T01,1359,1277.5,52,75,45,91,243,111,84,113,1161,,,,
"49(1,A7)",RCC-049-T07,377,1041,78,155,50,105,264,104,27081,116,1056,,,,
"50(1,B7)",RCC-049-T08,219,1115,85,129,50.5,123,291,120,18354.5,110,1144,,,,
"51(1,C7)",RCM-050,22203,1307.5,811,110,97,2402,3929.5,184,920,202,1163,,,,
"52(1,D7)",RCC-050-T01,6024,126,62,42,20,168,236,47,268,37,991,,,,
"53(1,E7)",RCC-050-T07,703.5,91,41,99.5,21,69,239,2413,29560.5,47,1186,,,,
"54(1,F7)",RCC-050-T08,426,173.5,72,153,26,119,241,23234,19519,92,1113,,,,
"55(1,G7)",RCC-051-T01,126,4036,102,115,31,202.5,159.5,141,164.5,79,1172,,,,
"56(1,H7)",RCC-051-T07,139,996,78,140,39.5,175,246.5,233.5,30452.5,153,1098,,,,
"57(1,A8)",RCC-051-T08,146,884.5,114,79,25.5,97,150,101.5,17943,106,1091,,,,
"58(1,B8)",RCM-052,3909,417,41,123,73,3051.5,766,206.5,672,190,1303,,,,
"59(1,C8)",RCC-052-T01,243,1028,175,114.5,88,125,300,172,144,79.5,1182,,,,
"60(1,D8)",RCC-052-T07,195,1996,167,106,41,115,254.5,122,27135.5,105,930,,,,
"61(1,E8)",RCC-052-T08,114,1551,154,74,33,73,202,87,19784,83,877,,,,
"62(1,F8)",RCM-053,24141,732,162,255,104,621.5,705.5,370.5,691,514.5,1007,,,,
"63(1,G8)",RCC-053-T01,4568,2583.5,134,34,12,48.5,113,40,48,34,1022,,,,
"64(1,H8)",RCC-053-T07,1842.5,2572,103,115,24,118,373,130,29035.5,95.5,1034,,,,
"65(1,A9)",RCC-053-T08,1652,3545,93.5,80.5,18,75,330,74,15254,71,992,,,,
"66(1,B9)",RCM-056,4426,6291,252.5,170,49,296,476,199,558.5,181,1291,,,,
"67(1,C9)",RCC-056-T01,222,2097,58,46,13,86,291,56,55,37,1385,,,,
"68(1,D9)",RCC-056-T07,245.5,1938,77,130,37,106,434.5,122,27772.5,112,1268,,,,
"69(1,E9)",RCC-056-T08,185.5,1576,74,100,29,91,300,96,18781,90.5,1089,,,,
"70(1,F9)",RCM-058,22579,230,98,214,47.5,21615,16457,133.5,3000.5,152,1165,,,,
"71(1,G9)",RCC-058-T01,1697,2934,138,128.5,150,960.5,982,296,283.5,117,1008,,,,
"72(1,H9)",RCC-058-T07,323,2513,108,72,39,175,414.5,99,26765,89,997,,,,
"73(1,A10)",RCC-058-T08,240.5,2322.5,120,78,41.5,152,488,107,17646,89.5,1058,,,,
"74(1,B10)",RCM-059,16363,1152.5,61,94,43,232,4319,88,3980,175,1250,,,,
"75(1,C10)",RCC-059-T01,1517.5,656.5,114,54,38,60,346,75.5,105,31,1050,,,,
"76(1,D10)",RCC-059-T07,328,388,75,121,24,59,251.5,49,28368,59.5,1229,,,,
"77(1,E10)",RCC-059-T08,216,516,106,145,30,99,297.5,89,18886,84,1001,,,,
"78(1,F10)",RCM-060,2580.5,3501,134.5,115,44,154,492,140.5,84,117,939,,,,
"79(1,G10)",RCC-060-T01,210,116,44,55,54.5,64.5,256,96.5,163,34.5,399,,,,
"80(1,H10)",RCC-060-T07,114,91,38,68,31,66,156,56.5,26182,44,692,,,,
"81(1,A11)",RCC-060-T08,309,234,46.5,181,119,198,427,259,13050.5,257,701,,,,
"82(1,B11)",RAM-001,18169,2396,888.5,432,243,11300,8295,458,2348.5,1184.5,721,,,,
"83(1,C11)",RAC-001-T01,833,1495,80,105,41,269.5,364,144,183,96,1549,,,,
"84(1,D11)",RAC-001-T06,411.5,989,45,94,45,126,272.5,139.5,17857.5,148,685,,,,
"85(1,E11)",RAC-001-T08,181,401.5,66.5,76.5,36,93.5,228,106,16296,125.5,852,,,,
"86(1,F11)",RAM-005,22728.5,3733,178.5,1818,45,14256,2196.5,938,202.5,147.5,703,,,,
"87(1,G11)",RAC-005-T01,13857,446,64.5,131,55,9290.5,528.5,238,225,210,641,,,,
"88(1,H11)",RAC-005-T06,2469,166,38,40,20,1784,498,41.5,26671,66,823,,,,
"89(1,A12)",RAC-005-T08,1775,283.5,49,53.5,20,1673,440,56,16347,118,683,,,,
"90(1,B12)",RAM-006,9448,345.5,10190,79,42,16068,13372.5,123.5,5350.5,197,641,,,,
"91(1,C12)",RAC-006-T01,337,63,254,84.5,15.5,644.5,482,37,210.5,31,893,,,,
"92(1,D12)",RAC-006-T06,199.5,71,93,56,23,167,228,86.5,27396,72,891,,,,
"93(1,E12)",RAC-006-T08,92,45,71,37,16,158.5,154,46,16804,40,707,,,,
"94(1,F12)",HCAM-001,316,76.5,220,79,69,119,257,144,223,210,574,,,,
"95(1,G12)",HCAM-001,233,66,227,75.5,56,100,181,110,179.5,167.5,858,,,,
"96(1,H12)",RAM-012,16567,1095,96,57,50.5,130,7408,60,1288,118,793,,,,
,,,,,,,,,,,,,,,,
DataType:,Net MFI,,,,,,,,,,,,,,,
Location,Sample,AMA1,pp28,Schisto,pp65,BSA,MSP1,HRPII,CelTos,CSP,PfGarp,Total Events,,,,
"1(1,A1)",Background0,-1.25,0,0,0,-0.5,0,0.5,0,0,0,850,,,,
"2(1,B1)",African-Mix-Standard01,7931.75,932,118,88,68.5,1211,2029.5,118,472,419,967,,,,
"3(1,C1)",African-Mix-Standard02,3158.25,311,87.5,53,34.5,551,1008.5,64,267,232,945,,,,
"4(1,D1)",African-Mix-Standard03,1759.25,169,77.5,29,20.5,273,439.5,35,122.5,106,997,,,,
"5(1,E1)",African-Mix-Standard04,940.25,105,71.5,17,13.5,154.5,257.5,22,81,65,1137,,,,
"6(1,F1)",African-Mix-Standard05,670.75,67,64.5,13,8.5,100.5,162.5,14,55,51,1028,,,,
"7(1,G1)",African-Mix-Standard06,385.75,32,63,6,6.5,53,96,8,48,28,920,,,,
"8(1,H1)",African-Mix-Standard07,156.75,16,67,3,4,27,42.5,6,15,16,1336,,,,
"9(1,A2)",Background0,1.25,0,0,0,0.5,0,-0.5,0,0,0,859,,,,
"10(1,B2)",African-Mix-Standard01,7548.25,864,111.5,93,62,1276.5,1883,116.5,486,477,893,,,,
"11(1,C2)",African-Mix-Standard02,4284.75,334.5,93,50,35.5,597,991.5,65,282,229,1004,,,,
"12(1,D2)",African-Mix-Standard03,1495.25,174,73,30,18.5,278,501.5,34,128.5,104,1037,,,,
"13(1,E2)",African-Mix-Standard04,1181.75,120,60,22,12.5,184,320.5,23.5,97,79.5,894,,,,
"14(1,F2)",African-Mix-Standard05,561.75,55,65.5,11,9.5,81.5,139.5,13,91,38,1015,,,,
"15(1,G2)",African-Mix-Standard06,253.75,26,74,6,6.5,46,78.5,9,26.5,21,939,,,,
"16(1,H2)",African-Mix-Standard07,136.75,14,77,4,5.5,26,40.5,6,19,17,1126,,,,
"17(1,A3)",Healthy-control-negative,138.25,75,109,89,71.5,95.5,152.5,79,248,145,865,,,,
"18(1,B3)",RCM-037,5038.75,2043,2059,245,170.5,363,982,345,862,388,1023,,,,
"19(1,C3)",RCC-037-01,245.75,6878.5,137.5,151,28.5,230.5,469.5,178.5,87,107,1051,,,,
"20(1,D3)",Empty,0.75,0.5,-0.5,0,-0.5,0,-0.5,-1,1,0,829,,,,
"21(1,E3)",RCC-037-T07,154.75,4149,62,53,22.5,100,493,103,32577.5,78,882,,,,
"22(1,F3)",RCC-037-T08,187.75,4906,79.5,92,37,148,555,168,18562,193,821,,,,
"23(1,G3)",RCM-040,19800.75,6977,109,199,54.5,12967.5,9403,7777,2385,14352,972,,,,
"24(1,H3)",RCC-040-T01,4080.25,125,27,36,15.5,792,2181.5,37,72,59.5,1099,,,,
"25(1,A4)",RCC-040-T07,919.75,185,25,79,28.5,228.5,846.5,79,31800,81.5,942,,,,
"26(1,B4)",RCC-040-T08,560.25,282,57,136,36.5,225,744.5,141,17393.5,128.5,1035,,,,
"27(1,C4)",RCM-042,22054.25,1723.5,120,173,76,1363.5,1421.5,184,557.5,145.5,914,,,,
"28(1,D4)",RCC-042-T01,4129.75,7425.5,247.5,132,56,174,483.5,195,185.5,118,961,,,,
"29(1,E4)",RCC-042-T07,3150.75,7972,84,123,35.5,13285.5,1441.5,174,26652.5,336,1005,,,,
"30(1,F4)",RCC-042-T08,4043.75,6523,151.5,165,38.5,15092,1939.5,194,20121,211.5,833,,,,
"31(1,G4)",RCM-043,20446.75,1502,1842,130.5,102.5,3517.5,5955,240.5,469,310,1124,,,,
"32(1,H4)",RCC-043-T01,10438.75,142,155,89.5,23,107.5,512.5,69,192,46,1150,,,,
"33(1,A5)",RCC-043-T07,1236.75,72.5,38,52,15.5,62,413,2427.5,30399,62.5,747,,,,
"34(1,B5)",RCM-043-T08,690.75,107,50,90.5,24.5,121,454.5,1459,18423.5,85,920,,,,
"35(1,C5)",RCM-045,14069.75,180,48,86,46.5,1521,751.5,120,439,131,895,,,,
"36(1,D5)",RCC-045-T01,651.75,11847.5,65,61,40.5,148.5,289.5,109,59,48,1092,,,,
"37(1,E5)",RCC-045-T07,231.75,5309,98,161,40.5,155,410,133,29762,123.5,1099,,,,
"38(1,F5)",RCC-045-T08,124.75,3451.5,87,89,30.5,89,291.5,72.5,20550,84,676,,,,
"39(1,G5)",RCM-046,21232.75,444,56,144,94.5,17357,18486.5,305,605,2170.5,942,,,,
"40(1,H5)",RCC-046-T01,7122.75,110.5,15.5,29,8.5,9837,607.5,54,777,1301.5,971,,,,
"41(1,A6)",RCC-046-T07,5440.75,242.5,39,102,17.5,7411,526.5,73,31418,4415.5,1051,,,,
"42(1,B6)",RCC-046-T08,1716.25,189,29,79.5,16.5,2761.5,427.5,74,19689,1465.5,910,,,,
"43(1,C6)",RCM-047,4105.75,1120,42,152,55.5,509,2228,261.5,372,192.5,961,,,,
"44(1,D6)",RCC-047-T01,176.75,61,7,66,16.5,36,147,36,35,26,1132,,,,
"45(1,E6)",RCC-047-T07,191.75,102,18,49,25.5,64,160.5,78,30455.5,53,1098,,,,
"46(1,F6)",RCC-047-T08,132.75,127,28,64,24.5,77,229.5,79,18082,60,1118,,,,
"47(1,G6)",RCM-049,21555.75,2383,693,90,45.5,122,3026,106.5,239,125,1007,,,,
"48(1,H6)",RCC-049-T01,1341.75,1267.5,30,68,39.5,76,236.5,104,74,107,1161,,,,
"49(1,A7)",RCC-049-T07,359.75,1031,56,148,44.5,90,257.5,97,27071,110,1056,,,,
"50(1,B7)",RCC-049-T08,201.75,1105,63,122,45,108,284.5,113,18344.5,104,1144,,,,
"51(1,C7)",RCM-050,22185.75,1297.5,789,103,91.5,2387,3923,177,910,196,1163,,,,
"52(1,D7)",RCC-050-T01,6006.75,116,40,35,14.5,153,229.5,40,258,31,991,,,,
"53(1,E7)",RCC-050-T07,686.25,81,19,92.5,15.5,54,232.5,2406,29550.5,41,1186,,,,
"54(1,F7)",RCC-050-T08,408.75,163.5,50,146,20.5,104,234.5,23227,19509,86,1113,,,,
"55(1,G7)",RCC-051-T01,108.75,4026,80,108,25.5,187.5,153,134,154.5,73,1172,,,,
"56(1,H7)",RCC-051-T07,121.75,986,56,133,34,160,240,226.5,30442.5,147,1098,,,,
"57(1,A8)",RCC-051-T08,128.75,874.5,92,72,20,82,143.5,94.5,17933,100,1091,,,,
"58(1,B8)",RCM-052,3891.75,407,19,116,67.5,3036.5,759.5,199.5,662,184,1303,,,,
"59(1,C8)",RCC-052-T01,225.75,1018,153,107.5,82.5,110,293.5,165,134,73.5,1182,,,,
"60(1,D8)",RCC-052-T07,177.75,1986,145,99,35.5,100,248,115,27125.5,99,930,,,,
"61(1,E8)",RCC-052-T08,96.75,1541,132,67,27.5,58,195.5,80,19774,77,877,,,,
"62(1,F8)",RCM-053,24123.75,722,140,248,98.5,606.5,699,363.5,681,508.5,1007,,,,
"63(1,G8)",RCC-053-T01,4550.75,2573.5,112,27,6.5,33.5,106.5,33,38,28,1022,,,,
"64(1,H8)",RCC-053-T07,1825.25,2562,81,108,18.5,103,366.5,123,29025.5,89.5,1034,,,,
"65(1,A9)",RCC-053-T08,1634.75,3535,71.5,73.5,12.5,60,323.5,67,15244,65,992,,,,
"66(1,B9)",RCM-056,4408.75,6281,230.5,163,43.5,281,469.5,192,548.5,175,1291,,,,
"67(1,C9)",RCC-056-T01,204.75,2087,36,39,7.5,71,284.5,49,45,31,1385,,,,
"68(1,D9)",RCC-056-T07,228.25,1928,55,123,31.5,91,428,115,27762.5,106,1268,,,,
"69(1,E9)",RCC-056-T08,168.25,1566,52,93,23.5,76,293.5,89,18771,84.5,1089,,,,
"70(1,F9)",RCM-058,22561.75,220,76,207,42,21600,16450.5,126.5,2990.5,146,1165,,,,
"71(1,G9)",RCC-058-T01,1679.75,2924,116,121.5,144.5,945.5,975.5,289,273.5,111,1008,,,,
"72(1,H9)",RCC-058-T07,305.75,2503,86,65,33.5,160,408,92,26755,83,997,,,,
"73(1,A10)",RCC-058-T08,223.25,2312.5,98,71,36,137,481.5,100,17636,83.5,1058,,,,
"74(1,B10)",RCM-059,16345.75,1142.5,39,87,37.5,217,4312.5,81,3970,169,1250,,,,
"75(1,C10)",RCC-059-T01,1500.25,646.5,92,47,32.5,45,339.5,68.5,95,25,1050,,,,
"76(1,D10)",RCC-059-T07,310.75,378,53,114,18.5,44,245,42,28358,53.5,1229,,,,
"77(1,E10)",RCC-059-T08,198.75,506,84,138,24.5,84,291,82,18876,78,1001,,,,
"78(1,F10)",RCM-060,2563.25,3491,112.5,108,38.5,139,485.5,133.5,74,111,939,,,,
"79(1,G10)",RCC-060-T01,192.75,106,22,48,49,49.5,249.5,89.5,153,28.5,399,,,,
"80(1,H10)",RCC-060-T07,96.75,81,16,61,25.5,51,149.5,49.5,26172,38,692,,,,
"81(1,A11)",RCC-060-T08,291.75,224,24.5,174,113.5,183,420.5,252,13040.5,251,701,,,,
"82(1,B11)",RAM-001,18151.75,2386,866.5,425,237.5,11285,8288.5,451,2338.5,1178.5,721,,,,
"83(1,C11)",RAC-001-T01,815.75,1485,58,98,35.5,254.5,357.5,137,173,90,1549,,,,
"84(1,D11)",RAC-001-T06,394.25,979,23,87,39.5,111,266,132.5,17847.5,142,685,,,,
"85(1,E11)",RAC-001-T08,163.75,391.5,44.5,69.5,30.5,78.5,221.5,99,16286,119.5,852,,,,
"86(1,F11)",RAM-005,22711.25,3723,156.5,1811,39.5,14241,2190,931,192.5,141.5,703,,,,
"87(1,G11)",RAC-005-T01,13839.75,436,42.5,124,49.5,9275.5,522,231,215,204,641,,,,
"88(1,H11)",RAC-005-T06,2451.75,156,16,33,14.5,1769,491.5,34.5,26661,60,823,,,,
"89(1,A12)",RAC-005-T08,1757.75,273.5,27,46.5,14.5,1658,433.5,49,16337,112,683,,,,
"90(1,B12)",RAM-006,9430.75,335.5,10168,72,36.5,16053,13366,116.5,5340.5,191,641,,,,
"91(1,C12)",RAC-006-T01,319.75,53,232,77.5,10,629.5,475.5,30,200.5,25,893,,,,
"92(1,D12)",RAC-006-T06,182.25,61,71,49,17.5,152,221.5,79.5,27386,66,891,,,,
"93(1,E12)",RAC-006-T08,74.75,35,49,30,10.5,143.5,147.5,39,16794,34,707,,,,
"94(1,F12)",HCAM-001,298.75,66.5,198,72,63.5,104,250.5,137,213,204,574,,,,
"95(1,G12)",HCAM-001,215.75,56,205,68.5,50.5,85,174.5,103,169.5,161.5,858,,,,
"96(1,H12)",RAM-012,16549.75,1085,74,50,45,115,7401.5,53,1278,112,793,,,,
,,,,,,,,,,,,,,,,
DataType:,Count,,,,,,,,,,,,,,,
Location,Sample,AMA1,pp28,Schisto,pp65,BSA,MSP1,HRPII,CelTos,CSP,PfGarp,Total Events,,,,
"1(1,A1)",Background0,80,79,86,100,89,90,84,96,71,75,850,,,,
"2(1,B1)",African-Mix-Standard01,67,106,97,126,97,95,97,125,81,76,967,,,,
"3(1,C1)",African-Mix-Standard02,84,99,100,95,96,107,83,107,81,93,945,,,,
"4(1,D1)",African-Mix-Standard03,98,81,90,116,102,93,101,105,100,111,997,,,,
"5(1,E1)",African-Mix-Standard04,122,91,100,136,116,94,115,136,113,114,1137,,,,
"6(1,F1)",African-Mix-Standard05,83,94,114,126,96,108,89,113,106,99,1028,,,,
"7(1,G1)",African-Mix-Standard06,80,79,91,113,93,83,90,96,85,110,920,,,,
"8(1,H1)",African-Mix-Standard07,95,112,123,162,138,155,129,141,141,140,1336,,,,
"9(1,A2)",Background0,72,70,85,103,84,85,79,105,95,81,859,,,,
"10(1,B2)",African-Mix-Standard01,70,93,72,113,98,100,86,98,82,81,893,,,,
"11(1,C2)",African-Mix-Standard02,75,84,93,120,82,100,115,135,93,107,1004,,,,
"12(1,D2)",African-Mix-Standard03,98,93,100,131,108,97,91,128,84,107,1037,,,,
"13(1,E2)",African-Mix-Standard04,78,81,119,98,93,79,80,104,80,82,894,,,,
"14(1,F2)",African-Mix-Standard05,94,97,108,110,100,114,87,111,95,99,1015,,,,
"15(1,G2)",African-Mix-Standard06,81,89,106,114,72,97,89,103,94,94,939,,,,
"16(1,H2)",African-Mix-Standard07,94,102,98,116,118,108,105,123,122,140,1126,,,,
"17(1,A3)",Healthy-control-negative,68,89,84,100,92,78,87,99,85,83,865,,,,
"18(1,B3)",RCM-037,86,81,102,129,101,101,106,103,95,119,1023,,,,
"19(1,C3)",RCC-037-01,85,104,102,117,118,100,105,122,97,101,1051,,,,
"20(1,D3)",Empty,94,64,84,104,86,81,73,70,83,90,829,,,,
"21(1,E3)",RCC-037-T07,77,81,91,100,91,99,74,98,82,89,882,,,,
"22(1,F3)",RCC-037-T08,71,97,94,103,70,89,66,97,69,65,821,,,,
"23(1,G3)",RCM-040,85,98,88,115,99,110,82,103,91,101,972,,,,
"24(1,H3)",RCC-040-T01,76,99,115,121,114,119,94,120,109,132,1099,,,,
"25(1,A4)",RCC-040-T07,85,80,103,101,92,104,94,103,80,100,942,,,,
"26(1,B4)",RCC-040-T08,94,94,101,129,94,106,101,100,120,96,1035,,,,
"27(1,C4)",RCM-042,68,100,103,107,102,80,97,87,90,80,914,,,,
"28(1,D4)",RCC-042-T01,106,82,86,99,96,107,89,115,84,97,961,,,,
"29(1,E4)",RCC-042-T07,98,100,87,121,84,82,114,109,96,114,1005,,,,
"30(1,F4)",RCC-042-T08,79,89,80,94,83,75,71,105,81,76,833,,,,
"31(1,G4)",RCM-043,89,101,117,124,95,128,116,124,103,127,1124,,,,
"32(1,H4)",RCC-043-T01,79,100,114,116,118,124,113,115,121,150,1150,,,,
"33(1,A5)",RCC-043-T07,56,68,83,87,88,79,84,64,60,78,747,,,,
"34(1,B5)",RCM-043-T08,86,81,74,114,98,91,77,117,90,92,920,,,,
"35(1,C5)",RCM-045,61,83,90,115,102,101,71,107,78,87,895,,,,
"36(1,D5)",RCC-045-T01,87,86,101,121,117,132,90,107,116,135,1092,,,,
"37(1,E5)",RCC-045-T07,85,104,96,136,111,126,108,122,99,112,1099,,,,
"38(1,F5)",RCC-045-T08,42,78,81,88,87,59,56,96,40,49,676,,,,
"39(1,G5)",RCM-046,77,112,100,114,87,77,75,111,93,96,942,,,,
"40(1,H5)",RCC-046-T01,83,72,98,88,111,89,95,114,105,116,971,,,,
"41(1,A6)",RCC-046-T07,77,102,108,98,109,126,95,127,89,120,1051,,,,
"42(1,B6)",RCC-046-T08,68,81,81,94,117,70,93,126,96,84,910,,,,
"43(1,C6)",RCM-047,76,81,83,114,92,102,100,104,107,102,961,,,,
"44(1,D6)",RCC-047-T01,98,89,126,137,103,98,116,118,126,121,1132,,,,
"45(1,E6)",RCC-047-T07,99,101,107,129,101,101,112,137,106,105,1098,,,,
"46(1,F6)",RCC-047-T08,90,88,118,129,108,123,123,107,107,125,1118,,,,
"47(1,G6)",RCM-049,73,83,99,130,95,87,94,108,109,129,1007,,,,
"48(1,H6)",RCC-049-T01,96,106,128,150,130,97,107,125,121,101,1161,,,,
"49(1,A7)",RCC-049-T07,79,104,98,145,103,102,93,117,96,119,1056,,,,
"50(1,B7)",RCC-049-T08,109,97,129,113,90,131,105,117,140,113,1144,,,,
"51(1,C7)",RCM-050,83,108,117,133,118,105,104,133,136,126,1163,,,,
"52(1,D7)",RCC-050-T01,101,95,105,108,79,98,91,94,115,105,991,,,,
